'ai'dang'shi'xi'mo'zhi 哀当世兮莫知
'shi'bin'fen'qi'bian'yi'xi 时缤纷其变易兮
'shi'bing'ju'er'hao'peng'xi 世并举而好朋兮
'shi'bu'dang'xi 时不当兮
'shi'bu'ke'xi'zai'de 时不可兮再得
'shi'bu'ke'xi'zhou'de 时不可兮骤得
'shi'bu'ke'yan 时不可淹
'shi'bu'ke'yi'xiang'cuo 势不可以相错
'shi'bu'neng'ling'bo'yi'jing'du'xi 势不能凌波以径度兮
'shi'bu'tou'er'wei'bao'xi 食不媮而为饱兮
'shi'cai'xi'yong'yue 蓍蔡兮踊跃
'shi'cao'mu'zhi'qiu'shi 食草木之秋实
'shi'cen'cuo'yi'yi'ri 石嵾嵯以翳日
'shi'chan'yu'er'ri'de 使谗谀而日得
'shi'chi'chi'qi'ri'jin'xi 时迟迟其日进兮
'shi'cong'su'er'bian'hua'xi 世从俗而变化兮
'shi'duo'fang'xie 食多方些
'shi'er'yan'fen 十二焉分
'shi'fang'cao'wei'sou'you 使芳草为薮幽
'shi'fang'fu'yi'yao'jian'xi 时仿佛以遥见兮
'shi'fang'ze'zhi 施芳泽只
'shi'fu'bai'cao'wei'zhi'bu'fang 使夫百草为之不芳
'shi'gao'tang'xie 饰高堂些
'shi'guan'yan'er'ren'zang'huo'xi 释管晏而任臧获兮
'shi'he'yi'shang'zhi 师何以尚之
'shi'huang'ji'zhi'wang'ce 施黄棘之枉策
'shi'hun'hun'xi'jiao'zan 时混混兮浇饡
'shi'hun'zhuo'er'bu'fen'xi 世溷浊而不分兮
'shi'hun'zhuo'er'bu'qing 世溷浊而不清
'shi'hun'zhuo'er'bu'zhi 世溷浊而不知
'shi'hun'zhuo'er'ji'xian'xi 世溷浊而嫉贤兮
'shi'hun'zhuo'er'mo'yu'zhi'xi 世溷浊而莫余知兮
'shi'hun'zhuo'mo'wu'zhi 世溷浊莫吾知
'shi'hun'zhuo'qi'you'wei'yang 时溷浊其犹未央
'shi'hun'zhuo'you'wei'qing'xi 时溷浊犹未清兮
'shi'ji'zhuo'xi'yuan'miao'miao 世既卓兮远眇眇
'shi'jia'sui'zong 室家遂宗
'shi'jia'ying'ting 室家盈廷
'shi'jiang'shui'xi'an'liu 使江水兮安流
'shi'jiao'zhui'xi'tu'zheng'xian 矢交坠兮土争先
'shi'jie'yan'yu'miao'tang'xi 始结言於庙堂兮
'shi'jun'er'bu'er'xi 事君而不贰兮
'shi'jun'zhi'xian'xie 侍君之閒些
'shi'kong'luan'xi'suo'ju 实孔鸾兮所居
'shi'lai'xi'qian'qian 石濑兮浅浅
'shi'lan'yu'xi'sa'chen 使湅雨兮灑尘
'shi'lei'lei'xi'ge'man'man 石磊磊兮葛曼曼
'shi'lei'tong'er'xuan'yao'xi 世雷同而炫曜兮
'shi'man'gong'xie 实满宫些
'shi'mian'mian'er'duo'si'xi 事绵绵而多私兮
'shi'mo'ke'yi'ji'tuo 世莫可以寄讬
'shi'mo'zhi'qi'suo'ru 世莫知其所如
'shi'mo'zhi'xi'gao'qiu 士莫志兮羔裘
'shi'nv'za'zuo 士女杂坐
'shi'pei'cu'xi 实沛徂兮
'shi'po'po'xi'qie'dan 时昢昢兮且旦
'shi'qi'lin'ke'de'ji'er'xi'xi 使麒麟可得羁而係兮
'shi'ren'jie'zhuo 世人皆浊
'shi'ri'dai'chu 十日代出
'shi'ri'yue'hu'wu'guang 使日月乎无光
'shi'shi'zhi'xi'zeng'quan 食时至兮增泉
'shi'shou'zong'mu 豕首纵目
'shi'shu'ke'wei'ming'zhi 世孰可为明之
'shi'shu'yun'er'zhi'zhi 世孰云而知之
'shi'su'geng'er'bian'hua'xi 世俗更而变化兮
'shi'su'nv'xi'gu'huang 使素女兮鼓簧
'shi'tiao'hu'er'wu'jian'xi 视儵忽而无见兮
'shi'wang'zai'si 师望在肆
'shi'wei'wei'er'guo'zhong'xi 时亹亹而过中兮
'shi'wei'wei'er'ji'jin'xi 事亹亹而觊进兮
'shi'xiang'ling'gu'se'xi 使湘灵鼓瑟兮
'shi'xiao'yang'xian'dao'xi 使枭杨先导兮
'shi'yan'yu'er'bu'yong'xi 时厌饫而不用兮
'shi'yao'luan'you'wei'cha 世殽乱犹未察
'shi'yi'jian'fang 是以见放
'shi'yi'ran'ran'er'jiang'zhi 时亦冉冉而将至
'shi'yi'you'qi'wei'yang 时亦犹其未央
'shi'you'mei'yi'xuan'yao'xi 世幽昧以昡曜兮
'shi'yu'shai'er'wai'yin 施玉色而外淫
'shi'yu'shang'xie 实羽觞些
'shi'yuan'qi'xi'chang'cun 食元气兮长存
'shi'zhao'ming'xi'suo'chu 適昭明兮所处
'shi'zhen'chen'wei'wu'you 使贞臣为无由
'shi'zhi'xi'you'you 失志兮悠悠
'shi'zhong'zheng'zhi'he'ruo 视忠正之何若
'shi'zhong'zhi'guan 室中之观
'shi'zhou'ling'xing 释舟陵行
'shi'zhu'rong'xi'xian'xing 使祝融兮先行
'shou'ci'zi'hai 受赐兹醢
'shou'he'suo'zhi 寿何所止
'shou'hui'tai'zhi'meng'xia'xi 收恢台之孟夏兮
'shou'li'tian'xia 受礼天下
'shou'liao'er'shui'qing 收潦而水清
'shou'ming'bu'qian 受命不迁
'shou'ming'zhao'yi'zhao'shi 受命诏以昭诗
'shou'ran'ran'er'ri'shuai'xi 寿冉冉而日衰兮
'shou'ran'ran'er'yu'shuai 寿冉冉而愈衰
'shou'shen'li'xi'xin'bu'cheng 首身离兮心不惩
'shou'shou'yong'duo 受寿永多
'shou'wu'zhi'wen'wen'zhe'hu 受物之汶汶者乎
'shou'yin'tian'xia 授殷天下
'shou'zhi'zhi'yu'luan'xi'xiao'yao 守志陟玉峦兮逍遥
'shu'bing'jie'yi'chi'wu'xi 舒并节以驰骛兮
'shu'bu'shi'er'you'huo 孰不实而有穫
'shu'cha'qi'kui'zheng 孰察其揆正
'shu'chu'zuo'zhi 孰初作之
'shu'dan'bu'jia 叔旦不嘉
'shu'dao'shang'zhi 孰道尚之
'shu'fang'xi'zhen'tiao 舒芳兮振条
'shu'fei'shan'er'ke'fu 孰非善而可服
'shu'huan'jie'xi'an'ge 疏缓节兮安歌
'shu'huang'yu'zhi'zhong'ji 述皇舆之踵迹
'shu'jiang'he'zhi'ke'he 孰江河之可涸
'shu'kui'cui'zhi'ke'jiu'xi 孰魁摧之可久兮
'shu'lei'shi'zhi'tian'tian'xi 属雷师之阗阗兮
'shu'lei'xi'man'yan 菽藟兮蔓衍
'shu'lei'yi'cheng'xi 庶类以成兮
'shu'li'bu'yin 淑离不淫
'shu'li'he'xi'ke'wei 孰离合兮可为
'shu'liang'dong'men'zhi'ke'wu 孰两东门之可芜
'shu'lun'xiang'jiu'xi'lin'mu'pei'wei 树轮相纠兮林木茷骫
'shu'neng'jiang'zhi 殊能将之
'shu'neng'ruo'xi'yuan'wei'fu 孰能若兮原为辅
'shu'neng'shi'yu'wu'bao 孰能施於无报
'shu'neng'si'er'bu'yin'xi 孰能思而不隐兮
'shu'ning'shuang'zhi'fen'fen 漱凝霜之雰雰
'shu'pei'xi'shen'xi 舒佩兮綝纚
'shu'qi'jiu'er'yu'ming 叔齐久而逾明
'shu'qi'qi'er'wei'dong'xi 孰契契而委栋兮
'shu'qi'qu'si 孰期去斯
'shu'qin'ru'zhi'ke'wei 孰侵辱之可为
'shu'qing'chen'shi'ji'yi'zi'mian'xi 舒情陈诗冀以自免兮
'shu'qiu'mei'er'shi'nv 孰求美而释女
'shu'ru'xi'wo'huai 蠋入兮我怀
'shu'shen'dan'er'bie'zhi 孰申旦而别之
'shu'shi'cui'zhi 孰使萃之
'shu'shi'lan'xi'wei'fang 疏石兰兮为芳
'shu'shi'luan'huo 孰使乱惑
'shu'tian'ming'er'wei'zhi'xian'chi 属天命而委之咸池
'shu'wei'sun'zhi'duo'nu'xi 数惟荪之多怒兮
'shu'wei'zhong'zhi 孰为忠直
'shu'wu'shi'er'you'bao'xi 孰无施而有报兮
'shu'xin'xiu'er'mu'zhi 孰信修而慕之
'shu'xu'wei'zhi'ke'chang 孰虚伪之可长
'shu'yan'bian'shi'xi 数言便事兮
'shu'ying'du'zhi 孰营度之
'shu'you'suo'bu'dai 数有所不逮
'shu'you'xi'xian'zhe 孰由兮贤者
'shu'you'yu'ai'xi 舒忧娱哀兮
'shu'yu'he'xi'chao'su 摅羽翮兮超俗
'shu'yun'cha'yu'zhi'shan'e 孰云察余之善恶
'shu'yun'cha'yu'zhi'zhong'qing 孰云察余之中情
'shu'yun'zhi'qi'suo'zhi 孰云知其所至
'shu'zai'fu'jia'jia 孰哉复加加
'shu'zhen'chen'er'ri'ai 属贞臣而日娭
'shu'zheng'yang'er'han'zhao'xia 漱正阳而含朝霞
'shu'zhi'cha'qi'hei'bai 孰知察其黑白
'shu'zhi'ji'yu'xin'chai 树枳棘与薪柴
'shu'zhi'jiang'zhi 孰制匠之
'shu'zhi'qi'bu'he'xi 孰知其不合兮
'shu'zhi'qi'gu 孰知其故
'shu'zhi'yu'zhi'cong'rong 孰知余之从容
'shuai'se'wang'xi'zhong'dai 衰色罔兮中怠
'shuai'yun'ni'er'lai'yu 帅云霓而来御
'shuang'lu'can'qi'er'jiao'xia'xi 霜露惨悽而交下兮
'shuang'xue'xi'cui'ai 霜雪兮漼溰
'shui'bei'liu'er'yuan'jie'xi 水背流而源竭兮
'shui'bin'zhi'mu 水滨之木
'shui'bo'yuan'yi'ming'ming'xi 水波远以冥冥兮
'shui'chuan'dao'zhi 谁传道之
'shui'ke'yu'wan'ci'yi'fang 谁可与玩此遗芳
'shui'ke'yu'wan'si'yi'fang'xi 谁可与玩斯遗芳兮
'shui'ke'yu'xi'wu'yu 谁可与兮寤语
'shui'ke'yu'xi'zhong'sheng 谁可与兮终生
'shui'liu'shang'shang 水流汤汤
'shui'neng'ji'zhi 谁能极之
'shui'shi'zheng'qi'zhen'shi'xi 谁使正其真是兮
'shui'suo'ji'yan 谁所极焉
'shui'yue'xi'yu'jing 水跃兮余旌
'shui'zhi'qi'shu 谁知其数
'shui'zhi'wu'zhi'lian'zhen 谁知吾之廉贞
'shui'zhou'xi'tang'xia 水周兮堂下
'shun'bo'cou'er'xia'jiang 顺波凑而下降
'shun'chang'lai'zhi'zhuo'liu 顺长濑之浊流
'shun'feng'bo'yi'cong'liu'xi 顺风波以从流兮
'shun'feng'bo'yi'nan'bei'xi 顺风波以南北兮
'shun'fu'jue'di 舜服厥弟
'shun'ji'xi'pang'yang 顺极兮彷徉
'shun'kai'feng'yi'cong'you'xi 顺凯风以从游兮
'shun'mi'dai'xie 顺弥代些
'shun'min'zai'jia 舜闵在家
'shun'xi'yao'yao 眴兮杳杳
'shun'yu'cheng'gong 顺欲成功
'shun'yu'ye'xi'zhi'ke 吮玉液兮止渴
'shuo'cao'zhu'yu'fu'yan'xi 说操筑於傅岩兮
'shuo'ling'huai'zhi'gui'shen 愬灵怀之鬼神
'si'bi'gan'zhi'peng'peng'xi 思比干之恲恲兮
'si'bo'bie'er'shang'shan'xi 驷跛虌而上山兮
'si'bu'mian'yi'zhi'shu 思不眠以至曙
'si'chen'yi'er'bu'yang 思沉抑而不扬
'si'chong'lan'xie 汜崇兰些
'si'ding'wen'xi'sheng'ming'zhe 思丁文兮圣明哲
'si'fang'zhi'men 四方之门
'si'fu'jun'xi'tai'xi 思夫君兮太息
'si'fu'yu'xi'gan'qie'bo 思怫郁兮肝切剥
'si'geng'yi'xi'ji'qu 思哽饐兮诘诎
'si'gong'zi'xi'tu'li'you 思公子兮徒离忧
'si'gong'zi'xi'wei'gan'yan 思公子兮未敢言
'si'gu'ming'ming'shen'lin'xi'shu'mu'yu'yu 思古冥冥深林兮树木郁郁
'si'guo'jia'zhi'li'ju'xi 思国家之离沮兮
'si'hai'liu'er'fu'fan 思还流而复反
'si'jian'chan'er'bu'shi 思蹇产而不释
'si'jian'chan'zhi'bu'shi'xi 思蹇产之不释兮
'si'jiu'gu'yi'xiang'xiang'xi 思旧故以想像兮
'si'jiu'gu'zhi'qin'shen'xi 思久故之亲身兮
'si'jiu'zhou'zhi'bo'da'xi 思九州之博大兮
'si'jun'qi'mo'wo'zhong'xi 思君其莫我忠兮
'si'jun'xi'wu'liao 思君兮无聊
'si'lin'bo'xi 死林薄兮
'si'ling'bao'xi'xian'kua 思灵保兮贤姱
'si'ling'ze'xi'yi'gao'mu 思灵泽兮一膏沐
'si'lu'jian 斯路渐
'si'ma'jing'er'heng'ben 驷马惊而横奔
'si'mei'ren'si'mei'ren'xi 思美人思美人兮
'si'nan'ying'zhi'jiu'su'xi 思南郢之旧俗兮
'si'nian'ying'lu'xi 思念郢路兮
'si'ning'fang'xi'hou'de'yu 四佞放兮後得禹
'si'peng'xian'zhi'gu'ye 思彭咸之故也
'si'peng'xian'zhi'shui'you 思彭咸之水游
'si'ri'jiang'zhi'xi 死日将至兮
'si'rong'yu'er'xia'ju'xi 汜容与而遐举兮
'si'shang'jing'qi 四上竞气
'si'shi'di'lai'er'zu'sui'xi 四时递来而卒岁兮
'si'shi'feng'zhi'qing'ji'xi 俟时风之清激兮
'si'wu'qiong'hu 斯无穷乎
'si'yan'shui'gao'xi 斯言谁告兮
'si'yao'shun'xi'xi'xing 思尧舜兮袭兴
'si'yu'qiu'yi'jie'yi'xi 驷玉虬以桀鹥兮
'si'yu'su'zhi'liu'feng'xi 思余俗之流风兮
'si'yuan'yi'zhi 思怨移只
'si'ze'you'yu 死则又育
'si'zhong'deng'jiu'ling'xi'you'shen 思忠登九灵兮游神
'si'zhou'bing'shu 四酎并孰
'si'zi'lian'xi'he'ji 私自怜兮何极
'song'chang'jian'xi'yong'you'ai 慫长剑兮拥幼艾
'song'jiang'gui 送将归
'song'mei'ren'xi'nan'pu 送美人兮南浦
'song'wei'lv'ju'wei'chou'e 讼谓闾娵为丑恶
'song'yu'jia'xi'ru'ming 竦余驾兮入冥
'song'yu'jian'xi'gan'jiang 竦余剑兮干将
'su'bei'gu'xi 宿北姑兮
'su'fen'rang'yi'chong'yi'xi 苏粪壤以充祎兮
'su'gao'feng'yi'di'huai'xi 溯高风以低佪兮
'su'ji'du'er'bi'xian'xi 俗嫉妒而蔽贤兮
'su'jiang'tan'xi 溯江潭兮
'su'liu'cong'er'bu'zhi'xi 俗流从而不止兮
'su'qian'e'er'cen'cuo 俗岒峨而嵾嵯
'su'shi'du'li 苏世独立
'su'tui'ning'er'jin'fu'xi 俗推佞而进富兮
'su'wu'di'yi'zhi'ci 诉五帝以置辞
'sui'bu'yu'hu'qian'li 遂不禦乎千里
'sui'bu'zhou'yu'jin'zhi'ren'xi 虽不周於今之人兮
'sui'ce'shen'er'ji'yuan 遂侧身而既远
'sui'ceng'hong'er'po'shen 遂曾闳而迫身
'sui'cheng'kao'gong 遂成考功
'sui'chi'cheng'xi'sheng'yun 遂驰骋兮升云
'sui'feng'mi'er'cheng'xing 随风靡而成行
'sui'guo'shi'you'fu'zhi 虽过失犹弗治
'sui'hu'hu'er'bu'fan 岁忽忽而不反
'sui'hu'hu'er'qiu'jin'xi 岁忽忽而遒尽兮
'sui'hu'hu'qi'ruo'tui 岁忽忽其若颓
'sui'hu'hu'qi'ruo'tui'xi 岁曶曶其若颓兮
'sui'hu'hu'xi'wei'mu 岁忽忽兮惟暮
'sui'ji'yan'xi'shu'hua'yu 岁既晏兮孰华予
'sui'jian'jian'yi'shen'zhi'xi 虽謇謇以申志兮
'sui'jian'pai'er'feng'chan 遂见排而逢谗
'sui'jiu'si'qi'you'wei'hui 虽九死其犹未悔
'sui'men'tan'er'wu'ming 遂闷叹而无名
'sui'mie'mo'zhi'zi'le 虽灭没之自乐
'sui'mo'shen'er'bu'fan 遂没身而不反
'sui'mu'xi'bu'zi'liao 岁暮兮不自聊
'sui'pi'yuan'zhi'he'shang 虽僻远之何伤
'sui'piao'feng'zhi'suo'reng 随飘风之所仍
'sui'qu'bu'fu'yu'yan 遂去不复与言
'sui'ti'da'xi'xie'zao 遂踢达兮邪造
'sui'ti'jie'qi'bu'bian'xi 虽体解其不变兮
'sui'ti'jie'wu'you'wei'bian'xi 虽体解吾犹未变兮
'sui'tiao'hu'er'men'tian 遂儵忽而扪天
'sui'wei'jue'er'li'yi 遂萎绝而离异
'sui'wei'jue'qi'yi'he'shang'xi 虽萎绝其亦何伤兮
'sui'xi'chi'qi'bu'rong 虽翕翅其不容
'sui'xin'mei'er'wu'li'xi 虽信美而无礼兮
'sui'you'ba'shi'er'bu'ke'wei 虽有八师而不可为
'sui'you'xi'shi'zhi'mei'rong'xi 虽有西施之美容兮
'sui'yuan'zhong'qi'yan'de 虽原忠其焉得
'sui'zhen'ren'xi'ao'xiang 随真人兮翱翔
'sui'zhi'kun'qi'bu'gai'cao'xi 虽知困其不改操兮
'sui'zhong'jie'zhi'he'yi 虽重介之何益
'sui'zhong'zhui'wu'he'ji 虽重追吾何及
'sui'zi'ren'er'chen'liu 遂自忍而沉流
'sun'bi'xi'zi'tan 荪壁兮紫坛
'sun'du'yi'xi'wei'min'zheng 荪独宜兮为民正
'sun'he'yi'xi'chou'ku 荪何以兮愁苦
'sun'rao'xi'lan'jing 荪桡兮兰旌
'sun'xiang'long'er'bu'wen 荪详聋而不闻
'suo'hu'sheng'zhi'xi'xi 索胡绳之纚纚
'suo'qiong'mao'yi'ting'tuan'xi 索琼茅以筳篿兮
'suo'xing'ji'li 所行几里
'suo'yi'zheng'zhi'bu'yuan 所以证之不远
'suo'zuo'zhong'er'yan'zhi'xi 所作忠而言之兮
'tai'gong'bu'yu'wen'wang'xi 太公不遇文王兮
'tai'gong'jiu'shi'nai'xian'rong'xi 太公九十乃显荣兮
'tai'yi'wei'yu'ting'zhi 太一为余听之
'tan'li'sao'yi'yang'yi'xi 叹离骚以扬意兮
'tan'wang'xi'dang'bi 贪枉兮党比
'tan'yue 叹曰
'tang'chu'zhong'quan 汤出重泉
'tang'gu'ji'liao'zhi 汤谷寂寥只
'tang'he'ji'yan 汤何殛焉
'tang'mou'yi'lv 汤谋易旅
'tang'yang'lu'ban'zhao'shui'shen'xi 倘佯垆阪沼水深兮
'tang'yu'dian'zhuo'er'hui'yi 唐虞点灼而毁议
'tang'yu'jiu'yuan'xi 汤禹久远兮
'tang'yu'xi'bu'cun 唐虞兮不存
'tang'yu'yan'er'qiu'he'xi 汤禹俨而求合兮
'tang'yu'yan'er'zhi'jing'xi 汤禹俨而祗敬兮
'tao'jia'yue'xi'zong'jia 陶嘉月兮总驾
'tao'mu'lan'yi'jiao'hui'xi 檮木兰以矫蕙兮
'tao'yong'lan'yao'yao'xi'shi'wei 陶壅览杳杳兮世惟
'te'chu'xi'qiong'qiong 特处兮茕茕
'teng'gao'luan'niao'ying'mi'fei 腾告鸾鸟迎宓妃
'teng'jia'bu'you 腾驾步游
'teng'jia'tuo'tuo 腾驾橐驼
'teng'lv'luo'yi'chi'zhu 腾驴骡以驰逐
'teng'qun'he'yu'yao'guang 腾群鹤於瑶光
'teng'she'xi'hou'cong 腾蛇兮後从
'teng'zhong'che'shi'jing'dai 腾众车使径待
'ti'bian'juan'zhi 体便娟只
'ti'chan'yuan'xi'xia'zhan'shi 涕潺湲兮下霑轼
'ti'heng'ji'er'cheng'xing 涕横集而成行
'ti'ji'xi'wei'wo 鹈集兮帷幄
'ti'jian'jian'qi'ruo'xie 涕渐渐其若屑
'ti'liu'jiao'ji'xi 涕流交集兮
'ti'liu'lan'xi'ru'yu 涕流澜兮如雨
'ti'liu'pang'tuo 涕流滂沲
'ti'qi'jiao'er'qi'qi'xi 涕泣交而凄凄兮
'ti'qi'liu'hu'yu'yi 涕泣流乎於悒
'ti'rong'rong'er'dong'hui 体溶溶而东回
'ti'yin'yin'qi'ruo'xian 涕淫淫其若霰
'tian'bai'hao'hao 天白颢颢
'tian'de'ming'zhi 天德明只
'tian'di'si'fang 天地四方
'tian'gao'er'qi'qing 天高而气清
'tian'he'suo'ta 天何所沓
'tian'ji'yan'jia 天极焉加
'tian'ming'fan'ce 天命反侧
'tian'ming'gu'xie 搷鸣鼓些
'tian'sheng'wo'xi'dang'an'shi 天生我兮当闇时
'tian'shi'cong'heng 天式从横
'tian'shi'dui'xi'wei'ling'nu 天时懟兮威灵怒
'tian'si'wang'er'bu'liao 恬死亡而不聊
'tian'ting'ming'xi'yun'ni'cang 天庭明兮云霓藏
'tian'wen'yue'sui'gu'zhi'chu 天问曰遂古之初
'tian'yi'qian'zhen 田邑千畛
'tiao'er'lai'xi'hu'er'shi 儵而来兮忽而逝
'tiao'yi'yu'zhi 调以娱只
'tiao'yu'yang'tai'dang'xun'ji'xi 挑揄扬汰荡迅疾兮
'ting'bo'sheng'zhi'xiong'xiong 听波声之汹汹
'ting'chan'ren'zhi'xu'ci 听谗人之虚辞
'ting'chang'huang'er'wu'wen 听惝怳而无闻
'ting'chao'shui'zhi'xiang'ji 听潮水之相击
'ting'da'he'zhi'bo'sheng 听大壑之波声
'ting'ge'zhuan'zhi 听歌譔只
'ting'jian'chen'zhi'fu'shuo'xi 听奸臣之浮说兮
'ting'lei'shen'zhi 听类神只
'ting'wang'hou'xi'chui'yu 听王后兮吹竽
'ting'xuan'he'zhi'chen'ming'xi 听玄鹤之晨鸣兮
'tong'chu'guo'zhi'liu'wang'xi 痛楚国之流亡兮
'tong'fei'lian'zhi'ya'ya 通飞廉之衙衙
'tong'feng'xi'yuan'shi 痛凤兮远逝
'tong'ji'er'yi'lu'xi 同极而异路兮
'tong'lei'zhe'xiang'si 同类者相似
'tong'lu'tian'men'xi'zhui'hu 通路天门兮坠户
'tong'nu'luo'yu'cheng'zang'xi 同驽鸁与乘駔兮
'tong'quan'gai'er'jiu'heng 同权概而就衡
'tong'rou'yu'shi'xi 同糅玉石兮
'tong'xin'fu'xie 同心赋些
'tong'yin'zhe'xiang'he'xi 同音者相和兮
'tong'zhong'yan'zhi'ni'er'xi 痛忠言之逆耳兮
'tou'jian'xi'tuo'mian 投剑兮脱冕
'tou'shi'fu'zhi 投诗赋只
'tou'yi'quan'wu'qu'hu 偷以全吾躯乎
'tou'zhi'shen'yuan'xie 投之深渊些
'tou'zhi'yu'bing'shang 投之於冰上
'tu'bo'jiu'yue 土伯九约
'tu'man'man'qi'wu'shi 涂漫漫其无时
'tu'zi'hua'xi'bu'tiao 吐紫华兮布条
'tuan'hao'xi'xun'xun 貒貉兮蟫蟫
'tui'gu'xi'peng'wu 退顾兮彭务
'tui'jiang'fu'xiu'wu'chu'fu 退将复修吾初服
'tui'jing'mo'er'mo'yu'zhi'xi 退静默而莫余知兮
'tui'liu'xia'yun'shen'ri'yuan'xi 颓流下陨身日远兮
'tun'hun'hun'er'chou'yue 忳惛惛而愁约
'tun'ren'yi'yi'qi'xin'xie 吞人以益其心些
'tun'yu'che'qi'qian'sheng'xi 屯余车其千乘兮
'tun'yu'che'xi'huang'zhi 屯余车兮黄支
'tun'yu'che'xi'suo'you 屯余车兮索友
'tun'yu'che'zhi'wan'sheng'xi 屯余车之万乘兮
'tun'yu'yi'yu'tuo'chi'xi 忳郁邑余佗傺兮
'tuo'hui'biao'hu'shang'yang 讬回飙乎尚羊
'tuo'peng'xian'zhi'suo'ju 讬彭咸之所居
'wa'fu'lei'ming 瓦釜雷鸣
'wa'li'jin'bao'xi 瓦砾进宝兮
'wai'cheng'huan'zhi'que'yue'xi 外承欢之汋约兮
'wai'pang'huang'er'you'lan'xi 外彷徨而游览兮
'wai'po'xie'yu'ji'bi'xi 外迫胁於机臂兮
'wan'bi'qing'qing'qi'ru'tui'xi 菀彼青青泣如颓兮
'wan'bian'qi'qing'qi'ke'gai'xi 万变其情岂可盖兮
'wan'fang'yi'wei'huan'xi 刓方以为圜兮
'wan'mi'wu'yu'jun'ruo'xi 菀蘼芜与菌若兮
'wan'min'li'zhi 万民理只
'wan'qin'shu'xi'you'xi 玩琴书兮游戏
'wan'wu'ju'zhi 万物遽只
'wang'bei'shan'er'liu'ti'xi 望北山而流涕兮
'wang'bi'li'xi'wei'wei 罔薜荔兮为帷
'wang'bu'cha'qi'chang'li'xi 王不察其长利兮
'wang'cen'yang'xi'ji'pu 望涔阳兮极浦
'wang'chang'qiu'er'tai'xi'xi 望长楸而太息兮
'wang'che'deng'xi'qing'yun 枉车登兮庆云
'wang'da'he'zhi'zhou'zhu'xi 望大河之洲渚兮
'wang'fu'jun'xi'wei'lai 望夫君兮未来
'wang'gao'qiu'er'tan'ti'xi 望高丘而叹涕兮
'wang'gao'shan'zhi'jian'chan 望高山之蹇产
'wang'hu'zhu'zhui 网户硃缀
'wang'huai'xi'pei'pei 望淮兮沛沛
'wang'hui'qian'zhi 王虺骞只
'wang'jiang'han'xi'hu'luo 望江汉兮濩渃
'wang'jiu'bang'xi'lu'wei'sui 望旧邦兮路逶随
'wang'jiu'bang'zhi'an'shen'xi 望旧邦之黯黮兮
'wang'kong'wei'shen'xie 往恐危身些
'wang'lai'chou'hu 往来鯈忽
'wang'lai'shen'shen'xie 往来侁侁些
'wang'lang'feng'zhi'ban'tong 望阆风之板桐
'wang'liu'ti'yi'liao'lv'xi 罔流涕以聊虑兮
'wang'mang'mang'zhi'wu'ji 罔芒芒之无纪
'wang'meng'xia'zhi'duan'ye'xi 望孟夏之短夜兮
'wang'nan'ying'er'kui'zhi 望南郢而闚之
'wang'ning'mei'xi'wei'lai 望泞美兮未来
'wang'san'wu'yi'wei'xiang'xi 望三五以为像兮
'wang'sun'xi'gui'lai 王孙兮归来
'wang'sun'you'xi'bu'gui 王孙游兮不归
'wang'suo'xi'gui'bo 罔所兮归薄
'wang'tai'wei'xi'mu'mu 望太微兮穆穆
'wang'tai'yi'xi'yan'xi 望太一兮淹息
'wang'xi'gu'xi'weng'yu 望溪谷兮滃郁
'wang'xi'wu 罔兮沕
'wang'xuan'mei'yi'bei'zhong'xi 忘儇媚以背众兮
'wang'yan'zi'er'wu'po 望崦嵫而勿迫
'wang'yao'tai'zhi'yan'jian'xi 望瑶台之偃蹇兮
'wang'yu'heng'yu'yan'huo'xi 枉玉衡於炎火兮
'wang'zhe'bu'ke'ban'yuan'xi 往者不可扳援兮
'wang'zhe'bu'ke'ji'xi 往者不可及兮
'wang'zhe'yu'fu'ji'xi 往者余弗及兮
'wang'zhou'rong'er'ru'shi'xi 妄周容而入世兮
'wang'zi'bi'gan'zhi'feng'hai 王子比干之逢醢
'wang'zi'bi'gan'zhi'heng'fei 王子比干之横废
'wei'cao'mu'zhi'ling'luo'xi 惟草木之零落兮
'wei'chai'geng'zhi 味豺羹只
'wei'chu'huai'zhi'chan'lian 惟楚怀之婵连
'wei'ci'dang'ren'qi'du'yi 惟此党人其独异
'wei'ci'dang'ren'zhi'bu'liang'xi 惟此党人之不谅兮
'wei'dang'ren'zhi'tou'le'xi 惟党人之偷乐兮
'wei'fan'men'er'ying'xiong 惟烦懑而盈匈
'wei'feng'huang'xi'an'qi 谓凤皇兮安栖
'wei'feng'huang'zuo'chun'long'xi 为凤皇作鹑笼兮
'wei'gai'ci'du 未改此度
'wei'gai'ci'du'ye 未改此度也
'wei'geng'yin'wu'yi'jiang 惟庚寅吾以降
'wei'gu'xiang'zhi'man'man 违故乡之漫漫
'wei'guan'xi'xuan'pu 微观兮玄圃
'wei'hai'jue'xiong 危害厥兄
'wei'he'jie'zhi 惟何戒之
'wei'hui'ruo'qi'bu'ke'pei 谓蕙若其不可佩
'wei'hun'shi'suo'xie 惟魂是索些
'wei'ji'pu'xi'wu'huai 惟极浦兮寤怀
'wei'ji'xi'cong'heng 委积兮从横
'wei'jia'ren'zhi'du'huai'xi 惟佳人之独怀兮
'wei'jia'ren'zhi'yong'dou'xi 惟佳人之永都兮
'wei'jiao'lan'zhi'bu'fan'xi 惟椒兰之不反兮
'wei'jiao'zai'hu 惟浇在户
