'a'bu'shi 阿布石
'pai'gan 排干
'pai'qi'kong 排气孔
'pai'qu'zhuo 排驱酌
'pai'sheng'gou'zao 派生构造
'pai'shui 排水
'pai'shui'ban'jing 排水半径
'pai'shui'beng 排水泵
'pai'shui'gou 排水沟
'pai'shui'mi'du 排水密度
'pai'shui'ping'dong 排水平峒
'pai'shui'qu 排水区
'pai'shui'qu 排水渠
'pai'shui'wa'guan 排水瓦管
'pai'shui'wang 排水网
'pai'xie'fa 排泄阀
'pai'xie'wu 排泄物
'pan'zhuang'chong'hun'tou 盘状冲魂头
'pan'zhuang'de 盘状的
'pang'pei'da'cao'yuan 滂沛大草原
'pang'tong 旁通
'pao'bi'kuang 泡铋矿
'pao'fei 泡沸
'pao'hen 泡痕
'pao'jian 泡碱
'pao'mo 泡沫
'pao'yan 炮眼
'pao'yan'jian'ju 炮眼间距
'pao'zuan 跑钻
'pei'fa'sheng 胚发生
'pei'li'xing'huo'shan'pen'fa 培利型火山喷发
'pei'wei 配位
'pei'wei'duo'mian'ti 配位多面体
'pei'wei'hua'he'wu 配位化合物
'pei'wei'jian 配位键
'pei'wei'jing'ge 配位晶格
'pei'wei'neng 配位能
'pei'wei'shi 配位式
'pei'wei'shu 配位数
'pei'ya'qiao 胚芽鞘
'pei'zhi 配置
'pei'zhu 胚珠
'pei'zi 配子
'pen'chu 喷出
'pen'chu'yan'xi 喷出岩席
'pen'di 盆地
'pen'di'fa 盆地法
'pen'di'xing'tai 盆地形态
'pen'di'zhou'chang 盆地周长
'pen'fa 喷发
'pen'fa'yan 喷发岩
'pen'qi 喷气
'pen'qi'chen'ji'kuang'chuang 喷气沉积矿床
'pen'qi'kuang'chuang 喷气矿床
'pen'quan 喷泉
'pen'she'beng 喷射泵
'pen'she'shi'zuan'tou 喷射式钻头
'pen'she'zuan'jing 喷射钻井
'pen'yi'huo'kou 喷溢火口
'peng'an'shi 硼铵石
'peng'di'jie 蓬蒂阶
'peng'fu'shan'shi 硼符山石
'peng'gui'bei'qian'kuang 硼硅钡铅矿
'peng'gui'bei'yi'kuang 硼硅钡钇矿
'peng'jia'mei'shi 硼钾镁石
'peng'li'pi'kuang 硼锂铍矿
'peng'lin'mei'shi 硼磷镁石
'peng'lv'mei'shi 硼铝镁石
'peng'lv'shi 硼铝石
'peng'mei'meng'kuang 硼镁锰矿
'peng'mei'shi 硼镁石
'peng'mei'tai'kuang 硼镁钛矿
'peng'mei'tie'kuang 硼镁铁矿
'peng'na'gai'shi 硼钠钙石
'peng'pi'shi 硼铍石
'peng'sha 硼砂
'peng'suan'fang'jie'shi 硼酸方解石
'peng'suan'gai'shi 硼酸钙石
'peng'tie'kuang 硼铁矿
'peng'zhang 膨胀
'peng'zhang'bo 膨胀波
'peng'zhang'chong'duan'ceng 膨胀冲断层
'peng'zhang'jie'li 膨胀节理
'peng'zhang'lie'feng 膨胀裂缝
'peng'zhang'nian'tu 膨胀粘土
'peng'zhang'shuo 膨胀说
'peng'zhang'su'lv 膨胀速率
'peng'zhang'xi'shu 膨胀系数
'peng'zhang'zhe'zhou 膨胀褶皱
'peng'zhang'zhi'shu 膨胀指数
'peng'zhuang 碰撞
'peng'zhuang'dai 碰撞带
'peng'zhuang'dian'li 碰撞电离
'peng'zhuang'lun 碰撞论
'pi'dai'yun'shu'ji 皮带运输机
'pi'kai'jie'li 劈开解理
'pi'ke'ji'jie 皮壳积结
'pi'ke'zhuang'gou'zao 皮壳状构造
'pi'lao 疲劳
'pi'li'mian 劈理面
'pi'li'xing 劈理形
'pi'li'zhe'she 劈理折射
'pi'li'zhe'zhou 劈理褶皱
'pi'liu'shi 铍榴石
'pi'mei'jing'shi 铍镁晶石
'pi'shi 铍石
'pi'zhen'xing'de 披针形的
'pi'zhen'ye'de 披针叶的
'pian'cha 偏差
'pian'cha'zhou 偏差轴
'pian'fang'er'shi'si'mian'ti 偏方二十四面体
'pian'fang'er'shi'si'mian'ti'lei 偏方二十四面体类
'pian'fang'san'ba'mian'ti 偏方三八面体
'pian'fei'shi 片沸石
'pian'guang'mian 偏光面
'pian'guang'xian'wei'jing 偏光显微镜
'pian'gui'suan'yan 偏硅酸盐
'pian'jing 偏镜
'pian'li 片理
'pian'li'gong'sheng 偏利共生
'pian'lin'shi 片林蚀
'pian'ling'liu 片零流
'pian'ling'xing'er'shi'si'mian'ti 偏菱形二十四面体
'pian'liu'man'liu'xi'zhuang'pen'chu 片流漫流席状喷出
'pian'ma'yan 片麻岩
'pian'ma'zhuang'de 片麻状的
'pian'ma'zhuang'gou'zao 片麻状构造
'pian'ma'zhuang'hua'gang'yan 片麻状花岗岩
'pian'san'jiao'mian'ti 偏三角面体
'pian'shui'meng'kuang 片水锰矿
'pian'tie'fan 片铁矾
'pian'xiang'guan'xi'shu 偏相关系数
'pian'xie'shi 片榍石
'pian'xin'lv 偏心率
'pian'xin'zuan'jing 偏心钻井
'pian'yan 片岩
'pian'zhen'gao'wen'ji 偏振高温计
'pian'zhen'ji 偏振计
'pian'zhen'jing 偏振镜
'pian'zhuang'jie'gou 片状结构
'pian'zhuang'nian'tu 片状粘土
'piao'bai'ceng 漂白层
'piao'bai'sha 漂白砂
'piao'bai'tu 漂白土
'piao'bing 漂冰
'piao'li 漂砾
'piao'li'de 漂砾的
'piao'shui 漂水
'piao'yun'mu 漂云母
'pin'hua'di'man 贫化地幔
'pin'kuang 贫矿
'pin'lv 频率
'pin'lv'fen'bu 频率分布
'pin'lv'qu'xian 频率曲线
'pin'mei 贫煤
'pin'pu 频谱
'pin'wei 品位
'pin'wei'bian'hua'xi'shu 品位变化系数
'ping'ban'ce'liang 平板测量
'ping'ban'yi 平板仪
'ping'bei'xie 平背斜
'ping'bi 屏蔽
'ping'bi'dian'ji 屏蔽电极
'ping'cuo 平错
'ping'ding'hai'shan 平顶海山
'ping'ding'jiao 平顶礁
'ping'ding'shan 平顶山
'ping'dong 平峒
'ping'heng 平衡
'ping'heng'qu'xian 平衡曲线
'ping'heng'shi'liang 平衡湿量
'ping'heng'xi'shu 平衡系数
'ping'heng'zhuang'tai 平衡状态
'ping'jia 评价
'ping'jing'lian 平静怜
'ping'jun'hai'shui'mian 平均海水面
'ping'jun'pian'cha 平均偏差
'ping'jun'shou'ming 平均寿命
'ping'jun'shui'wei 平均水位
'ping'jun'xin'xi'liang'shang 平均信息量熵
'ping'jun'zhi 平均值
'ping'jun'zhi'jing 平均直径
'ping'kang'shi 平康石
'ping'kuang'ceng 平矿层
'ping'ling 平零
'ping'lu 平炉
'ping'mian'bian'xing 平面变形
'ping'mian'bo 平面波
'ping'tan'duan'kou 平坦断口
'ping'xing'dai'zhuang'gou'zao 平行带状构造
'ping'xing'de 平行的
'ping'xing'duan'ceng 平行断层
'ping'xing'gong'sheng 平行共生
'ping'xing'jin'hua 平行进化
'ping'xing'mai 平行脉
'ping'xing'pi'li 平行劈理
'ping'xing'xian'wei'zhuang'de'ping'xing'yu'wei'zhuang'de 平行纤维状的平行纡维状的
'ping'xing'zhe'zhou 平行褶皱
'ping'xing'zuan'kong'zuan'jia 平行钻孔钻架
'ping'yuan 平原
'po'du 坡度
'po'huai 破坏
'po'huai'bian'zhi 破坏变质
'po'huo'shan'kou 破火山口
'po'lang'dai 破浪带
'po'lie 破裂
'po'lie'dai 破裂带
'po'lie'mo'shu 破裂模数
'po'lie'ying'li 破裂应力
'po'lv'shi 坡缕石
'po'mian'ti'jing'lei 坡面体晶类
'po'mo'he'jin 坡莫合金
'po'pi'li 破劈理
'po'pian'sha'yan 破片砂岩
'po'qi'yan'kuai 坡栖岩块
'po'shui'dui'ji'wu'po'ji'wu 坡水堆积物坡积物
'po'sui 破碎
'po'sui'dai 破碎带
'po'sui'ji 破碎机
'pu'bu 瀑布
'pu'bu'xian 瀑布线
'pu'cha 普查
'pu'la'te'jia'shuo 普拉特假说
'pu'lie'li'cao'yuan 普列利草原
'pu'lie'li'tu 普列利土
'pu'nian'dai'ce'ding'fa 镤年代测定法
'pu'tao'peng'shi 葡萄硼石
'pu'tao'shi 葡萄石
'pu'tao'shi'hua'zhuo 葡萄石化酌
'pu'tao'zhuang'de 葡萄状的
'pu'tao'zhuang'gou'zao 葡萄状构造
'pu'tong'dan'bai'shi 普通蛋白石
'pu'tong'di'zhi'xue 普通地质学
'pu'tong'guang'xian 普通光线
'pu'tong'hei'tu 普通黑土
'pu'tong'jiao'shan'shi 普通角闪石
'pu'tong'liu'ti'qian'kuang 普通硫锑铅矿
'pu'tong'xiang 普通项
'pu'xian'fen'xi'qi 谱线分析器
'pu'xian'fen'xi'qi'fen'guang'jing 谱线分析器分光镜
'pu'xue 谱学
'qi'cang 气藏
'qi'cheng'kuang'wu 气成矿物
'qi'cheng'yan 气成岩
'qi'cheng'zhuo 气成酌
'qi'chu'ya'li 起初压力
'qi'chui 气锤
'qi'dong'ti'sheng'ji 气动提升机
'qi'fen'ya'li 汽分压力
'qi'fu 起伏
'qi'fu'liang 起伏量
'qi'fu'liang'tu 起伏量图
'qi'hou 气候
'qi'hou'di'ceng'xue 气候地层学
'qi'hou'xue 气候学
'qi'hua 气化
'qi'hua 汽化
'qi'hua'bian'zhi 气化变质
'qi'hua'de 气化的
'qi'hua'kuang'chuang 气化矿床
'qi'hua'qi 气化期
'qi'hua'qian're 汽化潜热
'qi'hua'yong'mei 气化用煤
'qi'huo'shan 气火山
'qi'kong 气孔
'qi'kong'zheng'teng 气孔蒸腾
'qi'kong'zhi'de 气孔质的
'qi'li'fen'li'qi 气力分离器
'qi'mei 气煤
'qi'nang 气囊
'qi'pao 气泡
'qi'pao'ji 起泡剂
'qi'sheng'bian'zhi 气生变质
'qi'sheng're'ye'xiang 气生热液相
'qi'shi 气室
'qi'shui'dan'fan 七水胆矾
'qi'shui'tan'you'kuang 七水碳铀矿
'qi'sui'yan 气碎岩
'qi'tai'ran'liao 气态燃料
'qi'ti'bao'guo'ti 气体包裹体
'qi'ti'chang'shu 气体常数
'qi'ti'dian'li'fang'da 气体电离放大
'qi'ti'jiao'huan 气体交换
'qi'ti'kuang'chuang 气体矿床
'qi'ti'peng'zhang 气体膨胀
'qi'ti'se'pu'yi 气体色谱仪
'qi'ti'shou'ji'qi 气体收集器
'qi'ti'xi'shou 气体吸收
'qi'tian 气田
'qi'wang'zhi 期望值
'qi'xiang'sheng'zhang 汽相生长
'qi'ya 气压
'qi'ya'ce'gao'ji 气压测高计
'qi'ya'xi'tong 气压系统
'qi'ya'xing'shi 气压形势
'qi'yuan 起原
'qi'zhuang'de 气状的
'qian'ao'di 浅凹地
'qian'bao'he'de 欠饱和的
'qian'bian'zhi'zhuo 浅变质酌
'qian'bin 前滨
'qian'cheng'dai 浅成带
'qian'cheng'di'wen're'ye'jin'kuang'chuang 浅成低温热液金矿床
'qian'cheng'huo'dong'xing 浅成活动性
'qian'cheng'kuang'chuang 浅成矿床
'qian'cheng're'ye'kuang'chuang 浅成热液矿床
'qian'chi 前翅
'qian'chui'xian 铅垂线
'qian'chui'xian'zhi'pian'xie 铅垂线之偏斜
'qian'dai 浅带
'qian'dai'bian'zhi'yan 浅带变质岩
'qian'dan 铅丹
'qian'fu 潜伏
'qian'fu'qi 潜伏期
'qian'hai 浅海
'qian'hai'chen'ji 浅海沉积
'qian'han'wu'ji 前寒武纪
'qian'he'gu 前颌骨
'qian'huang 铅黄
'qian'hui'shi 铅灰石
'qian'huo'shan 潜火山
'qian'huo'shan'gou'zao 潜火山构造
'qian'ji'ceng 前积层
'qian'jin 前进
'qian'jin'bian'xing 前进变形
'qian'jin'bian'zhi'zhuo 前进变质酌
'qian'jin'bo 前进波
'qian'jin'cheng'yan'zhuo 前进成岩酌
'qian'jin'ding 千斤顶
'qian'jin'po'lie 前进破裂
'qian'jin'yan'hua 前进演化
'qian'jing'fei'xi'yan 潜晶霏细岩
'qian'jing'gou'zao 嵌晶构造
'qian'jing'zhuang'de 嵌晶状的
'qian'jing'zhuang'jie'gou 嵌晶状结构
'qian'jiu'chi 前臼齿
'qian'lan'fang'shi 铅蓝方石
'qian'lie'de 浅裂的
'qian'lv'fan 铅绿矾
'qian'mei'yan 千枚岩
'qian'mei'zhuang'de 千枚状的
'qian'meng'kuang 铅锰矿
'qian'ni'tie'kuang 铅铌铁矿
'qian'pao'bi'kuang 铅泡铋矿
'qian'qi'fu 潜起伏
'qian'qi'jiang'yu'zhi'biao 前期降雨指标
'qian'qi'xuan'hui 前期旋回
'qian'qian'fa'nian'ling'ce'ding 铅铅法年龄测定
'qian'ru'qu'liu'shen'qie'he'wan 嵌入曲流深切河湾
'qian'ru'qu'liu'shen'qie'wan'qu 嵌入曲流深切弯曲
'qian'shan 前山
'qian'shan'shi 浅闪石
'qian'she'tu'jie 牵涉图解
'qian'sheng'fu'ji 浅生富集
'qian'shi 钤石
'qian'shui 潜水
'qian'shui'bu'gei'he 潜水补给河
'qian'shui'dai 潜水带
'qian'shui'ji'shui'jing 潜水集水井
'qian'shui'jing 浅水井
'qian'shui'ni 潜水泥
'qian'shui'quan 潜水泉
'qian'shui'zhu'ru'he 潜水注入河
'qian'tai'tie'kuang 铅钛铁矿
'qian'tan 浅滩
'qian'ti 前提
'qian'ti'shao'lv'shi 铅锑烧绿石
'qian'tie'fan 铅铁矾
'qian'tou 钎头
'qian'wei 钎尾
'qian'xian'shi 铅霰石
'qian'xin'kuang 铅锌矿
'qian'xun'zheng'mian'hu 前驯正面弧
'qian'yan'di 前沿地
'qian'yi 迁移
'qian'yi'ding'lv 迁移定律
'qian'yin 牵引
'qian'yin'hu 牵引弧
'qian'yin'shen'nie'kuang 铅银砷镍矿
'qian'yu 潜育
'qian'yu'hui'hua'tu 潜育灰化土
'qian'yu'tu 潜育土
'qian'yuan 前渊
'qian'yuan'qiu 潜圆丘
'qian'zai'wen'ding 潜在稳定
'qian'zai'zheng'fa 潜在蒸发
'qian'zhen 浅震
'qian'zhi'fang'da'qi 前置放大器
'qiang'bi 墙壁
'qiang'chang'dong'wu 腔肠动物
'qiang'ci'xing'de 强磁性的
'qiang'di'wei'zhen 强地伟震
'qiang'du 强度
'qiang'fan'tong'kuang 羟钒铜矿
'qiang'jing'shi 枪晶石
'qiang'lin'hui'shi 羟磷灰石
'qiang'lin'lv'shi 羟磷铝石
'qiang'lv'qian'kuang 羟氯铅矿
'qiang'ou'he'li'lun 强耦合理论
'qiang'po'zhen'dang 强迫振荡
'qiang'tie'yun'mu 羟铁云母
'qiang'wei'hui'shi 蔷薇辉石
'qiang'wei'shi'ying 蔷薇石英
'qiang'xing 强性
'qiang'xing'zhe'zhou 强性褶皱
'qiang'yan'ceng 强岩层
'qiang'ying'de 强硬的
'qiang'zhe'zhou'zhuo 强褶皱酌
'qiang'zhen 强震
'qiao'dou 壳斗
'qiao'lu 桥路
'qiao'mu'ceng 乔木层
'qiao'qu 翘曲
'qiao'zhi'ceng 壳质层
'qiao'zhi'mei 壳质煤
'qie'ge 切割
'qie'ge'du 切割度
'qie'ge'san'jiao'zhou 切割三角洲
'qie'ge'shan'zhuang'di 切割扇状地
'qie'ge'shi'qu'xin'qi 切割式取心器
'qie'ge'tai'di 切割台地
'qie'ge'zhun'ping'yuan 切割准平原
'qie'pian'ji 切片机
'qie'sui 切碎
'qie'xi 切犀
'qie'xiang'bo 切向波
'qie'ying'li 切应力
'qin'dian'zi'fan'ying'xing 亲电子反应性
'qin'hai'yuan'su 亲海元素
'qin'he'li 亲和力
'qin'jin'shui 侵进水
'qin'qi'yuan'su 亲气元素
'qin'ru 侵入
'qin'ru'shen'du 侵入深度
'qin'ru'yan 侵入岩
'qin'ru'yan'chuang 侵入岩床
'qin'shi 侵蚀
'qin'shi'bu'zheng'he 侵蚀不整合
'qin'shi'chong'duan'ceng 侵蚀冲断层
'qin'shi'gu 侵蚀谷
'qin'shi'guo'cheng 侵蚀过程
'qin'shi'hu 侵蚀湖
'qin'shi'ji'mian 侵蚀基面
'qin'shi'ji'zhun'mian 侵蚀基准面
'qin'shi'jie'di 侵蚀阶地
'qin'shi'ju'mei'pen'di 侵蚀聚煤盆地
'qin'shi'li 侵蚀力
'qin'shi'lun'hui 侵蚀轮回
'qin'shi'mian 侵蚀面
'qin'shi'xing 侵蚀性
'qin'shi'xing'shui 侵蚀性水
'qin'shui'ji 亲水基
'qin'shui'jiao'ti 亲水胶体
'qin'tie'yuan'su 亲铁元素
'qin'tong'yuan'su 亲铜元素
'qin'wei 侵位
'qin'yan'yuan'su 亲岩元素
'qin'yang'yuan'su 亲氧元素
'qin'ye'mian 亲液面
'qin'ye'rong'jiao 亲液溶胶
'qin'yuan'guan'xi 亲缘关系
'qing'dao'yan 青岛岩
'qing'dian'ji 氢电极
'qing'fu'shan'shi 青符山石
'qing'fu'zhe'zhou 倾伏褶皱
'qing'gui'kong'que'shi 青硅孔雀石
'qing'hua 氰化
'qing'hua'fa 氰化法
'qing'hua'wu 氢化物
'qing'hui'shi 青辉石
'qing'jian 氢键
'qing'jiao 倾角
'qing'jie'he 氢结合
'qing'jin'shi 青金石
'qing'li 清理
'qing'lin'hui'shi 青磷灰石
'qing'liu'shen'qian'kuang 轻硫砷铅矿
'qing'lv'fen'bu'tu 倾率分布图
'qing'ni 青泥
'qing'qian'kuang 青铅矿
'qing'shi'mian 青石棉
'qing'shu'zhe'zhou 倾竖褶皱
'qing'suan 氢酸
'qing'xi 倾析
'qing'xiang 倾向
'qing'xiang'duan'ceng 倾向断层
'qing'xiang'ge'cuo'ju 倾向隔错距
'qing'xiang'hua'duan'ceng 倾向滑断层
'qing'xiang'jie'li 倾向节理
'qing'xie 倾斜
'qing'xie'cang'keng'dao 倾斜苍坑道
'qing'xie'ceng 倾斜层
'qing'xie'di'kuai 倾斜地块
'qing'xie'du 倾斜度
'qing'xie'fen'ceng 倾斜分层
'qing'xie'han'shui'ceng 倾斜含水层
'qing'xie'jiao 倾斜角
'qing'xie'mian 倾斜面
'qing'xie'yi'ce'liang 倾斜仪测量
'qing'xie'zuan'jin 倾斜钻进
'qing'yang'gai'shi 氢氧钙石
'qing'you 轻油
'qiong'ding 穹顶
'qiong'long'gou'zao 穹窿构造
'qiong'xiao'ying 琼效应
'qiong'xing'shan 穹形山
'qiong'zhuang'de 穹状的
'qiong'zhuang'gou'zao 穹状构造
'qiong'zhuang'huo'shan 穹状火山
'qiong'zhuang'zhe'zhou 穹状褶皱
'qiu'bin'tong 丘宾筒
'qiu'chu'jing 球雏晶
'qiu'guo 球果
'qiu'ji'cu'suan 巯基醋酸
'qiu'ji'yi 求积仪
'qiu'ke 球颗
'qiu'ke'xuan'wu'yan 球颗玄武岩
'qiu'ke'zhuang'de 球颗状的
'qiu'li 球粒
'qiu'li'wei'jing'hui'yan 球粒微晶灰岩
'qiu'li'yun'shi 球粒陨石
'qiu'li'zhuang'de 球粒状的
'qiu'ling 丘陵
'qiu'ling'di 丘陵地
'qiu'ling'tie'kuang 球菱铁矿
'qiu'mian 球面
'qiu'mo'ji 球磨机
'qiu'nai'ji 巯萘剂
'qiu'pao'bi'kuang 球泡铋矿
'qiu'pao'fei'xi'yan 球泡霏细岩
'qiu'shen'meng'kuang 球砷锰矿
'qiu'tu 球土
'qiu'tuan 球团
'qiu'tuan'kuang 球团矿
'qiu'xian'shi 球霰石
'qiu'xin'tou'ying 球心投影
'qiu'zhuang'ban'yan 球状斑岩
'qiu'zhuang'de 球状的
'qiu'zhuang'dui'chen 球状对称
'qiu'zhuang'feng'hua 球状风化
'qiu'zhuang'gou'zao 球状构造
'qiu'zhuang'hua'gang'yan 球状花岗岩
'qiu'zhuang'jie'gou 球状结构
'qiu'zhuang'jie'li 球状节理
'qiu'zhuang'jing'ti 球状晶体
'qiu'zhuang'shan'chang'yan 球状闪长岩
'qiu'zhuang'tie'kuang'shi 球状铁矿石
'qiu'zhuang'tou'ying 球状投影
'qu'bie'zhong 区别种
'qu'ci 去磁
'qu'dao'gou'zao 渠道构造
'qu'dong 驱动
'qu'fen'guan 取粉管
'qu'he'jie'li 去荷节理
'qu'hua'gang'yan'hua 去花岗岩化
'qu'ji'hua'ji 去极化剂
'qu'jing'shi 曲晶石
'qu'lian 曲帘
'qu'liu 曲柳
'qu'liu'he'qu 曲流河曲
'qu'lv'ji 曲率计
'qu'pi 去皮
'qu'qing 去氢
'qu'se'zhuo 去色酌
'qu'xian'zu 曲线族
'qu'xiang'sheng'zhang 取向生长
'qu'xin'hui'shou'lv 取心回收率
'qu'xin'zuan'tan'fa 取心钻探法
'qu'yang 取样
'qu'yang'dian 取样点
'qu'yang'qi 取样器
'qu'yang'qu 取样区
'qu'yu'bian'zhi 区域变质
'qu'yu'bu'zheng'he 区域不整合
'qu'yu'di'mao'xue 区域地貌学
'qu'yu'di'qiu'hua'xue 区域地球化学
'qu'yu'di'zhi'dian 区域地质甸
'qu'yu'di'zhi'xue 区域地质学
'qu'yu'jun'heng'yi'chang 区域均衡异常
'qu'yu'pen'yi 区域喷溢
'qu'yu'rong'rong 区域熔融
'qu'yu'rong'rong'fa 区域熔融法
'qu'yu'yao'gan 区域遥感
'qu'yu'zhong'li'yi'chang 区域重力异常
'qu'zhe'du 曲折度
'quan'bai'se'de 全白色的
'quan'ban'zhuang'de 全斑状的
'quan'bi 圈闭
'quan'bi'shi'di're'chu 圈闭式地热储
'quan'bian'jing'de 全变晶的
'quan'bo'zhi'jie'gou 全玻质结构
'quan'fan'she 全反射
'quan'fang'she 全放射
'quan'fen'xi 全分析
'quan'fu'xuan 全浮选
'quan'fu'you'sheng'wu 全浮游生物
'quan'hei'se'de 全黑色的
'quan'heng'yin'zi 权衡因子
'quan'hua 泉华
'quan'hua'qiu 泉华丘
'quan'huo'dong'zu'fen 全活动组分
'quan'jie'jing'de 全结晶的
'quan'jing'ban'zhuang'de 全晶斑状的
'quan'jing'jian'pian'zhuang'de 全晶间片状的
'quan'jing'zhi'jie'gou 全晶质结构
'quan'liang'xi'yi'guan 全量吸移管
'quan'mian'xiang 全面象
'quan'mian'xing 全面形
'quan'qiu'gou'zao'xue 全球构造学
'quan'qiu'huan'jing 全球环境
'quan'qiu'yao'gan 全球遥感
'quan'shi'hua 泉石华
'quan'shui 泉水
'quan'ta'xing'bian'jing'de 全他形变晶的
'quan'ta'xing'jing'li'zhuang'de 全他形晶粒状的
'quan'xin'shi 全新世
'quan'xing 全型
'quan'xun'huan'hu 全循环湖
'quan'zi'xing'de 全自形的
'que'ding'duo'xing'zu'fen 确定惰性组分
'que'ding'you'tian'bian'jie'de'jing 确定油田边界的井
'que'fa 缺乏
'que'mian'xiang 缺面象
'que'xian 缺陷
'que'xian'jing'ge 缺陷晶格
'qun'chuan 群串
'qun'dao 群岛
'qun'dao'yan'bian'man'po'hai'di 群岛沿边漫坡海底
'qun'luo'sheng'huo 群落生活
'qun'luo'sheng'jing 群落生境
'qun'qing 群青
'qun'su'du 群速度
'qun'ti 群体
'ran'dian 燃点
'ran'se'ti'bei'shu'ge'ti 染色体倍数个体
'ran'shao 燃烧
'ran'wan'qie'zuan'kong 燃烷切钻孔
'rao'dong 扰动
'rao'luan 扰乱
'rao'pan'zhi'wu 绕攀植物
'rao'she'bo 绕射波
're'cheng'ceng 热成层
're'chi'dao 热赤道
're'chou'shi 热臭石
're'chu'li 热处理
're'chu'li'bao'shi 热处理宝石
're'chuan'dao 热传导
're'ci'xian'xiang 热磁现象
're'dai 热带
're'dai'cong'lin 热带丛林
're'dai'hu 热带湖
're'dai'nei'shou'lian'dai 热带内收敛带
're'dai'qi'hou 热带气候
're'dao'lv 热导率
're'dian 热点
're'dian 热电
're'dian'dong'shi 热电动势
're'dian'dui 热电堆
're'dian'ou 热电偶
're'dian'shuo 热点说
're'dian'xiao'ying 热电效应
're'dian'zi 热电子
're'dui'lin 热对鳞
're'fa'guang 热发光
're'fen'jie 热分解
're'fen'xi 热分析
're'fu'she 热辐射
're'guan'liang 热惯量
're'jiao'huan 热交换
're'jue'yuan 热绝缘
're'ka'si'te 热喀斯特
're'kuang'quan 热矿泉
're'kuo'san 热扩散
're'lang 热浪
're'li'bian'zhi 热力变质
're'li'bian'zhi'zhuo 热力变质酌
're'li'feng'hua 热力风化
're'li'ping'heng 热力平衡
're'li'shi 热力势
're'li'xue 热力学
're'li'xun'huan 热力循环
're'li'zi 热离子
're'li'zi'dian'liu're'dian'zi'dian'liu 热离子电流热电子电流
're'liang 热量
're'liang'ping'heng 热量平衡
're'lu'shui'cheng'kuang'zhuo 热卤水成矿酌
're'peng'zhang 热膨胀
're'ping'heng 热平衡
're'quan 热泉
're'rao'dong 热扰动
're'rong 热容
're'rong'liang 热容量
're'sheng'ci 热剩磁
're'sheng'yu'ci'hua 热剩余磁化
're'sheng'yu'ci'xing 热剩余磁性
're'shui 热水
're'shui'bian'zhi 热水变质
're'shui'he 热水河
're'shui'hu 热水湖
're'shui'huo'dong'qu 热水活动区
're'shui'rong'ye 热水溶液
're'shui'shi'yan 热水实验
're'shui'tang 热水塘
're'shui'zhao'ze 热水沼泽
're'sun'shi 热损失
're'tian'ping 热天平
're'xian 热线
're'xian'an'pei'ji 热线安培计
're'xiang 热像
're'xiao'ying 热效应
're'ye'cheng'de 热液成的
're'ye'cheng'kuang'zhuo 热液成矿酌
're'ye'he'cheng 热液合成
're'ye'jiao'dai'de 热液交代的
're'ye'jiao'ti'zhuo 热液交替酌
're'ye'kuang'chuang 热液矿床
're'ye'qi 热液期
're'ye'shi'bian 热液蚀变
're'ye'shuo 热液说
're'ye'zhuo 热液酌
're'ying'li 热应力
're'zao'sheng 热噪声
're'zhi'fa'guang'nian'dai'ce'ding 热致发光年代测定
're'zhong'li'ce'liang 热重力测量
're'zhong'li'fen'xi 热重力分析
're'zhong'zi 热中子
're'zu'lv 热阻率
'ren'dai 韧带
'ren'gong'bu'gei 人工补给
'ren'gong'da'zuan 人工打钻
'ren'gong'de'xia'shui 人工地下水
'ren'gong'di're'tian 人工地热田
'ren'gong'di'zhi'zai'hai 人工地质灾害
'ren'gong'fang'she'xing 人工放射性
'ren'gong'fang'she'yuan'su 人工放射元素
'ren'gong'pai'xie 人工排泄
'ren'gong'tao'tai 人工淘汰
'ren'gong'zhen'yuan 人工震源
'ren'gong'zhong'tiao'ren'gong'fu'yuan 人工重调人工复原
'ren'lei'di'ceng'xue 人类地层学
'ren'lei'di'li'xue 人类地理学
'ren'lei'xue 人类学
'ren'li'qing 韧沥青
'ren'ling 刃岭
'ren'pi'bu 韧皮部
'ren'pi'yu'wei 韧皮纡维
'ren'wei'de 人为的
'ren'wei'di'zhen 人为地震
'ren'wei'fen'lei 人为分类
'ren'wei'yin'su 人为因素
'ren'wei'zhi'wu 人为植物
'ren'xing 韧性
'ren'zao'di'qiu'wei'xing 人造地球卫星
'ren'zao'fei'cui 人造翡翠
'ren'zao'fei'shi 人造沸石
'ren'zao'jin'gang'shi 人造金刚石
'ren'zao'jing'ti 人造晶体
'ren'zao'kuang'wu 人造矿物
'ren'zao'wei'xing 人造卫星
'ren'zhong'de'te'zheng 人种的特征
'ri'ben'xing'shuang'jing 日本型双晶
'ri'bian'du'hua 日变度化
'ri'chang'shi 日长石
'ri'er'man'xing'zao'shan'zhuo 日耳曼型造山酌
'ri'guang'liu'shi 日光榴石
'ri'she 日射
'ri'she'biao 日射表
'ri'she'qiang'du'biao 日射强度表
'ri'she'qiang'du'ji 日射强度计
'ri'ye'shi 日叶石
'ri'yun 日晕
'rong'dian 熔点
'rong'dong'bo'yi'mian 融冻剥夷面
'rong'dong'ni'liao 融冻泥撩
'rong'dong'shui 溶洞水
'rong'dou 溶斗
'rong'du 溶度
'rong'du'ji 溶度积
'rong'gou 溶沟
'rong'hua 熔化
'rong'hua'qu'xian 熔化曲线
'rong'hua'zuan'ji 熔化钻机
'rong'ji 容积
