'an'fa'zhi'zhi'er'zeng'ju 按法治之而增剧
'shang'han'mai'fu'huan 伤寒脉浮缓
'shang'han'mai'fu'jin 伤寒脉浮紧
'shang'han'mai'hua'er'jue'zhe 伤寒脉滑而厥者
'shang'han'mai'jie'dai 伤寒脉结代
'shang'han'ou'duo 伤寒呕多
'shang'han'qi'ba'ri 伤寒七八日
'shang'han'ruo'tu'ruo'xia'hou 伤寒若吐若下后
'shang'han'san'ri 伤寒三日
'shang'han'shen'huang'fa're'zhe 伤寒身黄发热者
'shang'han'shi'fa're 伤寒始发热
'shang'han'shi'san'ri'bu'jie 伤寒十三日不解
'shang'han'shi'yu'ri 伤寒十余日
'shang'han'si'wu'ri 伤寒四五日
'shang'han'suo'zhi'tai'yang 伤寒所致太阳
'shang'han'tou'tong 伤寒头痛
'shang'han'tu'hou 伤寒吐后
'shang'han'tu'xia'hou'fa'han 伤寒吐下后发汗
'shang'han'wu'da're 伤寒无大热
'shang'han'wu'liu'ri 伤寒五六日
'shang'han'xia'hou 伤寒下后
'shang'han'xia'li 伤寒下利
'shang'han'xian'jue 伤寒先厥
'shang'han'xian'jue'hou'fa're 伤寒先厥后发热
'shang'han'xiong'zhong'you're 伤寒胸中有热
'shang'han'yi'er'ri 伤寒一二日
'shang'han'yi'ri 伤寒一日
'shang'han'yi'xia'zhi 伤寒医下之
'shang'han'you're 伤寒有热
'shang'han'yu're'zai'li 伤寒瘀热在里
'shang'han'zhi'bing 伤寒之病
'shang'han'zhong'feng 伤寒中风
'shang'han'zhuan'xi'yang'ming'zhe 伤寒转系阳明者
'shang'jiao'bu'gui'zhe 上焦不归者
'shang'jiao'de'tong 上焦得通
'shang'jiao'fu'yu 上焦怫郁
'shang'ru'xiong'ge 上入胸隔
'shang'shi'xia'xu 上实下虚
'shang'wei'fan'bu'liao'le'zhe 尚微烦不了了者
'shang'wei'ke'gong 尚未可攻
'shang'wei'tou'xiao'zhe 上微头小者
'shang'wei'tu'xia 尚未吐下
'shang'xia'guai'cuo 上下乖错
'shang'xia'wu'tou'wei 上下无头尾
'shang'xia'yu'zhong 上下于中
'shang'zhi'shi'yu'ri 上至十余日
'shao'fu'dang'ying'man 少腹当硬满
'shao'fu'li'ji 少腹里急
'shao'fu'man 少腹满
'shao'fu'wei'xia 少腹微下
'shao'fu'ying 少腹硬
'shao'jia'zhi'er'shi'wan 稍加至二十丸
'shao'jing'xue 少精血
'shao'kun'san'fang 烧裩散方
'shao'kun'san'zhu'zhi 烧裩散主之
'shao'ning'si'yi'zhuang 稍凝似饴状
'shao'qi 少气
'shao'shao'han'yan'zhi 少少含咽之
'shao'shao'jia 少少加
'shao'shao'wen'fu 少少温服
'shao'shao'yan'zhi 少少咽之
'shao'shao'yu'yin'zhi 少少与饮之
'shao'shao'yu'zhi 少少与之
'shao'yang'bing 少阳病
'shao'yang'bu'ke'fa'han 少阳不可发汗
'shao'yang'mai'xiao'zhe 少阳脉小者
'shao'yang'shou'bing'ye 少阳受病也
'shao'yang'yang'ming'zhe 少阳阳明者
'shao'yang'zhi'wei'bing 少阳之为病
'shao'yang'zhong'feng 少阳中风
'shao'yao'ban'jin 芍药半斤
'shao'yao'er'liang 芍药二两
'shao'yao'er'liang'qie 芍药二两切
'shao'yao'er'liang'wei'suan'ping 芍药二两味酸平
'shao'yao'gan'cao'fu'zi'tang'fang 芍药甘草附子汤方
'shao'yao'gan'cao'fu'zi'tang'zhu'zhi 芍药甘草附子汤主之
'shao'yao'gan'cao'ge'shi'ba'zhu 芍药甘草各十八铢
'shao'yao'gan'cao'tang'fang 芍药甘草汤方
'shao'yao'liu'liang 芍药六两
'shao'yao'liu'liang'wei'suan'wei'han 芍药六两味酸微寒
'shao'yao'san'liang 芍药三两
'shao'yao'san'liang'wei'suan 芍药三两味酸
'shao'yao'sheng'jiang'qie 芍药生姜切
'shao'yao'tian'men'dong'qu'xin 芍药天门冬去心
'shao'yao'yi'liang'ban 芍药一两半
'shao'yao'yi'liang'liu'zhu 芍药一两六铢
'shao'yin'bing 少阴病
'shao'yin'bing'mai'jin 少阴病脉紧
'shao'yin'bing'xing'xi'ju 少阴病形悉具
'shao'yin'bing'yan'zhong'tong 少阴病咽中痛
'shao'yin'bing'yu'jie'shi 少阴病欲解时
'shao'yin'fu'fu'yang'zhe 少阴负趺阳者
'shao'yin'mai'bu'chu 少阴脉不出
'shao'yin'mai'bu'zhi 少阴脉不至
'shao'yin'mai'ru'jing'ye 少阴脉如经也
'shao'yin'mai'ruo'er'se 少阴脉弱而涩
'shao'yin'mai'wei'hua 少阴脉微滑
'shao'yin'shou'bing'ye 少阴受病也
'shao'yin'zhi'wei'bing 少阴之为病
'shao'yin'zhong'feng 少阴中风
'shao'yu'tiao'wei'cheng'qi'tang 少与调胃承气汤
'shao'yu'xiao'cheng'qi'tang 少与小承气汤
'shao'zhen'ling'qi'han 烧针令其汗
'she'bu'cha 设不差
'she'bu'de'qian 舌不得前
'she'bu'liao'le'zhe 设不了了者
'she'dang'hang'da'huang'shao'yao'zhe 设当行大黄芍药者
'she'fu'jin 设复紧
'she'li'zhe 设利者
'she'ling'mai'bu'he 设令脉不和
'she'ling'mai'zi'he 设令脉自和
'she'ling'xiang'bi'wo 设令向壁卧
'she'liu'ri'dang'fu'jue 设六日当复厥
'she'mai'fu'ge 设脉浮革
'she'mian'se'yuan'yuan'zheng'chi'zhe 设面色缘缘正赤者
'she'shang'bai'tai 舌上白胎
'she'shang'bai'tai'hua'zhe 舌上白胎滑者
'she'shang'bai'tai'zhe 舌上白胎者
'she'shang'gan'zao'er'fan 舌上干燥而烦
'she'shang'ru'tai'zhe 舌上如胎者
'she'shang'tai'hua 舌上胎滑
'she'shang'tai'hua'zhe 舌上胎滑者
'she'shang'tai'zhe 舌上胎者
'she'shang'zao'er'ke 舌上燥而渴
'she'shi'e'han'zhe 设使恶寒者
'she'xiong'man'xie'tong'zhe 设胸满胁痛者
'she'you'bu'ying 设有不应
'shen'bi'fa'huang 身必发黄
'shen'bi'fa'huang'ye 身必发黄也
'shen'bi'yang 身必痒
'shen'bu'ke'fa'han 慎不可发汗
'shen'bu'ke'gong'ye 慎不可攻也
'shen'bu'ke'jiu 慎不可灸
'shen'bu'teng 身不疼
'shen'cha'biao'li 审察表里
'shen'chen'xin'hong'fei'fu'gan'xian 肾沉心洪肺浮肝弦
'shen'da'han 身大寒
'shen'dang'fa'huang 身当发黄
'shen'fan'bu'e'han 身反不恶寒
'shen'han'ru'you 身汗如油
'shen'huang'mai'chen'jie 身黄脉沉结
'shen'huang'ru'ju'zi'se 身黄如橘子色
'shen'ji're 身即热
'shen'ji'tong 身急痛
'shen'leng'er'nei'fan 身冷而内烦
'shen'leng'fu'ying 身冷肤硬
'shen'leng'ruo'bing 身冷若冰
'shen'mu'run'dong 身目闰动
'shen'mu'wei'huang 身目为黄
'shen'qi'dong'ye 肾气动也
'shen'qi'wei 肾气微
'shen'qi'ye 肾气也
'shen'qiang 身强
'shen're 身热
'shen're'bu'qu 身热不去
'shen're'e'feng 身热恶风
'shen're'er'ke'ye 身热而渴也
'shen're'shao'xie'ye 身热少歇也
'shen're'teng'zhong 身热疼重
'shen'se'bi'chi 身色必赤
'shen'se'bi'qing 身色必青
'shen'se'ru'si'xun'huang 身色如似熏黄
'shen'sha'ran'er'han'chu'jie'ye 身濈然而汗出解也
'shen'shang'fu'leng 身上浮冷
'shen'shang'teng'tong 身上疼痛
'shen'teng 身疼
'shen'teng'tong 身疼痛
'shen'teng'tong'zhe 身疼痛者
'shen'ti'bi'bu'ren 身体痹不仁
'shen'ti'teng 身体疼
'shen'ti'teng'fan 身体疼烦
'shen'ti'teng'tong 身体疼痛
'shen'ti'teng'tong'zhe 身体疼痛者
'shen'ti'tong 身体痛
'shen'ti'wei'yang 身体为痒
'shen'ti'ze'ku'zao 身体则枯燥
'shen'ti'zhong 身体重
'shen'wei're 身微热
'shen'wei're'zhe 身微热者
'shen'wei'zhen'zhen'yao'zhe 身为振振摇者
'shen'wu'da're'zhe 身无大热者
'shen'wu'han 身无汗
'shen'wu'xia'zhi 慎勿下之
'shen'you'wei're 身有微热
'shen'you'wei're'jian'jue'zhe'nan'zhi 身有微热见厥者难治
'shen'zhe 呻者
'shen'zhe 甚者
'shen'zhe'zhi'hui 甚者至哕
'shen'zhong 身重
'shen'zhong'er'teng'tong 身重而疼痛
'shen'zhong'xin'ji'zhe 身重心悸者
'shen'zhuo're'zhe 身灼热者
'sheng'bu'chu'zhe 声不出者
'sheng'di'huang'yi'jin 生地黄一斤
'sheng'jiang'ban'jin'qie 生姜半斤切
'sheng'jiang'er'liang'qie 生姜二两切
'sheng'jiang'liu'liang'qie 生姜六两切
'sheng'jiang'san'liang'qie 生姜三两切
'sheng'jiang'san'liang'zhi 生姜三两炙
'sheng'jiang'si'liang'qie 生姜四两切
'sheng'jiang'wu'liang'qie 生姜五两切
'sheng'jiang'xie'xin'tang'fang 生姜泻心汤方
'sheng'jiang'xie'xin'tang'zhu'zhi 生姜泻心汤主之
'sheng'jiang'yi'liang'ban 生姜一两半
'sheng'jiang'yi'liang'ban'qie 生姜一两半切
'sheng'jiang'yi'liang'liu'zhu'qie 生姜一两六铢切
'sheng'jiang'yi'liang'san'qian'qie 生姜一两三钱切
'sheng'ma'yi'liang'yi'fen 升麻一两一分
'sheng'wa'yan'sai 声嗢咽塞
'sheng'yong'qu'pi'po'ba'pian 生用去皮破八片
'sheng'zi'bai'pi'yi'sheng 生梓白皮一升
'shi'bi'zhi'hou 湿痹之候
'shi'biao'zhong'feng'han 始表中风寒
'shi'bing'zhe'yun'mo 使病者殒殁
'shi'bu'xia 食不下
'shi'chi'mai 师持脉
'shi'chi'zong 时瘛疭
'shi'chou 食臭
'shi'chu'yi'ran 时出以然
'shi'dao 师到
'shi'de'zhi 始得之
'shi'ding'ying 屎定硬
'shi'er'ri'jue'yin'bing'shuai 十二日厥阴病衰
'shi'er'ri'yu 十二日愈
'shi'fa're 时发热
'shi'fei'mai'ye 是肺脉也
'shi'fu'zi'tong 时腹自痛
'shi'gan'cang'shang 是肝藏伤
'shi'gan'mai'ye 是肝脉也
'shi'gao'ban'jin'sui 石膏半斤碎
'shi'gao'er'shi'si'zhu'sui 石膏二十四铢碎
'shi'gao'ru'ji'zi'da'sui 石膏如鸡子大碎
'shi'gao'sui'mian'guo 石膏碎绵裹
'shi'gao'yi'jin 石膏一斤
'shi'gao'yi'jin'sui 石膏一斤碎
'shi'gu'bu'yu'ye 是故不愈也
'shi'gu'dong'zhi'zhi'hou 是故冬至之后
'shi'gu'yu'ou'zhe 食谷欲呕者
'shi'gu'zhe'hui 食谷者哕
'shi'han'wen 适寒温
'shi'huang'di'xing'si'fang'zhi'wen 是黄帝兴四方之问
'shi'jia 湿家
'shi'jia'bing 湿家病
'shi'jia'xia'zhi 湿家下之
'shi'jia'zhi'wei'bing 湿家之为病
'shi'jing'bu'chuan'ze'yu 使经不传则愈
'shi'ming'xia'jue'shang'jie 是名下厥上竭
'shi'ming'zai'guai 是名灾怪
'shi'nan'yong'bao 食难用饱
'shi'qi'ben'wei 是其本位
'shi'qi'bu'he 时气不和
'shi'qi'chang'du 失其常度
'shi'qi'hou'ye 是其候也
'shi'qi'qian'hou 视其前后
'shi'qi'shi'mai 是其时脉
'shi'qi'zai 湿气在
'shi'ri'tai'yin'bing'shuai 十日太阴病衰
'shi'ri'yi'qu 十日以去
'shi'ru'jie'xiong 时如结胸
'shi'san'ri'yu 十三日愈
'shi'shen'zhi'jin 视身之尽
'shi'shi'e'feng 时时恶风
'shi'shi'hui 时时哕
'shi'shi'xia'li 时时下利
'shi'shi'zi'mao'zhe'si 时时自冒者死
'shi'sou 失溲
'shi'sui'e'han 始虽恶寒
'shi'sui'ying 屎虽硬
'shi'tou're'mian'chi 时头热面赤
'shi'wei'xi'zai'tai'yin 是为系在太阴
'shi'wei'zi'yu'ye 是为自愈也
'shi'wo 嗜卧
'shi'wu'ri'de'yi'qi 十五日得一气
'shi'xin'mai'ye 是心脉也
'shi'yan'zhong'tong 实咽中痛
'shi'ye 失也
'shi'ye 实也
'shi'yi'bi'chun'zhi'nuan 是以彼春之暖
'shi'yi'chun'shang'yu'feng 是以春伤于风
'shi'yi'fa'zhan 是以发战
'shi'yi'ri'shao'yin'bing'shuai 十一日少阴病衰
'shi'yi'suo'bing 食以索饼
'shi'yi'xin'ku'zhi'ren 是以辛苦之人
'shi'yi'xu'zhi 实以虚治
'shi'yi'yi'sui'zhi'zhong 是以一岁之中
'shi'yi'yue'shi'er'yue 十一月十二月
'shi'yi'yue'zhi'shi 十一月之时
'shi'yi'zhi'fu'lai'zhe 时一止复来者
'shi'yin'jiao'shi'ling'ke'er'bu'ke'zhe 师因教试令咳而不咳者
'shi'yin'zi'ke 食饮自可
'shi'you'shang'han'zhi'ren 适有伤寒之人
'shi'you'wei're 时有微热
'shi'yu'ri 十余日
'shi'zao'tang'fang 十枣汤方
'shi'zao'tang'zhu'zhi 十枣汤主之
'shi'ze'fan'tu 食则反吐
'shi'ze'gu'xiao'er'shui'hua'ye 实则谷消而水化也
'shi'ze'tu'hui 食则吐蛔
'shi'ze'xia'qing'gu 食则下清谷
'shi'zhuan'shu'yang'ming'ye 是转属阳明也
'shi'zi'fan 时自烦
'shi'zi'ke'zhe 食自可者
'shi'zu'bu'xia 食卒不下
'shou'kong'po'xue 守空迫血
'shou'ren'dang'fu 瘦人当浮
'shou'ren'ze'chen 瘦人责沉
'shou'zu'bu'jue'zhe 手足不厥者
'shou'zu'bu'ni'leng 手足不逆冷
'shou'zu'fan'wen 手足反温
'shou'zu'han 手足寒
'shou'zu'han'chu 手足汗出
'shou'zu'jue'han 手足厥寒
'shou'zu'jue'leng 手足厥冷
'shou'zu'jue'leng'wu'mai'zhe 手足厥冷无脉者
'shou'zu'jue'leng'zhe 手足厥冷者
'shou'zu'jue'ni 手足厥逆
'shou'zu'jue'ni'zhe 手足厥逆者
'shou'zu'jue'zhe 手足厥者
'shou'zu'leng 手足冷
'shou'zu'ni'leng 手足逆冷
'shou'zu'ni'leng'shi'ye 手足逆冷是也
'shou'zu'ni'leng'zhe 手足逆冷者
'shou'zu'san'bu'mai'jie'zhi 手足三部脉皆至
'shou'zu'sha'ran'er'han'chu'zhe 手足濈然而汗出者
'shou'zu'sha'ran'han'chu 手足濈然汗出
'shou'zu'wei'wei'ni 手足为微逆
'shou'zu'wen 手足温
'shou'zu'wen'er'ke'zhe 手足温而渴者
'shou'zu'wen'zhe 手足温者
'shou'zu'wen'zhe'sheng 手足温者生
'shou'zu'zao'rao 手足躁扰
'shou'zu'zi'wen'zhe 手足自温者
'shu'bing'zhe 暑病者
'shu'dang'gui'si'ni'tang'zhu'zhi 属当归四逆汤主之
'shu'fan'zai'xia 数反在下
'shu'fu'tang'fang 术附汤方
'shu'fu'zhe 属府者
'shu'jiao'si'liang'qu'han 蜀椒四两去汗
'shu'mai'bu'shi 数脉不时
'shu'mai'dang'chi'huan 数脉当迟缓
'shu'qi'san'liang'xi 蜀漆三两洗
'shu'ri'nai'shuo 数日乃说
'shu'shang'jiao'ye 属上焦也
'shu'shao'yang 属少阳
'shu'shao'yin'ye 属少阴也
'shu'tai'yin 属太阴
'shu'tai'yin'ye 属太阴也
'shu'tu'xian'mo 数吐涎沫
'shu'wei'ke're 数为客热
'shu'wei're 数为热
'shu'wei'tong 数为痛
'shu'wei'wu'xue 数为无血
'shu'wei'xu 数为虚
'shu'wei'ye 属胃也
'shu'wei'zai'fu 数为在府
'shu'xia'zhi 数下之
'shu'xiao'gu 数消谷
'shu'yang'ming'ye 属阳明也
'shu'ze'dong'pi 数则动脾
'shu'ze'qi'fu'kong 疏则其肤空
'shu'ze're'fan 数则热烦
'shu'ze'wei're 数则为热
'shu'ze'wei'xu 数则为虚
'shu'zhe'nan'fang'huo 数者南方火
'shui'ba'sheng 水八升
'shui'de'han'qi 水得寒气
'shui'er'sheng 水二升
'shui'gu'bu'bie'gu'ye 水谷不别故也
'shui'gu'bu'hua 水谷不化
'shui'jiang'bu'ru 水浆不入
'shui'jiang'bu'xia 水浆不下
'shui'ru'ze'tu'zhe 水入则吐者
'shui'shang'you'zhu'zi'wu'liu'qian'ke'xiang'zhu 水上有珠子五六千颗相逐
'shui'ting'gu'ye 水停故也
'shui'xia'er'ke 水下二刻
'shui'xing'cheng'huo 水行乘火
'shui'xing'cheng'jin 水行乘金
'shui'xing'pi'zhong'suo'zhi'ye 水行皮中所致也
'shui'yao'bu'de'ru'kou'wei'ni 水药不得入口为逆
'shui'zhi'er'shi'ge 水蛭二十个
'shui'zhi'san'shi'ge'ao 水蛭三十个熬
'shui'zi'ru'wei 水渍入胃
'shui'zi'zhi'gan 水渍炙干
'shun'tian'di'zhi'gang'rou'ye 顺天地之刚柔也
'shun'ye 顺也
'si'bing'ye 死病也
'si'liu'ming'wei'er'shi'si'qi'ye 四六名为二十四气也
'si'ni 四逆
'si'ni'e'han'er'shen'quan 四逆恶寒而身蜷
'si'ni'jia'ren'shen'tang'fang 四逆加人参汤方
'si'ni'jia'ren'shen'tang'zhu'zhi 四逆加人参汤主之
'si'ni'jia'wu'zhu'yu'sheng'jiang'tang'fang 四逆加吴茱萸生姜汤方
'si'ni'jia'zhu'dan'zhi'tang'fang 四逆加猪胆汁汤方
'si'ni'san'fang 四逆散方
'si'ni'san'zhu'zhi 四逆散主之
'si'ni'tang 四逆汤
'si'ni'tang'fang 四逆汤方
'si'ni'tang'zhu'zhi 四逆汤主之
'si'ni'zhe'si 四逆者死
'si'ri'fu'xia'zhi 四日复下之
'si'ri'zhi'qi'ri 四日至七日
'si'sheng'zhi'yao 死生之要
'si'shi'fang'ci 四时仿此
'si'shi'ying'yu'kuang'ye 死尸盈于旷野
'si'shu'duan'jue 四属断绝
'si'yi 死矣
'si'yu'lan'zhe'jian'yue'wei'bian 似于览者检阅未便
'si'ze'dong'xia'er'zhi 斯则冬夏二至
'si'zhi'chen'zhong'teng'tong 四肢沉重疼痛
'si'zhi'fan'teng 四肢烦疼
'si'zhi'ju'ji 四肢拘急
'si'zhi'ju'ji'bu'jie 四肢拘急不解
'si'zhi'teng 四肢疼
'si'zhi'wei'ji 四支微急
'si'zhi'xi'zhe 四肢习者
'sou'bian'yi'shi'kuang'yan'mu'fan'zhi'shi'zhe 溲便遗失狂言目反直视者
'sou'shu'ze'da'bian'ying 溲数则大便硬
'su'shi 宿食
'suan'han 酸寒
'suan'ping 酸平
'sui'bao'fan 虽暴烦
'sui'bu'neng'shi 虽不能食
'sui'de'zhi'yi'ri 虽得之一日
'sui'er 虽尔
'sui'fa're'bu'si 虽发热不死
'sui'fa're'e'han 遂发热恶寒
'sui'fan'xia'li 虽烦下利
'sui'han'chu 虽汗出
'sui'ju'dang'yu 虽剧当愈
'sui'kun'wu'ku 虽困无苦
'sui'lou'bu'zhi 遂漏不止
'sui'mai'fu'shu'zhe 虽脉浮数者
'sui'neng'shi 虽能食
'sui'qi'shi'er'xie'zhi 随其实而泻之
'sui'qian'gong'liu'liang 随前共六两
'sui'shi'dong'zuo 随时动作
'sui'si'wu'ri 虽四五日
'sui'xia'zhi 虽下之
'sui'xie're'er'li 遂协热而利
'sui'xu 遂虚
'sui'ying'bu'ke'gong'zhi 虽硬不可攻之
'sui'you'han're'bu'jie'zhe 虽有寒热不解者
'sui'you'shen're 虽有身热
'sui'you'yang'ming'zheng 虽有阳明证
'sui'you'yang'ming'zheng'bu'ke'gong'zhi 虽有阳明证不可攻之
'sui'yu'chu'zhi 虽欲除治
'sui'zheng'liang'yan 随证良验
'sui'zheng'zhi'zhi 随证治之
'sun'gu'ze'yu 损谷则愈
'suo'wei'yang'zhong'wu'lu'zhi'qi 所为阳中雾露之气
'suo'yi'cheng'jie'xiong'zhe 所以成结胸者
'suo'yi'ran'zhe 所以然者
'suo'yi'wei'zhi'yu'shui'zhe 所以谓之雨水者
'ta'jie'fang'ci 他皆仿此
'tai'guo'ke'guai 太过可怪
'tai'guo'wei'yang'jue'yu'li 太过为阳绝于里
'tai'yang'bing 太阳病
'tai'yang'bing'bu'jie 太阳病不解
'tai'yang'bing'er'ri 太阳病二日
'tai'yang'bing'er'san'ri 太阳病二三日
'tai'yang'bing'fa'han 太阳病发汗
'tai'yang'bing'liu'qi'ri 太阳病六七日
'tai'yang'bing'san'ri 太阳病三日
'tai'yang'bing'tu'zhi 太阳病吐之
'tai'yang'bing'wei'jie 太阳病未解
'tai'yang'bing'xia'zhi 太阳病下之
'tai'yang'bing'yu'jie'shi 太阳病欲解时
'tai'yang'bing'zhong'feng 太阳病中风
'tai'yang'chu'de'bing'shi 太阳初得病时
'tai'yang'shang'han'zhe 太阳伤寒者
'tai'yang'shao'yang'bing'bing 太阳少阳并病
'tai'yang'shou'bing'ye 太阳受病也
'tai'yang'shou'zhi 太阳受之
'tai'yang'yang'ming'zhe 太阳阳明者
'tai'yang'yu'shao'yang'bing'bing 太阳与少阳并病
'tai'yang'yu'shao'yang'he'bing 太阳与少阳合病
'tai'yang'yu'yang'ming'he'bing 太阳与阳明合病
'tai'yang'yu'yang'ming'he'bing'zhe 太阳与阳明合病者
'tai'yang'zheng'ba 太阳证罢
'tai'yang'zhi'wei'bing 太阳之为病
'tai'yang'zhong'feng 太阳中风
'tai'yang'zhong're'zhe 太阳中热者
'tai'yang'zhong'ye'zhe 太阳中暍者
'tai'yin'bing'mai'fu'zhe 太阴病脉浮者
'tai'yin'bing'yu'jie'shi 太阴病欲解时
'tai'yin'dang'fa'shen'huang 太阴当发身黄
'tai'yin'shou'bing'ye 太阴受病也
'tai'yin'wei'bing'mai'ruo 太阴为病脉弱
'tai'yin'zhe 太阴者
'tai'yin'zhi'wei'bing 太阴之为病
'tai'yin'zhong'feng 太阴中风
'tan'shui'zhe 贪水者
'tan'shui'zhe'bi'ou 贪水者必呕
'tang'cheng 汤成
'tang'fa 汤法
'tang'pao'qu'huang'zhi 汤泡去黄汁
'tang'ru'fu'zhong 汤入腹中
'tang'yong'wu'he 汤用五合
'tao'he'cheng'qi'tang 桃核承气汤
'tao'he'cheng'qi'tang'fang 桃核承气汤方
'tao'hua'tang'fang 桃花汤方
'tao'hua'tang'zhu'zhi 桃花汤主之
'tao'ren'er'shi'ge 桃仁二十个
'tao'ren'er'shi'ge'qu'pi'jian 桃仁二十个去皮尖
'tao'ren'wu'shi'ge'qu'pi'jian 桃仁五十个去皮尖
'ti'er'bu'an 惕而不安
'ti'er'chu'zhi 嚏而出之
'ti'ti'er'you'zhen 体惕而又振
'ti'tong 体痛
'ti'xing'bu'ren 体形不仁
'ti'zhong'han'ji'bing'zhe 体中寒即病者
'tian'you'bao'han'zhe 天有暴寒者
'tiao'wei'cheng'qi'tang'fang 调胃承气汤方
'tiao'wei'cheng'qi'tang'zhu'zhi 调胃承气汤主之
'tie'bei'xiang'bo 惵卑相搏
'ting'hou'fu 停后服
'ting'li'ban'sheng'ao 葶苈半升熬
'tong'cao'er'liang 通草二两
'tong'hai'zi'shang 痛还自伤
'tong'mai'si'ni'jia'zhu'dan'zhi'tang'zhu'zhi 通脉四逆加猪胆汁汤主之
'tong'mai'si'ni'tang'fang 通脉四逆汤方
'tong'mai'si'ni'tang'zhu'zhi 通脉四逆汤主之
'tong'yin'shao'fu 痛引少腹
'tong'zai'yu'xie 痛在于胁
'tong'zi'da 桐子大
'tou'bu'tong 头不痛
'tou'han'chu 头汗出
'tou'tong 头痛
'tou'tong'fa're 头痛发热
'tou'tong'fa're'zhe 头痛发热者
'tou'tong'ji'xuan 头痛即眩
'tou'tong'mu'huang'zhe 头痛目黄者
'tou'tong'shao'yu'ye 头痛少愈也
'tou'tong'wei'zhi 头痛未止
'tou'tong'you're'zhe 头痛有热者
'tou'tong'zhe 头痛者
'tou'tong'zhi'qi'ri'yi'shang'zi'yu'zhe 头痛至七日已上自愈者
'tou'wu'han'zhe'ke'zhi 头无汗者可治
'tou'xiang'qiang'tong 头项强痛
'tou'xiang'qiang'tong'er'e'han 头项强痛而恶寒
'tou'xuan 头眩
'tou'zhong'bu'yu'ju 头重不欲举
'tou'zhuo'ran'er'tong 头卓然而痛
'tu'duo'zhe 吐多者
'tu'li 吐利
'tu'li'fa'han 吐利发汗
'tu'li'han'chu 吐利汗出
'tu'li'zhe 吐利者
'tu'li'zhi'er'shen'tong'bu'xiu'zhe 吐利止而身痛不休者
'tu'ni'zhe 吐逆者
'tu'xia'ze'ji'er'jing 吐下则悸而惊
'tu'xian'mo 吐涎沫
'tu'ye 土也
'tu'yi'xia'duan 吐已下断
'tu'zhi 吐之
'tuo'nong'xue 唾脓血
'tuo'xing'tu'xian'mo'ye 唾腥吐涎沫也
'wai'bu'jie 外不解
'wai'bu'xie 外不谐
'wai'jie'yi 外解已
'wai'wei'jie'ye 外未解也
'wai'yi'jie'ye 外已解也
'wai'you'wei're'zhe 外有微热者
'wai'zheng'wei'chu'er'shu'xia'zhi 外证未除而数下之
'wai'zheng'wei'jie 外证未解
'wai'zheng'wei'jie'zhe 外证未解者
'wai'zheng'wei'qu'zhe 外证未去者
'wai'zheng'yun 外证云
'wan'lei'shen'cang 万类深藏
'wan'ru'wu'tong'zi'da 丸如梧桐子大
'wan'san'yi'ke'yong 丸散亦可用
'wan'wu'suo'gui 万物所归
'wang'jin'ye 亡津液
'wang'jin'ye'gu'ye 亡津液故也
'wang'lai'han're 往来寒热
'wang'lai'han're'xin'fan'zhe 往来寒热心烦者
'wang'mai'jue'zhe 亡脉厥者
'wang'qi'xue'ye 亡其血也
'wang'qi'yang 亡其阳
'wang'xue'jia 亡血家
'wang'xue'ye 亡血也
'wang'yang 亡阳
'wang'yang'gu'ye 亡阳故也
'wang'yang'xu'fan'zao 亡阳虚烦躁
'wang'yang'ye 亡阳也
'wei'bing'bu'jin 谓病不尽
'wei'bing'yi'qing 为病亦轻
'wei'bing'ze'qing 为病则轻
'wei'bing'ze'zhong 为病则重
'wei'bu'chuan'ye 为不传也
'wei'bu'he 胃不和
'wei'chi 味赤
'wei'chi'mai'shi 未持脉时
'wei'chu 微除
'wei'chuan 微喘
'wei'chuan'ye 为传也
'wei'chuan'zhi'shi 微喘直视
'wei'da'ni 为大逆
'wei'da'zao'shi'er'mei'bai 味大枣十二枚掰
'wei'dao'han'chu'er'fan'e'han'zhe 微盗汗出而反恶寒者
'wei'ding'cheng'ying 未定成硬
'wei'dong'zhi'nu 为冬之怒
'wei'e'han 微恶寒
'wei'e'han'zhe 微恶寒者
'wei'fa'huang'se 微发黄色
'wei'fan 微烦
'wei'fan'zai'shang 微反在上
'wei'fan'zai'xia 微反在下
'wei'fan'zhe 微烦者
'wei'gan 味甘
'wei'gan'jiang 味干姜
'wei'gan'ke 味甘渴
'wei'han 微寒
'wei'han 微汗
'wei'han'suo'zhe 为寒所折
'wei'he'wei'qi 微和胃气
'wei'he'ze'yu 胃和则愈
'wei'he'zhi 微和之
'wei'huo'zhu'qu'san'sheng 微火煮取三升
'wei'jia'shi'shi'ye 胃家实是也
'wei'jia'shi'ye 胃家实也
'wei'jie 微结
'wei'jin'xiang'bo 微紧相搏
'wei'ke'yu'cheng'qi'tang 未可与承气汤
'wei'ku 味苦
'wei'ku'gan 味苦甘
'wei'ku'wen 味苦温
'wei'ming'zhe 惟明者
'wei'mo 为末
'wei'nan'zhi 为难治
'wei'nan'zhi'ye 为难治也
'wei'ou 微呕
'wei'ou'xin'nei'fan 微呕心内烦
'wei'qi'he 卫气和
'wei'qi'ru'jing'ye 胃气如经也
'wei'qi'ruo 卫气弱
'wei'qi'shang'chong 胃气上冲
'wei'qi'sheng're 胃气生热
'wei'qi'shi'du 卫气失度
'wei'qi'shuai 卫气衰
'wei'qi'shuai'ye 卫气衰也
