'a'ba'la'qi'ya'ji'you'jun 阿巴拉契亚鸡油菌
'ni'nang'dan'jun'shu 拟囊担菌属
'ni'nei'bao'mei'shu 拟内孢霉属
'ni'ning'si'mo'jun 泥泞丝膜菌
'ni'niu'gan'jun'shu 拟牛肝菌属
'ni'pan'duo'mao'bao'shu 拟盘多毛孢属
'ni'pi'jiao'nang'yi 拟皮胶囊衣
'ni'qiang'shi'rui 拟枪石蕊
'ni'qiang'zuo'bao'shu 拟腔座孢属
'ni'qiao'xiu'jun'shu 拟鞘锈菌属
'ni'qing'mei'shu 拟青霉属
'ni'qiu'ke'shu 拟球壳属
'ni'qiu'shu'bao'shu 拟球束孢属
'ni'que'lu'rui 拟雀鹿蕊
'ni're'dai'ling'zhi 拟热带灵芝
'ni'ren'ge'jun'ke 拟韧革菌科
'ni'ren'ge'jun'shu 拟韧革菌属
'ni'rong'gai'niu'gan'jun 拟绒盖牛肝菌
'ni'ru'tou'zhuang'da'huan'bing 拟乳头状大环柄
'ni'san'bao'xiu'jun'shu 拟三胞锈菌属
'ni'shan'hu'bao'shu 拟珊瑚孢属
'ni'shan'hu'ji'pi'yi 拟珊瑚鸡皮衣
'ni'she'mai'jun'shu 拟射脉菌属
'ni'shen'bao'shu 拟葚孢属
'ni'shi'huang'yi 拟石黄衣
'ni'shi'ke'jun'ke 尼氏壳菌科
'ni'shi'ni'dian'pan'jun 尼氏拟垫盘菌
'ni'shi'rou'bei'jun 尼氏肉杯菌
'ni'shi'shu'hua 拟石树花
'ni'shi'tiao'hei'fen 尼氏条黑粉
'ni'shi'wu'geng'nang'mei 尼氏无梗囊霉
'ni'shuan'jun'shu 拟栓菌属
'ni'shuang'dai'yi 拟霜袋衣
'ni'suo'hu'jun 拟琐瑚菌
'ni'suo'hu'jun'shu 拟锁瑚菌属
'ni'tai'wan'song'luo 拟台湾松萝
'ni'tan'bing'gan'yi 泥炭饼干衣
'ni'tan'jun'shu 泥炭菌属
'ni'tu'huang'hong'gu 拟土黄红菇
'ni'tu'ma'bo'shu 拟秃马勃属
'ni'wan'yi 泥碗衣
'ni'wang'bao'niu'gan'jun 拟网孢牛肝菌
'ni'wei'shi'li'mao'pan'jun 拟威氏粒毛盘菌
'ni'wen'yi'shu 拟文衣属
'ni'xi'cong'zhi'hu 拟细丛枝瑚
'ni'xi'niu'gan'jun 拟细牛肝菌
'ni'xia'bao'xiu'jun'shu 拟夏孢锈菌属
'ni'xian'wei'si'gai'san 拟纤维丝盖伞
'ni'xiao'bei'shi'rui 拟小杯石蕊
'ni'xiao'cong'chang'ru'bao 拟小丛长蠕孢
'ni'xiao'dian'ge'jun'shu 拟小垫革菌属
'ni'xiao'he'yi 拟小核衣
'ni'xiao'hong'shi'rui 拟小红石蕊
'ni'xiao'lou'dou'shi'rui 拟小漏斗石蕊
'ni'xie'gai'san'shu 拟斜盖伞属
'ni'xing'bao'si'gai'san 拟星孢丝盖伞
'ni'ya'fu'bao'jun'ke 尼亚腹孢菌科
'ni'ya'fu'bao'jun'shu 尼亚腹孢菌属
'ni'ya'ju'bing'xiu 拟亚菊柄锈
'ni'ya'ling'bao 拟哑铃孢
'ni'ya'zhou'ping'cha'zi 拟亚洲平茶渍
'ni'yang'jiao'yi'shu 拟羊角衣属
'ni'yang'rui'kong'jun 拟杨锐孔菌
'ni'zhan'yi'shu 拟毡衣属
'ni'zhao'mao'pan'jun'shu 拟爪毛盘菌属
'ni'zhe'bao'shu 拟折孢属
'ni'zhe'yuan'mao'yi 拟褶缘毛衣
'ni'zhen'ya'fei'yi 拟针芽肺衣
'ni'zhi'dai'yi 拟指袋衣
'ni'zhi'hu'jun'shu 拟枝瑚菌属
'ni'zhou'kong'song'luo 拟轴孔松萝
'ni'zhou'xiao'pi'san 拟皱小皮伞
'ni'zhu'bao'shu 拟蛛包属
'nian'bai'la'san 黏白蜡伞
'nian'bing'xiao'gu 黏柄小菇
'nian'bing'xiao'gu'shu 黏柄小菇属
'nian'de'she'jun 粘地舌菌
'nian'gai'bao'jiao'gu 黏盖包脚菇
'nian'gai'cao'gu'shu 黏盖草菇属
'nian'gai'hua'niu'gan'jun 黏盖华牛肝菌
'nian'gai'la'san 黏盖蜡伞
'nian'gai'niu'gan'jun'shu 黏盖牛肝菌属
'nian'gai'ru'niu'gan'jun 黏盖乳牛肝菌
'nian'ge'jun'shu 黏革菌属
'nian'hua'gu'shu 粘滑菇属
'nian'luo'gai'gu 黏裸盖菇
'nian'ma'an'jun 黏马鞍菌
'nian'mao'ding'gu 黏铆钉菇
'nian'mo'si'mo'jun 黏膜丝膜菌
'nian'qi'gu'shu 黏脐菇属
'nian'rou'gu'shu 黏肉菇属
'nian'she'mai'jun 黏射脉菌
'nian'sheng'tan'tuan'jun'shu 年生炭团菌属
'nian'xiao'ao'de'mo 黏小奥德蘑
'nian'xiu'er 黏锈耳
'nian'ye'si'mo'jun 黏液丝膜菌
'nian'zhe'jun'ke 黏褶菌科
'nian'zhe'jun'mu 黏褶菌目
'nian'zhi'hong'gu 粘质红菇
'nian'zhi'qiu'nang'mei 粘质球囊霉
'nian'zhi'zhan'she'jun 粘质粘舌菌
'nian'zhu'si'pi'jun 念珠丝皮菌
'niao'bao'mei'shu 鸟孢霉属
'niao'chao'jun'shu 鸟巢菌属
'niao'chao'pan'jun'shu 鸟巢盘菌属
'niao'chao'zhuang'jiao'xiu 鸟巢状胶锈
'niao'jia'zhi 鸟假芝
'niao'zhuang'duo'kou'di'xing 鸟状多口地星
'niao'zhuang'xian'kong'jun 鸟状纤孔菌
'nie'shi'zhuang'ren'san 啮蚀状韧伞
'ning'huang'ge'bao'fu'ge'jun 柠黄隔孢伏革菌
'ning'huang'se'xiao'gu 柠黄色小菇
'ning'meng'bao'yuan'pan'jun 柠檬孢圆盘菌
'ning'meng'cheng'yi 柠檬橙衣
'ning'meng'huang'ceng'fu'jun 柠檬黄层腹菌
'ning'meng'huang'fen'pan'jun 柠檬黄粪盘菌
'ning'meng'huang'hong'gu 柠檬黄红菇
'ning'meng'huang'la'san 柠檬黄蜡伞
'ning'meng'huang'nian'ge'jun 柠檬黄黏革菌
'ning'meng'huang'zhou'fu'jun 柠檬黄轴腹菌
'ning'meng'wei'ru'gu 柠檬味乳菇
'ning'meng'zhu'jie'yi 柠檬珠节衣
'ning'xia'zhen'mao'pan'jun 宁夏针毛盘菌
'niu'bang'bing'xiu 牛蒡柄锈
'niu'bian'cao'bao'dui'hei'fen'jun 牛鞭草孢堆黑粉菌
'niu'bian'cao'bing'xiu'jun 牛鞭草柄锈菌
'niu'bing'jin'qian'jun 扭柄金钱菌
'niu'fen'pan'jun 牛粪盘菌
'niu'gan'jun 牛肝菌
'niu'gan'jun'ke 牛肝菌科
'niu'gan'jun'mu 牛肝菌目
'niu'gan'jun'shu 牛肝菌属
'niu'jin'cao'hei'fen'jun 牛筋草黑粉菌
'niu'jin'guo'wu'mian'duo'bao'xiu'jun 牛筋果无眠多胞锈菌
'niu'jin'teng'fu'si'ke 牛筋藤附丝壳
'niu'pi'dong'bing'xiu'jun 牛皮冻柄锈菌
'niu'pi'dong'qiao'xiu'jun 牛皮冻鞘锈菌
'niu'pi'dong'sheng'wei'bao 牛皮冻生尾孢
'niu'pi'xiao'shan'xiu'jun 牛皮消栅锈菌
'niu'pi'ye'shu 牛皮叶属
'niu'qu'hei'wen'yi 扭曲黑文衣
'niu'qu'lv'san'bao'pan'jun 扭曲绿散胞盘菌
'niu'qu'ping'cha'zi 扭曲平茶渍
'niu'si'mo'jun 牛丝膜菌
'niu'xing'qiu'nang'mei 扭形球囊霉
'niu'zhang'zhi 牛樟芝
'niu'zhang'zhi'shu 牛樟芝属
'nong'gang'jia'zhi 弄岗假芝
'nong'jia'xiao'pi'san 农家小皮伞
'nong'xiang'mo 浓香蘑
'nong'xiang'ru'gu 浓香乳菇
'nu'jiang'ping'kou'yi 怒江瓶口衣
'nu'li'chong'li'mei 努利虫疠霉
'nuo'shi'chong'yi'mei 诺氏虫疫霉
'nuo'shi'fen'guo'yi 诺氏粉果衣
'nuo'si'shi'cao'qiao'xiu'jun 诺斯氏草鞘锈菌
'nuo'wei'ma'bo 挪威马勃
'ou'mu'si'ru'gu 欧姆斯乳菇
'ou'shi'ban'shi'yi 欧氏半实衣
'ou'shi'e'gao 欧氏鹅膏
'ou'shi'nan'zhuang'luo'gai'gu 欧石楠状裸盖菇
'ou'shi'nan'zhuang'yan'si'san 欧石楠状沿丝伞
'ou'shi'xiao'gu 欧氏小菇
'ou'tai'yi 欧苔衣
'ou'tu'se'hong'gu 呕吐色红菇
'ou'zhou'jia'mi'jia'wei'bao 欧洲荚蒾假尾孢
'ou'zhou'kou'mo 欧洲口蘑
'pa'ke'si'bei'bao'xiu 帕克斯被孢锈
'pa'la'si'xiao'bo'kong'jun 帕拉斯小薄孔菌
'pa'shi'bing'xiu'jun 帕氏柄锈菌
'pa'shi'fu'jun 帕氏腹菌
'pa'shi'kong'jun'shu 帕氏孔菌属
'pai'cao'bing'xiu'jun 排草柄锈菌
'pai'ke'chong'nang'jun'shu 排壳虫囊菌属
'pai'ke'ya'chi'jun 派克亚齿菌
'pai'po'hei'fen'jun 派珀黑粉菌
'pan'bing'hei'dan'chao'jun 盘柄黑蛋巢菌
'pan'chang'bao'shu 盘长孢属
'pan'dan'mao'bao'shu 盘单毛孢属
'pan'duo'mao'bao'shu 盘多毛孢属
'pan'er'bao'jun'shu 盘二胞菌属
'pan'er'yi 盘耳衣
'pan'er'yi'ke 盘耳衣科
'pan'er'yi'shu 盘耳衣属
'pan'ge'jun'shu 盘革菌属
'pan'jun'gang 盘菌纲
'pan'jun'ke 盘菌科
'pan'jun'mu 盘菌目
'pan'jun'shu 盘菌属
'pan'kong'jun'shu 盘孔菌属
'pan'san'xiu'jun'shu 盘伞锈菌属
'pan'se'suo'bao'shu 盘色梭孢属
'pan'shuang'duan'mao'bao'shu 盘双端毛孢属
'pan'xing'hei'liu'yi 盘形黑瘤衣
'pan'zhen'bao'shu 盘针孢属
'pan'zhi'hua'nei'long'tou'jun 攀枝花内笼头菌
'pan'zhuang'hei'dan'chao 盘状黑蛋巢
'pan'zhuang'la'san 盘状蜡伞
'pan'zhuang'ma'an'jun 盘状马鞍菌
'pan'zhuang'mu'gai'gu 盘状幕盖菇
'pan'zhuang'ren'ding'er 盘状韧钉耳
'pan'zhuang'xiu'you'yi 盘状锈疣衣
'pang'yi'jun'ke 庞衣菌科
'pao'dai'yi 泡袋衣
'pao'di'she'jun 泡地舌菌
'pao'fen'shuang'qi'gen 疱粉双歧根
'pao'hua'shu'ceng'xiu 泡花树层锈
'pao'hua'shu'ke'xiu 泡花树壳锈
'pao'lin'xing'fu'cha'zi 泡鳞型副茶渍
'pao'lin'yi'shu 泡鳞衣属
'pao'nang'ce'er 泡囊侧耳
'pao'nang'fu'ge'jun 泡囊伏革菌
'pao'nang'jiao'nang'fu'ge'jun 泡囊胶囊伏革菌
'pao'qi'yi'shu 疱脐衣属
'pao'ti'fen'ya'xia'ye'yi 疱体粉芽狭叶衣
'pao'ti'huang'sui'ye 疱体黄髓叶
'pao'tou'jun'ke 泡头菌科
'pao'tou'jun'shu 泡头菌属
'pao'yi'jun'ke 疱衣菌科
'pao'yi'shu 泡衣属
'pao'yi'shu 疱衣属
'pao'zhi'pan'jun 泡质盘菌
'pao'zhuang'huo'gu 泡状火菇
'pao'zhuang'lin'san 泡状鳞伞
'pao'zhuang'mo'shi'hei'fen'jun 泡状莫氏黑粉菌
'pao'zhuang'nang'ti'fen'zhe'xun 泡状囊体粉褶蕈
'pao'zhuang'xiao'wang'yi 泡状小网衣
'pao'zhuang'zhe'bao'hei'fen'jun 泡状褶孢黑粉菌
'pei'ai'te'xue'er 佩埃特靴耳
'pei'er'song'la'san 佩尔松蜡伞
'pei'kan'gu 佩坎菇
'pei'ke'bei'pan'jun 佩克杯盘菌
'pei'ke'duo'kong'jun 佩克多孔菌
'pei'ke'fen'zhe'xun 佩克粉褶蕈
'pei'ke'jin'huang'kong'jun 佩克金黄孔菌
'pei'ke'ru'gu 佩克乳菇
'pei'nan'ce'er 佩南侧耳
'pei'qi'fen'zhe'xun 佩奇粉褶蕈
'pei'qi'rou'zuo'jun 佩奇肉座菌
'pei'shi'chong'yi'mei 佩氏虫疫霉
'pei'shi'ling'zhi 佩氏灵芝
'pei'shi'xian'rou'jun 佩氏纤柔菌
'pei'te'la'ke'san'ban'ke 佩特拉克散斑壳
'pen'pan'jun'shu 盆盘菌属
'peng'bao'bing'xiu'jun 膨孢柄锈菌
'peng'da'hou'ji'yi 膨大厚基衣
'peng'da'wu'gong'yi 膨大蜈蚣衣
'peng'geng'you'ping'bao 膨梗疣瓶孢
'peng'guo'qiu'nang'mei 膨果球囊霉
'peng'jia'xiu'jun'ke 膨痂锈菌科
'peng'jia'xiu'jun'shu 膨痂锈菌属
'peng'qi'ju'dan'bao'xiu'jun 蟛蜞菊单胞锈菌
'peng'shi'ci'pi'er 彭氏刺皮耳
'peng'shi'li'kou'bao 彭氏丽口包
'peng'shi'pian'hua'er 彭氏片花耳
'peng'shi'shu'hua 彭氏树花
'peng'zhang'wu'geng'nang'mei 膨胀无梗囊霉
'pi'bing'duo'bao'kong'jun 皮饼多孢孔菌
'pi'ci'jiao'yi 皮刺角衣
'pi'dui'hei'fen'jun'shu 皮堆黑粉菌属
'pi'er'ge'tan'tuan'jun 皮尔格炭团菌
'pi'er'song'si'mo'jun 皮尔松丝膜菌
'pi'fu'ma'la'se'jun 皮肤马拉色菌
'pi'ge'dao'yi 皮革岛衣
'pi'ge'huang'si'mo'jun 皮革黄丝膜菌
'pi'ge'shen'dao'yi 皮革肾岛衣
'pi'guang'bing'gu 皮光柄菇
'pi'guo'yi 皮果衣
'pi'guo'yi'shu 皮果衣属
'pi'jian'cao'bing'xiu'jun 披碱草柄锈菌
'pi'jiao'nang'yi 皮胶囊衣
'pi'kao'kuai'jun'shu 皮考块菌属
'pi'kong'jun'ke 皮孔菌科
'pi'kong'jun'shu 皮孔菌属
'pi'le'wu'zhi 皮勒乌芝
'pi'lei'xiao'chi'jun 皮类小齿菌
'pi'lie'tan'jiao'jun 劈裂炭角菌
'pi'liu'si'bao'jiao'mu 皮瘤丝孢酵母
'pi'mo'shu 皮蘑属
'pi'pan'jun'ke 皮盘菌科
'pi'pan'jun'shu 皮盘菌属
'pi'ru'gu 皮乳菇
'pi'shi'bo'la'yi 皮氏薄蜡衣
'pi'shi'mo'gu 皮氏蘑菇
'pi'shi'pan'jun 皮氏盘菌
'pi'shi'rong'yi 皮氏绒衣
'pi'si'mei'shu 皮司霉属
'pi'te'hei'fen'jun'shu 皮特黑粉菌属
'pi'wei'pi'san 皮微皮伞
'pi'xia'pan'jun'shu 皮下盘菌属
'pi'ya'shi'er 皮芽石耳
'pi'ye'shu 皮叶属
'pi'zhen'tai'cao'bing'xiu 披针苔草柄锈
'pi'zhuang'si'bao'jiao'mu 皮状丝孢酵母
'pi'zuo'ke'shu 皮座壳属
'pian'bao'kong'qiu'gai'gu 偏孢孔球盖菇
'pian'bing'bei'san 偏柄杯伞
'pian'gai'hong'zhe'san 偏盖红褶伞
'pian'hua'er'shu 片花耳属
'pian'jiao'fen'zhe'xun 偏脚粉褶蕈
'pian'kong'zhe'kong'jun 片孔褶孔菌
'pian'lin'e'gao 片鳞鹅膏
'pian'sheng'rou'chi'jun 偏生肉齿菌
'pian'yan'ping'cha'zi 片岩平茶渍
'pian'yan'ping'kou'yi 片岩瓶口衣
'pian'zhong'shuan'jun 偏肿栓菌
'piao'chong'ge'zhi'bao 瓢虫隔指孢
'piao'fu'cao'he'hei'fen'jun 飘拂草核黑粉菌
'piao'fu'cao'li'he'hei'fen'jun 飘拂草粒核黑粉菌
'piao'fu'cao'tan'hei'fen'jun 飘拂草炭黑粉菌
'pin'zi'xiu'jun'shu 品字锈菌属
'ping'ao'pan'jun 平凹盘菌
'ping'bao'san'bao'mei 瓶孢三孢霉
'ping'bei'san'shu 瓶杯伞属
'ping'bei'shi'rui 平杯石蕊
'ping'cha'zi'shu 平茶渍属
'ping'dong'bing'xiu'jun 屏东柄锈菌
'ping'er'xiao'cao'zhuang'di'she'jun 瓶尔小草状地舌菌
'ping'fu'hou'ge'dian'jun 平伏厚革垫菌
'ping'fu'mu'ge'jun 平伏木革菌
'ping'fu'ren'ge'jun 平伏韧革菌
'ping'gai'ling'zhi 平盖灵芝
'ping'gai'xiu'er 平盖锈耳
'ping'ge'ni'ru'gu 屏格尼乳菇
'ping'geng'fu'bao'shu 瓶梗附孢属
'ping'geng'mei'shu 瓶梗霉属
'ping'gu 平菇
'ping'guo'gen'xiu'ge'dian'jun 苹果根朽革垫菌
'ping'guo'he'pan'jun 苹果核盘菌
'ping'guo'lian'he'pan'jun 苹果链核盘菌
'ping'guo'mu'ceng'kong'jun 苹果木层孔菌
'ping'guo'shan'hu'zhi 苹果珊瑚枝
'ping'guo'shuang'ke 苹果双壳
'ping'hei'wen'yi 平黑文衣
'ping'hong'gai'gu 平红盖菇
'ping'hua'de'she'jun 平滑地舌菌
'ping'hua'dian'fen'ren'ge'jun 平滑淀粉韧革菌
'ping'hua'fen'pan'jun 平滑粪盘菌
'ping'hua'guo'ji'pi'yi 平滑果鸡皮衣
'ping'hua'hong'gu 平滑红菇
'ping'hua'niu'pi'ye 平滑牛皮叶
'ping'hua'rou'you'yi 平滑肉疣衣
'ping'hua'song'luo 平滑松萝
'ping'hua'tan'jiao'jun 平滑炭角菌
'ping'jie'bang'hu'jun 平截棒瑚菌
'ping'jie'ji'bao'fen'pan'jun 平截集孢粪盘菌
'ping'kou'yi 瓶口衣
'ping'kou'yi'mu 瓶口衣目
'ping'kou'yi'shu 瓶口衣属
'ping'lie'jun'shu 平裂菌属
'ping'long'shan'er'tou'bao'pan'jun 平龙山二头孢盘菌
'ping'mao'ke'shu 瓶毛壳属
'ping'mei'shu 瓶霉属
'ping'nang'mei'shu 平囊霉属
'ping'nang'nian'hua'gu 瓶囊粘滑菇
'ping'pan'di'juan 平盘地卷
'ping'pan'jun 平盘菌
'ping'pan'jun'ke 平盘菌科
'ping'pan'jun'shu 平盘菌属
'ping'pan'lu'hua'jun 平盘鹿花菌
'ping'pan'rou'bei'jun 平盘肉杯菌
'ping'pan'ruan'de'juan 平盘软地卷
'ping'pi'yi'shu 平皮衣属
'ping'pu'hu'zhi'zi'dan'bao'xiu'jun 平铺胡枝子单胞锈菌
'ping'qi'ru'bao'shu 平脐蠕孢属
'ping'qiu'zhen'huang'ye 平球针黄叶
'ping'shu'mei'shu 瓶束霉属
'ping'si'ying'kong'jun 平丝硬孔菌
'ping'tai'ji'pi'yi 平台鸡皮衣
'ping'tan'bei'ji'mei 平坦北极梅
'ping'tan'ping'kou'yi 平坦瓶口衣
'ping'tian'tou'gu 平田头菇
'ping'tou'bei'san 平头杯伞
'ping'tou'mei'shu 瓶头霉属
'ping'wang'shi'er 平网石耳
'ping'xian'cha'zi 平线茶渍
'ping'xiao'wang'yi 平小网衣
'ping'xing'mu'ke'yi 平行木刻衣
'ping'xu'yi 平絮衣
'ping'yuan'cha'zi 平原茶渍
'ping'yuan'lang'wei'cao'zhou'hei'fen'jun 平原狼尾草轴黑粉菌
'ping'zhong'chang'shan'xiu'jun 平冢长栅锈菌
'ping'zhong'duo'bao'xiu'jun 平塚多胞锈菌
'ping'zhong'ke'xiu'jun 平冢壳锈菌
'ping'zhuang'chong'cao 瓶状虫草
'ping'zi'pan'jun 平紫盘菌
'ping'zuo'ke'shu 平座壳属
'po'hong'se'you'bing'niu'gan'jun 破红色疣柄牛肝菌
'po'luo'zhou'she'tou'jun 婆罗洲蛇头菌
'po'pi'huan'bing'gu 破皮环柄菇
'po'po'na'bing'xiu'jun 婆婆纳柄锈菌
'po'xiao'wang'yi 破小网衣
'pu'bao'mei'shu 葡孢霉属
'pu'bing'mei'shu 匍柄霉属
'pu'fu'shi'rui 匍匐石蕊
'pu'gong'ying'bing'xiu'jun 蒲公英柄锈菌
'pu'gu 朴孤
'pu'ji'bing'xiu'jun 普吉柄锈菌
'pu'jiu'se'bei'bao'mei 葡酒色被孢霉
'pu'jiu'xiu'sheng'zuo'bao 葡酒锈生座孢
'pu'kui'fen'zuo'jun'shu 蒲葵粉座菌属
'pu'kui'li'mao'pan'jun 蒲葵粒毛盘菌
'pu'kui'shuang'qiu'mei 蒲葵双球霉
'pu'la'ta'hong'pan'jun 普拉塔红盘菌
'pu'sheng'bai'fen'jun 普生白粉菌
'pu'sheng'fu'pian'bao 匍生辐片包
'pu'shi'bian'zhi'yi 普氏扁枝衣
'pu'shi'chong'sheng'mei 普氏虫生霉
'pu'shi'ling'yi 普氏铃衣
'pu'shi'qiang'bao'shu 普氏腔孢属
'pu'shi'tan'jiao'jun 普氏炭角菌
'pu'tao'bao'pan'jun'shu 葡萄孢盘菌属
'pu'tao'bao'shu 葡萄孢属
'pu'tao'jiu'se'hong'gu 葡萄酒色红菇
'pu'tao'jiu'se'xu'fu'jun 葡萄酒色须腹菌
'pu'tao'li'tou'mei 葡萄犁头霉
'pu'tao'mu'ceng'kong'jun 葡萄木层孔菌
'pu'tao'pan'ge'jun 葡萄盘革菌
'pu'tao'shi'rui 葡萄石蕊
'pu'tao'sui'mei'shu 葡萄穗霉属
'pu'tao'ya'wang'yi 葡萄亚网衣
'pu'tao'zuo'qiang'jun'ke 葡萄座腔菌科
'pu'tao'zuo'qiang'jun'shu 葡萄座腔菌属
'pu'tong'ceng'fu'jun 普通层腹菌
'pu'tong'de'xing 普通地星
'pu'tong'mei'chen'yi 普通煤尘衣
'pu'tong'pi'xia'pan'jun 普通皮下盘菌
'pu'tong'tiao'bao'niu'gan'jun 普通条孢牛肝菌
'pu'tong'xiao'gu 普通小菇
'pu'tong'xiao'pan'jun 普通小盘菌
'pu'tong'xue'er 普通靴耳
'pu'tong'yang'du'jun 普通羊肚菌
'pu'zhi'gen'mei 葡枝根霉
'qi'ban'jun'shu 漆斑菌属
'qi'ban'zhi'pan'jun 槭斑痣盘菌
'qi'bang'gu'shu 脐棒菇属
'qi'bao'cong'zhi'hu 脐孢丛枝瑚
'qi'cao'chong'cao 蛴螬虫草
'qi'chang'shan'xiu'jun 桤长栅锈菌
'qi'di'lun'ceng'tan'ke 启迪轮层炭壳
'qi'ding'xiao'pi'san 脐顶小皮伞
'qi'gai'gu'shu 脐盖菇属
'qi'gu'shu 脐菇属
'qi'guo'jun'shu 奇果菌属
'qi'guo'yi 奇果衣
'qi'guo'yi'shu 奇果衣属
'qi'hong'niu'gan'jun 漆红牛肝菌
'qi'hong'yuan'ni'ceng'kong'jun 漆红缘拟层孔菌
'qi'jin'gu'bing'xiu'jun 七筋菇柄锈菌
'qi'jin'gu'tiao'hei'fen'jun 七筋菇条黑粉菌
'qi'jing'tian'bing'xiu'jun 脐景天柄锈菌
'qi'kuai'jun'shu 奇块菌属
'qi'li'xiao'ke'yin'han'mei 绮丽小克银汉霉
'qi'lian'ji'pi'yi 祁连鸡皮衣
'qi'lian'jin'xiu'jun 祁连金锈菌
'qi'liang'bei'san 漆亮杯伞
'qi'lie'hui'bao 歧裂灰包
'qi'lie'hui'bao'shu 歧裂灰包属
'qi'lin'shu 脐鳞属
'qi'mao'hei'liu'yi 漆毛黑瘤衣
'qi'mu'wei'pi'san 桤木微皮伞
'qi'mu'ye'li'mao'pan'jun 桤木叶粒毛盘菌
'qi'nang'ti'rong'gai'niu'gan'jun 奇囊体绒盖牛肝菌
'qi'peng'jia'xiu 槭膨痂锈
'qi'ru'gu 槭乳菇
'qi'sheng'lin'san 桤生鳞伞
'qi'sheng'xiao'ce'er 槭生小侧耳
'qi'shi'ban'ye 奇氏斑叶
'qi'tu'ban'zhi'pan'jun 脐突斑痣盘菌
'qi'wei'lin'san 奇味鳞伞
'qi'wen'zi'yi 齐文字衣
'qi'xi'song'luo 栖息松萝
'qi'xing'gu'shu 脐星菇属
'qi'xing'ji'you'jun 脐形鸡油菌
'qi'ya'bao'pan'jun 桤芽孢盘菌
'qi'ye'xiao'pi'san 栖叶小皮伞
'qi'ye'zhi'jun 桤叶痣菌
'qi'ye'zhi'jun 槭叶痣菌
'qi'yi'bai'zhuang'gu 奇异白桩菇
'qi'yi'chui'she'jun 奇异锤舌菌
'qi'yi'kou'mo 奇异口蘑
'qi'yi'ling'zhi 奇异灵芝
'qi'yi'ni'qiao'xiu 奇异拟鞘锈
'qi'yi'san'ban'ke 奇异散斑壳
'qi'yi'si'pi'ge'jun 奇异丝皮革菌
'qi'yi'wu'mian'duo'bao'xiu'jun 奇异无眠多胞锈菌
'qi'yi'ying'pi'ma'bo 奇异硬皮马勃
'qi'yu'mao'ling'zhi 奇域毛灵芝
'qi'zhou'lou'lu'bing'xiu'jun 祁州漏卢柄锈菌
'qi'zhuang'jia'zhi 脐状假芝
'qi'zhuang'kuai'jun 脐状块菌
'qi'zhuang'wai'pan'jun 脐状歪盘菌
'qi'zhuang'xiao'pi'san 脐状小皮伞
'qian'bai'fu'bai'chi'jun 浅白伏白齿菌
'qian'bai'xiao'gu 浅白小菇
'qian'bai'yin'qiu'jiao'mu 浅白隐球酵母
'qian'bei'hei'dan'chao 浅被黑蛋巢
'qian'bo'hei'er 浅波黑耳
'qian'bo'zhuang'xing'lie'pan'jun 浅波状星裂盘菌
'qian'cao'gai'jia'xiu'jun 茜草盖痂锈菌
'qian'cao'jia'pan'jun 茜草假盘菌
'qian'cao'peng'jia'xiu'jun 茜草膨痂锈菌
'qian'cao'sheng'qiao'xiu'jun 茜草生鞘锈菌
'qian'cheng'huang'e'gao'jun 浅橙黄鹅膏菌
'qian'chuan'hua'niu'gan'jun 前川华牛肝菌
'qian'fen'duo'bao'kong'jun 浅粉多孢孔菌
'qian'he'e'gao'jun 浅褐鹅膏菌
'qian'he'la'wo'kong'jun 浅褐蜡卧孔菌
'qian'hong'shuan'jun 浅红栓菌
'qian'huang'cai'kong'jun 浅黄彩孔菌
'qian'huang'gai'xiao'pi'san 浅黄盖小皮伞
'qian'huang'gan'pi'kong'jun 浅黄干皮孔菌
'qian'huang'he'bai'gui'san 浅黄褐白鬼伞
'qian'huang'he'cuo'san 浅黄褐措伞
'qian'huang'he'ru'gu 浅黄褐乳菇
'qian'huang'he'xing'zuo'ge'jun 浅黄褐星座革菌
'qian'huang'lai'te'wo'kong'jun 浅黄赖特卧孔菌
'qian'huang'lin'shi'ge'kong'jun 浅黄林氏革孔菌
'qian'huang'shi'san 浅黄湿伞
'qian'huang'wu'bing'pan'jun 浅黄无柄盘菌
'qian'huang'yuan'suo'ge'jun 浅黄缘索革菌
'qian'huang'zhen'kong'jun 浅黄针孔菌
'qian'huang'zhi'yi 浅黄枝衣
'qian'hui'he'si'mo'jun 浅灰褐丝膜菌
'qian'hui'lei'dun'lin'yi 浅灰类盾鳞衣
'qian'hui'ni'hei'er 铅灰拟黑耳
'qian'hui'ru'gu 浅灰乳菇
'qian'hui'se'niu'gan'jun 浅灰色牛肝菌
'qian'hui'se'xiao'gu 铅灰色小菇
'qian'jiao'ping'pan'jun 浅脚瓶盘菌
'qian'leng'hei'dan'chao'jun 浅棱黑蛋巢菌
'qian'li'guang'bing'xiu'jun 千里光柄锈菌
'qian'lv'fen'pan'jun 浅绿粪盘菌
'qian'lv'hong'gu 浅绿红菇
'qian'pan'yi'shu 浅盘衣属
'qian'qu'cai'li'mao'pan'jun 千曲菜粒毛盘菌
'qian'se'ge'dan'jun 浅色隔担菌
'qian'se'jing'hui'qiu 铅色静灰球
'qian'se'ma'bo 铅色马勃
'qian'se'tan'tuan'jun 铅色炭团菌
'qian'se'xiao'bo'kong'jun 浅色小钹孔菌
'qian'se'yuan'niu'gan'jun 铅色圆牛肝菌
