'ai'er'bu'chou 哀而不愁
'qing'xia'shen'jun 青霞沈君
'qing'xia'xian'sheng'wen'ji'xu 青霞先生文集序
'qing'xiang'wang'nu'er'qian'zhi 顷襄王怒而迁之
'qing'xiu'de'yi'li'zhi 请修德以厘之
'qing'ye 轻也
'qing'yi'qie'zhu'ke 请一切逐客
'qing'yi'wei'zhi 请以遗之
'qing'yi'yue 轻以约
'qing'ying'xiu'che 清莹秀澈
'qing'yu'chao 请于朝
'qing'yu'chu'you 请与出游
'qing'yu'yan'yi'wei'zeng 请予言以为赠
'qing'yu'yi'yan'yi'shen'duo'shi 请予一言以谂多士
'qing'zhe 顷者
'qing'zhi 顷之
'qing'zhi'nei'zi'wei'da'dai 卿之内子为大带
'qing'zhi'yuan'bi 请志院壁
'qing'zhong'gu'he'ru'zai 轻重固何如哉
'qing'zhu'hou 轻诸侯
'qing'zhui'chu'shi 请追楚师
'qing'zhuo'bian'zhi 清浊辨质
'qing'zhuo'wu'suo'shi 清浊无所失
'qing'zi'ji'wu'suo'yi'wei'ting'zhe 请子记吾所以为亭者
'qing'zi'wei'shi 请自隗始
'qing'zu'rui'bing 轻卒锐兵
'qiong'bu'ji 穷不极
'qiong'dao'yu'zhi'ying'hui 穷岛屿之萦回
'qiong'di'mian'yu'zhong'tian 穷睇眄于中天
'qiong'er'mu'zhi'sheng'yi'zi'shi'ye'zai 穷耳目之胜以自适也哉
'qiong'jin'shi'li 穷尽事理
'qiong'ju'er'ye'chu 穷居而野处
'qiong'lan'shuo'mo 穷览朔漠
'qiong'li'yi'ding'shang'fa 穷理以定赏罚
'qiong'long'yang'shan'deng'wei'xi'ji'tong'jing 穹窿阳山邓尉西脊铜井
'qiong'qie'yi'jian 穷且益坚
'qiong'qiong'jie'li 茕茕孑立
'qiu'bu'de'bi'yin'yu 秋不得避阴雨
'qiu'ding'yi'wei'fen 求鼎以为分
'qiu'dong'xue'yue 秋冬雪月
'qiu'er'di'chang 秋尔涤场
'qiu'gui'qian'feng 秋桂遣风
'qiu'guo'zhi'wu'wei 求国之无危
'qiu'huo 秋获
'qiu'li'zhi'ye 求利之也
'qiu'nei'wai'wu'zhi 求内外无治
'qiu'pi'bao'gong'sun'zhi'yu'jin 求丕豹公孙支于晋
'qiu'qi'sheng'er'bu'de 求其生而不得
'qiu'qi'suo'yi'wei'shun'zhe 求其所以为舜者
'qiu'qi'suo'yi'wei'zhou'gong'zhe 求其所以为周公者
'qiu'qi'yue 秋七月
'qiu'ren'de'ren 求仁得仁
'qiu'ren'yu'yi'si'zhi'ji'er'chu'zhi 求人于疑似之际而除之
'qiu'sha'di'ye 求杀敌也
'qiu'she'wu'zi 求赦吾子
'qiu'sheng'dou'zhi'lu 求升斗之禄
'qiu'sheng'fu 秋声赋
'qiu'shi'wei'guo 求士为国
'qiu'shi'yu'cong'shi'zhi'xian'zhe 求士于从事之贤者
'qiu'shou'sang'mian 囚首丧面
'qiu'shu'xiang 囚叔向
'qiu'shui'gong'chang'tian'yi'se 秋水共长天一色
'qiu'tian'xia'qi'wen'zhuang'guan 求天下奇闻壮观
'qiu'tu'chun'ji 秋荼春荠
'qiu'wei'xian'ling'jiang'nan 求为县令江南
'qiu'xian'sheng'zhi'lu'er'qing'yan 求先生之庐而请焉
'qiu'yu 丘与
'qiu'yu'qing'shi 囚于请室
'qiu'zhi'lei'shi'ye 蓲之类是也
'qiu'zhi'wu'xin'zhi'cheng'wei'xie'zheng'er 求之吾心之诚伪邪正而
'qiu'zhi'wu'xin'zhi'ge'yong'xing'qing'er 求之吾心之歌咏性情而
'qiu'zhi'wu'xin'zhi'ji'gang'zheng'shi'er 求之吾心之纪纲政事而
'qiu'zhi'wu'xin'zhi'tiao'li'jie'wen'er 求之吾心之条理节文而
'qiu'zhi'wu'xin'zhi'xin'xi'he'ping'er 求之吾心之欣喜和平而
'qiu'zhi'wu'xin'zhi'yin'yang'xiao'xi'er 求之吾心之阴阳消息而
'qiu'zhi'xiao'bu'neng'yi'mu 丘之小不能一亩
'qu'bai'ji'shi 取败几时
'qu'bi'yu'shu'shi'nian'zhi'hou 取必于数十年之后
'qu'bu'fu'gu 去不复顾
'qu'cai'yi'zhang'wu'cai'wei'zhi 取材以章物采谓之
'qu'chi'yu 取池鱼
'qu'di'guo 诎敌国
'qu'diao'qiang'zhi'mei'er'bi'cai'chuan'zhi 去雕墙之美而庇采椽之
'qu'er'bu'neng'shou'ye 屈而不能守也
'qu'er'bu'qu 曲而不屈
'qu'er'bu'tan 取而不贪
'qu'er'chu 趋而出
'qu'er'chu'zhi'si'hai'zhi'wai 驱而出之四海之外
'qu'er'fu'zi 去而父子
'qu'er'you'zhi'ti 曲而有直体
'qu'er'zhi'xue 驱而之薛
'qu'fu'mu'zhi'bang'yi 去父母之邦矣
'qu'fu'zhe'san'shi'qian 娶妇者三十千
'qu'gao'da'ding'yu'song 取郜大鼎于宋
'qu'guan'bei 去冠被
'qu'ji'mo'ru'jin 去疾莫如尽
'qu'jia'yi'yu'chang'sha 屈贾谊于长沙
'qu'jin'zhi 取进止
'qu'jin'zhi'mu'er'zang'yan 去今之墓而葬焉
'qu'jing'shi'wan'li'zai 去京师万里哉
'qu'lai'zhi'bu'ke'chang 去来之不可常
'qu'li'ru'shui'zou'xia 趋利如水走下
'qu'lue'qi'ren 取掠其人
'qu'mei'feng'jia 曲眉丰颊
'qu'ming'yu 取名鱼
'qu'nian 去年
'qu'nian'chun 去年春
'qu'ping'bu'yu 屈平不与
'qu'ping'ji'ji'zhi 屈平既嫉之
'qu'ping'ji'wang'ting'zhi'bu'cong'ye 屈平疾王听之不聪也
'qu'ping'shu'cao'gao'wei'ding 屈平属草稿未定
'qu'ping'yue 屈平曰
'qu'ping'zheng'dao'zhi'xing 屈平正道直行
'qu'ping'zhi'zuo'li'sao 屈平之作离骚
'qu'qi'bu'ru'shun'zhe 去其不如舜者
'qu'qi'bu'ru'zhou'gong'zhe 去其不如周公者
'qu'qi'chong'she'qin'shou 驱其虫蛇禽兽
'qu'qi'di 取其地
'qu'qi'he'zhe 取其和者
'qu'qi'hu'li'chai'lang 驱其狐狸豺狼
'qu'qi'tuo 胠其橐
'qu'qi'yi 取其一
'qu'qi'zhi 取其直
'qu'qi'zi'luo'yang'zhi'yu'wu'xing'yi 取其自洛阳至于吴兴以
'qu'qin'er'gui 去秦而归
'qu'qing'xiang'zhi'zun'zhe'hu 取卿相之尊者乎
'qu'qiu'ren'hai 去秋人还
'qu'qu'zai'dong'nan'shu'qian'li'wai 区区在东南数千里外
'qu'qu'zhi'xin 区区之心
'qu'ran'yue 瞿然曰
'qu'ren'yu'huan'fu'zhi'ze 取人于萑苻之泽
'qu'ren'yu'yi'yan'zhi'ye 去仁与义言之也
'qu'she'yi'lu 趋舍异路
'qu'she'you'shi 趋舍有时
'qu'shun'xiao'ni 去顺效逆
'qu'si'ji 去死肌
'qu'wan'ji'zhu'hou'meng 屈完及诸侯盟
'qu'wang'ye'yuan'yi 去王业远矣
'qu'xiao'ren'yi'chu'min'huan 去小人以除民患
'qu'yi'zhe'bu'zhi'suo'xiang 趋义者不知所向
'qu'yu'yi 取与义
'qu'yu'you'yu 取于有余
'qu'yu'zhe 取予者
'qu'yuan'fang'zhu 屈原放逐
'qu'yuan'ji'chu 屈原既绌
'qu'yuan'ji'fang 屈原既放
'qu'yuan'ji'si'zhi'hou 屈原既死之后
'qu'yuan'lie'zhuan 屈原列传
'qu'yuan'yue 屈原曰
'qu'yuan'zhe 屈原者
'qu'yuan'zhi'sao'yi'yu'yuan 屈原之骚疑于怨
'qu'yuan'zhi'yu'jiang'bin 屈原至于江滨
'qu'zai'qin 曲在秦
'qu'zai'zhao 曲在赵
'qu'zhi'wu'jin 取之无禁
'qu'zhi'yan'ling 去之延陵
'qu'zhi'yi'fa 驱之以法
'qu'zhi'zhong'jiu'er'zhi'zhi'wai'jiu'ye 取之中厩而置之外厩也
'qu'zun'guan'hou'lu 取尊官厚禄
'quan'bian'he'fu 券遍合赴
'quan'gan'er'tu'fei 泉甘而土肥
'quan'gui'ren'si 权贵人死
'quan'he'ju'jin'shi 劝贺举进士
'quan'hu'wei'wu'ren'ye 全乎为五人也
'quan'juan'juan'er'shi'liu 泉涓涓而始流
'quan'li'qie'shi'ci'zhe'hu 权力且十此者乎
'quan'qi'tian 全其天
'quan'qing'wu'bo 权倾五伯
'quan'quan'zhi'zhong 拳拳之忠
'quan'rong'shi'yi'qi'zhi'lai'wang 犬戎氏以其职来王
'quan'shi'chai'lang'mi'lu 犬豕豺狼麋鹿
'quan'shi'er'hai 全师而还
'quan'shi'fa'zhi 权势法制
'quan'shi'qi'shi 权使其士
'quan'xiang'er'jiu'lie 泉香而酒洌
'quan'zhi'ju'zhe'wei'fei 劝之举者为非
'quan'zhi'shi 劝之仕
'que'bin'ke'yi'ye'zhu'hou 却宾客以业诸侯
'que'qi'yu'qian 鹊起于前
'que'qin'yi'li'jin 阙秦以利晋
'que'ran'jiu'bu'bao 阙然久不报
'que'xiong'nu'qi'bai'yu'li 却匈奴七百余里
'qun'chen'da'hui 群臣大会
'qun'chen'jin'jian 群臣进谏
'qun'chen'li'min 群臣吏民
'qun'ji'jun'xiu 群季俊秀
'qun'li'nong'fa 群吏弄法
'qun'qun'yan 囷囷焉
'qun'shan'jiu'fen 群山纠纷
'qun'shan'zhi'cang'cui 群山之苍翠
'qun'wu'liu'liang'yan 群无留良焉
'qun'xian'bi'zhi 群贤毕至
'qun'xiong'xiang'shi 群雄相视
'qun'yi'man'fu 群疑满腹
'ran'an'zhi'fu'zong'zhi'qu'ye 然安知夫纵之去也
'ran'ben'fei'tian'zi'zhi'suo'yi'jin'ye 然本非天子之所宜近也
'ran'bu'fa'zei 然不伐贼
'ran'bu'wei'ruo'shi'qi'su 然不谓若是其速
'ran'bu'zhi'bu'qiu 然不忮不求
'ran'chen'fu'gan'wei'ye 然臣弗敢畏也
'ran'chen'wei'xiao'ren'wu'peng 然臣谓小人无朋
'ran'chu'dao'de'er'neng'wen'zhang'zhe 然畜道德而能文章者
'ran'ci'bi'wu'zhi'shi'ye 然此必无之事也
'ran'ci'ke'wei'zhi'zhe'dao 然此可为智者道
'ran'de'er'la'zhi'yi'wei'er 然得而腊之以为饵
'ran'er'bu'xue'wu'wen 然而不学无文
'ran'er'chen'she 然而陈涉
'ran'er'cheng'bai'yi'bian 然而成败异变
'ran'er'gong'bu'jian'xin'yu'ren 然而公不见信于人
'ran'er'hou'shi'bu'qiao'shun'wei'er'shi 然而后世不诮舜为二十
'ran'er'huo'chang'fa'yu'suo'hu'zhi'zhong 然而祸常发于所忽之中
'ran'er'qian'bai'zai'nai'yi'xiang'yu'yan 然而千百载乃一相遇焉
'ran'er'qin'niao'zhi'shan'lin'zhi'le 然而禽鸟知山林之乐
'ran'er'qiu'tian'zuo'di'sheng'zhi'zhuang 然而求天作地生之状
'ran'er'sheng'zhu'bu'jia'zhu 然而圣主不加诛
'ran'er'shu'shi'zhi'hou 然而数世之后
'ran'er'tian'xia'shao'an 然而天下少安
'ran'er'xing'shen'bu'quan 然而形神不全
'ran'er'xue'dun'dong'lu 然而学遁东鲁
'ran'er'zhong'gui'zhi'zhe 然而众贵之者
'ran'er'zhou'gong'qiu'zhi'ru'ci'qi'ji 然而周公求之如此其急
'ran'er'zi'de'zhe 然而自得者
'ran'fang'shan'zi'shi'you'xun'fa 然方山子世有勋阀
'ran'fei'que'ye 然非缺也
'ran'hou'an'shou'wu'jin 然后安受吾烬
'ran'hou'er'gui'er 然后而归尔
'ran'hou'er'zhu'yong'zhi'zai 然后二主用之哉
'ran'hou'gui'er 然后归尔
'ran'hou'hu'er'wang'zhi'ye 然后呼而望之也
'ran'hou'jian'hua'wei'cheng 然后践华为城
'ran'hou'jiao'zhi'yi'xiang'sheng'xiang'yang'zhi 然后教之以相生相养之
'ran'hou'ju'tian'xia'er'wei'wu'zhi'suo 然后举天下而唯吾之所
'ran'hou'ju'yi'huo'fu'er'ba'chi'zhi 然后惧以祸福而把持之
'ran'hou'ke'jian'da'gong 然后可建大功
'ran'hou'ke'yi'jin'tian'xia'zhi'da'guan 然后可以尽天下之大观
'ran'hou'ke'yi'jiu'da'shi 然后可以就大事
'ran'hou'ke'yi'tuo'yu'shi 然后可以托于世
'ran'hou'ke'yi'zhi'li'hai 然后可以制利害
'ran'hou'ming'li'na'zhi 然后命吏纳之
'ran'hou'qi'zi'sun'neng'yu'shou'wen'tai 然后其子孙能与守文太
'ran'hou'qin'ren'de'tong'qi'bing'yu'dong 然后秦人得通其兵于东
'ran'hou'ren'zhi'zhi'yu'qi'shang'zhe 然后人之至于其上者
'ran'hou'shen'de'an'yan 然后身得安焉
'ran'hou'shi'xing 然后施行
'ran'hou'shou'zheng 然后授政
'ran'hou'tian'zi'nan'mian'diao'ye 然后天子南面吊也
'ran'hou'tui'sao'xian'xuan 然后退扫闲轩
'ran'hou'wei'ding'yi'shi'er 然后伪定一时尔
'ran'hou'wei'qi'suo'yuan 然后惟其所愿
'ran'hou'wei'zhi'gong'shi 然后为之宫室
'ran'hou'wu'geng'wei'meng 然后吴更违盟
'ran'hou'xian'di'dong'lian'wu'yue 然后先帝东连吴越
'ran'hou'yi'lu'he'wei'jia 然后以六合为家
'ran'hou'you'ci'yu'tian'xia 然后有辞于天下
'ran'hou'you'qian'li'ma 然后有千里马
'ran'hou'zai'wei 然后在位
'ran'hou'zhi'qi'shu'zhi'gong'da'yi 然后知其术之工大矣
'ran'hou'zhi'song'bai'zhi'hou'diao 然后知松柏之后凋
'ran'hou'zhi'tian'xia'guo'bu'zu'yu'you 然后知天下果不足与有
'ran'hou'zhi'xian'zhe'yu'qi'suo'zhi 然后知贤者于其所至
'ran'hou'zong'miao'yi'an 然后宗庙以安
'ran'hui'ye'lv'kong 然回也屡空
'ran'jian'wei'meng'qi 然奸伪萌起
'ran'jiang'xin'du'chu 然匠心独出
'ran'jie'gu'ren'zhi'chen'ji 然皆古人之陈迹
'ran'jie'luan'wang'qi'guo 然皆乱亡其国
'ran'jie'shen'wu'jing'jing'yu'dang'shi'zhi 然皆身无兢兢于当世之
'ran'jie'zu'qu'yuan'zhi'cong'rong'ci'ling 然皆祖屈原之从容辞令
'ran'jing'bu'ou 然竟不偶
'ran'kong'zi'bu'ju'wei'zhi'zhe 然孔子不遽遗之者
'ran'kong'zi'xiao'zhi 然孔子小之
'ran'kun'yu'nan'yang 然困于南阳
'ran'li'bu'zu'zhe 然力不足者
'ran'li'zu'yi'zhi'yan 然力足以至焉
'ran'liang'zhi'bi'yu'qin'ruo'pu'xie 然梁之比于秦若仆邪
'ran'lin'zhi'wei'wu 然麟之为物
'ran'ling'bu'si 然陵不死
'ran'ling'yi'hu'lao'jun 然陵一呼劳军
'ran'ling'zhen'bi'yi'hu 然陵振臂一呼
'ran'long'cheng'shi'qi 然龙乘是气
'ran'long'fu'de'yun 然龙弗得云
'ran'pu'guan'qi'wei'ren 然仆观其为人
'ran'qi'hou'qi'nian'zhi'jian 然其后七年之间
'ran'qi'qiong'he 然其穷涸
'ran'qi'si'yi 然其私义
'ran'qi'yan'bi'xin 然其言必信
'ran'qie'hen'zu'xia'bu'shen'wei'qi'zhong 然窃恨足下不深惟其终
'ran'qie'yu'xing'tian'zi'zhi'li'yu'zou 然且欲行天子之礼于邹
'ran'qin'er'bu'yuan'yi 然勤而不怨矣
'ran'qin'yi'qu'qu'zhi'di 然秦以区区之地
'ran'qu'zhong'zhou'wan'li 然去中州万里
'ran'ren'bu'ke'bian'wei 然人不可遍为
'ran'ru'mo'jie'pai'bin'bu'zai 然儒墨皆排摈不载
'ran'sang'zhao'yun'yang'qun'ma'yu'yan'zhi 然丧赵云阳群马玉阎芝
'ran'shang'shu'du'zai'yao'yi'lai 然尚书独载尧以来
'ran'shang'you'ke'wei'zhe 然尚有可诿者
'ran'she'xian'bei'chuang 然涉险被创
'ran'shi'chang'ju'ye 冉氏尝居也
'ran'shi'cheng'dao'yu'hang'lie 然时称道于行列
'ran'shi'qi'zuo'you 然视其左右
'ran'shi'shuo'ye 然是说也
'ran'shi'wei'zhi'chen'bu'xie'yu'nei 然侍卫之臣不懈于内
'ran'shi'wu'xian'yu 然时无贤愚
'ran'shi'wu'ye 然是物也
'ran'shu'qi 然数奇
'ran'suo'yi'zhong'yu'zi'jin'zhe 然所以重于自进者
'ran'tai'ping'wei'qia'zhe 然太平未洽者
'ran'tai'pu'bu'wan 然太璞不完
'ran'tang'bi'xuan'jue 然堂陛悬绝
'ran'tian'bu'shou'ming 然天不授命
'ran'tui'kong'zi'shan'shi'zhi'zhi'er'pou 然推孔子删诗之旨而裒
'ran'wang'guo'po'jia'xiang'sui'shu 然亡国破家相随属
'ran'wang'ji'zhi'xing 然王迹之兴
'ran'wei'yi'gong'hao'he'ze'wang'qi'guo 然卫懿公好鹤则亡其国
'ran'wen'bu'ke'yi'xue'er'neng 然文不可以学而能
'ran'wen'chang'jing'yi'bu'de'zhi'yu'shi 然文长竟以不得志于时
'ran'wu'chang'wen'feng'su'yu'hua'yi'yi 然吾尝闻风俗与化移易
'ran'wu'he'neng'wei'xin'hu 然吾何能为心乎
'ran'wu'ju'xiang 然吾居乡
'ran'wu'ren'zhi'dang'xing'ye 然五人之当刑也
'ran'wu'wen'gu'zhi'xian'shi 然吾闻古之贤士
'ran'wu'wen'yang'hou'zhi'qu 然吾闻杨侯之去
'ran'wu'you'ji'yan 然吾有讥焉
'ran'wu'zhu'man'yi'zhi'ju'shi'zhe 然吾诸蛮夷之居是者
'ran'xi'wei'ge'shi'yi'zi'yu 然喜为歌诗以自娱
'ran'xin'xiang'wang'zhi 然心乡往之
'ran'xing'de'ci'gui'dai'xuan 然幸得赐归待选
'ran'yi'an'zhi'qi'fei'qin'zhi'shi'you 然亦安知其非秦之世有
'ran'yi'wei'chang'jue'ye 然亦未尝绝也
'ran'yi'wu'jiu'yi 然已无救矣
'ran'you'fu'cheng'chuang'tong 然犹扶乘创痛
'ran'you'ming'qi'chen'lv'hou 然犹命其臣吕侯
'ran'you'qi'ri'bu'shi 然犹七日不食
'ran'you'yi'wei'guo'jia'chen'yi'si'hai 然犹以谓国家臣一四海
'ran'you'zhan'jiang'qian'qi 然犹斩将搴旗
'ran'yu'fei'you'chi'cun 然羽非有尺寸
'ran'yu'ping'qi'xin'yi'yang'qi'ji 然欲平其心以养其疾
'ran'yu'xia'zhi'wen'ke'zhi'ye 然虞夏之文可知也
'ran'ze'bei'tong'wu'xia 然则北通巫峡
'ran'ze'ci'zhe'wei'shun 然则祠者为舜
'ran'ze'dang'yi'he'shi'qu 然则当以何事去
'ran'ze'de'wo'hu 然则德我乎
'ran'ze'fei'shi'zhi'neng'qiong'ren 然则非诗之能穷人
'ran'ze'fu'zi'you'wei'yan'zhi'ye 然则夫子有为言之也
'ran'ze'gai'xing'hu 然则盖行乎
'ran'ze'gao'ya'da'dao 然则高牙大纛
'ran'ze'gu'zhi'suo'wei'zheng'xin'er'cheng 然则古之所谓正心而诚
'ran'ze'guo'shui'zhi'li'yu 然则果谁之力欤
'ran'ze'he'shi'er'le'ye 然则何时而乐耶
'ran'ze'he'wei'er'ke 然则何为而可
'ran'ze'jing'ke'zhan'qi'zu 然则荆轲湛七族
'ran'ze'jun'qing'chu'yu'ci 然则君请处于此
'ran'ze'qin'zhi'suo'ji'zhe'ke'jian'yi 然则秦之所忌者可见矣
'ran'ze'ru'zhi'he'er'ke'ye 然则如之何而可也
'ran'ze'ruo'yu'zhi'yu'sheng 然则若予之于生
'ran'ze'sheng'ren'zhi'yi 然则圣人之意
'ran'ze'shi'suo'zhong'zhe'zai'hu'se'le 然则是所重者在乎色乐
'ran'ze'shi'tian'xia'wu'yao'shun 然则是天下无尧舜
'ran'ze'shu'wei'qi'ren'er'neng'jin'gong 然则孰为其人而能尽公
'ran'ze'sui'ru'er'yu'zhi 然则虽辱而愚之
'ran'ze'sui'you'lin 然则虽有麟
'ran'ze'tang'ren'zhi'hui'zhi'ye 然则唐人之毁之也
'ran'ze'tian'xia'mo'neng'zheng'shi'xi 然则天下莫能争是溪
'ran'ze'tian'xia'zhi'da'ji'ke'zhi'yi 然则天下之大计可知已
'ran'ze'wei'zheng'bo'zhe'yi'nai'he 然则为郑伯者宜奈何
'ran'ze'wu'jiang'shi'qin'wang'peng'hai'liang 然则吾将使秦王烹醢梁
'ran'ze'xian'sheng'yin'ren'er'wei'ci 然则先生隐忍而为此
'ran'ze'xin'ling'guo'wu'zui'hu 然则信陵果无罪乎
'ran'zheng'wang 然郑亡
'ran'zhi'ru'fu'zhi'bi'jiang'you'hou'ye 然知汝父之必将有后也
'ran'zhi'ru'fu'zhi'neng'yang'ye 然知汝父之能养也
'ran'zhong'bu'de'yi'yong'qi'zhi'neng'yi 然终不得一用其智能以
'ran'zhong'bu'yu 然终不遇
'ran'zhong'wu'ke'nai'he 然终无可奈何
'ran'zhou'yi'wang'guo 然纣以亡国
'ran'zhou'yong'ci'yi'xing'zhe 然周用此以兴者
'ran'zi'hou'chi'bu'jiu 然子厚斥不久
'ran'zi'zhi'yi'zi'yi'wei'zu 然子之意自以为足
'rang'bu'gong 让不贡
'rang'chi'fo'lao 攘斥佛老
'rang'chu'jian'xiong 攘除奸凶
'rang'guo'ye 让国也
'rang'ji'zi'wei'zhi'bo'dai'yi'guo'shi 让既自谓智伯待以国士
'rang'rang'man'jia 穰穰满家
'rang'wei'zhi'bao'chou 让为之报仇
'rang'yi'di 攘夷狄
'rang'ying'yue 让应曰
'rang'you'yu'han'yi 让有余憾矣
'rang'yu'ci'shi 让于此时
'rang'yu'yu'shun 让于虞舜
'rang'zhi'si'gu'zhong'yi 让之死固忠矣
'rao'luan'wo'tong'meng 扰乱我同盟
're'ji'ze'feng 热极则风
'ren'bi'xian'yi'ye 人必先疑也
'ren'bi'you'zi 人必有子
'ren'bu'ke'yi'gou'fu'gui 人不可以苟富贵
'ren'bu'xia'shi'qiao 人不暇施巧
'ren'bu'yu 人不与
'ren'chang'yi'zhi 人常疑之
'ren'chen'wu'fu'jin'jian 人臣无复进见
'ren'chen'ye 人臣也
'ren'chen'zhi'fen'ye 人臣之分也
'ren'dao'zhi'da'lun'ye 人道之大伦也
'ren'ding'zhe'sheng'tian 人定者胜天
'ren'e'zhi'yan'wang 人恶之燕王
'ren'e'zhi'yu'wei'wen'hou 人恶之于魏文侯
'ren'er'bu'neng'she'ye 忍而不能舍也
'ren'fei'sheng'er'zhi'zhi'zhe 人非生而知之者
'ren'fu 仁夫
'ren'fu'er'ren'yi'fu'yan 人富而仁义附焉
'ren'ge'ren'qi'neng 人各任其能
'ren'gu'yi'yu'zhi'bu'le'ye 人固疑予之不乐也
'ren'gu'you'yi'si 人固有一死
'ren'huo'you'yan 人或有言
'ren'jie'cheng'zhi 人皆称之
'ren'jie'de'yi'li'shi'zhi 人皆得以隶使之
'ren'jie'di'ling 人杰地灵
'ren'jie'xi'yu'bei'gong'si'dang'zhi'xing 人皆习于背公死党之行
'ren'jie'yi'wei'hua 人皆以为华
'ren'jie'yue'shu'ren'duo'bian 人皆曰蜀人多变
'ren'jue'lu'shu 人绝路殊
'ren'jun'dang'shen'qi'zhi'zhong 人君当神器之重
'ren'jun'wu'yu'zhi'xian'bu'xiao 人君无愚智贤不肖
'ren'jun'ye 人君也
'ren'min'er'ai'wu 仁民而爱物
'ren'min'gua 人民寡
'ren'ming'wei'qian 人命危浅
'ren'mo'shi'ye 人莫识也
'ren'neng'hong'dao 人能弘道
'ren'qi'liu'li 人其流离
'ren'qi'ren 人其人
'ren'qi'yu'shi 人奇于诗
'ren'qin'yi'wei'bao 仁亲以为宝
'ren'qing 人情
'ren'qing'you'suo'bu'neng'ren'zhe 人情有所不能忍者
'ren'qiong'ze'fan'ben 人穷则反本
'ren'qu'zhi 人取之
'ren'ren'de'yi'zi'jin 人人得以自尽
'ren'ren'er'yi 任人而已
'ren'ren'zhi'zhi 人人知之
'ren'shen'zhi'suo'tong'ji 人神之所同嫉
'ren'sheng'shi'shang 人生世上
'ren'sheng'xing'le'er 人生行乐耳
'ren'sheng'you'ming 人生有命
'ren'sheng'zhi'jing'zhe'wei'yan 人声之精者为言
'ren'shi'duo'shi'he 人事多失和
'ren'shi'zhi'tui'yi 人事之推移
'ren'shi'zhi'yi'ran 人事之宜然
'ren'wei'cui'zi 人谓崔子
'ren'wei'dong'wu 人为动物
'ren'wei'jian'li'er'bu'wen'yi'yan'er 人惟见利而不闻义焉耳
'ren'wei'shu'xiang'yue 人谓叔向曰
'ren'wu 壬午
'ren'wu'chi'tie 人无尺铁
'ren'wu'yu'niao 人物鱼鸟
'ren'wu'zhi'quan'heng 人物之权衡
'ren'xin'zhi'bu'tong'ru'qi'mian'yan 人心之不同如其面焉
'ren'xu'zhi'qiu 壬戌之秋
'ren'ye 人也
'ren'ye 仁也
'ren'yi'bu'shi 仁义不施
'ren'yi'cun 仁义存
'ren'yi'jian 人一缣
'ren'yi'nian'qi'jia 人亦念其家
'ren'yi'ren'ye 仁义人也
'ren'yi'sheng 人一升
'ren'ying'san'luan 人影散乱
'ren'ying'zai'di 人影在地
'ren'yong'li'fu'er'li'fu'tu'zhi 任用李服而李服图之
'ren'you'shui'neng'yi'shen'zhi'cha'cha 人又谁能以身之察察
'ren'you'xiao'da 任有小大
'ren'yu'yi'wei'ding'ming 仁与义为定名
'ren'yu'zhi'qian 人与之钱
'ren'zhang'zhi'shi'wei'xian 任章之事魏献
'ren'zhe'bi'you'hou 仁者必有后
'ren'zhe'bo'qi'hui 仁者播其惠
'ren'zhe'bu'bi'shou 仁者不必寿
'ren'zheng'yu'qi 任政于齐
'ren'zhi'ai'ren 人之爱人
'ren'zhi'ben'ye 人之本也
'ren'zhi'cheng'da'zhang'fu'zhe 人之称大丈夫者
'ren'zhi'cong'tai'shou'you'er'le 人知从太守游而乐
'ren'zhi'duan'ye 仁之端也
'ren'zhi'hai'duo'yi 人之害多矣
'ren'zhi'hao'guai'ye 人之好怪也
'ren'zhi'lei'mie'jiu'yi 人之类灭久矣
'ren'zhi'qing'ye 人之情也
'ren'zhi'shi'ye 人之始也
'ren'zhi'suo'bi'bu'mian 人之所必不免
'ren'zhi'suo'shen'yu'ye 人之所甚欲也
'ren'zhi'suo'shi'you'ye 人之所时有也
'ren'zhi'suo'yu'wu'qiong 人之所欲无穷
'ren'zhi'xiang'zhi 人之相知
'ren'zhi'you'de'yu'wo'ye 人之有德于我也
'ren'zhi'yu'yan'ye'yi'ran 人之于言也亦然
'ren'zhi'zeng'wo'ye 人之憎我也
'ren'zhi'zi'sun'zhe 人之子孙者
'ren'zhu'yue 人主悦
'ren'zhu'zhi'jin'fu'ye 人主之斤斧也
'ren'zhu'zhi'mang'ren'ye 人主之芒刃也
'ren'zhu'zhi'zi'ye 人主之子也
'ri'guang'han'xi'cao'duan 日光寒兮草短
'ri'ji 日祭
'ri'ke'si'ye 日可俟也
'ri'mu'jiu'lan 日暮酒阑
'ri'ru'jian'jiu'yu 日入监九御
'ri'san'si'li 日三四里
'ri'shi 日食
'ri'shi'chao'zai'yan 日视朝在焉
'ri'shi'qi'ju 日食杞菊
'ri'shi'yin'de'wu'shuai'hu 日食饮得无衰乎
'ri'shi'zuo'you 日侍左右
'ri'xi'ce'ma 日夕策马
'ri'xing'yin'yao 日星隐曜
'ri'ye'cui'li 日夜淬砺
'ri'ye'si'jie'qi'bu'xiao'zhi'cai'li 日夜思竭其不肖之才力
'ri'ye'wu'xiu'shi 日夜无休时
'ri'yi'fan'hei 日以反黑
'ri'yi'jiao'gu 日益骄固
'ri'yi'wang'san'shi 日遗亡散失
'ri'you'du'shi 日游都市
'ri'you'shi 日有食
