'an'ji'che'gang 按及车缸
'zhu'ke'ji'wang'xue 主渴及亡血
'zhu'ling'san'fang 猪苓散方
'zhu'ling'san'zhu'zhi 猪苓散主之
'zhu'ling'tang'fang 猪苓汤方
'zhu'ling'tang'zhu'zhi 猪苓汤主之
'zhu'lu'gen'zhi 煮芦根汁
'zhu'ni'xin'xuan'tong 诸逆心悬痛
'zhu'ou'tu 诸呕吐
'zhu'pi'da'wan'zhu'zhi 竹皮大丸主之
'zhu'qin'rou'gan'qing'zhe 诸禽肉肝青者
'zhu'qu'san'sheng 煮取三升
'zhu'qu'si'sheng 煮取四升
'zhu'rou'bu'gan 诸肉不干
'zhu'rou'gong'yang'gan'he'shi'zhi 猪肉共羊肝和食之
'zhu'rou'he'kui'shi'zhi 猪肉和葵食之
'zhu'rou'ji'yu 诸肉及鱼
'zhu'rou'luo'shui'fu'zhe 猪肉落水浮者
'zhu'rou'yi'sheng'hu'sui'tong'shi 猪肉以生胡荽同食
'zhu'shu'fei 煮数沸
'zhu'wu'zang'ji'yu 诸五脏及鱼
'zhu'xin'fu'zhu'zu'bao'bai'bing 主心腹诸卒暴百病
'zhu'yan'hu'qi'jue 诸奄忽气绝
'zhu'yao'bu'neng'zhi 诸药不能治
'zhu'ye'tang'fang 竹叶汤方
'zhu'ye'tang'zhu'zhi 竹叶汤主之
'zhu'yong'jiao'ku 助用焦苦
'zhu'yong'zhong 诸痈肿
'zhu'you'shui'zhe 诸有水者
'zhu'yu'tang'fang 茱萸汤方
'zhu'yu'tang'zhu'zhi 茱萸汤主之
'zhu'zhi'bu'ke'he'mei'zi'shi'zhi 猪脂不可合梅子食之
'zhu'zhi'fan'bai'zhe 煮之反白者
'zhu'zhi'jie'teng'tong 诸肢节疼痛
'zhu'zhi'ru'ji'zi'da 猪脂如鸡子大
'zhu'zhi'xiao'sheng 煮至小升
'zhu'zu'wu'gui'ji'fei'shi 主卒忤鬼击飞尸
'zhuan'jin'ru'fu'zhe 转筋入腹者
'zhuan'jin'zhi'wei'bing 转筋之为病
'zhuang'ru'feng'shui 状如风水
'zhuang'ru'gong'xian 状如弓弦
'zhuang'ru'jue'dian 状如厥癫
'zhuang'ru'shang'han 状如伤寒
'zhuang'ru'zhi'rou 状如炙肉
'zhuang'ru'zhong'feng 状如中风
'zhuang'ru'zhou'bi 状如周痹
'zhuo'jian'yin'zhi 捉肩引之
'zhuo'qi'xia'liu 浊气下流
'zhuo'xie'ju'xia 浊邪居下
'zi'bu'ke'qing'dan 自不可轻啖
'zi'can'tang'fang 紫参汤方
'zi'can'tang'zhu'zhi 紫参汤主之
'zi'cang'kai'gu'ye 子藏开故也
'zi'dang 自当
'zi'dang'bian'ji 子当辨记
'zi'fa'lu'de'feng 自发露得风
'zi'fei'fu'yao'lian'ye'yan'neng'bu'yin'shi'hu 自非服药炼液焉能不饮食乎
'zi'han'chu 自汗出
'zi'neng'yin'shi 自能饮食
'zi'ran'wen 自然温
'zi'shi'han'shi'san'fang 紫石寒食散方
'zi'si'rou'kou'bi'zhe 自死肉口闭者
'zi'si'zhe'mi'shen 自死者弥甚
'zi'su'zi'dao'zhi 紫苏子捣汁
'zi'tu'chu'shui'hou 自吐出水后
'zi'tu'nai 自吐乃
'zi'zhi'yi'xiu 渍之一宿
'zou'ma'tang'zhi'zhong'e'xin'tong'fu'zhang 走马汤治中恶心痛腹胀
'zou'yu'chang'jian 走于肠间
'zu'ban'mu'chi'zhe 足斑目赤者
'zu'chuan'ji 卒喘悸
'zu'kou'jin 卒口噤
'zu'ou'tu 卒呕吐
'zu'tong'ru'zhui'ci 卒痛如锥刺
'zu'wu'tang'dang'ling'ni'qi'zhong 卒无汤当令溺其中
'zu'xia're 足下热
'zui'hou'wu'bao'shi 醉后勿饱食
'zui'wo'da'ji 醉卧大忌
'zuo'chang'yong 作肠痈
'zuo'nei'zhi 作内痔
