'an'dian'niu'dian'han 按电钮点焊
'xu'lie'han'jie'shi'jian'tiao'jie'qi 序列焊接时间调节器
'xu'qian 虚钎
'xu'yong'ying'li 许用应力
'xuan'diao'guan 悬吊管
'xuan'diao'shi'guo'lu'gou'jia 悬吊式锅炉构架
'xuan'diao'shi'guo're'qi 悬吊式过热器
'xuan'feng'fen'li'qi 旋风分离器
'xuan'fu'gu'xing'wu 悬浮固形物
'xuan'hu'ya'li'han 旋弧压力焊
'xuan'liu'shi'mei'fen'ran'shao'qi 旋流式煤粉燃烧器
'xuan'ya'cheng'xing 旋压成型
'xuan'zhuan'dian'hu 旋转电弧
'xuan'zhuan'dian'hu'han 旋转电弧焊
'xuan'zhuan'dian'hu'han'guan'ji 旋转电弧焊管机
'xuan'zhuan'han'jie 旋转焊接
'xuan'zhuan'han'jie'bian'ya'qi 旋转焊接变压器
'xuan'zhuan'pen'she'guo'du 旋转喷射过渡
'xuan'zhuan'rong'jie 旋转熔接
'xuan'zhuan'shi'han'ji 旋转式焊机
'xuan'zhuan'shi'han'jie'bian'ya'qi 旋转式焊接变压器
'xuan'zhuan'shi'hu'han'ji 旋转式弧焊机
'xuan'zhuan'shi'zhi'liu'han'ji 旋转式直流焊机
'xue'ping'bu'qiang'de'han'feng 削平补强的焊缝
'xue'ping'han'feng 削平焊缝
'xun'huan'bei'lv 循环倍率
'xun'huan'hui'lu 循环回路
'xun'huan'liu'hua'chuang'guo'lu 循环流化床锅炉
'xun'huan'shui'su 循环水速
'xun'huan'xi'tong'gai'zao 循环系统改造
'ya'bian'han'jie'han'feng 压边焊接焊缝
'ya'bian'shi'yan 压扁试验
'ya'bo'feng'han 压薄缝焊
'ya'bo'gun'han 压薄滚焊
'ya'gai'luo'shuan 压盖螺栓
'ya'han 压焊
'ya'han 轧焊
'ya'hen'shen'du 压痕深度
'ya'hu'dian'hu'han 氩弧电弧焊
'ya'hu'dian'hu'han 氩护电弧焊
'ya'hu'han 氩弧焊
'ya'hu'han'ji 氩弧焊机
'ya'hu'han'jie 氩弧焊接
'ya'huo 压火
'ya'jie 压接
'ya'li'han'jie 压力焊接
'ya'li'han'jie'guan 压力焊接管
'ya'li'jie'chu'han 压力接触焊
'ya'li'kong'zhi'dian'zu'han 压力控制电阻焊
'ya'li'kong'zhi'han'jie 压力控制焊接
'ya'li'ran'shao 压力燃烧
'ya'li'rong'qi 压力容器
'ya'lin'jie'ya'li'guo'lu 亚临界压力锅炉
'ya'ping'feng'han 压平缝焊
'ya'shen'lv 压深率
'ya'shi'zuo'yong 压实作用
'ya'suo'dian'hu 压缩电弧
'ya'suo'kong'qi'chui'hui 压缩空气吹灰
'ya'suo'pen'zui 压缩喷咀
'ya'suo'pen'zui 压缩喷嘴
'ya'suo'pen'zui'kong'jing 压缩喷咀孔径
'ya'suo'pen'zui'kong'jing 压缩喷嘴孔径
'ya'suo'pen'zui'kou'jing 压缩喷嘴口径
'yan'bian'han 沿边焊
'yan'bian'han'jie 沿边焊接
'yan'chi'lie'wen 延迟裂纹
'yan'guan'huo'guan 烟管火管
'yan'hu'dian'gu'han'jie 掩护电孤焊接
'yan'jing'duan'kou 沿晶断口
'yan'qi'dang'ban'pang'lu'dang'ban 烟气挡板旁路档板
'yan'qi'zai'xun'huan'zhuang'zhi 烟气再循环装置
'yan'xin 焰芯
'yan'xing'duan'kou 延性断口
'yan'xing'duan'lie 延性断裂
'yan'xing'rong'zha 盐型熔渣
'yan'yu'qian'han 盐浴钎焊
'yan'zhou'bian'han'jie'de 沿周边焊接的
'yang'bing'tong'qie'ge 氧丙酮切割
'yang'deng'li'zi'qie'ge 氧等离子切割
'yang'han 仰焊
'yang'han 氧焊
'yang'han'han'feng 仰焊焊缝
'yang'han'jiao'han'feng 仰焊角焊缝
'yang'han'wei'zhi 仰焊位置
'yang'hua'mo 氧化膜
'yang'hua'tai'xing'han'tiao 氧化钛型焊条
'yang'hua'tie'xing'han'tiao 氧化铁型焊条
'yang'hua'wu'xing'rong'zha 氧化物型熔渣
'yang'hua'yan 氧化焰
'yang'ji'ban'dian 阳极斑点
'yang'ji'qu 阳极区
'yang'ji'qu'dian'chang'du 阳极区电场度
'yang'ji'qu'dian'chang'qiang'du 阳极区电场强度
'yang'ji'ya'jiang 阳极压降
'yang'jiao'han 仰角焊
'yang'mao'qie'ge 氧矛切割
'yang'mei'qi'yan 氧煤气焰
'yang'qi'bao'xue 氧气刨削
'yang'qi'dian'hu'qie'ge 氧气电弧切割
'yang'qi'han 氧气焊
'yang'qi'han'jie 氧气焊接
'yang'qi'ji'guang'qie'ge 氧气激光切割
'yang'qi'kai'po'kou 氧气开坡口
'yang'qi'qie'ge 氧气切割
'yang'que'han 氧炔焊
'yang'ran'qi'qie'ge 氧燃气切割
'yang'rong'ji'biao'mian'xiu'zheng 氧熔剂表面修整
'yang'rong'ji'qie'ge 氧溶剂切割
'yang'rong'ji'qie'ge 氧熔剂切割
'yang'tian'ran'qi'qie'ge 氧天然气切割
'yang'yi'que'han 氧乙炔焊
'yang'yi'que'han'ju 氧乙炔焊炬
'yang'yi'que'qi'ge 氧乙炔气割
'yang'yi'que'qi'han'ji 氧乙炔气焊机
'yang'yi'que'qie'ge 氧乙炔切割
'yang'yi'que'yan 氧乙炔焰
'yao'bi'jie'chu'han'ji 摇臂接触焊机
'yao'bian 咬边
'yao'kong'shui'xia'han 遥控水下焊
'yao'pi 药皮
'yao'pi'han'tiao'dian'hu'han 药皮焊条电弧焊
'yao'pi'qian'liao 药皮钎料
'yao'pi'zhong'liang'xi'shu 药皮重量系数
'yao'wu'qing'hui 药物清灰
'yao'xin 药芯
'yao'xin'han'si 药芯焊丝
'yao'xin'han'si'dian'hu'han 药芯焊丝电弧焊
'yao'xin'qian'liao'si 药芯钎料丝
'ye'hua'lie'wen 液化裂纹
'ye'jin'fa'chao'sheng'bo'tan'shang 液浸法超声波探伤
'ye'jin'han'jie'xing 冶金焊接性
'ye'jing'jian'yan 液晶检验
'ye'tai'pai'zha'guo'lu 液态排渣锅炉
'ye'ti'ran'liao'guo'lu 液体燃料锅炉
'ye'wei'ji 液位计
'ye'ya'han 液压焊
'ye'ya'han'jie'fa 液压焊接法
'ye'ya'zi'dong'han'jie 液压自动焊接
'ye'yang'qi'hua'qi 液氧气化器
'yi'ban'dian'hu'han 一般电弧焊
'yi'bu'duan'xu'qi 异步断续器
'yi'ci'feng'yi'ci'kong'qi 一次风一次空气
'yi'ci'jie'jing'zu'zhi 一次结晶组织
'yi'ci'ran'shao 一次燃烧
'yi'dong'shi'dian'han'ji 移动式点焊机
'yi'dong'shi'han'ji 移动式焊机
'yi'dong'shi'hu'han'ji 移动式弧焊机
'yi'dong'shi'yi'que'fa'sheng'qi 移动式乙炔发生器
'yi'han 倚焊
'yi'liu 溢瘤
'yi'que'fa'sheng'qi 乙炔发生器
'yi'que'han 乙炔焊
'yi'que'han'jie 乙炔焊接
'yi'que'han'ju 乙炔焊炬
'yi'que'jie'han'chui'guan 乙炔接焊吹管
'yi'que'ping 乙炔瓶
'yi'xing'han 异形焊
'yi'yong'jiao'bu 医用胶布
'yi'zhi'han'jie 抑制焊接
'yin'chu'ban 引出板
'yin'hu 引弧
'yin'hu'ban 引弧板
'yin'hu'dian'ya 引弧电压
'yin'hu'han 隐弧焊
'yin'ji'ban'dian 阴极斑点
'yin'ji'qing'li'zuo'yong 阴极清理作用
'yin'ji'qu 阴极区
'yin'ji'qu'dian'chang'qiang'du 阴极区电场强度
'yin'ji'ya'jiang 阴极压降
'yin'xi'hu'ban 引熄弧板
'yin'yi'xi'hu'ban 引一熄弧板
'ying'bian'su'du 应变速度
'ying'bian'su'lv 应变速率
'ying'biao'mian'dui'han 硬表面堆焊
'ying'dian'hu 硬电弧
'ying'guang'jian'yan 荧光检验
'ying'guang'tan'shang 荧光探伤
'ying'han 硬焊
'ying'hua'qu 硬化区
'ying'li'fu'shi'kai'lie 应力腐蚀开裂
'ying'li'fu'shi'lie'wen 应力腐蚀裂纹
'ying'li'fu'shi'lin'jie'ying'li'qiang'du'yin'zi 应力腐蚀临界应力强度因子
'ying'li'ji'zhong'xi'shu 应力集中系数
'ying'li'qiang'du'yin'zi 应力强度因子
'ying'li'song'chi 应力松弛
'ying'li'zhong'fen'bu 应力重分布
'ying'qian'han 硬钎汉
'ying'qian'han 硬钎焊
'ying'qian'liao 硬钎料
'ying'zhi'he'jin'rong'han 硬质合金熔焊
'you'ao'tu'de'han'mao 有凹凸的焊帽
'you'bao'hu'de'dian'hu'han 有保护的电弧焊
'you'bao'hu'tan'hu'han 有保护碳弧焊
'you'dian'ding'duan'shi'jian 有电顶锻时间
'you'guan'han'jie 油罐焊接
'you'han'fa 右焊法
'you'ji're'zai'ti'lu 有机热载体炉
'you'jian'xi'han'jie 有间隙焊接
'you'jian'xi'jie'tou 有间隙接头
'you'po'kou'han'feng 有坡口焊缝
'you'po'kou'han'jie'jie'tou 有坡口焊接接头
'you'que'xian'de'han'feng 有缺陷的焊缝
'you'ran'shao'qi 油燃烧器
'you'wu'hua'qi 油雾化器
'you'xiang'han 右向焊
'you'xiao'bi'hou 有效壁厚
'you'xiao'ya'tou 有效压头
'you'xing'han'jie 有型焊接
'you'yi'kuai'han'jie 游移块焊接
'yu'fang'cuo'shi 预防措施
'yu'gao 余高
'yu'gu'xing'lie'wen'shi'yan 鱼骨形裂纹试验
'yu'han 预焊
'yu'mai'jian 预埋件
'yu'mu'cai'deng'qiang 与母材等强
'yu'mu'cai'deng'qiang'deng'qiang'han'feng 与母材等强等强焊缝
'yu're'dian'hu'han'jie 预热电弧焊接
'yu're'dian'liu 预热电流
'yu're'guo'lu'yu're'guo'lu 余热锅炉余热锅炉
'yu're'huo'yan 预热火焰
'yu're'qi 预热器
'yu're'shi'jian 预热时间
'yu're'wen'du 预热温度
'yu're'ya'li'han 预热压力焊
'yu're'yang 预热氧
'yu'sui'sui'shi 玉髓燧石
'yu'ya'shi'jian 预压时间
'yu'ying'bian'han'jie 预应变焊接
'yu'zhi'han'mo 预制焊模
'yu'zhi'jiao 预制角
'yu'zhi'jiao 预置角
'yu'zhi'xia'liao 预制下料
'yuan'bang'lie'wen'shi'yan 圆棒裂纹试验
'yuan'huan'dian'hu'han 圆环电弧焊
'yuan'jiao'han'rou'hou 圆角焊肉厚
'yuan'xing'xiang'kuai'lie'wen'shi'yan 圆形镶块裂纹试验
'yuan'zi'qing'han 原子氢焊
'yuan'zi'qing'han'ji 原子氢焊机
'yuan'zi'qing'han'jie 原子氢焊接
'yue'ding'fu'zai'dian'ya 约定负载电压
'yue'han'jie'shi'ying'bian'ji 悦焊接式应变计
'yue'shu'xia'han'jie 约束下焊接
'yun'dong'ya'tou 运动压头
'yun'tiao'fang'shi 运条方式
'yun'xu'pian'cha 允许偏差
'zai'han'feng'bian'shang 在焊缝边上
'zai'han'feng'shang 在焊缝上
'zai'han'jie'rong'qi'shang 在焊接容器上
'zai'jie'jing'han'jie 再结晶焊接
'zai're'lie'wen 再热裂纹
'zai're'qi 再热器
'zai'ru'liu'she 再入流射
'zai'ru'she'liu 再入射流
'zai'sheng'shi'hui'zhuan'kong'qi'yu're'qi 再生式回转空气预热器
'zai'yin'hu 再引弧
'zai'yin'hu'dian'ya 再引弧电压
'zan'han 暂焊
'zao'jing'ji 凿井机
'zao'qi'ji 造气剂
'zao'zha'ji 造渣剂
'zeng'jia'han'feng 增加焊缝
'zeng'jia'han'feng'wei'jia'gong'han'feng 增加焊缝未加工焊缝
'zeng'qiang'chen'ban 增强衬板
'zeng'ya'guo'lu 增压锅炉
'zeng'ya'xun'huan'liu'hua'chuang'guo'lu 增压循环流化床锅炉
'zha'bi'guo'du 渣壁过渡
'zha'chi 渣池
'zha'chi'dian'ya 渣池电压
'zha'chi'shen'du 渣池深度
'zha'ke 渣壳
'zha'xi 渣系
'zha'xi'xiang'tu 渣系相图
'zhai'dao'han 窄道焊
'zhai'han'dao'han'jie 窄焊道焊接
'zhai'han'feng 窄焊缝
'zhai'jian'xi'dan'mian'han 窄间隙单面焊
'zhai'jian'xi'dan'mian'zi'dong'dian'hu'han 窄间隙单面自动电弧焊
'zhai'jian'xi'dian'zha'han 窄间隙电渣焊
'zhai'jian'xi'han 窄间隙焊
'zhai'jian'xi'han'jie 窄间隙焊接
'zhai'jian'xi'mai'hu'han 窄间隙埋弧焊
'zhai'jian'xi'mai'hu'han'han'ji 窄间隙埋弧焊焊剂
'zhan'bo'zu'han'dian'yuan 斩波阻焊电源
'zhan'han 粘焊
'zhan'jie'ji 粘接剂
'zhan'wu 沾污
'zhang'guan 胀管
'zhang'guan'lv 胀管率
'zhang'han 胀焊
'zhe'die 折迭
'zhe'yan'jiao 折焰角
'zhen'ding'bian'zu'qi 镇定变阻器
'zhen'dong'dian'hu'dui'han 振动电弧堆焊
'zhen'dong'han 振动焊
'zhen'dong'lu'pai 振动炉排
'zhen'jian'zhuang'qi'kong 针尖状气孔
'zhen'jiao'dian'han 针脚点焊
'zhen'jiao'dian'han'fa 针脚点焊法
'zhen'jiao'han'jie 针角焊接
'zhen'kong'deng'li'zi'pen'tu 真空等离子喷涂
'zhen'kong'dian'zi'shu'han 真空电子束焊
'zhen'kong'du 真空度
'zhen'kong'du'jian'lou 真空度检漏
'zhen'kong'han'jie 真空焊接
'zhen'kong'kuo'san'han 真空扩散焊
'zhen'kong'kuo'san'han'jie 真空扩散焊接
'zhen'kong'qian'han 真空钎焊
'zhen'kong'xiang'bian're'shui'guo'lu 真空相变热水锅炉
'zhen'xing'qi'mi'jian'yan 枕形气密检验
'zhen'xing'qi'mi'shi'yan 枕形气密试验
'zhen'zhuang'tie'su'ti 针状铁素体
'zheng'ce'mian'tian'jiao'han'feng 正侧面填角焊缝
'zheng'chang'han'jie 正常焊接
'zheng'fa'shou're'mian 蒸发受热面
'zheng'jie 正接
'zheng'liu'han'ji 整流焊机
'zheng'liu'shi'han'ji 整流式焊机
'zheng'mian'jiao'han 正面角焊
'zheng'mian'jiao'han'feng 正面角焊缝
'zheng'mian'tian'jiao'han 正面填角焊
'zheng'qi'chui'hui 蒸汽吹灰
'zheng'qi'guo'lu 蒸汽锅炉
'zheng'qi'ji'guang'qie'ge 蒸气激光切割
'zheng'qi'jing'hua 蒸汽净化
'zheng'qi'pin'zhi 蒸汽品质
'zheng'qi'qian'han 蒸气钎焊
'zheng'qi'shi'du 蒸汽湿度
'zheng'qi'wu'ran 蒸汽污染
'zheng'shou'han 正手焊
'zheng'shou'han'fa 正手焊法
'zheng'xiang'rong'jie 正向熔接
'zheng'zhou'han'feng 整周焊缝
'zheng'zhou'han'feng'huan'han'feng 整周焊缝环焊缝
'zhi'bu'han'feng 趾部焊缝
'zhi'cheng'shi'guo'lu'gou'jia 支承式锅炉构架
'zhi'dian'ji 直电极
'zhi'huan'yang'hua 置换氧化
'zhi'jie'dian'hu'han 直接电弧焊
'zhi'jie'han'zhu'han'jie 直接焊珠焊接
'zhi'jie'shan'guang'han 直接闪光焊
'zhi'liang'bi 质量比
'zhi'liang'han'qi'lv 质量含汽率
'zhi'liang'he'ge'zheng'shu 质量合格证书
'zhi'liang'liu'su 质量流速
'zhi'liang'zheng'ming'shu 质量证明书
'zhi'liu'dian'hu'han 直流电弧焊
'zhi'liu'fen'liang'yi'zhi'qi 直流分量抑制器
'zhi'liu'guo'lu 直流锅炉
'zhi'liu'hu'han'dian'yuan 直流弧焊电源
'zhi'liu'hu'han'ji 直流弧焊机
'zhi'liu'shi'mei'fen'ran'shao'qi 直流式煤粉燃烧器
'zhi'mi'han'feng 致密焊缝
'zhi'pin'han'jie 制品焊接
'zhi'shang'han'jie'neng'li 直上焊接能力
'zhi'she'fa'chao'sheng'bo'tan'shang 直射法超声波探伤
'zhi'she'fa'chao'sheng'tan'shang 直射法超声探伤
'zhi'shi'zhi 指示值
'zhi'xian'du 直线度
'zhi'xian'han'feng'han'jie 直线焊缝焊接
'zhi'xian'han'jie 直线焊接
'zhi'xing'lie'wen'shi'yan 指形裂纹试验
'zhi'xing'xiang'kuai'lie'wen'shi'yan 指形镶块裂纹试验
'zhi'zao'tu'zhi 制造图纸
'zhi'zuo'tu 制作图
'zhong'dian'liu'deng'li'zi'hu'han 中电流等离子弧焊
'zhong'fu'ban 中幅板
'zhong'guo'ji'xie'gong'cheng'xue'hui'han'jie'xue'hui 中国机械工程学会焊接学会
'zhong'li'han 重力焊
'zhong'li'han'tiao 重力焊条
'zhong'li'shi'dian'hu'han 重力式电弧焊
'zhong'pi 重皮
'zhong'xin'yan 中心焰
'zhong'xin'zhi'jia 中心支架
'zhong'xing'lu'qiang 重型炉墙
'zhong'xing'yan 中性焰
'zhong'ya'guo'lu 中压锅炉
'zhong'ya'yi'que'fa'sheng'qi 中压乙炔发生器
'zhong'zhen'kong'dian'zi'shu'han 中真空电子束焊
'zhong'zhi'du 重直度
'zhou'ce'tu 轴测图
'zhou'liu'shi'fen'li'qi 轴流式分离器
'zhou'quan'jie'feng 周圈接缝
'zhou'wei'han'feng 周围焊缝
'zhu'bu'tui'han'fa 逐步退焊法
'zhu'ceng'qie'ge'fa 逐层切割法
'zhu'ding'dian'hu'han 柱钉电弧焊
'zhu'ding'han'jie 柱钉焊接
'zhu'guang'nai're'ti 珠光耐热体
'zhu'guang'ti'nai're'gang'han'tiao 珠光体耐热钢焊条
'zhu'han 珠焊
'zhu'han 铸焊
'zhu'han'feng 主焊缝
'zhu'han'gang'gui'jie'tou 铸焊钢轨接头
'zhu'han'han'feng 铸焊焊缝
'zhu'han'jie'gou 铸焊结构
'zhu'hu 主弧
'zhu'ji'han 柱极焊
'zhu'ji'rong'jie'fa 珠击熔接法
'zhu'jiao'han 铸浇焊
'zhu'lu 煮炉
'zhu'neng'han 贮能焊
'zhu'neng'mo'ca'han 贮能摩擦焊
'zhu'shui'shi'yi'que'fa'sheng'qi 注水式乙炔发生器
'zhu'tie'guo'lu 铸铁锅炉
'zhu'tie'lei'pian'guan'shi'kong'qi'yu're'qi 铸铁肋片管式空气预热器
'zhu'tie'lei'pian'guan'shi'sheng'mei'qi 铸铁肋片管式省煤器
'zhu'tong'dian'han'tiao 铸铜电焊条
'zhu'xin'han'tiao 铸芯焊条
'zhu'yao'han'feng 主要焊缝
'zhuan'dong'wei'zhi 转动位置
'zhuan'yi'han 转移焊
'zhuan'yi'hu 转移弧
'zhuan'yi'hu'dian'yuan 转移弧电源
'zhuang'han'ping'tai 装焊平台
'zhuang'jia'han'jie 装架焊接
'zhuang'pei'han'jie 装配焊接
'zhuang'pei'han'jie'shun'xu 装配焊接顺序
'zhuang'yao'liang 装药量
'zhuang'yao'mi'du 装药密度
'zhui'tou'dian'ji 锥头电极
'zhun'jie'li'duan'kou 准解理断口
'zhun'wen'ding'wen'du'chang 准稳定温度场
'zhuo'se'jian'yan 着色检验
'zhuo'se'tan'shang 着色探伤
'zi'bao'hu'dian'hu'han 自保护电弧焊
'zi'bao'hu'han'si 自保护焊丝
'zi'bao'hu'yao'xin'han'si'dian'hu'han 自保护药芯焊丝电弧焊
'zi'dong'bao'hu'jin'shu'ji'dian'hu'han 自动保护金属极电弧焊
'zi'dong'dian'han 自动点焊
'zi'dong'dian'han'fa 自动点焊法
'zi'dong'dian'han'ji 自动电焊机
'zi'dong'dian'hu'han'feng'guan 自动电弧焊缝管
'zi'dong'dian'hu'han'jie'ji'tou 自动电弧焊接机头
'zi'dong'dian'zha'han 自动电渣焊
'zi'dong'dui'han 自动堆焊
'zi'dong'han 自动焊
'zi'dong'han'cao'zuo'gong 自动焊操作工
'zi'dong'han'gong 自动焊工
'zi'dong'han'ji'zou'jia 自动焊机走架
'zi'dong'han'jie 自动焊接
'zi'dong'han'jie'gong'yi'gui'cheng 自动焊接工艺规程
'zi'dong'han'jie'ji 自动焊接机
'zi'dong'han'jie'xi'tong 自动焊接系统
'zi'dong'han'kang'lie'shi'yan 自动焊抗裂试验
'zi'dong'han'lie'wen'shi'yan 自动焊裂纹试验
'zi'dong'han'tou 自动焊头
'zi'dong'hu'han'ji 自动弧焊机
'zi'dong'kong'zhi'hu'chang'de'wu'ji'dian'hu'han 自动控制弧长的钨极电弧焊
'zi'dong'mai'hu'han 自动埋弧焊
'zi'dong'qi'ge 自动气割
'zi'dong'qie'ge 自动切割
'zi'dong'shuang'hu'han'ji 自动双弧焊机
'zi'dong'tiao'hu'ya'hu'han 自动调弧氩弧焊
'zi'dong'tiao'jie'dian'hu'han 自动调节电弧焊
'zi'dong'tuo'luo'han'zha 自动脱落焊渣
'zi'dong'tuo'luo'rong'zha 自动脱落熔渣
'zi'dong'ya'he're'han 自动压合热焊
'zi'dong'ya'hu'han 自动氩弧焊
'zi'hao'dao'dian'ju'dian'zha'han 自耗导电咀电渣焊
'zi'hao'ding'xiang'dian'zha'han 自耗定向电渣焊
'zi'ji'dian'han'fa'dian'ji 自激电焊发电机
'zi'ji'hu'han'fa'dian'ji 自激弧焊发电机
'zi'qian'ji'qian'liao 自钎剂钎料
'zi'qing'li 自清理
'zi'ran'tong'feng 自然通风
'zi'ran'xun'huan'guo'lu 自然循环锅炉
'zi'rong'ji'he'jin'fen'mo 自溶剂合金粉末
'zi'rong'ji'he'jin'fen'mo 自熔剂合金粉末
'zi'tiao'dian'hu'han 自调电弧焊
'zi'tiao'jie'dian'hu 自调节电弧
'zi'tiao'jie'dian'hu'han 自调节电弧焊
'zi'tiao'jie'hu'han'bian'ya'qi 自调节弧焊变压器
'zi'you'bian'xing 自由变形
'zong'feng 纵缝
'zong'feng'han'jie 纵缝焊接
'zong'he'han'tiao 综合焊条
'zong'he'ke'han'xing 综合可焊性
'zong'heng'liang'yong'feng'han'ji 纵横两用缝焊机
'zong'jian'du 总碱度
'zong'lie'duo'si'mai'hu'han 纵列多丝埋弧焊
'zong'lie'wen 纵裂纹
'zong'liu'liang 总流量
'zong'liu'liang 总留量
'zong'wan'shi'yan 纵弯试验
'zong'xiang'de 纵向的
'zong'xiang'dian'zu'feng'han 纵向电阻缝焊
'zong'xiang'feng'han 纵向缝焊
'zong'xiang'han'feng 纵向焊缝
'zong'xiang'han'jie 纵向焊接
'zong'xiang'jiao'han 纵向角焊
'zong'xiang'lie'wen 纵向裂纹
'zong'ying'du 总硬度
'zu'han'jia'ya 阻焊加压
'zu'han'qian 组焊前
'zu'liu'ji 阻流剂
'zu'yuan 组元
'zu'zhuang'guo'lu 组装锅炉
'zu'zhuang'jian 组装件
'zuan'jing'ji 钻井机
'zuan'jing'ping'tai 钻井平台
'zui'da'lian'xu'zheng'fa'liang 最大连续蒸发量
'zui'gao'ying'du'shi'yan 最高硬度试验
'zui'gao'yun'xu'gong'zuo'ya'li 最高允许工作压力
'zui'hou'han'ceng 最后焊层
'zui'xiao'dian'ya'yuan'li 最小电压原理
'zui'xiao'xu'yao'bi'hou 最小需要壁厚
'zuo'han 左焊
'zuo'han'fa 左焊法
'zuo'xiang'han 左向焊
'zuo'xiang'han'fa 左向焊法
