'ai'gan 嗌干
'ren'jing'yi'ran 人经亦然
'ren'jiu'qiao'san'bai'liu'shi'wu'luo'ying'ye 人九窍三百六十五络应野
'ren'jiu'zuo'shi'di 人久坐湿地
'ren'mai 任脉
'ren'mai'ce'zhi'dong'mai'zu'yang'ming'ye 任脉侧之动脉足阳明也
'ren'mai'tong 任脉通
'ren'mai'wei'bing 任脉为病
'ren'mai'xu 任脉虚
'ren'mai'ye 任脉也
'ren'mai'ying'ren 人脉应人
'ren'mai'you'shi'ye 人脉犹是也
'ren'mai'zhe 任脉者
'ren'mai'zhi'bie 任脉之别
'ren'mai'zhi'qi'suo'fa'zhe 任脉之气所发者
'ren'nai'shu 人乃舒
'ren'neng'ying'si'shi'zhe 人能应四时者
'ren'nian'lao'er'wu'zi'zhe 人年老而无子者
'ren'nian'wu'shi'yi'shang'wei'lao 人年五十已上为老
'ren'pi'bing 人脾病
'ren'pi'ying'tian 人皮应天
'ren'qi'bu'zu 人气不足
'ren'qi'cong'zhi 人气从之
'ren'qi'fu 任其服
'ren'qi'gan'xu 人气肝虚
'ren'qi'xing'san'yang'xing'yu'yin'fen 人气行三阳行与阴分
'ren'qi'xing'san'zhou'yu'shen'yu'shi'fen'shen'zhi'liu 人气行三周于身与十分身之六
'ren'qi'xing'yi'zhou 人气行一周
'ren'qi'xing'yi'zhou'yu'shi'fen'shen'zhi'ba 人气行一周与十分身之八
'ren'qi'xing'yu'shen'jiu'zhou 人气行于身九周
'ren'qi'xing'yu'shen'qi'zhou'yu'shi'fen'shen'zhi'er 人气行于身七周与十分身之二
'ren'qi'xing'yu'shen'shi'zhou'yu'shi'fen'shen'zhi'ba 人气行于身十周与十分身之八
'ren'qi'xing'yu'shen'wu'zhou'yu'shi'fen'shen'zhi'si 人气行于身五周与十分身之四
'ren'qi'xing'yu'yin'cang'yi'zhou'yu'shi'fen'cang'zhi'ba 人气行于阴藏一周与十分藏之八
'ren'qi'xue'xu 人气血虚
'ren'qi'ying'tian 人气应天
'ren'qi'zai'fei 人气在肺
'ren'qi'zai'gan 人气在肝
'ren'qi'zai'pi 人气在脾
'ren'qi'zai'shao'yang 人气在少阳
'ren'qi'zai'shen 人气在肾
'ren'qi'zai'tai'yang 人气在太阳
'ren'qi'zai'tou 人气在头
'ren'qi'zai'wai 人气在外
'ren'qi'zai'xin 人气在心
'ren'qi'zai'yang'ming 人气在阳明
'ren'qi'zai'yin'fen 人气在阴分
'ren'qi'zai'you 人气在右
'ren'qi'zai'zhong 人气在中
'ren'qi'zai'zuo 人气在左
'ren'rou'ying'di 人肉应地
'ren'san'yu'yi'fa'gu'ji 刃三隅以发痼疾
'ren'shang'yu'han 人伤于寒
'ren'shen 人参
'ren'shen 壬申
'ren'shen'bing 人肾病
'ren'shen'bu'shou 人神不守
'ren'shen'fei'chang'wen'ye 人身非常温也
'ren'shen'fei'yi'han'ye 人身非衣寒也
'ren'shen'shi'shou 人神失守
'ren'shen'tian'di 人参天地
'ren'shen'zhi'tong'ying'ye 人神之通应也
'ren'sheng'er'you'bing'dian'ji'zhe 人生而有病癫疾者
'ren'sheng'shi'sui 人生十岁
'ren'sheng'ying'yin 人声应音
'ren'sheng'you'xing 人生有形
'ren'shi'bu'ming'ye 人事不明也
'ren'shi'bu'yin 人事不殷
'ren'shi'sheng 人始生
'ren'shi'ye 人事也
'ren'shi'ze'chong'shang'shi 人食则虫上食
'ren'shou'qi'yu'gu 人受气于谷
'ren'shou'ze'wai'xie'er'han 人瘦则外泄而寒
'ren'suo'yi'han'chu'zhe 人所以汗出者
'ren'tou'yuan'zu'fang'yi'ying'zhi 人头圆足方以应之
'ren'wu 壬午
'ren'wu'wei'qi'yue'ni 人无胃气曰逆
'ren'xin'yi'ying'ba'feng 人心意应八风
'ren'xu 壬戌
'ren'xu'ji'shen'you'shi'shou'wei 人虚即神游失守位
'ren'xu'sui 壬戌岁
'ren'xue'qi'ji 人血气积
'ren'yan'shou'qi 人焉受气
'ren'ye 人也
'ren'yi'hou'er'mu'zhi'qi 人以候耳目之气
'ren'yi'hou'pi'wei'zhi'qi 人以候脾胃之气
'ren'yi'hou'ren 人以候人
'ren'yi'hou'xin 人以候心
'ren'yi'hu'mai'san'dong 人一呼脉三动
'ren'yi'hu'mai'si'dong'yi'shang'yue'si 人一呼脉四动以上曰死
'ren'yi'hu'mai'yi'dong 人一呼脉一动
'ren'yi'hu'mai'zai'dong 人一呼脉再动
'ren'yi'jiu'jiu'zhi'hui 人以九九制会
'ren'yi'shui'gu'wei'ben 人以水谷为本
'ren'yi'tian'di'zhi'qi'sheng 人以天地之气生
'ren'yi'ying'zhi 人亦应之
'ren'yi'you'si'hai 人亦有四海
'ren'yin 壬寅
'ren'yin'jiu 人饮酒
'ren'yin'ren'shen'tai'jiao'xia'jia'jue'yin 壬寅壬申太角下加厥阴
'ren'yin'shi 人饮食
'ren'yin'sui 壬寅岁
'ren'yin'yang'he'qi'ying'lv 人阴阳合气应律
'ren'yin'yang'mai'xue'qi'ying'di 人阴阳脉血气应地
'ren'ying 人迎
'ren'ying'chen'er'hua'zhe 人迎沉而滑者
'ren'ying'da'san'bei'yu'cun'kou 人迎大三倍于寸口
'ren'ying'da'yi'bei'yu'cun'kou 人迎大一倍于寸口
'ren'ying'da'zai'bei'yu'cun'kou 人迎大再倍于寸口
'ren'ying'da'zhe 人迎大者
'ren'ying'er'bei 人迎二倍
'ren'ying'er'sheng 人迎二盛
'ren'ying'fan'xiao'yu'cun'kou'ye 人迎反小于寸口也
'ren'ying'fu'yang'san'bu'bu'can 人迎趺阳三部不参
'ren'ying'ge'yi 人迎各一
'ren'ying'hou'yang'ye 人迎候阳也
'ren'ying'qi'da'jin'yi'fu'zhe 人迎气大紧以浮者
'ren'ying'san'bei 人迎三倍
'ren'ying'san'sheng 人迎三盛
'ren'ying'shen'sheng 人迎甚盛
'ren'ying'sheng'jian'zhe 人迎盛坚者
'ren'ying'si'bei'zhe 人迎四倍者
'ren'ying'si'sheng 人迎四盛
'ren'ying'yi'sheng 人迎一盛
'ren'ying'yi'sheng'shao'yang 人迎一盛少阳
'ren'ying'yu'cun'kou'ju'sheng'si'bei'yi'shang'wei'guan'ge 人迎与寸口俱盛四倍以上为关格
'ren'ying'yu'mai'kou'ju'sheng'san'bei'yi'shang 人迎与脉口俱盛三倍以上
'ren'ying'yu'tai'yin'mai'kou'ju'sheng'si'bei'yi'shang 人迎与太阴脉口俱盛四倍以上
'ren'ying'zao'sheng 人迎躁盛
'ren'ying'zao'zhe 人迎躁者
'ren'ying'zhe 人迎者
'ren'ying'zhu'wai 人迎主外
'ren'you'ba'xu 人有八虚
'ren'you'bing'tou'tong 人有病头痛
'ren'you'chi'mai'shu'shen 人有尺脉数甚
'ren'you'chou'si'lv'ji'shang'xin 人忧愁思虑即伤心
'ren'you'ci'san'zhe 人有此三者
'ren'you'da'gu'shi'er'fen 人有大谷十二分
'ren'you'fei 人有肥
'ren'you'fu'qi 人有夫妻
'ren'you'gao'gu 人有高骨
'ren'you'guo'rou 人有腘肉
'ren'you'han're 人有寒热
'ren'you'hao'mao 人有毫毛
'ren'you'jian'xi 人有肩膝
'ren'you'jing'mai 人有经脉
'ren'you'jing'qi 人有精气
'ren'you'jiu'qiao 人有九窍
'ren'you'ke'qi'you'tong'qi 人有客气有同气
'ren'you'liang'mu 人有两目
'ren'you'liu'fu 人有六腑
'ren'you'mu'jin 人有募筋
'ren'you'ni'qi'bu'de'wo'er'xi'you'yin'zhe 人有逆气不得卧而息有音者
'ren'you're 人有热
'ren'you'san'bai'liu'shi'wu'jie 人有三百六十五节
'ren'you'shen'han 人有身寒
'ren'you'shen'ti'bi'gu 人有身体髀股
'ren'you'sheng'yin 人有声音
'ren'you'shi'er'jie 人有十二节
'ren'you'shi'er'jing'mai 人有十二经脉
'ren'you'shou'shi'zhi 人有手十指
'ren'you'si'jing 人有四经
'ren'you'si'zhi 人有四肢
'ren'you'si'zhi're 人有四肢热
'ren'you'sui'hai 人有髓海
'ren'you'suo'duo'zhui 人有所堕坠
'ren'you'wei'qi 人有卫气
'ren'you'wo'er'you'suo'bu'an'zhe 人有卧而有所不安者
'ren'you'wo'qi 人有卧起
'ren'you'wu'zang 人有五脏
'ren'you'wu'zang'hua'wu'qi 人有五脏化五气
'ren'you'wu'zi 人有无子
'ren'you'xi'nu 人有喜怒
'ren'you'xiao'jie 人有小节
'ren'you'xu'shi 人有虚实
'ren'you'ya'chi 人有牙齿
'ren'you'ye'guo 人有腋腘
'ren'you'zhong'shen 人有重身
'ren'you'zu'shi'zhi 人有足十指
'ren'yu'shi'fei'zhe 人欲实肺者
'ren'yu'tian'di'xiang'can 人与天地相参
'ren'yu'tian'di'xiang'can'ye 人与天地相参也
'ren'yu'zhi'bu'xiang'you 人与志不相有
'ren'zhang'qi'chi'wu'cun'zhe 人长七尺五寸者
'ren'zhi'ai'er'qi'ti'chu'zhe 人之哀而泣涕出者
'ren'zhi'bing 人之病
'ren'zhi'bu'de'yan'wo'zhe 人之不得偃卧者
'ren'zhi'duo'wo'zhe 人之多卧者
'ren'zhi'duo'zhe 人之亸者
'ren'zhi'er'zhong'ming'zhe 人之耳中鸣者
'ren'zhi'fei'shou'da'xiao'wen'han 人之肥瘦大小温寒
'ren'zhi'gu'gong'ba'jie'ye 人之股肱八节也
'ren'zhi'gu'qiang 人之骨强
'ren'zhi'guan'yi'qu'xiang'ye 人之管以趋翔也
'ren'zhi'guo'hu 人之过乎
'ren'zhi'hui'zhe 人之哕者
'ren'zhi'jie'jie'pi'fu'zhi'jian'ye 人之节解皮肤之间也
'ren'zhi'ju'chu'dong'jing'yong'qie 人之居处动静勇怯
'ren'zhi'ju'ye 人之居也
'ren'zhi'qi'neng 任之其能
'ren'zhi'qi'qiao 人之七窍
'ren'zhi'qian'zhe 人之欠者
'ren'zhi'qing 人之情
'ren'zhi'rou'ke'zhe 人之肉苛者
'ren'zhi'shan'bing'chang'zhong'ji'ju'zhe 人之善病肠中积聚者
'ren'zhi'shan'bing'feng'jue'lu'han'zhe 人之善病风厥漉汗者
'ren'zhi'shan'bing'han're'zhe 人之善病寒热者
'ren'zhi'shan'bing'xiao'dan'zhe 人之善病消瘅者
'ren'zhi'shan'ji'er'bu'shi'shi'zhe 人之善饥而不嗜食者
'ren'zhi'shan'wang'zhe 人之善忘者
'ren'zhi'shang'yu'han'ye 人之伤于寒也
'ren'zhi'shen 人之神
'ren'zhi'sheng'du 人之胜毒
'ren'zhi'shou'bai'sui'er'si 人之寿百岁而死
'ren'zhi'shou'yao 人之寿夭
'ren'zhi'shou'yao'ge'bu'tong 人之寿夭各不同
'ren'zhi'suo'ku'chang'bing 人之所苦常病
'ren'zhi'suo'shou'qi'zhe 人之所受气者
'ren'zhi'suo'yi'cheng'sheng'zhe 人之所以成生者
'ren'zhi'suo'yi'sheng 人之所以生
'ren'zhi'suo'yi'ying'tu'zhe 人之所以应土者
'ren'zhi'suo'yi'zhi 人之所以治
'ren'zhi'suo'you'zhe'xue'yu'qi'er 人之所有者血与气耳
'ren'zhi'tai'xi'zhe 人之太息者
'ren'zhi'ti'zhe 人之嚏者
'ren'zhi'wei'dao'zhe 人之为道者
'ren'zhi'wu'zang 人之五藏
'ren'zhi'xi'zhe 人之唏者
'ren'zhi'xian'xia'zhe 人之涎下者
'ren'zhi'xing'ti'suo'cong 人之形体所从
'ren'zhi'xue'qi 人之血气
'ren'zhi'xue'qi'jing'shen'zhe 人之血气精神者
'ren'zhi'xue'qi'ruo'yi 人之血气若一
'ren'zhi'yang'ye 人之阳也
'ren'zhi'yi'zhe 人之噫者
'ren'zhi'you'chang'bing'ye 人之有常病也
'ren'zhi'zhen'han'zhe 人之振寒者
'ren'zhi'zi'nie'she'zhe 人之自啮舌者
'ren'zhi'zu'ran'you'hui 人之卒然忧恚
'ren'zhong'chang 人中长
'ren'zhong'man 人中满
'ren'zhong'zhi'yin'yang'ye 人中之阴阳也
'ren'zhu'zuo'shou'zhi'tai'yin 壬主左手之太阴
'ren'zi 壬子
'ren'zi'sui 壬子岁
'ren'zi'ye 妊子也
'ren'zu'ran'wu'yin'zhe 人卒然无音者
'ri'cheng'si'ji'si 日乘四季死
'ri'chu'shen 日出甚
'ri'da'bu'xiu 日大不休
'ri'er 日二
'ri'er'qu'zhi 日二取之
'ri'fa'xi'si 日发夕死
'ri'jiu'cheng'yu 日久成郁
'ri'liu'jing'er'zhou'jia 日六竟而周甲
'ri'ru'er'zhi 日入而止
'ri'ru'wei'qiu 日入为秋
'ri'ru'yang'jin'er'yin'shou'qi'yi 日入阳尽而阴受气矣
'ri'san'shao'yi 日三稍益
'ri'shao'qi 日少气
'ri'shi're'nei 日使热内
'ri'wei'chu'er'tu'zhi 日未出而吐之
'ri'wei'yang 日为阳
'ri'xi'er'yang'qi'yi'xu 日西而阳气已虚
'ri'xi'er'yang'shuai 日西而阳衰
'ri'xia'yi'jie 日下一节
'ri'xing'ban'du 日行半度
'ri'xing'er'fen 日行二分
'ri'xing'er'she 日行二舍
'ri'xing'er'shi'ba'xiu 日行二十八宿
'ri'xing'er'shi'wu'fen 日行二十五分
'ri'xing'liu'she 日行六舍
'ri'xing'qi'she 日行七舍
'ri'xing'san'she 日行三舍
'ri'xing'san'zhou 日行三周
'ri'xing'shi'si'she 日行十四舍
'ri'xing'si'she 日行四舍
'ri'xing'si'shi'fen 日行四十分
'ri'xing'si'zhou 日行四周
'ri'xing'wu'she 日行五舍
'ri'xing'wu'su'er'shi'fen 日行五宿二十分
'ri'xing'wu'zhou 日行五周
'ri'xing'yi'du 日行一度
'ri'xing'yi'zhou 日行一周
'ri'xing'zai'zhou 日行再周
'ri'ye'bu'xiu 日夜不休
'ri'yi'cheng'ji 日以成积
'ri'yi'da 日以大
'ri'yi'hui 日昳慧
'ri'yi'qu'zhi 日一取之
'ri'yi'wen 日以温
'ri'yi'xiao 日以小
'ri'yi'yi'da 日以益大
'ri'yi'yi'shuai 日以益衰
'ri'you'chang'duan 日有长短
'ri'you'duan'chang 日有短长
'ri'you'shi'er'chen 日有十二辰
'ri'yu'yue'yan 日与月焉
'ri'yue'bo'shi 日月薄蚀
'ri'zai'ke'ye 日再可也
'ri'zhong'bei'feng 日中北风
'ri'zhong'er'yang'long 日中而阳陇
'ri'zhong'er'yang'qi'long 日中而阳气隆
'ri'zhong'hui 日中慧
'ri'zhong'ren'qi'chang 日中人气长
'ri'zhong'shen 日中甚
'ri'zhong'wei'xia 日中为夏
'ri'zhong'zhi'huang'hun 日中至黄昏
'ri'zhu'huo 日主火
'ri'zuo'zhe 日作者
'rong'qi'ni'shun'chu'ru'zhi'hui 荣其逆顺出入之会
'rong'qi'xu 荣气虚
'rong'qi'xu'ze'bu'ren 荣气虚则不仁
'rong'se'jian'shang'xia'zuo'you 容色见上下左右
'rong'wei'bu'ju 荣卫不居
'rong'wei'bu'san 荣卫不散
'rong'wei'bu'xing 荣卫不行
'rong'wei'ji'liu 荣卫稽留
'rong'wei'jiao 荣未交
'rong'wei'ju'xu 荣卫俱虚
'rong'wei'liu'xing 荣卫流行
'rong'wei'san'luan 荣卫散乱
'rong'wei'shao'shuai 荣卫稍衰
'rong'wei'tong 荣卫通
'rong'wei'tong'li 荣卫通利
'rong'wei'xue'qi 荣卫血气
'rong'wei'xue'qi'zhi'sheng'shuai 荣卫血气之盛衰
'rong'wei'zhi'qi 荣卫之气
'rong'wei'zhi'xing'se 荣卫之行涩
'rong'xiu'man'sheng 荣秀满盛
'rong'xue'qi 荣血泣
'rong'yan 戎盐
'rong'zai'di'ye 荣在骶也
'rong'zhe'shui'gu'zhi'jing'qi'ye 荣者水谷之精气也
'rong'zhi'ze'xin'shang 容之则心伤
'rou'bing'wu'duo'shi'gan 肉病无多食甘
'rou'bo'hou'pi'er'hei'se 肉薄厚皮而黑色
'rou'bu'jian'er'nao'ze 肉不坚而淖泽
'rou'cui'cao'mu'jiao'gao 柔脆草木焦槁
'rou'cui'jiao'shou 柔脆焦首
'rou'cui'ze'yao'yi 肉脆则夭矣
'rou'di'du'zhu 柔地独主
'rou'du 肉度
'rou'fen'zhi'jian 肉分之间
'rou'fu'ze'wei'nong 肉腐则为脓
'rou'gu'er'you'kui 柔孤而有亏
'rou'huan 肉缓
'rou'jian'se 肉坚涩
'rou'jian'ze'shou'yi 肉坚则寿矣
'rou'ke 肉苛
'rou'kui'pi'zhe 肉溃皮折
'rou'li'zhi'mai'ling'ren'yao'tong 肉里之脉令人腰痛
'rou'lian'lian'ran 肉廉廉然
'rou'po 肉破
'rou'qi'ying 肉其应
'rou'qing'qu'xing 肉清取荥
'rou'ren'zhe 肉人者
'rou'ru'gu'ye 肉如故也
'rou'ruan'que 肉软却
'rou'run'chi 肉瞤瘈
'rou'shang'ze'nei'dong'pi 肉伤则内动脾
'rou'sheng'fei 肉生肺
'rou'sheng'fei'pi'zhu'kou 肉生肺脾主口
'rou'shuo 肉烁
'rou'tong 肉痛
'rou'wei'qiang 肉为墙
'rou'wei'zhe 肉痿者
'rou'xian'si 肉先死
'rou'ye 肉也
'rou'ye'cheng'yin 柔叶呈阴
'rou'you'gui 肉有桂
'rou'you'jian'cui 肉有坚脆
'rou'ze'yang'jin 柔则养筋
'rou'zhe 肉者
'rou'zhe'yi'shang'ye 柔者易伤也
'rou'zhi'da'hui'wei'gu 肉之大会为谷
'rou'zhi'jian'cui 肉之坚脆
'rou'zhi'jian'cui'ji'guo'zhi'da'xiao 肉之坚脆及腘之大小
'rou'zhi'xiao'hui'wei'xi 肉之小会为溪
'rou'zhi'zhu 肉之柱
'ru'an'lian'guo 入安连过
'ru'ba'mao'zhuang 如拔毛状
'ru'bi'shi'shi'ran 如避矢石然
'ru'bi'shi'shi'yan 如避矢石焉
'ru'bing'ji 如病饥
'ru'bu'ji 如不忌
'ru'bu'zhi'dao'zhi'yu 汝不知道之谕
'ru'cao'dai'gou'yue'xin'si 如操带钩曰心死
'ru'chi'zhong 入齿中
'ru'ci 如此
'ru'ci'bing'yi'yi 如此病已矣
'ru'ci'ji'tian'yun'shi'xu 如此即天运失序
'ru'ci'qi'bian'hou 如此七遍后
'ru'ci'qi'ren'bu'de'zuo 如此其人不得坐
'ru'ci'san'nian 如此三年
'ru'ci'sheng'jiang'wang'lai 如此升降往来
'ru'ci'tian'yun'shi'shi 如此天运失时
'ru'ci'ze'dao'bu'huo'er'yao'shu'ji 如此则道不惑而要数极
'ru'ci'ze'jia'yi'shi'shou 如此则甲已失守
'ru'ci'ze'tian'yun'hua'yi 如此则天运化易
'ru'ci'ze'zhi'qi'jing'yan 如此则治其经焉
'ru'ci'zhe 如此者
'ru'ci'zhe'fu'jiu 如此者弗灸
'ru'cong'hou'chu'qi'xin 如从后触其心
'ru'cun'kou 入寸口
'ru'da'zhi'jian 入大趾间
'ru'da'zhi'jian'chu'qi'duan 入大趾间出其端
'ru'da'zhi'zhi'jian 入大指之间
'ru'dai'suo'gui 如待所贵
'ru'di 入骶
'ru'ding'wei'tian'shu'tai'guo'zhe 如丁未天数太过者
'ru'er 入耳
'ru'er'fu'chu 入而复出
'ru'er'fu'zhi 入而复之
'ru'er'zhong 入耳中
'ru'fa'zhi'xiang'san'cun'ban'bang'wu 入发至项三寸半傍五
'ru'fang'han'chu'zhong'feng 入房汗出中风
'ru'fang'tai'shen 入房太甚
'ru'fei'zhong 入肺中
'ru'feng'chui'mao 如风吹毛
'ru'feng'shui'zhi'zhuang 如风水之状
'ru'feng'yu'bu'ke'dang'ye 如风雨不可当也
'ru'fu 入腹
'ru'fu'gu'ying'xiang'zhi'xiang'ying'ye 如桴鼓影响之相应也
'ru'fu'zi'yan'ke'yi 如夫子言可矣
'ru'geng'zhi'chen 如庚至辰
'ru'gu'ying'fu 如鼓应桴
'ru'guan'lv 入贯膂
'ru'gui'hai'tian'shu'you'yu'zhe 如癸亥天数有余者
'ru'guo'shui'zhi'zhuang 如裹水之状
'ru'guo'wen'su 入国问俗
'ru'guo'zhong 入腘中
'ru'hang'sang'zhi'qiao 入颃颡之窍
'ru'he 如何
'ru'he'er'fan 如何而反
'ru'he'er'zhang 如何而胀
'ru'he'ke'de'bu'xiang'yi'yi'zhe 如何可得不相移易者
'ru'hou'shang'yi 入喉上颐
'ru'huai'zi'zhi'zhuang 如怀子之状
'ru'huan'wu'duan 如环无端
'ru'huan'zhi'wu'duan 如环之无端
'ru'huo'zhi'jie 如惑之解
'ru'huo'zhi're 如火之热
'ru'ji'jian'di 如鸡践地
'ru'ji'ju'zu 如鸡举足
'ru'ji'mao'tian'shu'you'yu'zhe 如己卯天数有余者
'ru'jia'wen'hui 入家问讳
'ru'jia'zhi'zi'er'he 如甲至子而合
'ru'jian'shi 如坚石
'ru'jie'chang'gan'mo'shao'yue'gan'ping 如揭长竿末梢曰肝平
'ru'jie'yu'ye'xia 入结于腋下
'ru'jin'gu 濡筋骨
'ru'jiu'shu'zhi'zhong'zhe'pi'qi'ye 如九菽之重者脾气也
'ru'li'qi'hu 如利其户
'ru'li'qi'lu 如利其路
'ru'lie 如裂
'ru'lin'shen'yuan 如临深渊
'ru'lin'shen'yuan'zhe 如临深渊者
'ru'liu'fu'ze'shen're'bu'shi'wo 入六腑则身热不时卧
'ru'liu'ru'hai 如留如还
'ru'liu'shu'zhi'zhong'zhe'xin'qi'ye 如六菽之重者心气也
'ru'long'zhuang 如癃状
'ru'luo'chang'wei 入络肠胃
'ru'luo'nao 入络脑
'ru'luo'pang'guang 入络膀胱
'ru'luo'yu'jia 如落榆荚
'ru'mao'zhong 入毛中
'ru'men'er'ci'zhi'zhe 入门而刺之者
'ru'nang'li'jiang'shui'zhi'bing'ye 如囊里浆水之病也
'ru'nao'li'si 入脑立死
'ru'nao'nai'bie'yin'jue 入脑乃别阴蹻
'ru'niao'zhi'hui'zhe 如鸟之喙者
'ru'niao'zhi'ju 如鸟之距
'ru'qi'chong'zhong 入气冲中
'ru'qi'zhong 入脐中
'ru'qiu 入頄
'ru'quan'heng'zhi'bu'de'xiang'shi'ye 如权衡之不得相失也
'ru'que'pen 入缺盆
'ru'ren'bu'yu'xing 如人不欲行
'ru'ren'jiang'bu'zhi 如人将补之
'ru'ri'yue'guang 如日月光
'ru'ri'yue'zhi'xing'bu'xiu 如日月之行不休
'ru'san'shu'zhi'zhong'zhe'fei'qi'ye 如三菽之重者肺气也
'ru'sang'shen'shou 如丧神守
'ru'shang'chi'zhong 入上齿中
'ru'she'yu'jing'mai 入舍于经脉
'ru'she'yu'luo'mai 入舍于络脉
'ru'she'yu'sun'luo 入舍于孙络
'ru'she'yu'sun'mai 入舍于孙脉
'ru'shi 如是
'ru'shi'er'shu'zhi'zhong'zhe'gan'qi'ye 如十二菽之重者肝气也
'ru'shi'qing'er'ci'zhi 如食顷而刺之
'ru'shi'qing'er'yi 如食顷而已
'ru'shi'qing'nai'ci'zhi 如食顷乃刺之
'ru'shi'qing'yi 如食顷已
'ru'shi'wu'ji 如是无己
'ru'shi'xue'qi'li'ju 如是血气离居
'ru'shi'ze'gu'qi'yi'jing 如是则骨气以精
'ru'shi'ze'jing'shuai'yi 如是则精衰矣
'ru'shi'ze'nei'wai'tiao'he 如是则内外调和
'ru'shi'ze'shun'zhi'er'zhi 如是则顺之而治
'ru'shi'zhe 入实者
'ru'shi'zhe 如是者
'ru'shi'zhe'bu'kai 如是者不开
'ru'shi'zhe'san 如是者三
'ru'shi'zhe'shou 如是者寿
'ru'shi'zhi'hou 如是之后
'ru'shi'zhi'ren'zhe 如是之人者
'ru'shou'shu'song'shu'zhe 汝受术诵书者
'ru'shu'shi're'xiang'bo 溽暑湿热相薄
'ru'shu'zhi 溽暑至
'ru'shui'zhi'liu 如水之流
'ru'shui'zhi'xia'an 如水之下岸
'ru'sun'luo'shou'xue 入孙络受血
'ru'tang'wo'zhi'zhuang 如汤沃之状
'ru'tong'yu'fei 入通于肺
'ru'tong'yu'gan 入通于肝
'ru'tong'yu'pi 入通于脾
'ru'tong'yu'shen 入通于肾
'ru'tong'yu'xin 入通于心
'ru'wen'meng'zhi 如蚊虻止
'ru'wu'suo'jian 如无所见
'ru'wu'tong'zi'da 如梧桐子大
'ru'wu'zang'ze'chen'man'bi'se 入五脏则瞋满闭塞
'ru'wu'zhi'fu 如物之浮
'ru'wu'zhi'lou 如屋之漏
'ru'wu'zhi'shen 如戊至申
'ru'wu'zhi'zhi'jian 入五趾之间
'ru'xia'chi'zhong 入下齿中
'ru'xiao'zhi'ci'zhi'zhi'jian 入小趾次趾之间
'ru'xie'xue'yi 濡泻血溢
'ru'xin'si'tian'shu'you'yu'zhe 如辛巳天数有余者
'ru'xin'wo'qi'zhi'zhuang 如新卧起之状
'ru'xin'wo'qi'zhuang 如新卧起状
'ru'xing'qian'li'qing'nai'ci'zhi 如行千里顷乃刺之
'ru'xing'shi'li'qing'er'yi 如行十里顷而已
'ru'xiong'zhong 入胸中
'ru'xu'zhe 入虚者
'ru'xun'chang'gan 如循长竿
'ru'xun'dao'ren 如循刀刃
'ru'xun'ji'yu 如循鸡羽
'ru'xun'lang'gan 如循琅玕
'ru'xun'lv 入循膂
'ru'xun'lv'luo'shen 入循膂络肾
'ru'xun'yi'yi'zi 如循薏苡子
'ru'yan'shen'ying'wu 如咽甚硬物
'ru'ye 入腋
'ru'ye'xia 入腋下
'ru'ye'zou'xin 入腋走心
'ru'yi'chou'tian'shu'you'yu'zhe 如乙丑天数有余者
'ru'yi'gao'guo'gan 如以缟裹绀
'ru'yi'gao'guo'hong 如以缟裹红
'ru'yi'gao'guo'kuo'lou'shi 如以缟裹括楼实
'ru'yi'gao'guo'zhu 如以缟裹朱
'ru'yi'gao'guo'zi 如以缟裹紫
'ru'yi'mao'yu'zhong'ren'fu 如以毛羽中人肤
'ru'yi'shou'tan'tang 如以手探汤
'ru'yi'zhen'ci'qi'pi'zhong 如以针刺其皮中
'ru'yin 入阴
'ru'yin'ge 如引葛
'ru'yin'gu'sui 入淫骨髓
'ru'yin'jiu'shi'ren'zui'ye 如饮酒使人醉也
'ru'yin'ye 入阴也
'ru'ying'fu'yun 如迎浮云
'ru'yong'bo'zhi'qi'ye 如涌波之起也
'ru'you'suo'jian'zhe 如有所见者
'ru'yu'chang'wei'ze 入于肠胃则
'ru'yu'chi'ze 入于尺泽
'ru'yu'da'jin'zhi'xia 入于大筋之下
'ru'yu'fu'li'shu'wei 入于腹里属胃
'ru'yu'fu'tu 入于扶突
'ru'yu'jing'ye 入于经也
'ru'yu'nao'ze'nao'zhuan 入于脑则脑转
'ru'yu'qu'chi 入于曲池
'ru'yu'qu'quan 入于曲泉
'ru'yu'qu'ze 入于曲泽
'ru'yu'ren'ying 入于人迎
'ru'yu'tian'chuang 入于天窗
'ru'yu'tian'jing 入于天井
'ru'yu'tian'rong 入于天容
'ru'yu'tian'you 入于天牖
'ru'yu'tian'zhu 入于天柱
'ru'yu'wei'zhong 入于委中
'ru'yu'xia'ling 入于下陵
'ru'yu'xiao'hai 入于小海
'ru'yu'xiao'jin'zhi'xia 入于小筋之下
'ru'yu'yang'zhi'ling'quan 入于阳之陵泉
'ru'yu'yin'gu 入于阴谷
'ru'yu'yin'zhi'ling'quan 入于阴之陵泉
'ru'yu'zhi'you'zai'bo 如鱼之游在波
'ru'yu'zhong'zhe 入于中者
'ru'yun'che'san'zhe 如云彻散者
'ru'ze'bing'zuo 入则病作
'ru'ze'di'shen 入则抵深
'ru'ze'ni 入则逆
'ru'ze'shang'wu'zang 入则伤五脏
'ru'ze'yang'xu 入则阳虚
'ru'ze'yin 入则瘖
'ru'zhang'nei'hou'lian 入掌内后廉
'ru'zhang'zhong 入掌中
'ru'zhe'bu'ke'yi'fu'yang 如折不可以俛仰
'ru'zheng'hua 溽蒸化
