'an'hao'xin'xue 暗耗心血
'ti'nei'bu'zheng'chang'de'shui'ye 体内不正常的水液
'ti'nei'shu'yin 体内属阴
'ti'nei'wai'qi'ti'de'yi'zheng'chang'jiao'huan 体内外气体得以正常交换
'ti'qiang'zang'fu'shen'bu 体腔脏腑深部
'ti'wen'di'xia 体温低下
'ti'wen'xia'jiang 体温下降
'ti'ye'ji'qi'zheng'chang'de'fen'mi'wu 体液及其正常的分泌物
'ti'zhi'duo'jiao'xu'ruo 体质多较虚弱
'ti'zhi'fei'zhuang 体质肥壮
'ti'zhi'he'jing'shen'zhuang'tai 体质和精神状态
'ti'zhi'qiang'ruo 体质强弱
'ti'zhi'xu'ruo 体质虚弱
'ti'zhi'zeng'qiang 体质增强
'ti'zhi'zhuang'shi 体质壮实
'tian'chi'xue 天池穴
'tian'di'dan'qing 天地氮氢
'tian'di'zhi'qi 天地之气
'tian'di'zhi'qi'de'sheng'jiang 天地之气的升降
'tian'gui'de'sheng'cheng 天癸的生成
'tian'gui'jie 天癸竭
'tian'gui'wei'zhi 天癸未至
'tian'gui'zhi 天癸至
'tian'li'shu'xie'er'kai'zhang 腆理疏泄而开张
'tian'qi'bu'duan'lian'su 天气不断敛肃
'tian'qi'tong'yu'fei 天气通于肺
'tian'qi'xia'jiang 天气下降
'tian'ren'xiang'ying'de'zheng'ti'guan'nian 天人相应的整体观念
'tian'sheng'wu'cai 天生五材
'tian'shi'ren'yi'wu'qi 天食人以五气
'tian'you'wu'qi 天有五气
'tian'zhi'chang'qi 天之常气
'tian'zhu'xue 天柱穴
'tiao'bu'pi'zang'zhi'yi 调补脾脏之意
'tiao'chang'qing'zhi 调畅情志
'tiao'chang'quan'shen'qi'ji 调畅全身气机
'tiao'da'shu'chang 条达舒畅
'tiao'jie 调节
'tiao'jie'han'ye'de'pai'xie 调节汗液的排泄
'tiao'jie'kong'zhi'xi'li'de'kai'he 调节控制膝理的开合
'tiao'jie'qi'de'sheng'jiang'chu'ru'yun'dong 调节气的升降出入运动
'tiao'jie'quan'shen'de'yin'jing 调节全身的阴经
'tiao'jie'quan'shen'jin'ye'dai'xie'ping'heng 调节全身津液代谢平衡
'tiao'jie'ren'ti'ge'bu'fen'xue'liang'fen'pei 调节人体各部分血量分配
'tiao'jie'shi'er'jing'mai'de'qi'xue 调节十二经脉的气血
'tiao'jie'shi'er'jing'qi'xue 调节十二经气血
'tiao'jie'tian'li'zhi'kai'he 调节腆理之开合
'tiao'jie'xin'lv'he'xin'lv 调节心率和心律
'tiao'jie'xue'liang 调节血量
'tiao'jie'zhe'quan'shen'qi'ji 调节着全身气机
'tiao'li'gan'pi'fa 调理肝脾法
'tiao'suo'zhuang 条索状
'ting'gong'xue 听宫穴
'ting'jue'de'ling'min'yu'fou 听觉的灵敏与否
'ting'jue'ling'min 听觉灵敏
'ting'li'mei'duo'jian'tui 听力每多减退
'tong'chang'wu'zu 通畅无阻
'tong'du'mai 通督脉
'tong'guo'jing'mai'gou'tong'lian'xi 通过经脉沟通联系
'tong'guo'que'pen 通过缺盆
'tong'guo'san'jiao'er'chong'pei'yu'quan'shen 通过三焦而充沛于全身
'tong'guo'san'jiao'liu'xing'yu'quan'shen'de 通过三焦流行于全身的
'tong'guo'xin'yi'yun'xing'quan'shen 通过心以运行全身
'tong'guo'xin'zang 通过心脏
'tong'guo'zhou'jian 通过肘尖
'tong'guo'zhu'ji 通过瞩肌
'tong'hui'yu'shi'er'jing'mai 通会于十二经脉
'tong'jin'jue'yin'de'jing'bie'hui'he 同尽厥阴的经别会合
'tong'lu 通路
'tong'qi'yu'bao'zhong 同起于胞中
'tong'rong'wei 通荣卫
'tong'shang'da'xia 通上达下
'tong'she'kong'zhi 统摄控制
'tong'she'xue'ye'zai'jing'mai'zhi'zhong'liu'xing 统摄血液在经脉之中流行
'tong'shu'yu'xin 统属于心
'tong'shuai'lian'luo'he'tiao'jie 统率联络和调节
'tong'shuai'zuo'yong 统率作用
'tong'wu'ding'chu 痛无定处
'tong'xing'shui'dao 通行水道
'tong'xing'yuan'qi 通行元气
'tong'zai'dian'ding'zhe 痛在巅顶者
'tong'zai'hou'tou'bu'ji'xiang'bu'zhe 痛在后头部及项部者
'tong'zai'liang'ce'zhe 痛在两侧者
'tong'zai'qian'e'zhe 痛在前额者
'tong'zhe 痛者
'tong'zhong'you'yi 同中有异
'tong'zi'xiu'xue 瞳子修穴
'tou'bu'zheng'zhong'xian 头部正中线
'tou'ce'ji'xiang'hou 头侧及项后
'tou'ding 头顶
'tou'ding'bu 头顶部
'tou'ding'ji'tou'hou'bu 头顶及头后部
'tou'fa'ku'wei 头发枯萎
'tou'guo'xian'xiang'kan'ben'zhi 透过现象看本质
'tou'hun'er'chen'ru'shu'bu'bo 头昏而沉如束布帛
'tou'mian 头面
'tou'mian'bu 头面部
'tou'mian'bu'de'xue'mai'ji'wei'feng'fu 头面部的血脉极为丰富
'tou'mu 头目
'tou'mu'zhang'tong 头目胀痛
'tou'tong'han'chu'e'feng 头痛汗出恶风
'tou'tong'yi'zheng 头痛一症
'tou'wei'zhi'ku'qing 头为之苦倾
'tou'wei'zhu'yang'zhi'hui 头为诸阳之会
'tou'zhe'jing'ming'zhi'fu 头者精明之府
'tou'zhong'ru'guo 头重如裹
'tu'ai'jia'gao 土爱稼稿
'tu'de'mu'er'da 土得木而达
'tu'gu'na'xin 吐故纳新
'tu'ke'shui 土克水
'tu'neng'ke'shui 土能克水
'tu'ran'hun'dao 突然昏倒
'tu'sheng'jin 土生金
'tu'wei'huo'zhi'zi 土为火之子
'tu'wei'wan'wu'zhi'mu 土为万物之母
'tu'xie'ka'xie 吐血咯血
'tu'xing'dun'hou 土性敦厚
'tu'xu'mu'cheng 土虚木乘
'tu'you'bo'zhong 土有播种
'tu'zai'si'hang 土载四行
'tu'zhe 土者
'tui'dong'ren'ti'de'sheng'zhang'he'fa'yu 推动人体的生长和发育
'tui'dong'xin'zang'de'bo'dong 推动心脏的搏动
'tui'dong'xue'he'jin'ye'yun'xing 推动血和津液运行
'tui'dong'xue'ye'de'yun'xing 推动血液的运行
'tui'xing 退行
'tui'yan'luo'yi 推演络绎
'tun'bu 臀部
'tuo'fu'zhui'zhang 脱腹坠胀
'tuo'wei'kou'jin 唾为口津
'tuo'wei'shen'jing'suo'hua 唾为肾精所化
'tuo'wei'shen'ye 唾为肾液
'tuo'ye 唾液
'tuo'ye'zhong'jiao'chou'hou'de'cheng'tuo 唾液中较稠厚的称唾
'tuo'ye'zhong'jiao'qing'xi'de'cheng'zuo'xian 唾液中较清稀的称作涎
'wai'ce'fen'san'yang 外侧分三阳
'wai'da'ji'fu'tian'li'cou'li 外达肌肤腆理腠理
'wai'da'pi'rou'jin'gu 外达皮肉筋骨
'wai'da'yu'pi'mao 外达于皮毛
'wai'feng'bing'zheng 外风病证
'wai'gan're'bing'hou'qi 外感热病后期
'wai'gan'zao'xie 外感燥邪
'wai'han'qin'xi'ji'biao 外寒侵袭肌表
'wai'hang'tong'guan'yao'ji 外行通贯腰脊
'wai'he'pi'mao 外合皮毛
'wai'huai 外踝
'wai'huan'jing 外环境
'wai'ke'du'liang'qie'xun'er'de'zhi 外可度量切循而得之
'wai'lai'fei'liang'xing'ci'ji 外来非良性刺激
'wai'lai'zhi'xie 外来之邪
'wai'lian'shu'yu'jin'rou'pi'fu 外连属于筋肉皮肤
'wai'rong'yu'fa 外荣于发
'wai'shang'he'chong'shou'shang 外伤和虫兽伤
'wai'sheng'zhi'qi 外生殖器
'wai'shi'nei'shi'zhi'fen 外湿内湿之分
'wai'wei 外维
'wai'wei'yang 外为阳
'wai'xian'yu'yan'mian 外现于颜面
'wai'xie'ke'yu'ti'biao 外邪客于体表
'wai'xie'qin'fei 外邪侵肺
'wai'xie'qin'xi'yu'xin 外邪侵袭于心
'wai'xie'xi'fei 外邪袭肺
'wai'xie'you'biao'ru'li 外邪由表入里
'wai'yi'you'yin'yang 外亦有阴阳
'wai'zhou'xue'liang 外周血量
'wan'gu 完骨
'wan'gu'xue 完骨穴
'wan'wu'hua'sheng 万物化生
'wan'wu'tu'zhong'mie 万物土中灭
'wan'wu'tu'zhong'sheng 万物土中生
'wan'wu'zhi'suo'zi'sheng 万物之所资生
'wang'bing 王冰
'wang'er'zhi'zhi'zhe 望而知之者
'wang'jian'qi'wu'se 望见其五色
'wang'luo 网络
'wang'luo'jian'guo'bu 网络肩锅部
'wang'sheng'yu'shuai'shao 旺盛与衰少
'wang'xue'jia'bu'ke'fa'han 亡血家不可发汗
'wang'zhuang'kuo'san 网状扩散
'wei'bu'nei'wai'yin 为不内外因
'wei'chi'sheng'ming'de'men'hu 维持生命的门户
'wei'chi'sheng'ming'huo'dong'de'zui'ji'ben'wu'zhi 维持生命活动的最基本物质
'wei'chi'ti'wen'de'xiang'dui'heng'ding 维持体温的相对恒定
'wei'chi'zheng'chang'de'xin'li 维持正常的心力
'wei'de'chu'bu'xiao'hua 胃的初步消化
'wei'de'fu'shu 胃的腐熟
'wei'de'fu'shu'hou 胃的腐熟后
'wei'de'shang'bu 胃的上部
'wei'de'shou'na'yu'he'jiang 胃的受纳与和降
'wei'de'xia'kou 胃的下口
'wei'gan'zhi'yong 为肝之用
'wei'han'xi're 畏寒喜热
'wei'han'zhi'leng 畏寒肢冷
'wei'hu'gan'de'shu'xie'gong'neng 维护肝的疏泄功能
'wei'hua'gai'zhi'zang 为华盖之脏
'wei'huo'jian'ya'yan'zhong'tong 胃火见牙眼肿痛
'wei'jing'de'jing'bie 胃经的经别
'wei'jing'qi'zhi'hai 为精气之海
'wei'ju'yu'shang'er'shu'yang 位居于上而属阳
'wei'ju'yu'xia'er'shu'yu'yin 位居于下而属于阴
'wei'jue'de'gai'bian 味觉的改变
'wei'jue'ling'min 味觉灵敏
'wei'lao'xian'shuai 未老先衰
'wei'luo'zhu'yang 维络诸阳
'wei'luo'zhu'yin 维络诸阴
'wei'miao'zai'mai 微妙在脉
'wei'nei'suo'yin 为内所因
'wei'nei'suo'yin'ye 为内所因也
'wei'ping'gan'ke'yi'zhi'nu 惟平肝可以治怒
'wei'po'zhi'chu 为魄之处
'wei'qi'bu'de'xie'yue 卫气不得泄越
'wei'qi'he 卫气和
'wei'qi'he'jin'ye 卫气和津液
'wei'qi'jin 为其津
'wei'qi'wu'sun 胃气无损
'wei'qi'xue'sheng'hua'zhi'yuan 为气血生化之源
'wei'qi'zhe 卫气者
'wei'qi'zhi'sheng'shuai 胃气之盛衰
'wei'quan'shen'yang'qi'yin'ye'zhi'gen'ben 为全身阳气阴液之根本
'wei'ren'shen'bie'you'yi'zhu 谓人身别有一主
'wei'ruo'bu'yong 萎弱不用
'wei'se'mai'xiang'fu 为色脉相符
'wei'shen'jian'yuan'qi 谓肾间原气
'wei'shi'er'chang'xu 胃实而肠虚
'wei'shu'zao 胃属燥
'wei'shui'huo'zhi'fu 为水火之府
'wei'shui'huo'zhi'zhai 为水火之宅
'wei'shui'ye'yun'xing'zhi'dao'lu 为水液运行之道路
'wei'si'sheng'zhi'dou 为死生之窦
'wei'ti 胃体
'wei'wai'gu'mi 卫外固密
'wei'wai'suo'yin 为外所因
'wei'wai'zhi'yang 卫外之阳
'wei'wan 胃脘
'wei'wei'shui'gu'zhi'hai 胃为水谷之海
'wei'wei'tai'cang 胃为太仓
'wei'wei'xing'qi'jin'ye 为胃行其津液
'wei'wei'ze'men 胃为责门
'wei'weng 尾翁
'wei'xi'run'e'zao 胃喜润恶燥
'wei'xi'xin'bao 维系心包
'wei'xia'kou'you'men'chu 胃下口幽门处
'wei'xue'zhi'fu 为血之府
'wei'ya'ni'deng 畏压溺等
'wei'yang 卫阳
'wei'yang'bei'yu'bu'de'xuan'xie 卫阳被郁不得宣泄
'wei'ye 为液
'wei'ye 胃也
'wei'ye 胃液
'wei'yi'jiang'wei'he 胃以降为和
'wei'yi'jiang'ze'he 胃宜降则和
'wei'yi'xia'de'bu'wei'he'zang'qi 胃以下的部位和脏器
'wei'yin'yang'zhi'zhai 为阴阳之宅
'wei'you'shi're 胃有实热
'wei'you'suo'sheng 味有所生
'wei'yu'fu'zhong 位于腹中
'wei'yu'shang'zhe 位于上者
'wei'yu'xia'zhe 位于下者
'wei'yuan'qi'zhi'gen'ben 为元气之根本
'wei'zai'mai'wai 卫在脉外
'wei'zhe 胃者
'wei'zhi'da'luo 胃之大络
'wei'zhi'hun 谓之魂
'wei'zhi'yuan'jing 谓之元精
'wei'zhi'yuan'qi 谓之元气
'wei'zhong'xue 委中穴
'wei'zhu'shou'na'xiang'zhuo 胃主受纳降浊
'wei'zhu'wai'wei'er'shu'yu'yang 卫主外卫而属于阳
'wei'zu'yang'ming'zhi'mai 胃足阳明之脉
'wen'bu'pi'shen'fa 温补脾肾法
'wen'ci'yu're 温次于热
'wen'er'zhi'zhi'zhe 问而知之者
'wen'er'zhi'zhi'zhe 闻而知之者
'wen'jiu 温灸
'wen'qi'suo'yu'wu'wei 问其所欲五味
'wen'qi'wu'yin 闻其五音
'wen're'sheng'teng 温热升腾
'wen're'shu'yang 温热属阳
'wen're'yao'yi'zhi'qi'yin 温热药以制其阴
'wen'shen'jian'pi'fa 温肾健脾法
'wen'shen'jian'pi'yao 温肾健脾药
'wen'shen'wei'zhu 温肾为主
'wen'shen'yang'er'bu'pi'yang 温肾阳而补脾阳
'wen'wu'zang 温五脏
'wen'xing'huo're 温性或热
'wen'xu'he'ji'fa'ge'ge'zang'fu'jing'luo 温煦和激发各个脏腑经络
'wen'xu'pi'yang 温煦脾阳
'wen'yang'he'run'ze 温养和润泽
'wen'yang'zang'fu'ji'rou'pi'mao 温养脏腑肌肉皮毛
'wen'ying 蚊蝇
'wen'ying'qing'sheng 蚊蝇擎生
'wen'yun'pi'yang 温运脾阳
'wen'zao'liang'zao 温燥凉燥
'wen'ze'xiao'er'qu'zhi 温则消而去之
'wo'ke 我克
'wo'ke'zhe'wei'jin 我克者为金
'wo'mei'bu'an 卧寐不安
'wo'sheng 我生
'wo'sheng'zhe'wei'tu 我生者为土
'wo'sheng'zhe'wei'zi 我生者为子
'wu'ba 五八
'wu'bian 五变
'wu'bu'bao'han'yu'shen 无不包含于神
'wu'bu'sheng'jiang 无不升降
'wu'er'cheng'zhi 侮而乘之
'wu'fang'wu'shi'wu'qi'wu'wei'wu'se 五方五时五气五味五色
'wu'han'huo'han'duo 无汗或汗多
'wu'he 五合
'wu'ji'bi'fan 物极必反
'wu'ji'wei'zhi'bian 物极谓之变
'wu'jin 侮金
'wu'jing'luo'zhi'xun'xing 无经络之循行
'wu'li'hua'xue 物理化学
'wu'li'qu'xie'wai'chu 无力驱邪外出
'wu'lun 五轮
'wu'ming'zhi'chi'ce'duan 无名指尺侧端
'wu'nei'shu'zhi'shuo 无内暑之说
'wu'pi'jin'ye'bie 五疲津液别
'wu'qi 五七
'wu'qi'ren'bi 五气人鼻
'wu'sheng'wei'zhi'hua 物生谓之化
'wu'sheng'ze'fa'yu'wu'you 无生则发育无由
'wu'shi'er'fu'da'hui 五十而复大会
'wu'shi'guo'kang 勿使过亢
'wu'shi'wai'yi 勿使外逸
'wu'suo'yi'fu'er'hao'san 无所依附而耗散
'wu'tang 吴塘
'wu'wei'chu'yan 五味出焉
'wu'wei'ren'kou 五味人口
'wu'xian'ke'fen'xing 无限可分性
'wu'xing 五行
'wu'xing'ji'yin'yang'zhi'zhi 五行即阴阳之质
'wu'xing'sheng'ke'cheng'wu 五行生克乘侮
'wu'xing'sheng'ke'de'gui'lv 五行生克的规律
'wu'xing'shu'jin 五行属金
'wu'xing'shu'xing 五行属性
'wu'xing'you'ci'er'sheng 五行由此而生
'wu'zang'dan'cang'jing'qi 五脏但藏精气
'wu'zang'de'sheng'li'gong'neng 五脏的生理功能
'wu'zang'ge'you'wai'hou 五脏各有外候
'wu'zang'hua'ye 五脏化液
'wu'zang'jie'rou'ruo'zhe 五脏皆柔弱者
'wu'zang'liu'fu 五脏六腑
'wu'zang'liu'fu'zhi'ben 五脏六腑之本
'wu'zang'liu'fu'zhi'jing'qi 五脏六腑之精气
'wu'zang'liu'fu'zhi'xue 五脏六腑之血
'wu'zang'liu'fu'zhi'yang 五脏六腑之阳
'wu'zang'pei'wu'xing 五脏配五行
'wu'zang'sheng'cheng'pian 五脏生成篇
'wu'zang'shu'li 五脏属里
'wu'zang'wei'yin 五脏为阴
'wu'zang'xiang'hu'zi'sheng 五脏相互资生
'wu'zang'xu'ze'chuan 五脏虚则传
'wu'zang'yu'xing'ti'zhu'qiao 五脏与形体诸窍
'wu'zang'zhi'ben'ye 五脏之本也
'wu'zang'zhi'chang 五脏之常
'wu'zang'zhi'yang'qi 五脏之阳气
'wu'zang'zhi'yin'qi 五脏之阴气
'wu'zang'zhi'zhong 五脏之中
'wu'zhi'ji'you'hu'bian 物之极由乎变
'wu'zhi'kui'hao 物质亏耗
'wu'zhi'shu'yu'yin 物质属于阴
'wu'zhi'ze'kang'er'wei'hai 无制则亢而为害
'wu'zhi'zhuan'hua 物质转化
'wu'zhong'wei 五种味
'wu'zhong'wu'zhi 五种物质
'wu'zhong'xue'wei 五种穴位
'xi'ci 系辞
'xi'er'hou 系耳后
'xi'guan'jie'wai'yuan 膝关节外缘
'xi'ji'ze'wai'yin'xiao'luo 细急则外引小络
'xi'jing'quan'wo 喜静蜷卧
'xi'jun'bing'du 细菌病毒
'xi'kao'ling'su 细考灵素
'xi'le'guo'du 喜乐过度
'xi'li'bi'se 膝理闭塞
'xi'li'fa'xie 膝理发泄
'xi'li'jing'luo 膝理经络
'xi'li'kai'xie'er'duo'han 膝理开泄而多汗
'xi'li'kai'ze'sa'ran'han 膝理开则洒然寒
'xi'li'zhi'mi'yi 膝理致密矣
'xi'men 吸门
'xi'mu'xi 系目系
'xi'neng'shang'xin 喜能伤心
'xi'qi'shi'ru 吸气是入
'xi'qing'pai'zhuo 吸清排浊
'xi'ru'zhi'qi'jing'fei'zhi'su'jiang 吸入之气经肺之肃降
'xi'ru'zhi'qing'qi'xia'na'yu'shen 吸入之清气下纳于肾
'xi'ru'zi'ran'jie'de'qing'qi 吸入自然界的清气
'xi'run'er'e'zao 喜润而恶燥
'xi'she'ben 系舌本
'xi'she'gen 系舌根
'xi'sheng'you 喜胜忧
'xi'shi'suan'wei 喜食酸味
'xi'shou'shu'bu'he'pai'xie 吸收输布和排泄
'xi'wei'xin'zhi'shu'huo 喜为心志属火
'xi'wei'xin'zhi'zhi 喜为心之志
'xi'wen'er'e'han 喜温而恶寒
'xi'xi'xiang'tong 息息相通
'xi'xia'san'cun 膝下三寸
'xi'xiao'luo'mai 细小络脉
'xi'ze'ren 吸则人
'xi'ze'si'yi 息则死矣
'xia'bi'xing'liang'jin'zhi'jian 下臂行两筋之间
'xia'bu'wei'yin 下部为阴
'xia'chi'zhong 下齿中
'xia'chu'hui'yin 下出会阴
'xia'chu'wai'huai'zhi'qian 下出外踝之前
'xia'chu'ye'xia 下出腋下
'xia'chuan'yu'xiao'chang 下传于小肠
'xia'da'ying 下大迎
'xia'da'yu'da'chang 下达于大肠
'xia'da'yu'shen 下达于肾
'xia'dao'er'hou 下到耳后
'xia'er'hou 下耳后
'xia'fang'jie'yu'bi'bu 下方结于鼻部
'xia'ge 下隔
'xia'he'pi'yan'zhong 下合脾厌中
'xia'ji 下极
'xia'ji'duo'shu'bing 夏季多暑病
'xia'ji'shen'yin 下汲肾阴
'xia'ji'wei'po'men 下极为魄门
'xia'jia'jia'che 下加颊车
'xia'jian 下睑
'xia'jiang'bu'ji 下降不及
'xia'jiang'hua'wei'niao'ye 下降化为尿液
'xia'jiang'tai'guo 下降太过
'xia'jiao'cheng'jiang 下交承浆
'xia'jiao'ru'du 下焦如读
'xia'jie'shen'yin 下劫肾阴
'xia'jing 下颈
'xia'kou'you'men 下口幽门
'xia'kou'zai'lan'men'chu 下口在阑门处
'xia'li'nian'ye'nong'xue 下痢粘液脓血
'xia'lian'san'cun'er'bie 下廉三寸而别
'xia'ling'jiao'bu 下领角部
'xia'ling'jiao'shang'hang'guo'er'qian 下领角上行过耳前
'xia'luo'da'chang 下络大肠
'xia'mian'jie'yu'xiong'li 下面结于胸里
'xia'na'yu'shen 下纳于肾
'xia'qiu'ji'jie 夏秋季节
'xia'qiu'zhi'jiao 夏秋之交
'xia're'zhi'yu'qi 夏热之余气
'xia'ru'que'pen 下入缺盆
'xia'ru'zhong'zhi'wai'jian 下入中趾外间
'xia'san'cun'chu 下三寸处
'xia'shu'yu'pang'guang 下输于膀胱
'xia'wai'fu'gu'zhi'qian 下外辅骨之前
'xia'wan 下脘
'xia'xi'bin'zhong 下膝膑中
'xia'xian'shou'zhi 下先受之
'xia'xiang'dui'ce'xia'ling 下向对侧下领
'xia'xie'qi 下挟脐
'xia'xing'da'tui'qian'ce 下行大腿前侧
'xia'xing'de'luo'mai 下行的络脉
'xia'xing'ren'xiao'chang 下行人小肠
'xia'xing'yu'jia'li 下行于颊里
'xia'xing'zhi'da'ying'xue'tong 下行至大迎穴同
'xia'xing'zhi'fu'gu'gou'chu 下行至腹股沟处
'xia'xing'zhi'huan'tiao'xue'chu 下行至环跳穴处
'xia'xing'zhi'jing'bu 下行至颈部
'xia'xing'zhi'yan'wo'zhong 下行至胭窝中
'xia'xun'bi'wai 下循鼻外
'xia'xun'fu'li 下循腹里
'xia'xun'jing'wai'lian 下循胫外廉
'xia'xun'nao'nei 下循臑内
'xia'yan 下咽
'xia'ye'san'cun 下腋三寸
'xia'yi'de'shen 狭义的神
'xia'yi'yu'guang'yi'zhi'fen 狭义与广义之分
'xia'zhi'nei'ce 下肢内侧
'xia'zhi'qi'jie'zhong'er'he 下至气街中而合
'xia'zhi'wai'ce 下肢外侧
'xia'zhi'yi'hou 夏至以后
'xia'zhi'yu'zu 下至于足
'xia'zhi'yun'dong 下肢运动
'xia'zhou'nei 下肘内
'xia'zhou'zhong 下肘中
'xia'zu'fu 下足附
'xian'bie'yin'yang 先别阴阳
'xian'chu'yu'pi'er'yi'yu'wei 涎出于脾而溢于胃
'xian'gan'shi'zheng 现肝实证
'xian'lu'yu'mian'bu'de'se'ze'bian'hua 显露于面部的色泽变化
'xian'tian'bing'fu 先天禀赋
'xian'tian'cha'fu 先天察赋
'xian'tian'xing'ji'bing 先天性疾病
'xian'tian'zhi'jing'qi 先天之精气
'xian'wei'kou'jin 涎为口津
'xian'wei'yong'xie'wei'yin 咸味涌泄为阴
'xian'xia'zhi'ri'zhe'wei'bing'wen 先夏至日者为病温
'xian'ye'fen'mi'ji'ju'zeng'jia 涎液分泌急剧增加
'xian'ye'shang'xing'yu'kou 涎液上行于口
'xian'zhuang'liu'zhu 线状流注
'xiang'bu 项部
'xiang'cheng'he'xiang'wu 相乘和相侮
'xiang'cheng'xiang'wu 相乘相侮
'xiang'dui'bu'zu 相对不足
'xiang'dui'xu 相对虚
'xiang'han'liang'zhuan'hua 向寒凉转化
'xiang'hou 项后
'xiang'hu'guan'xi'shi'tiao 相互关系失调
'xiang'hu'luo'shu'yu'zang'fu 相互络属于脏腑
'xiang'hu'xie'tiao'ping'heng 相互协调平衡
'xiang'hu'yi'cun 相互依存
'xiang'hu'zhuan'hua 相互转化
'xiang'hu'zi'sheng'he'zhuan'hua 相互资生和转化
'xiang'huo'cha'ming'yu'ming'men 相火察命于命门
'xiang'huo'pian'wang 相火偏旺
'xiang'huo'shang'kang 相火上亢
'xiang'jun'huo'yi'xi'yuan'qi 相君火以系元气
'xiang'ke'bu'ji 相克不及
'xiang'ke'tai'guo 相克太过
'xiang'ke'tai'guo'wei'bing 相克太过为病
'xiang'nei'zhu'ru'shou'shao'yin'jing 向内注入手少阴经
'xiang'qian'xie'ru'zu'bei 向前斜入足背
'xiang'quan'shen'bu'san 向全身布散
'xiang'ru'yang'yu 象如仰盂
'xiang'shang'chu'que'pen 向上出缺盆
'xiang'shang'chuan'guo'fu'ji 向上穿过服肌
'xiang'shang'dao'da'e'bu 向上到达额部
'xiang'shang'dao'xia'ling'bu 向上到下领部
'xiang'shang'fen'bu'yu'fu'bu 向上分布于腹部
'xiang'shang'jie'yu'jing'gu'nei'zao'xia 向上结于胫骨内躁下
'xiang'shang'jie'yu'nei'zao 向上结于内躁
'xiang'shang'jie'yu'nei'zao'zhi'qian 向上结于内躁之前
'xiang'shang'jie'yu'wai'duo 向上结于外跺
'xiang'shang'jie'yu'wai'zao 向上结于外躁
'xiang'shang'jie'yu'yan 向上结于咽
'xiang'shang'jie'yu'zhou'nei'ce 向上结于肘内侧
'xiang'shang'jin'ru'bi'yan'bu 向上进入鼻咽部
'xiang'shang'lian'luo'tou'xiang 向上联络头项
'xiang'shang'qian'chu'suo'gu'shang'wo 向上浅出锁骨上窝
'xiang'shang'rao'jian'jiao 向上绕肩脚
'xiang'shang'tong'guo'xin'zang 向上通过心脏
'xiang'shang'xi'she'ben 向上系舌本
'xiang'shang'xiang'wai'de'te'xing 向上向外的特性
'xiang'shang'xiang'wai'zhou'shu'zhan 向上向外周舒展
'xiang'shang'xie'ji'dao'da'xiang'bu 向上挟脊到达项部
'xiang'shang'xing'yu'yan'xia 向上行于眼下
'xiang'shang'yan'da'tui'nei'ce 向上沿大腿内侧
'xiang'shang'yan'gen'jian'jie'yu'yan'bu 向上沿跟健结于胭部
'xiang'shang'yan'jing'gu'nei'yuan 向上沿胫骨内缘
'xiang'shang'yan'qian'bi'jie'yu'zhou'bu 向上沿前臂结于肘部
'xiang'shang'yan'qian'bi'jie'yu'zhou'wai'ce 向上沿前臂结于肘外侧
'xiang'shang'yan'qian'bi'nei'ce'yuan 向上沿前臂内侧缘
'xiang'shang'yan'xiao'tui'nei'ce'hou'yuan 向上沿小腿内侧后缘
'xiang'shang'yan'xie'lei 向上沿胁肋
'xiang'shang'yan'zhe'bi'bo 向上沿着臂膊
'xiang'shang'yan'zhe'hou'long 向上沿着喉咙
'xiang'shang'yan'zu'bei 向上沿足背
'xiang'shang'zhe 向上者
'xiang'shang'zhi'liang'yan'xia'bu'de'zhong'yang 向上至两眼下部的中央
'xiang'shang'zhi'xiang 向上至项
'xiang'shang'zhu'ru'fei 向上注入肺
'xiang'shang'zou'dao'hou'long 向上走到喉咙
'xiang'sheng'gui'lv 相生规律
'xiang'sheng'he'xiang'ke 相生和相克
'xiang'shui'zhong'zhi'long'huo 象水中之龙火
'xiang'ti'bing'lun 相提并论
'xiang'wai'zhou'bu'san 向外周布散
'xiang'wai'zhou'de'bu'san 向外周的布散
'xiang'wei'biao'li 相为表里
'xiang'wei'biao'li'de'jing'bie 相为表里的经别
'xiang'wei'biao'li'de'liang'jing 相为表里的两经
'xiang'wei'biao'li'de'zang'he'fu 相为表里的脏和腑
'xiang'wen're'zhuan'hua 向温热转化
'xiang'wu 相侮
'xiang'xia'dao'da'er'hou 向下到达耳后
'xiang'xia'jie'yu'bi'pang 向下结于鼻旁
'xiang'xia'jie'yu'xia'ling 向下结于下领
'xiang'xia'jin'ru'suo'gu'shang'wo 向下进入锁骨上窝
'xiang'xia'lian'luo'yan'hou'bu 向下联络咽喉部
'xiang'xia'lian'luo'zu'bei 向下联络足背
'xiang'xia'san'bu'yu'xie'lei'de'qian'hou 向下散布于胁肋的前后
'xiang'xia'shu'song'dao'shen'he'pang'guang 向下输送到肾和膀胱
'xiang'xia'yan'da'tui'wai'ce 向下沿大腿外侧
'xiang'xia'yun'xing 向下运行
'xiang'xia'zhe'zou'xiang'da'chang 向下者走向大肠
'xiang'xia'zou'xiang'xia'ling 向下走向下领
'xiao'bian'dai'xie'zhang'ai 小便代谢障碍
'xiao'bian'duan'se 小便短涩
'xiao'bian'duan'shao 小便短少
'xiao'bian'hun'zhuo 小便浑浊
'xiao'bian'qing'chang'huo'bu'li 小便清长或不利
