'a'mu'bai'mei'ren 阿母白媒人
'san'ri'bu'shi 三日不食
'san'ri'bu'tan 三日不谈
'san'ri'bu'ting 三日不庭
'san'ri'duan'wu'pi 三日断五匹
'san'ri'er'si 三日而死
'san'ri'ru'chu'xia 三日入厨下
'san'ru'zhu'lian'shi'luo'mu 散入珠帘湿罗幕
'san'san'liang'liang'shui'jia'nv 三三两两谁家女
'san'shan'ban'luo'qing'shan'wai 三山半落青山外
'san'sheng'du'mu 三生杜牧
'san'sheng'wan'wu 三生万物
'san'shi'er'li 三十而立
'san'shi'gong'ming'chen'yu'tu 三十功名尘与土
'san'shi'jiu'nian'fei 三十九年非
'san'shi'liu'bei'ren'wei'dao 三十六陂人未到
'san'shi'liu'nian 三十六年
'san'shi'xi'bu'shi'yi 三世希不失矣
'san'si'qiu'yun'wu'mi'chu 散似秋云无觅处
'san'su'er'hou'chu'zhou 三宿而後出昼
'san'sui'shi'pin 三岁食贫
'san'sui'wei'fu 三岁为妇
'san'tong'yi'wei'yi 散同以为异
'san'wan'li'he'dong'ru'hai 三万里河东入海
'san'wang'zhi'suo'zheng 三王之所争
'san'wei'si'wei 三围四围
'san'wen'er'wu'wei'wei'bu'da'ye 三问而无为谓不答也
'san'wu'zhi'ye 三五之夜
'san'xia'lou'tai'yan'ri'yue 三峡楼台淹日月
'san'xia'xing'he'ying'dong'yao 三峡星河影动摇
'san'xiang'chou'bin'feng'qiu'se 三湘愁鬓逢秋色
'san'xiu'er'zuo 三嗅而作
'san'ye'pin'meng'jun 三夜频梦君
'san'yi'tian'xia'rang 三以天下让
'san'yue'bu'gan'wei'tian'xia'xian 三曰不敢为天下先
'san'yue'bu'zhi'rou'wei 三月不知肉味
'san'yue'er'cheng'shang'xia'zhi'xian 三月而成上下之县
'san'yue'ju'liang 三月聚粮
'san'yue'san'ri'tian'qi'xin 三月三日天气新
'san'yue'wu'chou'xun'bi 三曰五臭熏鼻
'san'yue'wu'jun'ze'diao 三月无君则吊
'san'zai'you'you'hun'meng'yao 三载悠悠魂梦杳
'san'ze'cheng'shi 散则成始
'san'ze'wei'si 散则为死
'san'zhao'chu'ru'rong 三朝出入荣
'san'zhe'bu'ke'zhi'jie 三者不可致诘
'san'zhe'ruo'de 三者若得
'san'zi'zhe'chu 三子者出
'san'zi'zhi'zhi'ji'hu'jie'qi'sheng'zhe'ye 三子之知几乎皆其盛者也
'san'zuo'man'he'xing 散作满河星
'sang'ji'cong'xian'zu 丧祭从先祖
'sang'ji'yu'wu 丧己于物
'sang'ma'zhang'guo'wu'shan'tou 桑麻长过屋山头
'sang'shi'bu'gan'bu'mian 丧事不敢不勉
'sang'wu'ri'yi 丧无日矣
'sang'yu'fei'wan 桑隅非晚
'sang'zhe'ying'xie'chun'she'san 桑柘影斜春社散
'sang'zhi'hu'ai'er'zhi 丧致乎哀而止
'sang'zhi'luo'yi 桑之落矣
'sang'zhi'wei'luo 桑之未落
'sao'ni'bu'yuan 嫂溺不援
'sao'ni'yuan'zhi'yi'shou'zhe 嫂溺援之以手者
'sao'ni'ze'yuan'zhi'yi'shou'hu 嫂溺则援之以手乎
'sao'shou'chi'chu 搔首踟蹰
'se'bo'ru'ye 色勃如也
'se'jing'shen'song'li 色静深松里
'se'li'er'nei'ren 色厉而内荏
'se'nan'xing'fu'can'feng'xiang 色难腥腐餐枫香
'se'qu'ren'er'xing'wei 色取仁而行违
'se'si'ju'yi 色斯举矣
'se'zhuang'zhe'hu 色庄者乎
'sen'ran'po'dong'xia'ma'bai 森然魄动下马拜
'seng'qiao'yue'xia'men 僧敲月下门
'seng'yan'gu'bi'fo'hua'hao 僧言古壁佛画好
'sha'bu'neng'ming'zhe 杀不能鸣者
'sha'chang'dian'qiu'bing 沙场点秋兵
'sha'chang'feng'huo'qin'hu'yue 沙场烽火侵胡月
'sha'chuang'ri'luo'jian'huang'hun 纱窗日落渐黄昏
'sha'dao'fei'sha'ren 杀盗非杀人
'sha'er'duo'zhi 杀而夺之
'sha'fa'yong'zhang 杀伐用张
'sha'gui'yi'bu'ji 杀龟以卜吉
'sha'he'duo'li 沙河多丽
'sha'ji'wei'shu'er'shi'zhi 杀鸡为黍而食之
'sha'ji'yan'kuo 沙际烟阔
'sha'kou'shi'dong'ma'ti'tuo 沙口石冻马蹄脱
'sha'nuan'shui'yuan'yang 沙暖睡鸳鸯
'sha'ping'shui'xi'sheng'ying'jue 沙平水息声影绝
'sha'qi'mi'lu'zhe 杀其麋鹿者
'sha'qi'san'shi'zuo'zhen'yun 杀气三时作阵云
'sha'ren'mo'gan'qian 杀人莫敢前
'sha'ren'ru'bu'neng'ju 杀人如不能举
'sha'ren'ru'ma 杀人如麻
'sha'ren'yi'ting'yu'ren 杀人以梃与刃
'sha'ren'ying'cheng 杀人盈城
'sha'ren'ying'ye 杀人盈野
'sha'ren'zhi'zhong 杀人之众
'sha'san'miao'yu'san'wei 杀三苗于三危
'sha'shang'bing'qin'chi'shang'ming 沙上并禽池上暝
'sha'shang'xing'ren'que'hui'shou 沙上行人却回首
'sha'sheng'zhe'bu'si 杀生者不死
'sha'shi'si'jian'he'fang 霎时厮见何妨
'sha'xing'du'tou'xie 沙行渡头歇
'sha'yi'bu'gu 杀一不辜
'sha'yi'lao'zu 杀一老卒
'sha'yin'xiao'lian'bu 沙印小莲步
'sha'yue'ren'yu'huo 杀越人于货
'shan'ai'xi'yang'shi 山爱夕阳时
'shan'bao'zhe'bu'tuo 善抱者不脱
'shan'bi'wu'guan'jian'er'bu'ke'kai 善闭无关楗而不可开
'shan'bu'yan'gao 山不厌高
'shan'bu'zai'gao 山不在高
'shan'cai'hao'chu'xing'hai'juan 山才好处行还倦
'shan'cai'yue'po'xiu'nan'yan 扇裁月魄羞难掩
'shan'chang'shui'kuo'zhi'he'chu 山长水阔知何处
'shan'chen'yuan'zhao 山沉远照
'shan'chong'shui'fu'yi'wu'lu 山重水复疑无路
'shan'chuan'qi'she'zhu 山川其舍诸
'shan'chuan'xiang'miu 山川相缪
'shan'chuan'xiao'tiao'ji'bian'tu 山川萧条极边土
'shan'dai'qie'cheng 善贷且成
'shan'dao'er'cang'zhi 善刀而藏之
'shan'dao'song'zhi 山岛竦峙
'shan'di'xiang'feng 扇底相逢
'shan'dong'hao'jun'sui'bing'qi'er'wang'qin'zu'yi 山东豪俊遂并起而亡秦族矣
'shan'fan'jiu'jian'san'qiu'shu 删繁就简三秋树
'shan'fou'xiang'fei 善否相非
'shan'fu'wei'yao 善复为妖
'shan'gao'yue'xiao 山高月小
'shan'gao'zi'you'ke'xing'lu 山高自有客行路
'shan'guang'hu'xi'luo 山光忽西落
'shan'guang'yue'niao'xing 山光悦鸟性
'shan'gui'zi'ti'feng'yu 山鬼自啼风雨
'shan'guo'gu'guo'rao'qing'jiang 山国故国绕清江
'shan'he'po'sui'feng'piao'xu 山河破碎风飘絮
'shan'hong'jian'bi'fen'lan'man 山红涧碧纷烂漫
'shan'hu'bi'shu'jiao'zhi'ke 珊瑚碧树交枝柯
'shan'hua'hong'zi'shu'gao'di 山花红紫树高低
'shan'hui'lu'zhuan'bu'jian'jun 山回路转不见君
'shan'jia'yu'wu'ye 善假于物也
'shan'jian'zhe'bu'ba 善建者不拔
'shan'jian'zhu'sun 山间竹笋
'shan'jie'wu'sheng'yue'er'bu'ke'jie 善结无绳约而不可解
'shan'jie'zao'yue 山节藻悦
'shan'ju'qiu'ming 山居秋暝
'shan'kai'kuang'wang'xuan'ping'lu 山开旷望旋平陆
'shan'kong'tian'ru'hai 山空天入海
'shan'kou'qian'xing'shi'wei'ao 山口潜行始隈隩
'shan'liang'ci'zhi 山梁雌雉
'shan'lin'er'shi'nian 山林二十年
'shan'lin'zhi'wei'jia 山林之畏佳
'shan'meng'sui'zai 山盟虽在
'shan'ming'ting'yuan'chou 山暝听猿愁
'shan'mo'da'yan 善莫大焉
'shan'mo'wei'yun 山抹微云
'shan'na'pan'bie'you'ren'jia 山那畔别有人家
'shan'qi'li'ji'yi 善其礼际矣
'shan'qi'ri'xi'jia 山气日夕佳
'shan'qian'deng'huo'yu'huang'hun 山前灯火欲黄昏
'shan'ren'ben'he'ju'yan'ling 山人本合居岩岭
'shan'ren'bu'de'sheng'ren'zhi'dao'bu'li 善人不得圣人之道不立
'shan'ren'jiao'min'qi'nian 善人教民七年
'shan'ren'shi'fu 善人是富
'shan'ren'wei'bang'bai'nian 善人为邦百年
'shan'ren'zhi'bao 善人之宝
'shan'ren'zhi'zi 善人之资
'shan'se'han'shang'ying 山色寒尚映
'shan'se'kong'meng'yu'yi'qi 山色空蒙雨亦奇
'shan'se'shui'ti 山色谁题
'shan'se'yao'lian'qin'shu'wan 山色遥连秦树晚
'shan'se'you'wu'zhong 山色有无中
'shan'shan'ke'ai 珊珊可爱
'shan'shen'wen'zhe'gu 山深闻鹧鸪
'shan'shi'luo'que'xing'jing'wei 山石荦确行径微
'shan'shi'shan'zhong 善始善终
'shan'shi'zhe'shi'fan 善始者实繁
'shan'shou'yi'shi'si'yu 扇手一时似玉
'shan'shu'bu'yong'chou'ce 善数不用筹策
'shan'si'lun'wen'bu'xi'ping 山似论文不喜平
'shan'si'tao'hua'shi'sheng'kai 山寺桃花始盛开
'shan'si'ye'ban'wen'zhong 山寺夜半闻钟
'shan'si'yue'zhong'xun'gui'zi 山寺月中寻桂子
'shan'si'zhong'ming'zhou'yi'hun 山寺钟鸣昼已昏
'shan'sui'ping'ye'jin 山随平野尽
'shan'tou'lai'qu'yun 山头来去云
'shan'tou'xie'zhao'que'xiang'ying 山头斜照却相迎
'shan'tui'qi'suo'wei'er'yi'yi 善推其所为而已矣
'shan'wai'qing'shan'lou'wai'lou 山外青山楼外楼
'shan'wei'gu'guo'rao'qing'jiang 山围故国绕清江
'shan'wei'wo'ci'yan 善为我辞焉
'shan'wu'chong'shu 山无重数
'shan'wu'ling 山无陵
'shan'wu'xi'sui 山无蹊隧
'shan'wu'yin'she 山舞银蛇
'shan'xia'lan'ya'duan'jin'xi 山下兰芽短浸溪
'shan'xian'luo'ri'jin'han'yi 山衔落日浸寒漪
'shan'xing'he'you'shu 缮性何由熟
'shan'xing'shu'suo'jian 山行书所见
'shan'xing'wu'zhe'ji 善行无辙迹
'shan'xing'yi'jiu'zhen'han'liu 山形依旧枕寒流
'shan'yan'fa'qi'zhe 善言伐齐者
'shan'yan'wu'fa'zhe 善言勿伐者
'shan'yan'wu'xia'zhe 善言无瑕谪
'shan'yang'sheng'zhe 善养生者
'shan'yao'shan'lao 善妖善老
'shan'yi'you'fen'ran 山夷又纷然
'shan'ying'xie'yang'tian'jie'shui 山映斜阳天接水
'shan'you'guo'er'yi 善有果而已
'shan'you'zhe'shu'neng 善游者数能
'shan'yu'ren'tong 善与人同
'shan'yu'yu'lai'feng'man'lou 山雨欲来风满楼
'shan'yuan'tian'gao'yan'shui'han 山远天高烟水寒
'shan'yuan'xiao'mei 山园小梅
'shan'yue'sui'ren'gui 山月随人归
'shan'yue'zhao'tan'qin 山月照弹琴
'shan'zai'ru'wen 善哉汝问
'shan'zai'wen'hu 善哉问乎
'shan'zai'wen'ye 善哉问也
'shan'zai'xu'wu'piao'miao'jian 山在虚无缥缈间
'shan'zai'yan'hu 善哉言乎
'shan'zhen'lei'hen'hong'xuan 珊枕泪痕红泫
'shan'zhen'tan'hen'yuan 山枕檀痕涴
'shan'zhong'gui'lu 山中归路
'shan'zhong'xi'jing'guan'chao'jin 山中习静观朝槿
'shan'zhong'xiang'song'ba 山中相送罢
'shan'zhong'yi'ye'yu 山中一夜雨
'shan'zi'zuo'le'tian'jia 擅自作了添加
'shang'bei'ri'yue'zhi'ming 上悖日月之明
'shang'bi'wu'wei'er'yong'xia 上必无为而用下
'shang'bu'kui'nu'li'ye 尚不愧奴隶耶
'shang'cai'cang'ying'he'zu'dao 上蔡苍鹰何足道
'shang'cheng'hao'zhi'er'wu'dao 上诚好知而无道
'shang'chun'bu'zai'gao'lou'shang 伤春不在高楼上
'shang'chun'you'zai'gao'lou'shang 伤春有在高楼上
'shang'ci'shi'ba'ren 上次食八人
'shang'da'zai'dang'wen'ren'yu'zhuang'zi 商大宰荡问仁于庄子
'shang'de'bu'de 上德不德
'shang'de'jun'wang'bu'zi'chi 尚得君王不自持
'shang'de'ruo'gu 上德若谷
'shang'de'wu'wei'er'wu'yi'wei 上德无为而无以为
'shang'de'zai'ruo'ren 尚德哉若人
'shang'di'ji'ming 上帝既命
'shang'er'bu'xia 上而不下
'shang'fa'li'hai 赏罚利害
'shang'fa'yi'ming'er'yu'zhi'chu'yi 赏罚已明而愚知处宜
'shang'gao'huai'yuan'ji'shi'qiong 伤高怀远几时穷
'shang'gu'jie'yu'cang'yu'wang'zhi'shi 商贾皆欲藏於王之市
'shang'gu'wu'shi'jing'zhi'shi'ze'bu'bi 商贾无市井之事则不比
'shang'gu'you'da'chun'zhe 上古有大椿者
'shang'guo'sui'yuan'zhu 上国随缘住
'shang'ji'dang'ri 尚记当日
'shang'ji'xuan'yuan 上计轩辕
'shang'ji'you'yu 上及有虞
'shang'ji'yu'tian 上际于天
'shang'jian'guang'er'xia'wei'tu 上见光而下为土
'shang'jiang'jun'ju'you 上将军居右
'shang'jiang'yong'mao'xi'chu'zheng 上将拥旄西出征
'shang'jun'zuo'zhi 商君佐之
'shang'kui'qing'tian 上窥青天
'shang'li'wei'zhi'er'mo'zhi'ying 上礼为之而莫之应
'shang'li'yi'xu 伤离意绪
'shang'lin'fan'hua'zhao'yan'xin 上林繁花照眼新
'shang'lin'xie'shou 上林携手
'shang'lin'yuan'dao'qiong 伤麟怨道穷
'shang'ling'xiu'zhi'shu'hua 伤灵修之数化
'shang'lue'huang'hun'yu 商略黄昏雨
'shang'ma'ren'fu'can'zui 上马人扶残醉
'shang'ma'shui'fu 上马谁扶
'shang'nan'xiao'shou 尚难消受
'shang'neng'fan'fou 尚能饭否
'shang'nong'fu'shi'jiu'ren 上农夫食九人
'shang'nv'bu'zhi'wang'guo'hen 商女不知亡国恨
'shang'qie'gou'hu'jun 上且钩乎君
'shang'qin'tai'qu 上琴台去
'shang'qiong'bi'luo'xia'huang'quan 上穷碧落下黄泉
'shang'ran'jiao'xiao 尚染鲛绡
'shang'ren'wei'zhi'er'wu'yi'wei 上仁为之而无以为
'shang'ren'zhong'li'qing'bie'li 商人重利轻别离
'shang'ru'biao'zhi 上如标枝
'shang'shan'ruo'shui 上善若水
'shang'shan'zao'xing 商山早行
'shang'shen'cheng'guang 上神乘光
'shang'shi'ai'tu 上食埃土
'shang'shi'bei'zhong'shi 上士倍中士
'shang'shi'gao'rang 上食槁壤
'shang'shi'qi'dao 上失其道
'shang'shi'qing'lei 伤时清泪
'shang'shi'shi'zhong'yi'ren 尚是世中一人
'shang'shi'wen'dao 上士闻道
'shang'shi'yi'wei 上士一位
'shang'shu'gu'fu'ruo'shu'ye 尚书固负若属耶
'shang'si'wei'guo'shu'lun'tai 尚思为国戍轮台
'shang'tang'bai'a'mu 上堂拜阿母
'shang'tang'xie'a'mu 上堂谢阿母
'shang'wang'er'xia'pan 上忘而下畔
'shang'wei'huang'er'xia'wei'wang 上为皇而下为王
'shang'wei'lou'ying'de 上危楼赢得
'shang'wen'zhi'yi 商闻之矣
'shang'wu'dao'kui'ye 上无道揆也
'shang'wu'wei'ye 上无为也
'shang'xia'ji'qian'nian'wen'ming 上下几千年文明
'shang'xia'jiao'zheng'li 上下交征利
'shang'xia'qiu'sha 上下囚杀
'shang'xia'si'fang'you'ji'hu 上下四方有极乎
'shang'xiang'jiu'qing'lian'bi'pu 尚想旧情怜婢仆
'shang'xiang'tao'hua'ren'mian 尚想桃花人面
'shang'xin'chong'jian 伤心重见
'shang'xin'dong'wang'huai'shui 伤心东望淮水
'shang'xin'gu'ren'qu'hou 伤心故人去后
'shang'xin'hong'xiao'tui'e 伤心红绡褪萼
'shang'xin'le'shi'shui'jia'yuan 赏心乐事谁家院
'shang'xin'qian'li'jiang'nan 伤心千里江南
'shang'xin'qiao'xia'chun'bo'lv 伤心桥下春波绿
'shang'xin'ting'wei'ye'cheng'xiang'fu 赏心亭为叶丞相赋
'shang'ye 上邪
'shang'ye'bu'ji 商也不及
'shang'yi'fang'jin'cui'yun'qiu 尚衣方进翠云裘
'shang'yi'wei'zhi'er'you'yi'wei 上义为之而有以为
'shang'yi'you'wei'ye 上亦有为也
'shang'you'ai'xian'liu'zhi'jin 尚有哀弦留至今
'shang'you'cheng'luan'nv 上有乘鸾女
'shang'you'da'yi 上有大役
'shang'you'hao'zhe 上有好者
'shang'you'huang'li'shen'shu'ming 上有黄鹂深树鸣
'shang'you'liu'long'hui'ri'zhi'gao'biao 上有六龙回日之高标
'shang'you'qing'ming'zhi'chang'tian 上有青冥之长天
'shang'you'wan'qian 尚有万千
'shang'you'wu'guan 上有五管
'shang'you'xiang'si'zi 尚有相思字
'shang'yu'bing'zhe'su 上与病者粟
'shang'yu'xia'tong'dao'ze'bu'zhu 上与下同道则不主
'shang'yuan'you'huai 上元有怀
'shang'zhe'wei'ying'ku 上者为营窟
'shang'zheng'wu'shi 上征武士
'shang'zhi'ren'zhe 上治人者
'shang'zhi'sun'zi 商之孙子
'shao'fu'cheng'nan'yu'duan'chang 少妇城南欲断肠
'shao'fu'jin'chun'yi 少妇今春意
'shao'gu'wei'ke'zao 少孤为客早
'shao'guang'gong'zhui'you 韶光共追游
'shao'hua'zheng'hao 韶华正好
'shao'jue'qing'han 稍觉轻寒
'shao'jun'zhi'fei 少君之费
'shao'ling'wu'ren'zhe'xian'si 少陵无人谪仙死
'shao'ling'ye'lao'tun'sheng'ku 少陵野老吞生哭
'shao'nian'an'ma'chen 少年鞍马尘
'shao'nian'bu'shi'chou'zi'wei 少年不识愁滋味
'shao'nian'ji'lv 少年羁旅
'shao'nian'niao'niao'tian'ya'hen 少年袅袅天涯恨
'shao'nian'shi'jiu 少年使酒
'shao'nian'shi'wu'er'shi'shi 少年十五二十时
'shao'nian'xin'ku'zhong'shen'shi 少年辛苦终身事
'shao'nian'zi'fu'ling'yun'bi 少年自负凌云笔
'shao'qing'shi'pu'yu'qi'zi'he'ru'zai 少卿视仆于妻子何如哉
'shao'qing'zu'xia 少卿足下
'shao'ri'chun'huai'si'jiu'nong 少日春怀似酒浓
'shao'ri'you'kan'hua'bie'li 少日犹堪话别离
'shao'shu'han'zi 少数汉字
'shao'si'er'gua'yu 少私而寡欲
'shao'si'gua'yu 少思寡欲
'shao'wei'xian'sheng'fang'zhe 少为先生方者
'shao'wo'zhou'wang'jian'xiu 绍我周王见休
'shao'wu'shi'su'yun 少无适俗韵
'shao'xiao'li'jia'lao'da'hui 少小离家老大回
'shao'xiao'sui'fei'tou'bi'li 少小虽非投笔吏
'shao'xiao'you'yan'ke 少小幽燕客
'shao'ze'yang'yang'yan 少则洋洋焉
'shao'zhe'huai'zhi 少者怀之
'shao'zhe'ku'zhi 少者哭之
'shao'zhi'wen'yu'da'gong'tiao'yue 少知问于大公调曰
'shao'zhuang'bu'nu'li 少壮不努力
'shao'zhuang'gong'fu'lao'shi'cheng 少壮功夫老始成
'shao'zhuang'gong'fu'lao'shi'cheng 少壮工夫老始成
'shao'zhuang'neng'ji'shi 少壮能几时
'she'bu'zhu'pi 射不主皮
'she'er'ji'zhi'hu 社而稷之乎
'she'fu'zhong'zhong'zhi'ji'er'yue'fu'yi'yi'zhi'ning 舍夫种种之机而悦夫役役之佞
'she'guan'wei'ding 舍馆未定
'she'hou'qie'xian 舍后且先
'she'hu'da'guo'zhi'jian 摄乎大国之间
'she'hu'shan'heng'yi'qi 射虎山横一骑
'she'ji'ci'zhi 社稷次之
'she'ji'cong'ren 舍己从人
'she'ji'cun'yan'er 社稷存焉尔
'she'jian'qie'guang 舍俭且广
'she'jie'qu'zhu'qi'gong'zhong'er'yong'zhi 舍皆取诸其宫中而用之
'she'ju'er'bu'xia 舌举而不下
'she'la'yan'nong 麝蜡烟浓
'she'long'ju'zhi 蛇龙居之
'she'nan'she'bei'jie'chun'shui 舍南舍北皆春水
'she'qi'neng'wei'bi'sheng'zai 舍岂能为必胜哉
'she'qi'sheng'tang 摄齐升堂
'she'ren'xian'she'ma 射人先射马
'she'se'er'zuo 舍瑟而作
'she'sha'shan'zhong'bai'e'hu 射杀山中白额虎
'she'sheng'yi'ru'ci 舍生亦如此
'she'shi'ru'po 舍矢如破
'she'shu'yi'ri'xing'wan'li 赦书一日行万里
'she'ti'zhen'yu'meng'zou'xi 摄提贞于孟陬兮
'she'wei'feng'yue 蛇谓风曰
'she'wei'xiang'xu'xue'xiao'yi'jiao'zhi 设为庠序学校以教之
'she'wo'qi'shui'ye 舍我其谁也
'she'xun'wei'du'xiu'fu'rong 麝熏微度绣芙蓉
'she'yu'gu'ren'zhi'jia 舍于故人之家
'she'yu'yi'qiu'zhi'jiang 舍于蚁丘之浆
'she'ze'bu'sun 奢则不孙
'she'zhe'fei'qian'qi'er'zhong'wei'zhi'shan'she 射者非前期而中谓之善射
'she'zhe'zheng'ji'er'hou'fa 射者正己而後发
'she'zheng'lu'er'bu'you 舍正路而不由
'she'zhi'ze'bei 舍之则悲
'she'zhi'ze'cang 舍之则藏
'she'zhi'ze'yang 舍之则仰
'shei'ren'geng'sao'huang'jin'tai 谁人更扫黄金台
'shei'yu'hua'chang'geng 谁与话长更
'shei'yu'wen'cun 谁与温存
'shei'yu'xi'qing'ke'bi 谁与细倾克碧
'shen'ai'bi'da'fei 甚爱必大费
'shen'an'hou'wei'mei'fu'hao'se'yin'sheng'ye 身安厚味美服好色音声也
'shen'bai'lou'zhong'yue 深拜楼中月
'shen'bei'yu'gong'ge'sheng'hua 深杯欲共歌声滑
'shen'bi'you'yang 身必有殃
'shen'bu'de'an'yi 身不得安逸
'shen'bu'ke'shi 深不可识
'shen'cang'yong'zhi'ji 审藏用之机
'shen'chang'nian'bao'ke 甚长年抱渴
'shen'chang'wu'yang 身常无殃
'shen'chen'ting'yuan'xu 深沉庭院虚
'shen'dang'en'yu'chang'qing'di 身当恩遇常轻敌
'shen'dang'nian'jian'zhe'ye'ceng'xian 甚当年健者也曾闲
'shen'de'yi'yi'ling 神得一以灵
'shen'deng'qing'yun'ti 身登青云梯
'shen'dong'er'tian'sui 神动而天随
'shen'du'bao'qing'shang 甚独抱清商
'shen'duo'ji'bing'si'tian'li 身多疾病思田里
'shen'er'bu'ke'bu'wei'zhe 神而不可不为者
'shen'er'wu'li'ze'si 慎而无礼则思
'shen'fen'dan'yi'jin 甚粉淡衣襟
'shen'gang'ming'zhao'mai'xing'hua 深港明朝卖杏花
'shen'geng'yi'nou 深耕易耨
'shen'gong'er'shi'nian 深宫二十年
'shen'gu'wei'ling 深谷为陵
'shen'gui'neng'jian'meng'yu'yuan'jun 神龟能见梦于元君
'shen'gui'shen'di 神鬼神帝
'shen'hou'you'yu'wang'suo'shou 身后有余忘缩手
'shen'hu'wu'jia'er'bu'yu'li'qian 审乎无假而不与利迁
'shen'hu'wu'jia'er'bu'yu'wu'qian 审乎无假而不与物迁
'shen'huan'ti'zi'qing 神欢体自轻
'shen'jiang'lai'she 神将来舍
'shen'jin'lai'fan'wu'shu 甚近来翻无书
'shen'lang'jiu'ri 沈郎旧日
'shen'lin'ren'bu'zhi 深林人不知
'shen'liu'du'shu'tang 深柳读书堂
'shen'miao'du'shu'jiang'du'wang 神妙独数江都王
'shen'ming'zhi'wei'ye 神明之位也
'shen'mo'da'yu'hua'dao 神莫大于化道
'shen'mo'jin'qian'cheng'xiang'chen 慎莫近前丞相嗔
'shen'mou'yuan'lv 深谋远虑
'shen'nong'yin'ji 神农隐几
'shen'nong'yin'ji'yong'zhang'er'qi 神农隐几拥杖而起
'shen'nong'zhi'yan 神农之言
'shen'nv'sheng'ya'yuan'shi'meng 神女生涯原是梦
'shen'qi'bu'bian 神气不变
'shen'qi'fu'hua'wei'chou'fu 神奇复化为臭腐
'shen'qi'geng'er'shu 深其耕而熟
'shen'ren'wei'chang'guo'er'wen'yan 神人未尝过而问焉
'shen'ren'wu'gong 神人无功
'shen'ren'yi'ci'bu'cai 神人以此不材
'shen'ruo'gao'mu'zhi'zhi'er'xin'ruo'si'hui 身若槁木之枝而心若死灰
'shen'shan'he'chu'zhong 深山何处钟
'shen'shan'qie'ting'lai'yao'jing 深山窃听来妖精
'shen'shang'wu'you'wan'ji'fu 身上无有完肌肤
'shen'shang'yi'shang'kou'zhong'shi 身上衣裳口中食
'shen'shen'ru'ye 申申如也
'shen'sheng'bu'ding'zhe 神生不定者
'shen'shi'fu'chen'yu'da'ping 身世浮沉雨打萍
'shen'shi'jiu'bei'zhong 身世酒杯中
'shen'shou'nv'shen 慎守女身
'shen'si'ren'shou 身死人手
'shen'sui'bao'kang 谌虽暴抗
'shen'sui'bo'da 深邃博大
'shen'suo'chun'guang'yi'yuan'chou 深锁春光一院愁
'shen'tong'yi'qi'si'wen'yue 沈同以其私问曰
'shen'tu'di'yin'yi 申徒狄因以
'shen'tu'jia'yue 申徒嘉曰
'shen'wei'gu'ren'fu 身为贾人妇
'shen'wei'tian'zi 身为天子
'shen'wei'xing'lu 身为刑戮
'shen'wu'cai'feng'shuang'fei'yi 身无彩凤双飞翼
'shen'wu'chu'kou'ta'ren'ju 慎勿出口他人狙
'shen'wu'wei'fu'si 慎勿为妇死
'shen'wu'wei'wu'yu 慎勿违吾语
'shen'wu'yi'ling 神无以灵
'shen'xian'cai'zi 神仙才子
'shen'xian'gui'zao 身闲贵早
'shen'xian'jiu'mei'xi'guang'jing 身闲酒美惜光景
'shen'xian'shi'xu'hao 身闲时序好
'shen'xiang'ming'chao'mai'xing'hua 深巷明朝卖杏花
'shen'xiang'yu'guan'na'pan'xing 身向榆关那畔行
'shen'xiang'yun'shan'na'pan'xing 身向云山那畔行
'shen'xing'qi'yu 慎行其余
'shen'yan'qi'yu 慎言其余
'shen'yi'wo'shuai'yi 甚矣我衰矣
'shen'yi'wu'shuai'yi 甚矣吾衰矣
'shen'yin'fang'bo'cha'xian'zhong 沈吟放拨插弦中
'shen'you'suo'bu'ji'ye 神有所不及也
'shen'you'xing'yue 沈犹行曰
'shen'yu'fang'chuan 甚于防川
'shen'yu'fen'fei'bing'zai'chuang 身欲奋飞病在床
'shen'yu'huo'shu'duo 身与货孰多
'shen'yu'shui'huo 甚于水火
'shen'yuan'er'shou 沈园二首
'shen'yuan'fei'fu'jiu'chi'tai 沈园非复旧池台
'shen'yuan'liu'hua'tu 深院榴花吐
'shen'yuan'liu'lao'bu'chui'mian 沈园柳老不吹绵
'shen'yun'shan'zi'xu 甚云山自许
'shen'zhe'xian'shou'zhi 神者先受之
'shen'zhi'mo'ye 神之末也
'shen'zhi'ting'zhi 神之听之
'shen'zhi'wei'gui'ge'zhi'chen 身直为闺閤之臣
'shen'zhi'yi'xiao'ti'zhi'yi 申之以孝悌之义
'shen'zhi'you'shen'er'neng'jing'yan 神之又神而能精焉
'shen'zhong'ru'shi 慎终如始
'shen'zhong'zhui'yuan 慎终追远
'shen'zhou'bi'jing 神州毕竟
'shen'zhou'chen'lu 神州沉陆
'shen'zhu'an'fu'yan 深竹暗浮烟
'shen'zong'yu'fu'nan'wei'gong 神纵欲福难为功
'shen'zuo'cu'e'mei 深坐蹙蛾眉
'sheng'bi'lv'shuai 盛必虑衰
'sheng'bie'chang'ce'ce 生别常恻恻
'sheng'bu'bu'shi 生不布施
'sheng'chao'wu'que'shi 圣朝无阙事
'sheng'dai'ji'jin'duo'yu'lu 圣代即今多雨露
'sheng'dai'wu'yin'zhe 圣代无隐者
'sheng'dang'zuo'ren'jie 生当作人杰
'sheng'dao'yun'er'wu'suo'ji 圣道运而无所积
'sheng'de'bei'fu'nan'chan'yu 圣德北服南单于
'sheng'de'zhi'shi 盛德之士
