'ai'ai'duo'shi 蔼蔼多士
'shi'shu'tong'cai 实属通才
'shi'shu'wei'huang 诗书未遑
'shi'shu'zi'huan 事数自环
'shi'si'hu'yu 时似乎玉
'shi'si'jian'yi 事斯见矣
'shi'su'gu'ye 适俗故也
'shi'suo'gong'fei 时所共废
'shi'tian'di'zhi'xin 实天地之心
'shi'tong'duo'gui 时同多诡
'shi'tong'er'shan 事通而赡
'shi'tong'wan'li 视通万里
'shi'tong'zhe'wei'you'yi 时同者为尤矣
'shi'tun'ji'yu'qing'tai 时屯寄于情泰
'shi'wan'zhi'zhe'wu'qiong 使玩之者无穷
'shi'wei'bei'sheng 始为北声
'shi'wei'nan'yin 始为南音
'shi'wei'piao'piao'er'qing'ju 使味飘飘而轻举
'shi'wei'san'cai 是谓三才
'shi'wei'wei'yi 是谓为议
'shi'wei'zhi'fu'hu'qiu 士蔿之赋狐裘
'shi'wei'zhi'jian 世惟执简
'shi'wei'zhi'xiu 是谓之秀
'shi'wen'bu'mie'zhi 使文不灭质
'shi'wen'hong'ao 诗文宏奥
'shi'wen'ming'yi'jian 使文明以健
'shi'wen'si'zhi'ao'fu 实文思之奥府
'shi'wu'yan'zhi'guan'mian'ye 实五言之冠冕也
'shi'xian'yu'lei 事先于诔
'shi'xiang'zhi'gan 实相枝干
'shi'xiao'lu'ming 诗效鹿鸣
'shi'xie'mo'zheng 始邪末正
'shi'xu'di'si'shi'wu 时序第四十五
'shi'xu'xiang'da 事叙相达
'shi'xu'ze'tong'yi 诗序则同义
'shi'xu'zhi'gan 始序致感
'shi'yan'kun'gang 势炎昆冈
'shi'yan'zhi 诗言志
'shi'yao'er'fei'lue 使要而非略
'shi'ye 使也
'shi'ye 释也
'shi'yi'bi'qu'yun'jue 是以笔区云谲
'shi'yi'bing'xin'yang'shu 是以秉心养术
'shi'yi'cao'chuang'hong'bi 是以草创鸿笔
'shi'yi'cao'gong'ju'wei'wen'zhi'shang'ming 是以曹公惧为文之伤命
'shi'yi'chao'chang'shu'qing 是以怊怅述情
'shi'yi'chu'yan'han'chi 是以楚艳汉侈
'shi'yi'dai'zhi'zhi 使一代之制
'shi'yi'fu'ci'hui'yi 是以附辞会义
'shi'yi'gu'er'bu'hui'yu'shen 使意古而不晦于深
'shi'yi'gui'lue'wen'tong 是以规略文统
'shi'yi'han'mo'rang'biao 是以汉末让表
'shi'yi'han'yin'bo'shi 是以汉饮博士
'shi'yi'hou'lai'ci'ren 是以后来辞人
'shi'yi'huai'nan'you'ying'cai 是以淮南有英才
'shi'yi'huan'tan'ji'qi'xu'wei 是以桓谭疾其虚伪
'shi'yi'hui'shi'tu'se 是以绘事图色
'shi'yi'jia'sheng'jun'fa 是以贾生俊发
'shi'yi'jiang'shan'cai'li 是以将赡才力
'shi'yi'jiang'yue'wen'qing 是以将阅文情
'shi'yi'jiu'dai'yong'ge 是以九代咏歌
'shi'yi'jun'zi'cang'qi 是以君子藏器
'shi'yi'jun'zi'chu'shi 是以君子处世
'shi'yi'kuo'nang'za'ti 是以括囊杂体
'shi'yi'le'shi'zan'xun'zhe 是以勒石赞勋者
'shi'yi'li'fan'yun'heng 是以立范运衡
'shi'yi'lian'ci'jie'cai 是以联辞结采
'shi'yi'lin'pian'zhui'lv 是以临篇缀虑
'shi'yi'lun'ru'xi'xin 是以论如析薪
'shi'yi'lun'wen'bi'zheng'yu'sheng 是以论文必征于圣
'shi'yi'ma'zi'que'hua 是以马字缺画
'shi'yi'mei'jia'zhui'feng'yi'ru'li 是以枚贾追风以入丽
'shi'yi'ming'he'wei'mei 事以明核为美
'shi'yi'mo'jing'wei'shi'zhe 是以模经为式者
'shi'yi'pu'zhuo'cheng'er'dan'wo'shi 是以朴斫成而丹雘施
'shi'yi'qian'han'xiao'xue 是以前汉小学
'shi'yi'qian'shen 事义浅深
'shi'yi'rui'sheng 事以瑞圣
'shi'yi'sheng'hua'yan'chi 是以声画妍蚩
'shi'yi'shi'ji'zhu'zi 是以世疾诸子
'shi'yi'shi'ji'zhun'zhan 是以世极迍邅
'shi'yi'shi'kuang'chan'feng'yu'sheng'shuai 是以师旷觇风于盛衰
'shi'yi'shi'qian'ba'shu 是以史迁八书
'shi'yi'shi'ren'gan'wu 是以诗人感物
'shi'yi'shi'ren'wei'wen 是以世人为文
'shi'yi'shu'wu'xian'sheng 是以庶物咸生
'shi'yi'si'mu'yi'li 是以驷牡异力
'shi'yi'si'xu'fen'hui 是以四序纷回
'shi'yi'sou'ju'ji'yu'dian'dao 是以搜句忌于颠倒
'shi'yi'tao'jun'wen'si 是以陶钧文思
'shi'yi'tu'na'wen'yi 是以吐纳文艺
'shi'yi'wang'zhe'sui'jiu 是以往者虽旧
'shi'yi'wei'gu'sui 事义为骨髓
'shi'yi'wen'zhi'ying'rui 是以文之英蕤
'shi'yi'xian'sui'fa'chun 是以献岁发春
'shi'yi'xun'rong 誓以训戎
'shi'yi'yan'dui'wei'mei 是以言对为美
'shi'yi'yan'jun'ze'song'gao'ji'tian 是以言峻则嵩高极天
'shi'yi'yi'jin'jiong'yi 是以衣锦褧衣
'shi'yi'yi'shou'yu'sai 是以意授于思
'shi'yi'yi'tong'yu'lei 是以义同于诔
'shi'yi'yi'tong'zhe'ye 事异义同者也
'shi'yi'yuan'cheng'tang'shi 是以远称唐世
'shi'yi'zai'han'zhi'chu 是以在汉之初
'shi'yi'zai'xin'wei'zhi 是以在心为志
'shi'yi'zhang'shi'bing'ben 是以章式炳贲
'shi'yi'zhi'shu'yu'pian 是以执术驭篇
'shi'yi'zhu'yi'li'wen 是以属意立文
'shi'yi'zhuang'zhou'qi'wu 是以庄周齐物
'shi'yi'zhui'lv'cai'pian 是以缀虑裁篇
'shi'yi'zhui'zi'shu'pian 是以缀字属篇
'shi'yi'zi'chang'bian'shi 是以子长编史
'shi'yi'zong'ling'li'shu 是以总领黎庶
'shi'yi'zong'xue'zai'bo 是以综学在博
'shi'yong'he'guan'zhi'shuo 始用鹖冠之说
'shi'you'ba'pian 十有八篇
'shi'you'biao'zou 始有表奏
'shi'you'cang'xie 史有苍颉
'shi'you'ce'da 时有恻怛
'shi'you'gang'rou 势有刚柔
'shi'you'liu'yi 诗有六义
'shi'you'shang'ji'qi'zhi'zhi'yan 始有赏际奇至之言
'shi'you'tong'sai 时有通塞
'shi'you'yao'shi 时有要誓
'shi'you'yu'jia 十有馀家
'shi'yu'chang'wen 施于常文
'shi'yu'ge'bie 诗与歌别
'shi'yu'shang'hua 饰羽尚画
'shi'yu'wan'zi 十馀万字
'shi'yu'zi'yi 始于兹矣
'shi'yuan'er'yin'ze 事圆而音泽
'shi'yuan'mo'jian'qi'mian 世远莫见其面
'shi'yun'jiao'yi 时运交移
'shi'yun'jie'zhe'xu'yin'er'yi'yu 使酝藉者蓄隐而意愉
'shi'yun'qi'wen 始云启闻
'shi'yun'shen'zhi'diao'yi 诗云神之吊矣
'shi'yun'tu'wei 是孕图纬
'shi'yun'wei'ci'jian'shu 诗云畏此简书
'shi'yun'wei'zhang'yu'tian 诗云为章于天
'shi'yun'you'ming'zi'tian 诗云有命自天
'shi'za'er'bu'yue'zhe'ye 使杂而不越者也
'shi'za'xian'xin 诗杂仙心
'shi'zai'bi 史载笔
'shi'zai'jiang'tan 事在奖叹
'shi'zai'ping'guan 识在瓶管
'shi'zan'jing'ke 始赞荆轲
'shi'zao'dui'wen 始造对问
'shi'ze'zhu'bai'yi'xin'er'tong'zhen 是则竹柏异心而同贞
'shi'zhao'ban'zhang 始肇半章
'shi'zhao'su'qin 史赵苏秦
'shi'zhao'xuan'huang 史肇轩黄
'shi'zhao'zhi'qie'zhe 实诏之切者
'shi'zhe 势者
'shi'zhe 史者
'shi'zhe 式者
'shi'zhe 诗者
'shi'zhen'jiao'liao 世珍鹪鹩
'shi'zhen'sou'fu 师箴瞍赋
'shi'zheng'er'mo'qi 始正而末奇
'shi'zhi'gang'zhong 世执刚中
'shi'zhi'gao'er'wen'wei'yi 实志高而文伟矣
'shi'zhi'gao'xiang 事止告飨
'shi'zhi'he'yu'yi 石之合玉矣
'shi'zhi'ji'ye 使之记也
'shi'zhi'li'sheng 事止丽牲
'shi'zhi'que'wen 史之阙文
'shi'zhi'wei'cai'ye 士之为才也
'shi'zhi'wei'sheng 史职为盛
'shi'zhi'wu'duan 视之无端
'shi'zhi'yi'cao'mo 始之以曹沫
'shi'zhi'you'cun 史职犹存
'shi'zhi'yuan'yi 失之远矣
'shi'zhi'ze'jin'hui 视之则锦绘
'shi'zhi'zun'ji 施之尊极
'shi'zhi'zuo'zhe 世之作者
'shi'zhong'li'sui'fan 使众理虽繁
'shi'zhong'qi'mei 实锺其美
'shi'zhu'yan'zhi 诗主言志
'shi'zhui'jin'cui'yu'zu'jing 是缀金翠于足胫
'shi'zi'bu'ke'yi'ye 势自不可异也
'shi'zi'zhong'fu 事资中孚
'shi'zi'zhou'pu 事资周普
'shi'zong'liu'yi 诗总六义
'shi'zu'yi'rui'wen'zuan'ye 世祖以睿文纂业
'shou'fa'qi'cai 首发奇采
'shou'ming'yu'shi'ren 受命于诗人
'shou'wei'yi'ti 首尾一体
'shou'wei'zhou'mi 首尾周密
'shou'yin'dian'mo 首胤典谟
'shou'yin'qing'ben 首引情本
'shou'zhi'qi'fa 首制七发
'shu'bao'wu'jiu 庶保无咎
'shu'bei'shu'wang'zhe 树碑述亡者
'shu'bi'tong'wen 书必同文
'shu'bi'yi'qiao 属笔易巧
'shu'bi'zhuo'yu'xin'sheng 数必酌于新声
'shu'biao'qi'guan 书标七观
'shu'bu'qi'yan 舒布其言
'shu'cai'fu'sheng 属采附声
'shu'cai'ke'guan 殊采可观
'shu'cheng'chi'tian'zhi'ming 书称敕天之命
'shu'ci'wei'ti 树辞为体
'shu'ci'wu'fang 属辞无方
'shu'dao'yan'zhi 述道言治
'shu'de'jian'yan 树德建言
'shu'en'rong 述恩荣
'shu'er'you'bian 疏而有辨
'shu'feng'qi'ji 数逢其极
'shu'gu'yu'xun'dian'zhi'qu 树骨于训典之区
'shu'han'yue'bi 属翰曰笔
'shu'ji'di'er'shi'wu 书记第二十五
'shu'ji'fang'tong 枢机方通
'shu'jian'ming'fa 术兼名法
'shu'jie'mi'sheng 书介弥盛
'shu'jing'xu'li'yue'lun 述经叙理曰论
'shu'jing'yue'chuan 述经曰传
'shu'li'ju 述离居
'shu'miu'shao'xin 疏谬少信
'shu'pi'lun'zhi'xiang'yi 叔皮论之详矣
'shu'pin'za'lei 庶品杂类
'shu'qi'jue'duan'yi'xiang'jue 书契决断以象夬
'shu'qing'bi'xian 述情必显
'shu'sheng'er'he'xiang 殊声而合响
'shu'sheng'tong'jing 述圣通经
'shu'shi'ji'yan 书实记言
'shu'shi'jiu'min 树石九旻
'shu'shi'pi'yue 树石埤岳
'shu'sun'ding'qi'rong'dian 叔孙定其容典
'shu'tiao'bu'ye 疏条布叶
'shu'tong'er'wen'dun 术通而文钝
'shu'tong'huai'bi'yi'zhuan'ye 叔通怀笔以专业
'shu'wen'de 述文德
'shu'wen'zai'shi 舒文载实
'shu'wu'fen'lun 庶务纷纶
'shu'wu'zai'zheng 庶务在政
'shu'xi'mai'bing'zhi'lei 束皙卖饼之类
'shu'xing'xu'zhi 述行序志
'shu'ye 束也
'shu'ye 舒也
'shu'ye'han'qi'run 叔夜含其润
'shu'ye'jun'xia 叔夜俊侠
'shu'ye'zhi'bian'sheng 叔夜之辨声
'shu'ye'zhi'zeng'xing 叔夜之赠行
'shu'yi'chi'er 书以尺二
'shu'yi'guo'hua 书亦国华
'shu'yi'qi'liang'yu'lu'ren 叔仪乞粮于鲁人
'shu'yong'shi'zai 书用识哉
'shu'yue'wu'zang 疏瀹五藏
'shu'yun'ci'shang'ti'yao 书云辞尚体要
'shu'yun'neng'mian 孰云能免
'shu'za'yun'he 树杂云合
'shu'zai'jiu'e 术在纠恶
'shu'ze'qian'li 疏则千里
'shu'zhe 术者
'shu'zhe 疏者
'shu'zhe'yue'ming 述者曰明
'shu'zhe'zong'yan 述者宗焉
'shu'zhi'feng'sheng 树之风声
'shu'zhi'liang'ying 树之两楹
'shu'zhi'wei'ben 述志为本
'shu'zhi'wei'ti 书之为体
'shu'zhong'suo'dong 枢中所动
'shuai'ran'dui'er 率然对尔
'shuang'bi'kong'ci'zhe'ye 双比空辞者也
'shuang'sheng'ge'zi'er'mei'chuan 双声隔字而每舛
'shui'gui'qi'he 水归其壑
'shui'qi'shi'zhi 谁其尸之
'shui'ting'yi'jian 水停以鉴
'shui'yue'yi'fen 谁曰易分
'shun'chou'wu'ren 舜畴五人
'shun'liu'er'zuo 顺流而作
'shun'mei'kuang'e 顺美匡恶
'shun'ming'ba'yuan 舜命八元
'shun'ming'zi'yi 顺命资移
'shun'yin'er'cang'ji 顺阴而藏迹
'shun'ying'tu'yan 舜英徒艳
'shun'yong'nan'feng 舜咏南风
'shun'zao'nan'feng'zhi'shi 舜造南风之诗
'shun'zhi'ci'tian'yun 舜之祠田云
'shuo'duo'ze'zi'sun'qian'yi 说多则子孙千亿
'shuo'er'fei'qian 说尔飞钳
'shuo'feng'dong'qiu'cao 朔风动秋草
'shuo'xiao'er'bu'cong 说孝而不从
'shuo'yu'guai 说迂怪
'shuo'zhe 说者
'shuo'zhe'shuo'yu 说者说语
'shuo'zhi'shan'zhe 说之善者
'si'bian'qun'shen 祀遍群神
'si'bing'bu'zu'yu'cai'si 斯并不足于才思
'si'bing'hong'cai'zhi'huan'yu 斯并鸿裁之寰域
'si'bu'huan'zhou 思不环周
'si'gai'bie'shi'zhi'yuan'shi 斯盖别诗之原始
'si'gu'qing'qu'zhi'zhi'gui 斯固情趣之指归
'si'gu'xuan'xian'yao'shu'ye 斯固选贤要术也
'si'gu'zong'hui'zhi'wei'nan'ye 斯固总会之为难也
'si'guan'qi'zheng 四观奇正
'si'hai'ju'you 四海俱有
'si'he'fu'qi 思合符契
'si'ji'gong'gua 思积功寡
'si'jia'ju'yi'fang'jing 四家举以方经
'si'jiao'suo'xian 四教所先
'si'jie'qian'zai 思接千载
'si'jin'er'yuan 似近而远
'si'lei'shen'zhong 斯类甚众
'si'li'shi'yan 思理实焉
'si'lue'ju'ren'shi 斯略举人事
'si'ma'bu'za 丝麻不杂
'si'ma'zhi'zhi'yi'huo'qian 司马芝之议货钱
'si'mo'jing'dian 思摹经典
'si'nai'hua'gan'zhi'ben'yuan 斯乃化感之本源
'si'nai'jiu'zhang'zhi'yi'ji 斯乃旧章之懿绩
'si'nai'yan'yu'zhi'ti'mao 斯乃言语之体貌
'si'nai'zong'miao'zhi'zheng'ge 斯乃宗庙之正歌
'si'nan'er'shi'wu'ta'shu'ye 似难而实无他术也
'si'qi'bian'wu'zhi'yao'zai 斯岂辩物之要哉
'si'qi'yao'ye 斯其要也
'si'qia'shi'gao 思洽识高
'si'qiu'cheng'yi 驷虬乘鹥
'si'shan'yi'zhi'qiong'shu 似善弈之穷数
'si'shan'zhe'shan'fu 思赡者善敷
'si'shi'biao'bing 四始彪炳
'si'shi'guang'yu'xiao'wen 四时广于孝文
'si'shi'guo'ban 思实过半
'si'shi'jiu'pian'er'yi 四十九篇而已
'si'shi'qing'e'zhi'suo'bian 斯实情讹之所变
'si'shi'zhi'dong'wu'shen'yi 四时之动物深矣
'si'shi'zhi'zhi 四始之至
'si'shi'zhong'ren'zhi'chang'zi 斯实中人之常资
'si'shu'ji'xing 斯术既行
'si'tian'zhi'zhuang'guan'yi 祀天之壮观矣
'si'tiao'dan'fu 四调单复
'si'wang'yi'shi'jiong'yi'jia 思王以势窘益价
'si'wen'zhi'xing 斯文之兴
'si'wu'ding'qi 思无定契
'si'wu'ding'wei 思无定位
'si'xia'ren'zheng'gong'shi 似夏人争弓矢
'si'xian'bo'lian 四贤博练
'si'xian'ke'shan 思闲可赡
'si'xiang'jing'yi'yi'qu'yin 四象精义以曲隐
'si'xu'ge'yi 思绪各异
'si'yan'guang'yu'xia'nian 四言广于夏年
'si'yan'yi'dian 斯言一玷
'si'yan'zhi'dian 斯言之玷
'si'yi'wei'qi'zhi'yi'fang'ye 斯亦卫气之一方也
'si'yong'gui'bo 思庸归亳
'si'you'bu'jing'zhi'huan 斯又不精之患
'si'you'chi'du'zhi'pian'cai'ye 斯又尺牍之偏才也
'si'you'xiao'zhi'zhi'qu'zhen 斯又小制之区畛
'si'yue'jie'chi 四曰戒敕
'si'yue'xian'fu 四曰显附
'si'yue'yi 四曰议
'si'ze'de'bai'shi'zhi'hua'cai 斯则得百氏之华采
'si'ze'gua'wen'zhi'bing'ye 斯则寡闻之病也
'si'ze'ye'song'zhi'bian'ti 斯则野诵之变体
'si'ze'yi'zhen'er'bu'hui 四则义贞而不回
'si'zhen'zhuo'hu'zhi'wen'zhi'jian 斯斟酌乎质文之间
'si'zhi'wei'ye 斯之谓也
'si'zhuan'zi'yuan 思转自圆
'si'zhui'si'zhi'heng'shu'ye 斯缀思之恒数也
'si'zi'mi'er'bu'cu 四字密而不促
'si'zong'ti'tang 嗣宗俶傥
'si'zong'zhi'yong'huai 嗣宗之咏怀
'song'chu'e'er'xin 宋初讹而新
'song'chu'wen'yong 宋初文咏
'song'dai'yi'cai 宋代逸才
'song'de'ming'xun 诵德铭勋
'song'fa'kua'tan 宋发夸谈
'song'hong'cheng'jian 宋弘称荐
'song'ju'qi'ji 颂居其极
'song'ke'yi'yan'li'wei'bao'zhu 宋客以燕砾为宝珠
'song'lai'mei'tan 宋来美谈
'song'ti'er'shi'yi 颂体而视仪
'song'ti'yi'lun'ci 颂体以论辞
'song'ying'ji'hui 送迎际会
'song'yu'feng'diao 宋玉风钓
'song'yu'gao'tang'yun 宋玉高唐云
'song'yu'han'cai 宋玉含才
'song'yu'jiao'cai'yu'feng'yun 宋玉交彩于风云
'song'yu'shen'nv'fu'yun 宋玉神女赋云
'song'yu'suo'yi'shang'bai'xue'ye 宋玉所以伤白雪也
'song'zan'di'jiu 颂赞第九
'song'zhe 颂者
'song'zhi'zhe'zu 宋置折俎
'song'zhu'gao'shen 颂主告神
'sou'xuan'gui'li 搜选诡丽
'su'che'dao'han 素车祷旱
'su'cheng'guai'tiao 俗称乖调
'su'gong'jie'wen 肃恭节文
'su'qi'bai'li 肃其百礼
'su'qi'zi'yang 素气资养
'su'qin'li'shuo'zhuang'er'zhong 苏秦历说壮而中
'su'qing'feng'jin 肃清风禁
'su'wang'shu'xun 素王述训
'su'xing'ye'chu 夙兴夜处
'suan'li'ji'shu 算历极数
'suan'qiang'ruo 算强弱
'sui'ao'fei'yin 虽奥非隐
'sui'bai'shi'ke'zhi'ye 虽百世可知也
'sui'ben'guo'xin 虽本国信
'sui'bian'er'li'gong'zhe'ye 随变而立功者也
'sui'bian'sheng'qu 随变生趣
'sui'bian'shi'hui 随变适会
'sui'bian'xiao'ren'xi 虽抃笑衽席
'sui'biao'lun'ming 虽标论名
'sui'bu'xie'yu'gu 虽不屑于古
'sui'cai'huo'qian'shen 虽才或浅深
'sui'chu'si'li'zhen 虽触思利贞
'sui'die'xiang'zu'shu 虽迭相祖述
'sui'ding'ai'wei'ci 虽定哀微辞
'sui'du'qian'fu 虽读千赋
'sui'duan'zhang'qu'yi 虽断章取义
'sui'fa'qi'qing'hua 虽发其情华
'sui'fei'ming'zhe 虽非明哲
'sui'fei'pang'qiu 虽非旁求
'sui'fei'rui'zuo 虽非睿作
'sui'fei'tai'xi'zhi'wan'shu 虽非胎息之万术
'sui'fu'dao'ji'shu'dan 虽复道极数殚
'sui'fu'lu'jia'ji'shen 虽复陆贾籍甚
'sui'fu'qi'hui'xiang'can 虽复契会相参
'sui'fu'qing'cai'mao'fa 虽复轻采毛发
'sui'fu'si'jing'qian'zai 虽复思经千载
'sui'ge'you'diao'cai 虽各有雕采
'sui'gu'jin'bei'yue 虽古今备阅
'sui'he'fu'ti 虽合赋体
'sui'hua'shi'yi'zhi 虽华实异旨
'sui'hui'jiang'jin'guo'zhi'li'fa 随会讲晋国之礼法
'sui'huo'qiao'yi 虽获巧意
'sui'ji'mian'miao 岁纪绵邈
'sui'jian'yan'xie'yang 虽奸阉携养
'sui'jie'min'li 岁借民力
'sui'jing'yi'qu'yin 虽精义曲隐
'sui'ju'zi'huo'shu 虽句字或殊
'sui'jun'zhi'jing'shi 遂捃摭经史
'sui'li'lv'cao'chuang 虽礼律草创
'sui'li'mian'ai 岁历绵暧
'sui'ling'de'er'chi'mai 虽令德而嗤埋
'sui'ling'wen'di'yi'wei'zun'jian'cai 遂令文帝以位尊减才
'sui'mei'fei'xiu'yi 虽美非秀矣
'sui'mei'shao'gong 虽美少功
'sui'ming'hu'tan'tu 虽明乎坦途
'sui'mo'shao'xia 虽摹韶夏
'sui'nai'ying'chang'zhi'bi 遂乃应瑒之鼻
'sui'nan'si'yi 虽难斯易
'sui'ning'jian'wu'lan 虽宁僭无滥
'sui'pi'ni'lin 虽批逆鳞
'sui'qian'qu'you'gong 虽前驱有功
'sui'qian'shen'bu'tong 虽浅深不同
'sui'qian'zai'er'wei'xia 虽千载而为瑕
'sui'qu'rong'jing'zhi 虽取熔经旨
'sui'rong'sang'shu'shi 虽戎丧殊事
'sui'san'tiao'zhi'zheng'sheng 虽三调之正声
'sui'shi'dai'yong'yi 随时代用矣
'sui'shi'fan'hua'sun'zhi 遂使繁华损枝
'sui'shi'ge'pei 随势各配
'sui'shi'jian'bai'ling 虽世渐百龄
'sui'shi'li'ti 随事立体
'sui'shi'shu'ya'yan 虽诗书雅言
'sui'shi'zhi'da'jiao'ye 岁时之大较也
'sui'shi'zhi'yi'yin'chi 虽始之以淫侈
'sui'shu'gu'shi 虽殊古式
'sui'shu'ke'zhu'yi'shou'yin 遂述客主以首引
'sui'tao'tao'feng'liu 虽滔滔风流
'sui'wan'qi'cai 虽玩其采
'sui'wei'hou'shi 遂为后式
'sui'wei'zu'guan 虽未足观
'sui'wen'bu'bi'you 虽文不必有
'sui'wen'fei'ba'qun 虽文非拔群
'sui'wen'li'shun'xu 虽文理顺序
'sui'wen'suo'yu 碎文琐语
'sui'wu'yan'fu 虽无严郛
'sui'xian'qiao'qu'zhi 虽纤巧曲致
'sui'xian'yi'qu'bian 虽纤意曲变
'sui'xian'zhang'wu'suan 虽宪章无算
'sui'xiang'chuan'qu'xue 虽湘川曲学
'sui'xiao'cheng'ji 虽小成绩
'sui'xing'shi'fen 随性适分
'sui'xuan'zhu'chu'zhe 虽轩翥出辙
'sui'yan'bi'wei'fen 虽言笔未分
'sui'yan'shi'mi'ru 虽沿世弥缛
'sui'yi'si'nan 虽易斯难
'sui'yi'wen'zhi'mo'pin 虽艺文之末品
'sui'yin'gu'shi 虽引古事
'sui'yin'suo'yu 随音所遇
'sui'yong'fu'er'jin'shi 虽庸夫而尽饰
'sui'you'bi'xian 虽幽必显
'sui'you'ci'gu 虽有次骨
'sui'you'duan'pian 虽有短篇
'sui'you'ju'wen 虽有巨文
'sui'you'jun'cai 虽有俊才
'sui'you'qi'wu 岁有其物
'sui'you'ri'xin 虽有日新
'sui'you'si'ma 虽有丝麻
'sui'you'tong'cai 虽有通才
'sui'you'xiao'qiao 虽有小巧
'sui'yu'ben'shai 虽逾本色
'sui'yu'qiu'wen 虽欲求文
'sui'yu'ri'yue'zheng'guang'ke'ye 虽与日月争光可也
'sui'yu'zi'sheng 虽欲訾圣
'sui'yuan'ze'tong'yi'nan'mi 岁远则同异难密
'sui'yue'piao'hu 岁月飘忽
'sui'yun'wei'gui 虽云未贵
'sui'yun'xing'shen 虽云性慎
'sui'zao'ci'dian'pei 虽造次颠沛
'sui'zhi'wen'bu'tong 虽质文不同
'sui'zhong'ni'er'nan'xing 随仲尼而南行
'sun'chu'hen'bi'er'song'fu 孙楚狠愎而讼府
'sun'chu'zhui'si 孙楚缀思
'sun'chuo'gui'xuan'yi'ju'bu 孙绰规旋以矩步
'sun'dan'hui 孙亶回
'sun'gan'zhi'bei 孙干之辈
'sun'sheng'gan'bao 孙盛干宝
'sun'sheng'yang'qiu 孙盛阳秋
'sun'wu'bing'jing 孙武兵经
'sun'zhi'cheng'gong'zhi'shu 孙挚成公之属
'suo'gui'wu'can 所贵无惭
'suo'jian'bu'bo 所见不博
'suo'shi'yi'duo 所失已多
'suo'wei'dong'xiang'er'wang 所谓东向而望
'suo'wei'jin'xiang'yu'zhi 所谓金相玉质
'suo'wei'ri'jin'qian'er'bu'yu 所谓日进前而不御
'suo'wei'shi'ren'li'ze'er'yue'yan 所谓诗人丽则而约言
'suo'wu'ge'yi 所务各异
'suo'xi'bu'tong 所习不同
'suo'yi'bai'jia'teng'yue 所以百家腾跃
'suo'yi'bai'pi'qi'xing 所以百辟其刑
'suo'yi'bian'zheng'ran'fou 所以辨正然否
'suo'yi'bu'diao'yi 所以不吊矣
'suo'yi'dui'yang'wang'ting 所以对扬王庭
'suo'yi'feng'shan'yi 所以封禅矣
'suo'yi'ge'dai'xiang'wang 所以隔代相望
'suo'yi'gong'ji'fang'huan 所以攻疾防患
'suo'yi'gu'lai'pian'ti 所以古来篇体
'suo'yi'ji'shi'shi'ye 所以记时事也
'suo'yi'jie'gao'liang'zhi'zi'ye 所以戒膏粱之子也
'suo'yi'jie'wen'ci'qi 所以节文辞气
'suo'yi'jing'chun'xian'pian 所以景纯仙篇
'suo'yi'jing'shen'qun'wu 所以敬慎群务
'suo'yi'li'cheng'er'han'yu'ye 所以历骋而罕遇也
'suo'yi'li'ling'ban'jie'yu'jian'yi'yu'hou'dai'ye 所以李陵班婕妤见疑于后代也
'suo'yi'lie'zai'yi'pian 所以列在一篇
'suo'yi'mei'sheng'de'er'shu'xing'rong'ye 所以美盛德而述形容也
'suo'yi'mi'zhu'yi'guo 所以秘祝移过
'suo'yi'ming'xian'qing'guo 所以明宪清国
'suo'yi'ming'zheng'shi'li 所以明正事理
'suo'yi'tai'chang'ju'xia 所以太常居下
'suo'yi'tong'ren'e'fan 所以通人恶烦
'suo'yi'wei'chu'biao'zhang 所以魏初表章
'suo'yi'wen'xie'yu'zhou'ren'ye 所以文谢于周人也
'suo'yi'xi'zhuo'min'xin 所以洗濯民心
'suo'yi'yi'zi'ti 所以一字体
'suo'yi'yin'qian'yu'shen'qi 所以寅虔于神祇
'suo'yi'ying'jie'qun'hou 所以应接群后
'suo'yi'yun'tian'shu 所以运天枢
'suo'yi'zhen'ming'gua'yong 所以箴铭寡用
'suo'yi'zhong'hu'xia'wei'ye 所以终乎下位也
'suo'zuo'bu'ke'xi'nan 所作不可悉难
'tai'chong'an'ren 太冲安仁
'tai'chong'dong'mo'er'heng'jin 太冲动墨而横锦
'tai'chu'zhi'ben'wu 太初之本无
'tai'ge'wei'shi 台阁为式
'tai'gong'yi'bian'diao'xing'zhou 太公以辨钓兴周
'tai'kang'bai'de 太康败德
'tai'shang'li'de 太上立德
'tai'shi'xue'tong 太史学童
'tai'zhu'suo'du 太祝所读
'tai'zu'yi'sheng'wu'ying'lu 太祖以圣武膺箓
'tan'huan'ze'zi'yu'xiao'bing 谈欢则字与笑并
'tan'jun'men'zhi'jiu'chong 叹君门之九重
'tan'ni'kuan'zhi'ni'zou 叹倪宽之拟奏
'tan'shi'er'xian'shuo'ye 探事而献说也
'tan'xiao'yi'yao'juan 谈笑以药倦
'tan'yi'wei'mei'tan 叹以为美谈
'tang'chen'bi'guan'ye 倘尘彼观也
'tang'ge'zai'xi 唐歌在昔
'tang'yu'liu'yu'dian'mo 唐虞流于典谟
'tang'yu'wen'zhang 唐虞文章
'tang'yu'zhi'shi 唐虞之世
'tang'yu'zhi'wen 唐虞之文
'tao'qi'yuan'liu 讨其源流
'tao'ran'suo'ning 陶染所凝
'tao'tao'meng'xia 滔滔孟夏
'tao'zhu'xing'qing 陶铸性情
'teng'bao'cai'bian 腾褒裁贬
