'a'ba'ye'ka'luo'ji'duo 阿巴耶卡罗笈多
'shang'gong'sheng'de'fa'wang'di'shuo 上宫圣德法王帝说
'shang'hai'fo'xue'shu'ju 上海佛学书局
'shang'hai'long'hua'gu'si 上海龙华古寺
'shang'hai'yu'kuan'shu 伤害与宽恕
'shang'hang'xian'yuan'tong'shan'yuan'tong'si 上杭县圆通山圆通寺
'shang'lan'shun 上蓝顺
'shang'qiu'xia'hua 上求下化
'shang'shan'da'jun 上山大峻
'shang'shi'xiang'ying'fa 上师相应法
'shang'tang 上堂
'shang'tian'tian'rui 上田天瑞
'shang'tian'yi'wen 上田义文
'shang'xia'hua'yan'si 上下华严寺
'shang'xia'mi'yuan 上下密院
'shang'xian 尚贤
'shang'xing'pu'sa 上行菩萨
'shang'yan 尚彦
'shang'you'yi'jue 尚有一诀
'shang'yuan'si 上院寺
'shang'zhi'bian 尚直编
'shang'zuo 上座
'shang'zuo'bu 上座部
'shang'zuo'he'zai 上座何在
'shao'guang'tian 少光天
'shao'jing'tian 少净天
'shao'kang 少康
'shao'lin'si 少林寺
'shao'shan'gen 少善根
'shao'shi'liu'men'ji 少室六门集
'shao'shi'yi'shu 少室逸书
'shao'yu'zhi'zu 少欲知足
'shao'zhou'fa'hai 韶州法海
'she 舍
'she'a'pi'da'mo'yi'lun 摄阿毗达磨义论
'she'da'cheng'lun 摄大乘论
'she'gen 舌根
'she'jie 舍戒
'she'jie'luo'cheng 奢羯罗城
'she'li 舍利
'she'li'fu 舍利弗
'she'li'fu'a'pi'tan'lun 舍利弗阿毗昙论
'she'li'fu'wen'jing 舍利弗问经
'she'lun'shi 摄论师
'she'qu 摄取
'she'shen 舍身
'she'shi'pai 舍世派
'she'wei'cheng 舍卫城
'she'xin'si 攝心寺
'she'zhen'shi'lun 摄真实论
'shen'bu'ke'ce 深不可测
'shen'fo'fen'li 神佛分离
'shen'fo'xi'he 神佛习合
'shen'gen 身根
'shen'gong'si 神宫寺
'shen'hu'si 神护寺
'shen'me'yuan'chou 什么冤仇
'shen'mie'lun'zhi'zheng 神灭论之争
'shen'nong'chang'cha 神农尝茶
'shen'seng'chuan 神僧传
'shen'sha'da'jiang 深沙大将
'shen'shen'guan 甚深观
'shen'sheng'de'sheng'huo 神圣的生活
'shen'shi 身识
'shen'shu'wen 申书文
'shen'tong 神通
'shen'tong'si 神通寺
'shen'xiang 审祥
'shen'xin'zi'zai 身心自在
'shen'yang'bo're'si 沈阳般若寺
'shen'yang'guang'fu'si 沈阳广福寺
'shen'yang'long'quan'si 沈阳龙泉寺
'shen'ye 身业
'shen'zhi'xie'hui 神智协会
'shen'zi'zu 神子族
'sheng 生
'sheng'chang 省常
'sheng'chao'po'xie'ji 圣朝破邪集
'sheng'chen'de'dao 声尘得道
'sheng'chi'si 胜持寺
'sheng'de 生得
'sheng'de'shan 生得善
'sheng'de'tai'zi 圣德太子
'sheng'fa'ji'fen'yi'zi'jie'tuo 胜法寂忿意自解脱
'sheng'fan 生饭
'sheng'fo'yi'ru 生佛一如
'sheng'huo'de'ceng'mian 生活的层面
'sheng'ji'wu'sheng 生即无生
'sheng'jiao'liang 圣教量
'sheng'jiao'xu 圣教序
'sheng'jie 胜解
'sheng'jie'tuo'jun 圣解脱军
'sheng'kai 圣开
'sheng'lin'yuan 胜林院
'sheng'lun 胜论
'sheng'man'jing 胜鬘经
'sheng'mie 生灭
'sheng'mie'men 生灭门
'sheng'ming 声明
'sheng'ming'de'li'wu 生命的禮物
'sheng'ming'de'shi'xian 生命的实现
'sheng'nian 省念
'sheng'quan'si 圣泉寺
'sheng'shou'si 圣寿寺
'sheng'si 生死
'sheng'si'ji'nie'pan 生死即涅槃
'sheng'si'you'ta 生死由他
'sheng'tian 生天
'sheng'tian'wang'bo're'bo'luo'mi'jing 胜天王般若波罗蜜经
'sheng'wen 声闻
'sheng'wu'tian'huang 圣武天皇
'sheng'xiang 生像
'sheng'xiang 生相
'sheng'yan 圣严
'sheng'yi 胜义
'sheng'yin 圣印
'sheng'yong 圣勇
'sheng'you'si 圣佑寺
'sheng'yuan'er'ci'di 生圆二次第
'sheng'yuan'si 圣源寺
'sheng'zhe'shi'man 胜者时鬘
'sheng'zi'shi'xiang'yi 声字实相义
'sheng'zong'shi'ju'yi'lun 胜宗十句义论
'sheng'zuo 陞座
'shi 识
'shi 师
'shi'ba'bu'gong'fa 十八不共法
'shi'ba'da'jing 十八大经
'shi'ba'jie 十八界
'shi'ba'kong 十八空
'shi'ba'kong'lun 十八空论
'shi'ba'luo'han 十八罗汉
'shi'ba'qi'yin 十八契印
'shi'ba'shen'bian 十八神变
'shi'ba'tan'lin 十八檀林
'shi'ba'wu 十八物
'shi'ba'yi'jin'xing 十八意近行
'shi'ba'you'xue 十八有学
'shi'ba'yuan'man 十八圆满
'shi'bi'shou'xing'fu 施比受幸福
'shi'bian'chu 十遍处
'shi'bo'luo'mi 十波罗蜜
'shi'bu'er'men 十不二门
'shi'bu'er'men'zhi'yao'chao 十不二门指要钞
'shi'cha'mo'na 式叉摩那
'shi'cha'nan'tuo 实叉难陀
'shi'chan'bo'luo'mi'ci'di'fa'men 释禅波罗蜜次第法门
'shi'cheng 世诚
'shi'cheng'guan'fa 十乘观法
'shi'chong'jie 十重戒
'shi'chong'jin'jie 十重禁戒
'shi'chong'wei'shi 十重唯识
'shi'chui'qing'hui 矢吹庆辉
'shi'da'si 十大寺
'shi'da'yuan 十大愿
'shi'dao 示导
'shi'de 拾得
'shi'di 十地
'shi'di 师弟
'shi'di'ji'bao 十地寄报
'shi'di'jing'lun 十地经论
'shi'di'jing'lun'yi'ji 十地经论义记
'shi'dian'yan'luo 十殿阎罗
'shi'ding 十定
'shi'ding'fo'jiao 室町佛教
'shi'dou'la'ba'de'luo 史都拉跋得罗
'shi'e'gui'hui 施饿鬼会
'shi'er'chu 十二处
'shi'er'e'lv'yi 十二恶律仪
'shi'er'fen'jiao 十二分教
'shi'er'gong 十二宫
'shi'er'lei'sheng 十二类生
'shi'er'men'lun 十二门论
'shi'er'men'lun'shu 十二门论疏
'shi'er'shen'jiang 十二神将
'shi'er'shou 十二兽
'shi'er'tian 十二天
'shi'er'tou'tuo'xing 十二头陀行
'shi'er'yuan'qi 十二缘起
'shi'er'yuan'sheng'xiang'rui'jing 十二缘生祥瑞经
'shi'fa'jie'chao 十法界钞
'shi'fa'xing 十法行
'shi'fo 十佛
'shi'fo 石佛
'shi'fo'ming 十佛名
'shi'fu'tui'zi 师父腿子
'shi'gu'shi'nv'ren 师姑是女人
'shi'gui 士珪
'shi'hang 十行
'shi'hao 师号
'shi'hou'hui 十后悔
'shi'hu 施护
'shi'hui'xiang 十回向
'shi'ji'lun'dao 诗偈论道
'shi'jia'fa 释迦法
'shi'jia'fang'zhi 释迦方志
'shi'jia'luo'yue'liu'fang'li'jing 尸迦罗越六方礼经
'shi'jia'mou'ni'fo'jiao'hua'de'yi'sheng 释迦牟尼佛教化的一生
'shi'jia'mou'ni'fo'mie'yi'qie'e'qu'wang'zhou 释迦牟尼佛灭一切恶趣王咒
'shi'jia'mou'ni'fo'qi'qing'ji'sheng'hao 释迦牟尼佛祈请及圣号
'shi'jia'mou'ni'fo'xin'zhou 释迦牟尼佛心咒
'shi'jia'mou'ni'ru'lai'xiang'fa'mie'jin'zhi'ji 释迦牟尼如来像法灭尽之记
'shi'jia'pu 释迦谱
'shi'jia'zhuang'shi'qiao'xi'qu'dong'liang'xiang'san'sheng'si 石家庄市桥西区东良厢三圣寺
'shi'jian 世间
'shi'jian'de'he 时间的河
'shi'jian'he'ai'de'gu'shi 时间和爱的故事
'shi'jian'xiang'wei'guo 世间相违过
'shi'jiao'li'xi 示教利喜
'shi'jie 世界
'shi'jie 十戒
'shi'jie 十界
'shi'jie'fo'jiao'qing'nian'hui 世界佛教青年会
'shi'jie'fo'jiao'tu'you'yi'hui 世界佛教徒友谊会
'shi'jie'hai 世界海
'shi'jie'hu'ju 十界互具
'shi'jie'tuo 时解脱
'shi'jie'zong'jiao'yan'jiu'suo 世界宗教研究所
'shi'jie'zong'jiao'yan'jiu'yuan 世界宗教研究院
'shi'jing 石经
'shi'jing'du'seng 试经度僧
'shi'jiu'zhi'jin'gang 十九执金刚
'shi'jue 始觉
'shi'ku'an 石窟庵
'shi'ku'si 石窟寺
'shi'ku'si'yuan 石窟寺院
'shi'li 十力
'shi'li'fo'shi 室利佛逝
'shi'li'ji'duo 室利笈多
'shi'li'luo'duo 室利逻多
'shi'li'sha'shu 尸利沙树
'shi'liang'lun 释量论
'shi'liu'da'guo 十六大国
'shi'liu'guan 十六观
'shi'liu'luo'han 十六罗汉
'shi'liu'te'sheng'guan 十六特胜观
'shi'liu'xing'xiang 十六行相
'shi'liu'zhi'jin'gang 十六执金刚
'shi'lun'cheng 时轮乘
'shi'lun'da'te'luo 时轮怛特罗
'shi'lun'jin'gang'fa 时轮金刚法
'shi'lun'jin'gang'xin'zhou 时轮金刚心咒
'shi'luo'cha'nv 十罗剎女
'shi'luo'di'ping'xian 失落地平线
'shi'men'bian'huo'lun 十门辩惑论
'shi'men'gui'jing'yi 释门归敬仪
'shi'men'wen'zi'chan 石门文字禅
'shi'men'zhang'fu'yi 释门章服仪
'shi'men'zheng'tong 释门正统
'shi'ming 十明
'shi'mo'he'bo're'bo'luo'mi'jing'jue'yi'san'mei 释摩诃般若波罗蜜经觉意三昧
'shi'mo'he'yan'lun 释摩诃衍论
'shi'nian 十念
'shi'nian 失念
'shi'nian'chu 十念处
'shi'nian'ye'cheng 十念业成
'shi'niu'tu 十牛图
'shi'nv 石女
'shi'pi'wang 尸毗王
'shi'po 湿婆
'shi'pu'si 十普寺
'shi'qi'da'fan 尸弃大梵
'shi'qi'fo 尸弃佛
'shi'qi'tiao'xian'fa 十七条宪法
'shi'qin 世亲
'shi'ru'shi 十如是
'shi'san'shi'fa 十三事法
'shi'san'zhe'nan 十三遮难
'shi'san'zi'ju'yi 十三资具衣
'shi'shan 十善
'shi'shan'ben'yuan'si 石山本愿寺
'shi'shan'fa'yu 十善法语
'shi'shan'he'zhan 石山合战
'shi'shan'hui 十善会
'shi'shan'ye'dao'jing 十善业道经
'shi'she'zu'lun 施设足论
'shi'shen 十身
'shi'shen'fa'xiu'chi'yi'gui 施身法修持仪轨
'shi'shen'zu'lun 识身足论
'shi'sheng'xing 十胜行
'shi'shi 释氏
'shi'shi 食时
'shi'shi 十世
'shi'shi 十师
'shi'shi 施食
'shi'shi'fa'wu'shi'song 事师法五十颂
'shi'shi'fei'fa 十事非法
'shi'shi'ji'gu'lue 释氏稽古略
'shi'shi'kai'shi 十事开示
'shi'shi'liu'tie 释氏六帖
'shi'shi'tong'jian 释氏通鉴
'shi'shi'yao'lan 释氏要览
'shi'shuang'chu'yuan'chan'shi'yu'lu 石霜楚圆禅师语录
'shi'si 氏寺
'shi'si'bian'hua'xin 十四变化心
'shi'si'gen'ben'duo 十四根本堕
'shi'si'guo'lei 十四过类
'shi'si'wu'ji 十四无记
'shi'song'lv 十诵律
'shi'su 世俗
'shi'tai'an 石泰安
'shi'tao 石涛
'shi'tou'lu'hua 石头路滑
'shi'tou'shan 狮头山
'shi'tou'shi'hou 石头狮吼
'shi'wan'bai'long 十万白龙
'shi'wan'ge'song 十万歌颂
'shi'wang 十王
'shi'wu'bian'chu'tian 识无边处天
'shi'wu'gong'chan'shi'yu'lu 石屋珙禅师语录
'shi'wu'jin'cang 十无尽藏
'shi'wu'wei 施无畏
'shi'wu'zun 十五尊
'shi'xian 实贤
'shi'xiang 事相
'shi'xiang 实相
'shi'xiao'zhou 十小咒
'shi'xie'shi'zheng 是邪是正
'shi'xin 十信
'shi'xing'zong 始兴宗
'shi'xuan 十玄
'shi'yao'yuan 施药院
'shi'ye'dao 十业道
'shi'ye'fa'yao 十夜法要
'shi'ye'zhang 释业障
'shi'yi'jing 失译经
'shi'yi'mian'guan'yin 十一面观音
'shi'yi'mian'guan'yin'gen'ben'zhou 十一面观音根本咒
'shi'you 世友
'shi'yu 世愚
'shi'yu'guan 十喻观
'shi'yuan 誓愿
'shi'yuan'man 十圆满
'shi'zhai 十斋
'shi'zhe 侍者
'shi'zhong 释种
'shi'zhong'shan'shi'ku 石钟山石窟
'shi'zhong'yi 十种衣
'shi'zhu 十住
'shi'zhu'pi'po'sha'lun 十住毗婆沙论
'shi'zhu'xin 十住心
'shi'zhu'xin'lun 十住心论
'shi'zi 食子
'shi'zi'fen'xun'san'mei 师子奋迅三昧
'shi'zi'hou 师子吼
'shi'zi'lin 狮子林
'shi'zi'shan'pai 师子山派
'shi'zi'shi'shen'me'zuo 虱子是什么做
'shi'zi'shi'shen'me'zuo'de 虱子是什么做的
'shi'zi'zai'wang'fo 世自在王佛
'shi'zi'zuo 师子座
'shi'zong 时宗
'shi'zui'shan'yin'shan'si 石嘴山银善寺
'shi'zun'de'dan'sheng'dao'nie'pan 世尊的诞生到涅槃
'shi'zun'de'gu'shi 释尊的故事
'shi'zun'wu'yu 释尊物语
'shou 受
'shou'chu 守初
'shou'duan 守端
'shou'duan'shi'mian 守端失眠
'shou'hu'da'qian'guo'tu'jing 守护大千国土经
'shou'hu'guo'jie'zhang 守护国界章
'shou'hu'guo'jie'zhu'tuo'luo'ni'jing 守护国界主陀罗尼经
'shou'hu'jing'fa 守护经法
'shou'ji 授记
'shou'jie 受戒
'shou'jin 手巾
'shou'jue 守觉
'shou'leng'yan'san'mei'jing 首楞严三昧经
'shou'liang 寿量
'shou'ning'si 寿宁寺
'shou'pei 守培
'shou'pu'sa'jie'yi 受菩萨戒仪
'shou'pu'ti'xin'jie'yi 受菩提心戒仪
'shou'ri'fa 受日法
'shou'ti 受体
'shou'tuo 守脱
'shou'wen 守温
'shou'ye'fang'ya 狩野芳崖
'shou'ye'yuan'xin 狩野元信
'shou'yong'shen 受用身
'shou'yong'tu 受用土
'shou'yu 首愚
'shou'zun 寿尊
'shou'zuo 首座
'shu'le'guo 疏勒国
'shu'lun 数论
'shu'ti'ga 树提伽
'shu'xi'guan 数息观
'shu'xiang'si 殊像寺
'shu'yi 竖义
'shu'yu'ying 输与赢
'shu'zhu 数珠
'shuang'lin'fu'xi 双林傅翕
'shuang'lin'si 双林寺
'shuang'lun 双论
'shuang'ta'si 双塔寺
'shuang'xi'si 双溪寺
'shuang'yue'hui 霜月会
'shui'che'yuan'li 水车原理
'shui'de'zui'guo 谁的罪过
'shui'guan 水观
'shui'jing'jing 水晶镜
'shui'lian 睡莲
'shui'ling'long 水玲珑
'shui'liu'li 水琉璃
'shui'lu'fa'hui 水陆法会
'shui'ning'si'mo'ya'zao'xiang 水宁寺摩崖造像
'shui'qu'zhu'chi 谁去主持
'shui'shi'chan'shi 谁是禅师
'shui'shi'hou'ren 谁是后人
'shui'shu'fu'ru 谁束缚汝
'shui'tian 水天
'shui'xiang'guan 水想观
'shui'xing'shui'kuang 谁醒谁狂
'shui'ye'hong'yuan 水野弘元
'shui'ye'mei'xiao 水野梅晓
'shui'yue 水月
'shui'yue'guan'yin 水月观音
'shui'zang 水葬
'shui'zhi'dao'ni 谁知道你
'shun'mu'shi'yi 瞬目视伊
'shun'qi'zi'ran 顺其自然
'shun'san'fen'shan 顺三分善
'shun'yuan 顺缘
'shun'zheng'li'lun 顺正理论
'shun'zhong'lun 顺中论
'shuo'chu'shi'bu 说出世部
'shuo'cu'shuo'xi 说粗说细
'shuo'fa 说法
'shuo'jia'bu 说假部
'shuo'jiu'jing'fa 说究竟法
'shuo'tong 说通
'shuo'yi'qie'you'bu 说一切有部
'si 思
'si 死
'si'a'han'jing 四阿含经
'si'an'le'xing 四安乐行
'si'bai'lun 四百论
'si'bai'si'bing 四百四病
'si'ben'wan'ya 寺本婉雅
'si'bi'guan'yin'liu'zi'da'ming'zhou 四臂观音六字大明咒
'si'bi'liang 似比量
'si'bo'luo'yi'fa 四波罗夷法
'si'bu'cheng'guo 四不成过
'si'bu'ding 四不定
'si'bu'si'yi 四不思议
'si'cang 四藏
'si'chan 四禅
'si'chan'tian 四禅天
'si'chen 四尘
'si'cheng'guan'zhi 四乘观智
'si'chong'chu'ti 四重出体
'si'chong'er'di 四重二谛
'si'da 四大
'si'da'he 四大河
'si'da'jie 四大节
'si'da'ming'shan 四大名山
'si'da'sheng'wen 四大声闻
'si'dao 四道
'si'de 四德
'si'di 四谛
'si'di'lun 四谛论
'si'du'jia'xing 四度加行
'si'e 四轭
'si'e'dao 四恶道
'si'en 四恩
'si'er'fu'huo 死而复活
'si'fa 嗣法
'si'fa'jie 四法界
'si'fa'san'yuan 四法三愿
'si'fei'tuo 四吠陀
'si'fen 四分
'si'fen'lv 四分律
'si'fen'lv'han'zhu'jie'ben 四分律含注戒本
'si'fen'lv'kai'zong'ji 四分律开宗记
'si'fen'lv'shan'bu'sui'ji'jie'mo 四分律删补随机羯磨
'si'fen'lv'shu 四分律疏
'si'fen'lv'xing'shi'chao 四分律行事钞
'si'fen'lv'xing'shi'chao'zi'chi'ji 四分律行事钞资持记
'si'fen'seng'jie'ben 四分僧戒本
'si'fo 四佛
'si'ge 寺格
'si'ge'ge'yan 四箇格言
'si'ge'lao'po 四个老婆
'si'ge'zhang 寺格帐
'si'gui'yi 四归依
'si'hao 寺号
'si'hong'shi'yuan 四弘誓愿
'si'hu 寺户
'si'huan'xi 四欢喜
'si'ji'da 四记答
'si'ji'guan'ding 四级灌顶
'si'jia 寺家
'si'jia'xing 四加行
'si'jia'yu'lu 四家语录
'si'jian 四见
'si'jiao 四教
'si'jiao'si'men 四教四门
'si'jiao'yi 四教义
'si'jie 四劫
'si'jing'ding 四净定
'si'ju'bai'fei 四句百非
'si'ju'fen'bie 四句分别
'si'kong'shan 司空山
'si'ku 死苦
'si'liang'bu'si'liang 思量不思量
'si'liao'jian 四料简
'si'ling 寺领
'si'lu 丝路
'si'lun 四论
'si'lun'pai 四论派
'si'lv'wu'lun 四律五论
'si'ma'da'deng 司马达等
'si'man'xiang'da 四曼相大
'si'man'xiang'ji 四曼相即
'si'men 四门
'si'men 寺门
'si'men'ta 四门塔
'si'men'you'guan 四门游观
'si'ming 司命
'si'ming'pai 四明派
'si'ming'shan 四明山
'si'ming'shi'yi'shu 四明十义书
'si'ming'zun'zhe'jiao'xing'lu 四明尊者教行录
'si'mo 四魔
'si'nan 四难
'si'neng'po 似能破
'si'nian'chu 四念处
'si'nian'de'gu'shi 思念的故事
'si'nu 寺奴
'si'pu'sa 四菩萨
'si'qin'jin'pu'sa 四亲近菩萨
'si'qing'zheng'wen 寺请证文
'si'qu 四取
'si'ru'shi'zhi 四如实智
'si'sha'men'guo 四沙门果
'si'shan'gen'wei 四善根位
'si'she'chuan'zou 寺社传奏
'si'she'fa 四摄法
'si'she'feng'xing 寺社奉行
'si'she'pu'sa 四摄菩萨
'si'shen'zu 四神足
'si'sheng 四圣
'si'sheng 四生
'si'sheng'bai'jie 四生百劫
'si'sheng'di 四圣地
'si'sheng'zhong 四圣种
'si'shi 四食
'si'shi'ba'qing'jie 四十八轻戒
'si'shi'ba'yuan 四十八愿
'si'shi'er'xian'sheng 四十二贤圣
'si'shi'er'zhang'jing 四十二章经
'si'shi'ji 四誓偈
'si'shi'zhu 四识住
'si'shi'zuo'chan 四时坐禅
'si'shui'tu 四睡图
'si'tian'wang 四天王
'si'tian'wang'si 四天王寺
'si'tong'xing 四通行
'si'wang'tian 四王天
'si'wei'lue'yao'fa 思惟略要法
'si'wei'yi 四威仪
'si'wu'ai'bian 四无碍辩
'si'wu'liang'xin 四无量心
'si'wu'se'ding 四无色定
'si'wu'suo'wei 四无所畏
'si'xi'da'zang'jing 思溪大藏经
'si'xi'tan 四悉檀
'si'xian'liang 似现量
'si'xiang 四相
'si'xiang'si'guo 四向四果
'si'xiang'wei'yin 四相违因
'si'xing 四姓
'si'xun'si 四寻思
'si'yi 四依
'si'yi'fa 四依法
'si'yi'fan'tian'suo'wen'jing 思益梵天所问经
'si'yi'qu 四意趣
'si'yin 四印
'si'yin 寺印
'si'you 四有
'si'you'wei'xiang 四有为相
'si'yuan 四缘
'si'yuan 寺院
'si'yuan'ban 寺院版
'si'yuan'fa'du 寺院法度
'si'yun 似云
'si'ze'shuo 思择说
'si'zhai'ri 四斋日
'si'zhen 寺镇
'si'zheng'jing 四证净
'si'zheng'qin 四正勤
'si'zhi 四智
'si'zhong 四众
'si'zhong'da'te'luo 四种怛特罗
'si'zhong'fa 四种法
'si'zhong'hua'yan 四种华严
'si'zhong'man'tu'luo 四种曼荼罗
'si'zhong'quan 四种拳
'si'zhong'san'mei 四种三昧
'si'zhou 四洲
'si'zhu'qi 四住期
'si'zi'wu 寺子屋
'si'zong 四宗
'si'zong'jiu'guo 似宗九过
'si'zu'dao'xin 四祖道信
'si'zu'si 四祖寺
'song'ban'da'cang'jing 宋版大藏经
'song'ban'fo'dian 宋版佛典
'song'ben'wen'san'lang 松本文三郎
'song'bie 送别
'song'cang'yi'zhen 宋藏遗珍
'song'dai'fo'jiao 宋代佛教
'song'du'luo 松杜罗
'song'gao'seng'chuan 宋高僧传
'song'gu 颂古
'song'guang'si 松广寺
'song'lian 宋濂
'song'man'an 宋曼庵
'song'man'kong 宋满空
'song'shan 嵩山
'song'shan'si 松山寺
'song'yi'lun'ming'yue'gei'ta 送一轮明月给他
'song'yue'si 嵩岳寺
'song'yun 宋云
'song'yun'chan'shi 松云禅师
'song'zan'gan'bu 松赞干布
'song'zhu'si 嵩祝寺
'su'di 俗谛
'su'jiang 俗讲
'su'jiu'shan 苏九山
'su'li'shan 俗离山
'su'man'shu 苏曼殊
'su'men'da'la 苏门答腊
'su'mo 苏摩
'su'nan'jia'cuo'ren'bo'qie 苏南嘉措仁波切
'su'po'he 苏婆诃
'su'po'hu'tong'zi'jing 苏婆呼童子经
'su'shi 苏轼
'su'shi 素食
'su'te'guo 粟特国
'su'xi'di'jing 苏悉地经
'su'yao'jing 宿曜经
'su'zhou'sheng'tang'si 苏州圣堂寺
'su'zhu'tong 宿住通
'sui'dai'fo'jiao 隋代佛教
'sui'fan'nao 随烦恼
'sui'fang'pi'ni 随方毗尼
'sui'mian 随眠
'sui'su'jin'cai'lao'ju'shi'nian'fo'wang'sheng'quan'shi'de'xin'sheng 岁苏进才老居士念佛往生劝世的心声
'sui'xi 随喜
'sui'xin'xing 随信行
'sui'xing 随行
'sui'yi'bu'cheng'guo 随一不成过
'sui'yuan 随缘
'sui'yuan'zhen'ru 随缘真如
'sui'zi'yi'san'mei 随自意三昧
'sun'zhang'qing'yang 孙张清扬
'suo 所
'suo'bie'bu'ji'cheng'guo 所别不极成过
'suo'chi'duo 娑祇多
'suo'ga'luo'long'wang 娑伽罗龙王
'suo'li 所立
'suo'luo'shu 娑罗树
'suo'po 娑婆
'suo'shua'da'zang'jing 缩刷大藏经
'suo'xu'kong 锁虚空
'suo'yi 所依
'suo'yi'bu'cheng'guo 所依不成过
'suo'yuan 所缘
'suo'yuan'yuan 所缘缘
'suo'zhi'zhang 所知障
'ta 塔
'ta'er'si 塔尔寺
'ta'hua'zi'zai'tian 他化自在天
'ta'li 他力
'ta'luan'si 塔銮寺
'ta'shi'ku'er'gan 塔什库尔干
'ta'xin'tong 他心通
'ta'xin'zhi 他心智
'ta'yuan'si 塔院寺
'tai'an 泰安
'tai'cang'jie 胎藏界
'tai'cang'si'bu'yi'gui 胎藏四部仪轨
'tai'ge'er 泰戈尔
'tai'gu'zong 太古宗
'tai'guo'fo'jiao 泰国佛教
'tai'mi 台密
'tai'nei'wu'wei 胎内五位
'tai'ping'an 太平庵
'tai'ping'chan'si 太平禅寺
'tai'ping'xing'guo'si 太平兴国寺
'tai'shang'gan'ying'pian 太上感应篇
'tai'wai'wu'wei 胎外五位
'tai'wan'fo'jiao 台湾佛教
'tai'wan'zong'jiao'diao'cha 台湾宗教调查
'tai'xu 太虚
'tai'yuan'shuai'ming'wang 太元帅明王
'tai'yuan'si 太原寺
'tai'zuo 台座
'tan 贪
'tan'er 檀耳
'tan'hua 昙华
'tan'hua'yi'xian 昙花一现
'tan'jia'zhi'du 檀家制度
'tan'jin'wen'ji 镡津文集
'tan'jing'chuan'zong 坛经传宗
'tan'kuang 昙旷
'tan'lin 檀林
'tan'long 昙龙
'tan'luan 昙鸾
'tan'mo'jia'luo 昙摩迦罗
'tan'mo'mi'duo 昙摩密多
'tan'mo'nan'ti 昙摩难提
'tan'qian 昙迁
'tan'shi 弹誓
'tan'shui'de'bi'qiu 贪睡的比丘
'tan'te'shan 檀特山
'tan'wu'chen 昙无谶
'tan'wu'jie'pu'sa 昙无竭菩萨
'tan'wu'zui 昙无最
'tan'xi'si 檀溪寺
'tan'xiang 檀像
'tan'xuan 谈玄
'tan'yan 昙延
'tan'yao 昙曜
'tan'yi'chao 叹异钞
'tan'yun'shan 谭云山
'tan'zhe'si 潭柘寺
'tan'zhi 弹指
'tang'ben 塘奔
'tang'bing 糖饼
'tang'bo'hui'meng'bei 唐蕃会盟碑
'tang'da'he'shang'dong'zheng'chuan 唐大和上东征传
'tang'dai'fo'jiao 唐代佛教
'tang'dian'shan 汤殿山
'tang'ka 唐卡
'tang'shan'si 汤山寺
'tang'zhao'ti'si 唐招提寺
'tang'zhong'shou'zuo 堂中首座
'teng'jing'ri'da 藤井日达
'ti'fa 剃发
'ti'hu 醍醐
'ti'hu'si 醍醐寺
'ti'kong'guan 体空观
'ti'qi'fang'xia 提起放下
'ti'wei'bo'li'jing 提谓波利经
'tian 天
'tian'bu 天部
'tian'di'ba'yang'shen'zhou'jing 天地八阳神咒经
'tian'di'hui 天地会
'tian'er'tong 天耳通
'tian'gai 天盖
'tian'gong'si 天宫寺
'tian'gou 天狗
'tian'gu'du'gu 天鼓毒鼓
'tian'gu'lei'yin'fo 天鼓雷音佛
'tian'guan 天冠
'tian'hai 天海
'tian'hua'si 天华寺
'tian'ji 天机
'tian'jie'jue'lang'sheng'chan'shi'quan'lu 天界觉浪盛禅师全录
'tian'jie'si 天界寺
'tian'kong 天空
'tian'long 天龙
'tian'long'ba'bu 天龙八部
'tian'long'shan'shi'ku 天龙山石窟
'tian'long'si 天龙寺
'tian'long'si'pai 天龙寺派
'tian'mu'shan 天目山
'tian'mu'zhong'feng'guang'lu 天目中峰广录
'tian'ning'chan'si 天宁禅寺
'tian'ning'si 天宁寺
'tian'ping'xie'jing 天平写经
'tian'ran'ju'shi'huai'jing'tu'shi 天然居士怀净土诗
'tian'ran'shi'dao 天然释道
'tian'ren 天人
'tian'ru'he'shang'yu'lu 天如和尚语录
'tian'shang'tian'xia'wu'ru'fo 天上天下无如佛
'tian'sheng'bao'zao 天生暴躁
'tian'sheng'guang'deng'lu 天圣广灯录
'tian'tai'ba'jiao'da'yi 天台八教大意
'tian'tai'chuan'fo'xin'yin'ji 天台传佛心印记
'tian'tai'jiu'zu'chuan 天台九祖传
'tian'tai'shan 天台山
'tian'tai'shan'fang'wai'zhi 天台山方外志
'tian'tai'shan'xiu'yan'si 天台山秀岩寺
'tian'tai'si'jiao'yi 天台四教仪
'tian'tai'zhen'yan'er'zong'tong'yi'zhang 天台真言二宗同异章
'tian'tai'zhi'zhe'da'shi'bie'zhuan 天台智者大师别传
'tian'tai'zong 天台宗
'tian'tang'hua 天堂花
'tian'tang'niao 天堂鸟
'tian'tang'yu'di'yu 天堂与地狱
'tian'ti'shan'shi'ku 天梯山石窟
'tian'tong'he'shang'pi'wang'jiu'lue'shuo 天童和尚辟妄救略说
'tian'tong'hong'jue'wen'xin'chan'shi'bei'you'ji 天童弘觉文心禅师北游集
'tian'tong'hong'jue'wen'xin'chan'shi'yu'lu 天童弘觉文心禅师语录
'tian'tong'si 天童寺
'tian'tong'si'zhi 天童寺志
