'ai'feng'ren'zhi'zi'ye 艾封人之子也
'shi'yi'fu'shi'qi'qin'zhe 是以夫事其亲者
'shi'yi'gui'wei'tian'zi 是以贵为天子
'shi'yi'he'you'xing'hu'dao'zai 世亦何由兴乎道哉
'shi'yi'hu'wo'yu'ruo'zhe'zheng'zhi 使异乎我与若者正之
'shi'yi'huo'jiu'huo 是以火救火
'shi'yi'jin'yi 是亦近矣
'shi'yi'mian'yu'huan 是以免于患
'shi'yi'ren'e'you'qi'mei'ye 是以人恶有其美也
'shi'yi'ren'zhi'yi 是役人之役
'shi'yi'ru'wei'ke'jiao 始以汝为可教
'shi'yi'shang'bu'gan'wei'ren'yi'zhi'cao 是以上不敢为仁义之操
'shi'yi'shen'ren'e'zhong'zhi 是以神人恶众至
'shi'yi'sheng'ren'bu'you'er'zhao'zhi'yu'tian 是以圣人不由而照之于天
'shi'yi'sheng'ren'he'zhi'yi'shi'fei'er'xiu'hu'tian'jun 是以圣人和之以是非而休乎天钧
'shi'yi'sheng'wei'ben 是以生为本
'shi'yi'shi'jiu'nian'er'dao'ren'ruo'xin'fa'yu'xing 是以十九年而刀刃若新发于硎
'shi'yi'tan'ye 是以叹也
'shi'yi'tian'xia'da'hai 是以天下大骇
'shi'yi'tian'xia'ping'jun 是以天下平均
'shi'yi'wei'chang'wen'ren'shi'zhi'feng'su 是以未尝闻任氏之风俗
'shi'yi'wei'nuan'shu'zhe'ye 是以谓暖姝者也
'shi'yi'wu'you'wei'you 是以无有为有
'shi'yi'xing'nian'qi'shi'er'lao'zhuo'lun 是以行年七十而老斫轮
'shi'yi'yi'ren'zhi'duan'zhi'tian'xia 是以一人之断制天下
'shi'yi'yi'wu'qiong 是亦一无穷
'shi'yi'yin'bi 是亦因彼
'shi'yi'zhi 世疑之
'shi'yi'zi'wai'ru'zhe 是以自外入者
'shi'yi'zu'er'bu'zheng 是以足而不争
'shi'yin'er'wu'yang 师阴而无阳
'shi'yin'shi'ye 是因是也
'shi'yin'yu'se'ye 是淫于色也
'shi'yin'yu'sheng'ye 是淫于声也
'shi'yong'si'da 始用四达
'shi'yong'zhi'zhe'jia'bu'yong'zhe'ye 是用之者假不用者也
'shi'you'bi 始有彼
'shi'you'bian'hua 世有变化
'shi'you'dao'de'bu'neng'xing 士有道德不能行
'shi'you'er'nian'er'wei'de'ye 十有二年而未得也
'shi'you'shi'tian'er'wu'di 是犹师天而无地
'shi'you'shi'wen'fu'shan 是犹使蚊负山
'shi'you'tui'zhou'yu'lu'ye 是犹推舟于陆也
'shi'you'wen'meng'pu'yuan 适有蚊虻仆缘
'shi'you'zhong'shi 时有终始
'shi'yu'dao 食于道
'shi'yu'dao'jiao'xiang'sang'ye 世与道交相丧也
'shi'yu'fu'ye 是御福也
'shi'yu'gou'jian'zhi'tian 食于苟简之田
'shi'yu'gui'wo'yi'li'er'heng'min'chu'wo'ye 是欲规我以利而恒民畜我也
'shi'yu'jiang'yi 时雨降矣
'shi'yu'ju 始于惧
'shi'yu'liu'xia'ji 适遇柳下季
'shi'yu'min'er'bu'qing 恃于民而不轻
'shi'yu'mu'ma'tong'zi 适遇牧马童子
'shi'yu'qi 始于齐
'shi'yu'sheng'ren'ye 是於圣人也
'shi'yu'xuan'ming 始于玄冥
'shi'yu'ye'er'you'yong 使予也而有用
'shi'yu'yuan'feng'yu'dong'hai'zhi'bin 适遇苑风于东海之滨
'shi'yu'zhi'le'ye 是鱼之乐也
'shi'yuan'er'wang'zhe'ye 恃源而往者也
'shi'zao'wu'ming'ren'er'wen'yan 适遭无名人而问焉
'shi'ze'bu'zhi'er'kong'yu'di'er'yi'yi 时则不至而控于地而已矣
'shi'ze'lun'yi 实则伦矣
'shi'ze'yi'shen'xun'ming 士则以身殉名
'shi'zhe 失者
'shi'zhe'hai 使者还
'shi'zhe'qu 使者去
'shi'zhe'yue 使者曰
'shi'zhe'zhi'bi 使者致币
'shi'zhen'hua'zhe'ye 是真画者也
'shi'zhen'yi'mo 示朕以默
'shi'zhi'bin'ye 实之宾也
'shi'zhi'bu'jian'qi'xing 视之不见其形
'shi'zhi'bu'wei'jie 史之不为桀
'shi'zhi'cai'shi'ye 世之才士也
'shi'zhi'cheng'jiao'yi'su 使之成教易俗
'shi'zhi'er'bu'ju 失之而不惧
'shi'zhi'er'wu'luan'hu 师治而无乱乎
'shi'zhi'gou'bai'er'fan 使之钩百而反
'shi'zhi'he'ruo 事之何若
'shi'zhi'he'yu 使之和豫
'shi'zhi'jue'lu'bu'zu'yi'wei'quan 世之爵禄不足以为劝
'shi'zhi'qiu'tiao 食之鳅鲦
'shi'zhi'ren'yi'wei'yang'xing'zu'yi'cun'sheng 世之人以为养形足以存生
'shi'zhi'suo'gao 世之所高
'shi'zhi'suo'gao'ye 世之所高也
'shi'zhi'suo'gui'dao'zhe 世之所贵道者
'shi'zhi'suo'wei'xian'shi 世之所谓贤士
'shi'zhi'suo'wei'zhong'chen'zhe 世之所谓忠臣者
'shi'zhi'suo'zhi'er'bu'de 使知索之而不得
'shi'zhi'wei'bu'yi'xin'juan'dao 是之谓不以心捐道
'shi'zhi'wei'cai'quan 是之谓才全
'shi'zhi'wei'chen'ren 是之谓陈人
'shi'zhi'wei'da'jie 是之谓大戒
'shi'zhi'wei'liang'hang 是之谓两行
'shi'zhi'wei'ru'yu'tian 是之谓入于天
'shi'zhi'wei'tiao'da'er'fu'chi 是之谓条达而福持
'shi'zhi'wei'yu'gu'wei'tu 是之谓与古为徒
'shi'zhi'wei'yu'ren'wei'tu 是之谓与人为徒
'shi'zhi'wei'yu'tian'wei'tu 是之谓与天为徒
'shi'zhi'wei'zhen'ren 是之谓真人
'shi'zhi'wei'zhi'gui 是之谓至贵
'shi'zhi'wei'zuo'chi 是之谓坐驰
'shi'zhi'wu'xing 视之无形
'shi'zhi'xing 史之行
'shi'zhi'ye'sheng 失之也生
'shi'zhi'ye'si 失之也死
'shi'zhi'yi'pi'bo'er'bu'shou 事之以皮帛而不受
'shi'zhi'yi'quan'ma'er'bu'shou 事之以犬马而不受
'shi'zhi'yi'wei'yi 食之以委蛇
'shi'zhi'yi'xu 示之以虚
'shi'zhi'yi'yang'zhao'yang 是直以阳召阳
'shi'zhi'yi'zhe'jie'yue 世之议者皆曰
'shi'zhi'yi'zhu'yu'er'bu'shou 事之以珠玉而不受
'shi'zhi'yong'guan'kui'tian 是直用管窥天
'shi'zhi'zhi'guo 使之治国
'shi'zhi'zhi'neng'deng'jia'yu'dao'zhe'ye'ruo'ci 是知之能登假于道者也若此
'shi'zhi'zhi'sheng'ye 是知之盛也
'shi'zhong'shi'ben'mo'bu'xiang'zuo 是终始本末不相坐
'shi'zhong'xiang'fan'hu'wu'duan 始终相反乎无端
'shi'zhou'ruo'lv 视舟若履
'shi'zhu'bu'yue'zun'zu'er'dai'zhi'yi 尸祝不越樽俎而代之矣
'shi'zhu'li 食杼栗
'shi'zhu'qi'jie'yi'jiang'zhi 尸祝齐戒以将之
'shi'zhuan'wu'zhu'zheng 是专无主正
'shi'zhui'zao'er'shang 释椎凿而上
'shi'zi'gong'wang'shi'shi'yan 使子贡往侍事焉
'shi'zi'hui'ye 实自回也
'shi'zi'jiao'zhi'bu'zhi'ye 是子教之不至也
'shi'zi'lu'qu'qi'wei'guan 使子路去其危冠
'shi'zi'mai'yu'min 是自埋于民
'shi'zi'qi'suo'yi'nai 是自其所以乃
'shi'zi'zhi'ye 失子之业
'shi'zu'ruo'huan 始卒若环
'shou'er'wu'shi 守而勿失
'shou'er'xi'zhi 受而喜之
'shou'ming'yu'di 受命于地
'shou'ming'yu'tian 受命于天
'shou'nao'gu'zhi 手挠顾指
'shou'ni'fu 守鲵鲋
'shou'shen 守神
'shou'si'bu'ze'yin 兽死不择音
'shou'wen'zhi'er'zou 兽闻之而走
'shou'yang'kun'di 收养昆弟
'shou'yao 寿夭
'shou'yi'bu'li 受揖不立
'shou'yi'er'li 受揖而立
'shou'ze'duo'ru 寿则多辱
'shou'zhe 寿者
'shou'zhi'suo'chu 手之所触
'shou'zu'pian'zhi 手足胼胝
'shu'bai'bu'er'chu 数百步而出
'shu'bi'bi'yan'yi'tian'xia'wei'shi 孰弊弊焉以天下为事
'shu'bu'guo'yu 书不过语
'shu'cheng 数称
'shu'de'qi'jiu 孰得其久
'shu'duan'shu'chang 孰短孰长
'shu'e'shu'mei 孰恶孰美
'shu'ji'hu'min'you'chou'hu 庶几乎民有瘳乎
'shu'ji'qi'guo'wei'sheng'ren'hu 庶几其果为圣人乎
'shu'ji'qi'guo'you'chou'hu 庶几其国有瘳乎
'shu'ji'qi'sheng'ren'hu 庶几其圣人乎
'shu'ju'wu'shi'er'pi'fu'shi 孰居无事而披拂是
'shu'ju'wu'shi'tui'er'xing'shi 孰居无事推而行是
'shu'ju'wu'shi'yin'le'er'quan'shi 孰居无事淫乐而劝是
'shu'ke 孰可
'shu'ken'yi'wu'wei'shi 孰肯以物为事
'shu'long'shi'shi 孰隆施是
'shu'lun'zhi 孰论之
'shu'mi'er'chui 数米而炊
'shu'mu'gu'you'li'yi 树木固有立矣
'shu'neng'ci'zhi 孰能辞之
'shu'neng'deng'tian'you'wu 孰能登天游雾
'shu'neng'qu'gong'yu'ming'er'hai'yu'zhong'ren 孰能去功与名而还与众人
'shu'neng'shuo'wang'zhi'yi'zhi'jian'shi'zhe 孰能说王之意止剑士者
'shu'neng'tuo'yan 孰能脱焉
'shu'neng'xiang'yu'yu'wu'xiang'yu 孰能相与于无相与
'shu'neng'yi'wu'wei'shou 孰能以无为首
'shu'pian'yu'qi'li 孰偏于其理
'shu'qi 叔齐
'shu'qi'ci'gu'zhu'zhi'jun 叔齐辞孤竹之君
'shu'qi'xing'hu'wu'se 属其性乎五色
'shu'qi'xing'hu'wu'sheng 属其性乎五声
'shu'qi'xing'yu'wu'wei 属其性于五味
'shu'qi'you'lun'hu 疏戚有伦乎
'shu'qi'zhe 叔齐者
'shu'rang'you'yu'shu'er'qi'mei 鼠壤有余蔬而弃妹
'shu'ren'you'dan'mu'zhi'ye'ze'quan 庶人有旦暮之业则劝
'shu'ren'zhi'jian 庶人之剑
'shu'ren'zhi'jian'he'ru 庶人之剑何如
'shu'ri'bu'chu 数日不出
'shu'ri'bu'jian 数日不见
'shu'ru 数如
'shu'shi'de'qi'huan'zhong 枢始得其环中
'shu'shi'er'shu'fei'hu 孰是而孰非乎
'shu'shi'er'wei'zhi'ye 数十而未止也
'shu'wei 孰为
'shu'wei'gang'shi 孰维纲是
'shu'wei'wen'cai 孰为文采
'shu'wei'xi'zun 孰为牺尊
'shu'wei'xiang 孰为祥
'shu'wu'yong'zhi'zhi'ye 树无用之指也
'shu'xu'xi'shi 孰嘘吸是
'shu'ye 书也
'shu'ying'liu'lv 孰应六律
'shu'you'zhi'zai 孰有之哉
'shu'yu'jiao'ye 束于教也
'shu'yue'er'xin 疏瀹而心
'shu'zai'yu'yu'hu 孰哉郁郁乎
'shu'zheng'yu'qi'qing 孰正于其情
'shu'zhi'bu'yan'zhi'bian 孰知不言之辩
'shu'zhi'bu'zhi'zhi'zhi 孰知不知之知
'shu'zhi'qi'gu'yi 孰知其故矣
'shu'zhi'qi'ji 孰知其纪
'shu'zhi'qi'suo'zhong 孰知其所终
'shu'zhi'si'sheng'cun'wang'zhi'yi'ti'zhe 孰知死生存亡之一体者
'shu'zhi'suo'bu'neng'fen'ye 数之所不能分也
'shu'zhi'suo'bu'neng'qiong'ye 数之所不能穷也
'shu'zhi'yan'yue 书之言曰
'shu'zhi'you'wu'si'sheng'zhi'yi'shou'zhe 孰知有无死生之一守者
'shu'zhu'zhang'shi 孰主张是
'shu'zi'qing'yue 竖子请曰
'shuai'di'zi'er'dun'yu 帅弟子而蹲于
'shuang'ran'si'jie 爽然四解
'shuang'xue'ji'jiang 霜雪既降
'shui'du'qie'wu'shi'hu 谁独且无师乎
'shui'er'si 水而死
'shui'fu'neng'ni 水弗能溺
'shui'han'bu'zhi 水旱不知
'shui'ji'san'qian'li 水击三千里
'shui'jing'you'ming 水静犹明
'shui'jing'ze'ming'zhu'xu'mei 水静则明烛须眉
'shui'qi'bi'you 谁其比忧
'shui'qian'er'zhou'da'ye 水浅而舟大也
'shui'sheng'zhi'chong 水生之虫
'shui'ting'zhi'sheng'ye 水停之盛也
'shui'you'wang'xiang 水有罔象
'shui'zhi'bu'qu 水至不去
'shui'zhi'xing 水之性
'shui'zhong'you'huo 水中有火
'shun'bu'xiao 舜不孝
'shun'du'ye'zheng 舜独也正
'shun'er'bu'wei'ye 舜而不为也
'shun'er'tian'xia'wu'qiong'ren 舜而天下无穷人
'shun'ju'hu'tong'tu'zhi'di 舜举乎童土之地
'shun'liu'er'dong'xing 顺流而东行
'shun'liu'mu'di 舜流母弟
'shun'qi'su'zhe 顺其俗者
'shun'qi'xin'ze'xi 顺其心则喜
'shun'rang'er'di 舜让而帝
'shun'rang'tian'xia'yu'zi'zhou'zhi'bo 舜让天下于子州之伯
'shun'ren'er'bu'shi'ji 顺人而不失己
'shun'shi'wu'qiong 顺始无穷
'shun'shou'yu 舜授予
'shun'shou'yu 舜授禹
'shun'wei'di'er'yong 舜为帝而雍
'shun'wen'hu'cheng 舜问乎丞
'shun'wu'zi'ran'er'wu'rong'si'yan 顺物自然而无容私焉
'shun'ye 舜也
'shun'ye 顺也
'shun'yi'ran 舜以然
'shun'yi'tian'xia'rang'qi'you'bei'ren'wu'ze 舜以天下让其友北人无择
'shun'yi'tian'xia'rang'qi'you'shi'hu'zhi'nong 舜以天下让其友石户之农
'shun'yi'tian'xia'rang'shan'juan 舜以天下让善卷
'shun'you'tian'xia 舜有天下
'shun'you'xing 舜有行
'shun'yu'dai'jin'ren'zhi'qian 舜于戴晋人之前
'shun'yu'shi'hu'gu'wu 舜于是乎股无
'shun'yue 舜曰
'shun'zhi'jian 舜之间
'shun'zhi'jiang'si 舜之将死
'shun'zhi'jiao'min'ming 舜之教民溟
'shun'zhi'suo'gong'mei'ye 舜之所共美也
'shun'zhi'suo'niu'ye 舜之所纽也
'shun'zhi'wei'chen'ye 舜之为臣也
'shun'zhi'yi'tian'li 顺之以天理
'shun'zhi'zhi'tian'xia 舜之治天下
'shun'zuo 舜作
'shuo'bu'gan'dang 说不敢当
'shuo'cong'xie 说聪邪
'shuo'jue'yu'se 铄绝竽瑟
'shuo'le'xie 说乐邪
'shuo'li'xie 说礼邪
'shuo'ren'xie 说仁邪
'shuo'sheng'xie 说圣邪
'shuo'shi'tu'yang 说失屠羊
'shuo'wei'ling'gong 说卫灵公
'shuo'wei'nan'er'bi'kou 说畏难而避寇
'shuo'yi'fan'tu'yang 说亦反屠羊
'shuo'yi'xie 说义邪
'shuo'zhi'xie 说知邪
'si'bi 似鼻
'si'da'zhi'huang'huang'ye 四达之皇皇也
'si'de'yu 死得于
'si'er 似耳
'si'er'bu'huo 死而不祸
'si'er'bu'neng'qu'ye 思而不能去也
'si'er'xi'zhi 斯而析之
'si'fang'zhi'min'mo'bu'ju'zhi 四方之民莫不俱至
'si'fang'zhi'nei 四方之内
'si'feng'zhi'nei 四封之内
'si'hai'zhi'nei'gong'li'zhi'zhi'wei'yue 四海之内共利之之谓悦
'si'he'han'zhu'wei 死何含珠为
'si'ji 似笄
'si'jiu 似臼
'si'kou 似口
'si'lv'bu'zi'de 思虑不自得
'si'lv'shan'fou 思虑善否
'si'lv'xun'da 思虑恂达
'si'mi'wei'shi'xi 斯弥为食醯
'si'nian'er'wu 四年而物
'si'quan 似圈
'si'ren'xiang'shi'er'xiao 四人相视而笑
'si'ren'zi'shen'hu 思人滋深乎
'si'shang'zhe'liu'shi'yu'ren 死伤者六十余人
'si'shang'zhe'sui'bai'yu'ren 死伤者岁百余人
'si'sheng 死生
'si'sheng'fei'yuan'ye 死生非远也
'si'sheng'jing'ju'bu'ru'hu'qi'xiong'zhong 死生惊惧不入乎其胸中
'si'sheng'tong'zhuang 死生同状
'si'sheng'wei'zhou'ye 死生为昼夜
'si'sheng'wu'bian'yu'ji 死生无变于己
'si'sheng'xiang'yu'lin 死生相与邻
'si'sheng'yi'da'yi 死生亦大矣
'si'sheng'you'dai'xie 死生有待邪
'si'shi'bu'jie 四时不节
'si'shi'bu'zhi 四时不至
'si'shi'de'jie 四时得节
'si'shi'die'qi 四时迭起
'si'shi'shu'qi 四时殊气
'si'shi'xiang'dai'xiang'sheng'xiang'sha 四时相代相生相杀
'si'shi'you'ming'fa'er'bu'yi 四时有明法而不议
'si'shi'zhi'xu'ye 四时之序也
'si'wa'zhe 似洼者
'si'wei'jun'zi'yi 斯为君子矣
'si'wen'er'si'bu'zhi 四问而四不知
'si'wu'shi 死无谥
'si'wu'zhe 似污者
'si'xi'ma'er'zhi'ye 似系马而止也
'si'ye 死也
'si'ye'sheng'zhi'shi 死也生之始
'si'ye'you'zi'ye 死也有自也
'si'yi'san'qian'sui'yi 死已三千岁矣
'si'yi'wu'li'ren'er'li'yu'du'ye 似遗物离人而立于独也
'si'yi'yi 斯已矣
'si'you'dao'zhe 似有道者
'si'you'suo'hu'gui 死有所乎归
'si'yu'wang'gu 死于罔罟
'si'yue'wu'wei'zhuo'kou 四曰五味浊口
'si'ze'wu'ci'yi 死则无此矣
'si'zhe 四者
'si'zhe'shu'zhi'tian'xia'zhi'zheng'se'zai 四者孰知天下之正色哉
'si'zhe'shu'zhi'zheng'wei 四者孰知正味
'si'zhe'yi'guo'liang 死者以国量
'si'zhi'er'fei'ye 似之而非也
'si'zhi'qiang 四肢强
'song'jun'zhe'jie'zi'ya'er'fan 送君者皆自崖而反
'song'lun'xing'qu 颂论形躯
'song'ren'ci'zhang'fu'er'shi'yue 宋人次章甫而适越
'song'ren'wei'zhi'shu'za 宋人围之数匝
'song'ren'you'shan'wei'bu'gui'shou'zhi'yao'zhe 宋人有善为不龟手之药者
'song'you'jing'shi'zhe 宋有荆氏者
'song'yuan'jun'jiang'hua'tu 宋元君将画图
'song'yuan'jun'wen'zhi 宋元君闻之
'song'yuan'jun'ye'ban'er'meng'ren'pi'fa'kui'a'men 宋元君夜半而梦人被发窥阿门
'sou'he'ren'xie 叟何人邪
'sou'he'wei'ci 叟何为此
'sou'sou'ye 搜搜也
'sou'yu'guo'zhong'san'ri'san'ye 搜于国中三日三夜
'su'chong'liang 宿舂粮
'su'pu'er'min'xing'de'yi 素朴而民性得矣
'su'shi'er'chi'tong'yu'shi 素逝而耻通于事
'su'su'chu'hu'tian 肃肃出乎天
'su'yan'sheng'ye 俗言胜也
'su'yu'ni'lv 宿于逆旅
'su'zhe'qu'er'cuan'zhi'er'yi 苏者取而爨之而已
'sui'bu'shou 遂不受
'sui'bu'shou'ye 遂不受也
'sui'bu'zu'wei'er'bu'ke'bu'wei'zhe 虽不足为而不可不为者
'sui'cheng'guo'yu'qi'shan'zhi'xia 遂成国于岐山之下
'sui'chong'neng'chong 虽虫能虫
'sui'chong'neng'tian 虽虫能天
'sui'dao'zhi'yu'bo'yi 虽盗跖与伯夷
'sui'e'er'si'yan 遂饿而死焉
'sui'gu 虽固
'sui'gui'fu'bu'yi'yang'shang'shen 虽贵富不以养伤身
'sui'ji'bu'si 虽疾不死
'sui'ji'ke'yin'yue 虽饥渴隐约
'sui'ji'zhi'er'you'yu 岁计之而有余
'sui'jian 虽践
'sui'jin'lai 虽今来
'sui'jin'xian'sheng'zhi'bian 虽今先生之辩
'sui'le 虽乐
'sui'luo'qi'shi 虽落其实
'sui'nan'mian'wang'le 虽南面王乐
'sui'pin'jian'bu'yi'li'lei'xing 虽贫贱不以利累形
'sui'qi'qu'fu 随其曲傅
'sui'ran 虽然
'sui'shao 虽少
'sui'sheng'ren'bu'zai'shan'lin'zhi'zhong 虽圣人不在山林之中
'sui'shi'qiu'ling'cao'mu'zhi'min'ru'zhi'zhe'shi'jiu 虽使丘陵草木之缗入之者十九
'sui'tian'di'fu'zhui 虽天地覆坠
'sui'tian'di'zhi'da 虽天地之大
'sui'tong'ru'ceng 虽通如曾
'sui'tong'ru'li'zhu 虽通如离朱
'sui'tong'ru'shi'kuang 虽通如师旷
'sui'tong'ru'yu'er 虽通如俞儿
'sui'wang'hu'gu'wu 虽忘乎故吾
'sui'wei'zhi'hu'dao 虽未至乎道
'sui'wen'dao'zhe 虽问道者
'sui'wo'yi'cheng'ye 虽我亦成也
'sui'wu'liang'er'nai'zu 虽无粮而乃足
'sui'xiang'yu'wei'jun'chen 虽相与为君臣
'sui'xiang'yu'wei'you 遂相与为友
'sui'xiang'yu'you 遂相与友
'sui'xing'bu'chuo 遂行不辍
'sui'xing'lie'er'zhi 随行列而止
'sui'xu'zhi'xiang'li 随序之相理
'sui'yi 虽羿
'sui'yi'kong'zi'sheng'jian'lao'dan 遂以孔子声见老聃
'sui'yi'tian'xia'yu'zhi 虽以天下誉之
'sui'ying'zang'zhang'ren'er'shou'zhi'zheng 遂迎臧丈人而授之政
'sui'you 虽有
'sui'you'da'zhi 虽有大知
'sui'you'shen'yu'qie'bu'neng'zhi 虽有神禹且不能知
'sui'you'shou'yao 虽有寿夭
'sui'you'xuan'mian'zhi'shang'fu'neng'quan 虽有轩冕之赏弗能劝
'sui'you'yi'tai'lu'qin 虽有义台路寝
'sui'you'zhi'xin'zhe 虽有忮心者
'sui'you'zhi'zhi 虽有至知
'sui'zhi'er'bu'bing 虽直而不病
'sui'zhi'zhi 虽知之
'sui'zhong'sheng'ren'er'zhi'tian'xia 虽重圣人而治天下
'sun'shu'ao'gan'qin'bing'yu'er'ying'ren'tou'bing 孙叔敖甘寝秉羽而郢人投兵
'sun'shu'ao'yue 孙叔敖曰
'sun'shu'ao'zhi'jue'er'li 孙叔敖执爵而立
'sun'zhi'er'bu'jia'sun'zhe 损之而不加损者
'sun'zhi'you'sun'zhi 损之又损之
'sun'zi'chu 孙子出
'sun'zi'suo'yan'fei'xie 孙子所言非邪
'sun'zi'zhi'suo'yan'shi'xie 孙子之所言是邪
'suo'ai'qi'mu'zhe 所爱其母者
'suo'chang'wu'qiong 所常无穷
'suo'cun'yu'ji'zhe'wei'ding 所存于己者未定
'suo'dao'zhe'qi'du'qi'guo'xie 所盗者岂独其国邪
'suo'e'hu'fen'zhe 所恶乎分者
'suo'guo'zhi'yi 所过之邑
'suo'hang'er'shan 所行而善
'suo'hang'zhi'bei'er'bu'xu 所行之备而不洫
'suo'jia'er'xing 所假而行
'suo'jian'wu'fei'quan'niu'zhe 所见无非全牛者
'suo'jie'shu'qian'niu'yi 所解数千牛矣
'suo'ku'zhe 所苦者
'suo'le'fei'qiong'tong'ye 所乐非穷通也
'suo'le'zhe 所乐者
'suo'shi'zhe 所适者
'suo'si'bu'tong 所死不同
'suo'wei'dao 所谓道
'suo'wei'juan'lou'zhe'ye 所谓卷娄者也
'suo'wei'nuan'shu'zhe 所谓暖姝者
'suo'wei'ren'zhi'fei'tian'hu 所谓人之非天乎
'suo'wei'shan'er'shan'zhi 所谓善而善之
'suo'wei'sheng'zhe 所谓圣者
'suo'wei'wu'ji'zhe'ye 所谓物际者也
'suo'wei'zhi'sheng'zhe 所谓至圣者
'suo'xia'zhe 所下者
'suo'xue'fu'zi'zhi'dao'zhe'zu'yi'zi'le'ye 所学夫子之道者足以自乐也
'suo'yi'chang'sheng'an'ti'le'yi'zhi'dao'ye 所以长生安体乐意之道也
'suo'yi'e'hu'bei'zhe 所以恶乎备者
'suo'yi'ji'yan'ye 所以己言也
'suo'yi'jun'tiao'tian'xia 所以均调天下
'suo'yi'lan'gu'jin'zhi'shi 所以览古今之时
'suo'yi'li'zong'miao'she'ji 所以立宗庙社稷
'suo'yi'lun'dao'er'fei'dao'ye 所以论道而非道也
'suo'yi'qiong'nian 所以穷年
'suo'yi'qiong'nian'ye 所以穷年也
'suo'yi'shu'yu'ren'ye 所以属于人也
'suo'yi'wei'bu'xiang'ye 所以为不祥也
'suo'yi'xiang'chi 所以相齿
'suo'yi'xing'yu'shi'ye 所以行于世也
'suo'yi'zhi'zhe'he'ye 所异彘者何也
'suo'zhi'yi'bian 索之以辩
'suo'zhi'ze'qian'yi 所知则浅矣
'ta'ri'fu'jian 他日复见
'tai'chu'you'wu 泰初有无
'tai'he'wan'wu 太和万物
'tai'qing'yi'zhi'yan'ye'wen'hu'wu'shi 泰清以之言也问乎无始
'tai'shi'qi'wo'xu'xu 泰氏其卧徐徐
'tai'yan'si'sang'qi'ou 苔焉似丧其耦
'tai'zhi'ze'duo'qi'le 泰至则多奇乐
'tai'zhi'ze'duo'qi'qiao 泰至则多奇巧
'tai'zi'he'yi'jiao'zhou 太子何以教周
'tai'zi'kui'huan'zhi 太子悝患之
'tai'zi'nai'shi'ren'yi'qian'jin'feng'zhuang'zi 太子乃使人以千金奉庄子
'tai'zi'nai'yu'jian'wang 太子乃与见王
'tai'zi'yue 太子曰
'tan'cai'er'qu'wei 贪财而取慰
'tan'de'wang'qin 贪得忘亲
'tan'qian'ren'zhi'que 弹千仞之雀
'tan'quan'er'qu'jie 贪权而取竭
'tang'de'qi'si'yu 汤得其司御
'tang'fang'jie 汤放桀
'tang'fang'qi'zhu 汤放其主
'tang'hu'qi'dai'yi 傥乎其怠疑
'tang'hu'ruo'xing'er'shi'qi'dao'ye 傥乎若行而失其道也
'tang'jiang'fa'jie 汤将伐桀
'tang'lang'zhi'yi'er'bo'zhi 螳螂执翳而搏之
'tang'ran'bu'shou 傥然不受
'tang'ran'li'yu'si'xu'zhi'dao 傥然立于四虚之道
'tang'ran'zhi 倘然止
'tang'sui'yu'yi'yin'mou'fa'jie 汤遂与伊尹谋伐桀
'tang'wu'zhi'shi 汤武之室
'tang'you'rang'mao'guang 汤又让瞀光
'tang'you'yin'mao'guang'er'mou 汤又因瞀光而谋
'tang'yu'wu'guang 汤与务光
'tang'yue 汤曰
'tang'zhi'shi 汤之时
'tang'zhi'wen'ji'ye'shi'yi 汤之问棘也是已
'tao'hu'dan'xue 逃乎丹穴
'tao'yu'da'ze 逃于大泽
'tao'yu'shen'zhen 逃于深蓁
'tao'zhe'yue 陶者曰
'te'fan'ren'zhi'xing'er'you'xi'zhi 特犯人之形而犹喜之
'ti'bu'dai'xiang'er'an'zhi 体不待象而安之
'ti'dao'er'li 提刀而立
'ti'jin'wu'qiong 体尽无穷
'ti'qi'zhan'jin 涕泣沾襟
'ti'xing'bao'shen 体性抱神
'ti'ze'ze'feng 体泽则冯
'ti'zhe'suo'yi'zai'tu 蹄者所以在兔
'ti'zhi 剔之
'tian'bu'chan'er'wan'wu'hua 天不产而万物化
'tian'bu'ci 天不赐
'tian'bu'de'bu'gao 天不得不高
'tian'bu'yi 天不宜
'tian'cheng'zi'chang'sha'jun'qie'guo 田成子常杀君窃国
'tian'chi'ye 天池也
'tian'dao'ye 天道也
'tian'dao'yi'xing'yi 天道已行矣
'tian'dao'yun'er'wu'suo'ji 天道运而无所积
'tian'dao'zhi'yu'ren'dao'ye 天道之与人道也
'tian'de'er'chu'ning 天德而出宁
'tian'de'er'yi'yi 天德而已矣
'tian'de'zhi'xiang'ye 天德之象也
'tian'di'er'yi'yi 天地而已矣
'tian'di'le'er'wan'shi'xiao'wang 天地乐而万事销亡
'tian'di'qi'si'pin'wo'zai 天地岂私贫我哉
'tian'di'sui'da 天地虽大
'tian'di'wu'wei'ye'er'wu'bu'wei'ye 天地无为也而无不为也
'tian'di'yi'zhi'ye 天地一指也
'tian'di'you'da'mei'er'bu'yan 天地有大美而不言
'tian'di'you'guan 天地有官
'tian'di'yu'wo'bing'sheng 天地与我并生
'tian'di'zhe 天地者
'tian'di'zhi'jian'ye 天地之鉴也
'tian'di'zhi'ping'er'dao'de'zhi'zhi'ye 天地之平而道德之至也
'tian'di'zhi'qiang'yang'qi'ye 天地之强阳气也
'tian'di'zhi'xing'ye 天地之行也
