'ai'ci'qiong'du 哀此茕独
'zhang'you'bei'zun 长幼卑尊
'zhang'you'you'xu 长幼有序
'zhang'zhe'jue'zi'hu 长者绝子乎
'zhang'zi'si'yan 长子死焉
'zhang'zi'you'yi'yu'shi'hu 章子有一於是乎
'zhao'tai'shi'yue 召太师曰
'zhao'yu'ren'yi'jing 招虞人以旌
'zhen 朕
'zheng'bu'zu'jian'ye 政不足间也
'zheng'cheng'yi'zhan 争城以战
'zheng'di'yi'zhan 争地以战
'zheng'ren'shi'zi'zhuo'ru'zi'qin'wei 郑人使子濯孺子侵卫
'zheng'shang'zi'ci'jian'zhang'fu'shi'yi 征商自此贱丈夫始矣
'zheng'wu'yin 正五音
'zhi'bu'bai'bu'er 直不百步耳
'zhi'cheng'er'bu'dong'zhe 至诚而不动者
'zhi'da'zhi'gang 至大至刚
'zhi'di'mo'shan'yu'zhu 治地莫善於助
'zhi'er'shi'zhi 知而使之
'zhi'guan'zhong 知管仲
'zhi'hao'se'ze'mu'shao'ai 知好色则慕少艾
'zhi'hao'shi'su'zhi'le'er 直好世俗之乐耳
'zhi'huo'ni'zhi 止或尼之
'zhi'jie'kuo'er'chong'zhi'yi 知皆扩而充之矣
'zhi'jun'er'hou'qu'zhi 置君而後去之
'zhi'qi'zhong'qi 止其重器
'zhi'qi'zui'zhe 知其罪者
'zhi'ren'bu'zhi'fan'qi'zhi 治人不治反其智
'zhi'ren'zhe'shi'yu'ren 治人者食於人
'zhi'shi'bu'wang'zai'gou'he 志士不忘在沟壑
'zhi'si'er'zhe'fu'qu'shi'ye 知斯二者弗去是也
'zhi'tian'xia'ke'yun'zhi'zhang'shang 治天下可运之掌上
'zhi'tu'zhe'wang'yan 雉兔者往焉
'zhi'wei'chen'er'qu 致为臣而去
'zhi'wo'zhe'qi'wei'chun'qiu'hu 知我者其惟春秋乎
'zhi'ye 智也
'zhi'yi'jin 治亦进
'zhi'yi'ze'dong'qi 志壹则动气
'zhi'yu'qi'xia 至於岐下
'zhi'yu'ren'zhe'shi'ren 治於人者食人
'zhi'yu'xiong'di 至于兄弟
'zhi'yu'ying 止於赢
'zhi'yu'zhi'guo'jia 至於治国家
'zhi'yu'zi'zhi'shen'er'fan'zhi 至於子之身而反之
'zhi'ze'jin 治则进
'zhi'ze'yi'wei'ai'wu'cha'deng 之则以为爱无差等
'zhi'zhi'duan'ye 智之端也
'zhi'zhi'shi 智之实
'zhi'zhi'yan 志至焉
'zhi'zu'yi'zhi'sheng'ren 智足以知圣人
'zhong'chu'ren'xiu'zhi 众楚人咻之
'zhong'gu'guan'qi'cun 中古棺七寸
'zhong'guo 中国
'zhong'men'er'gao'wen'gong'yue 踵门而告文公曰
'zhong'ni'bu'wei'yi'shen'zhe 仲尼不为已甚者
'zhong'ni'ji'cheng'yu'shui'yue 仲尼亟称於水曰
'zhong'ni'yue 仲尼曰
'zhong'ni'zhi'dao 仲尼之道
'zhong'ni'zhi'tu 仲尼之徒
'zhong'ri'bu'huo'yi 终日不获一
'zhong'ri'er'bu'huo'yi'qin 终日而不获一禽
'zhong'shen'bu'de 终身不得
'zhong'shen'bu'yang'yan 终身不养焉
'zhong'shen'you'ru 终身忧辱
'zhong'xin'da'yu'mian'mu 中心达於面目
'zhong'xin'yue'er'cheng'fu'ye 中心悦而诚服也
'zhong'ye'yang'bu'zhong 中也养不中
'zhong'zi 仲子
'zhong'zi'e'neng'lian 仲子恶能廉
'zhong'zi'suo'ju'zhi'shi 仲子所居之室
'zhou'er'yu'mao 昼尔于茅
'zhou'gong 周公
'zhou'gong'di'ye 周公弟也
'zhou'gong'fang'qie'ying'zhi 周公方且膺之
'zhou'gong'ji'zhi 周公继之
'zhou'gong'jian'yi'di 周公兼夷狄
'zhou'gong'qi'qi'wo'zai 周公岂欺我哉
'zhou'gong'shi'guan'shu'jian'yin 周公使管叔监殷
'zhou'gong'si'jian'san'wang'yi'shi'si'shi 周公思兼三王以施四事
'zhou'gong'wei'zhi'jin'ye 周公未之尽也
'zhou'gong'xiang'wu'wang 周公相武王
'zhou'gong'zhi'guo 周公之过
'zhou'gong'zhi'qi'jiang'pan'er'shi'zhi'yu 周公知其将畔而使之与
'zhou'mian'shen'mo 粥面深墨
'zhou'ren'bai'mu'er'che 周人百亩而彻
'zhou'sui'jiu'bang 周虽旧邦
'zhou'xiao'wen'yue 周霄问曰
'zhou'yue'xiang 周曰庠
'zhou'zhi'qu'wu'ding 纣之去武丁
'zhou'zhi'sheng 周之盛
'zhou'zhi'shi 粥之食
'zhou'zhi'shi'tian'xia'ye 纣之失天下也
'zhu'dai'fu'jie'yue'bu'ke 诸大夫皆曰不可
'zhu'dai'fu'jie'yue'ke'sha 诸大夫皆曰可杀
'zhu'dai'fu'jie'yue'xian 诸大夫皆曰贤
'zhu'er'bu'shui 助而不税
'zhu'hou'bu'ren 诸侯不仁
'zhu'hou'chao'yu'tian'zi'yue'shu'zhi 诸侯朝於天子曰述职
'zhu'hou'duo'mou'fa'gua'ren'zhe 诸侯多谋伐寡人者
'zhu'hou'fang'zi 诸侯放恣
'zhu'hou'geng'zhu'yi'gong'zi'sheng 诸侯耕助以供粢盛
'zhu'hou'jiang'mou'jiu'yan 诸侯将谋救燕
'zhu'hou'sui'you'shan'qi'ci'ming'er'zhi'zhe 诸侯虽有善其辞命而至者
'zhu'hou'you'xing'wen'wang'zhi'zheng'zhe 诸侯有行文王之政者
'zhu'hou'zhi'li 诸侯之礼
'zhu'jun'zi'jie'yu'yan 诸君子皆与言
'zhu'qi'jun 诛其君
'zhu'qi'jun'er'diao'qi'min 诛其君而吊其民
'zhu'zhe 助者
'zhu'zhi 诛之
'zhu'zhi'zhang'zhe 助之长者
'zhu'zhou'fa'yan 诛纣伐奄
'zhuang'bao'jian'meng'zi'yue 庄暴见孟子曰
'zhuang'er'yu'xing'zhi 壮而欲行之
'zhuang'zhe'san'er'zhi'si'fang'zhe 壮者散而之四方者
'zhuang'zhe'yi'xia'ri'xiu'qi'xiao'ti'zhong'xin 壮者以暇日修其孝悌忠信
'zhui'wo'zhe'shui'ye 追我者谁也
'zhuo'si'zhuo'zu'yi 浊斯濯足矣
'zi'ao'yi'wo'wei'jian 子敖以我为简
'zi'bao'zhe'bu'ke'yu'you'yan'ye 自暴者不可与有言也
'zi'bei'zi'zhi'shi'er'xue'zhi 子倍子之师而学之
'zi'bi'er'tong'zhi 子比而同之
'zi'bi'mian'zhi 子必勉之
'zi'bu'tong'gong'yi'shi 子不通功易事
'zi'chan'shi'xiao'ren'chu'zhi'chi 子产使校人畜之池
'zi'chan'ting'zheng'guo'zhi'zheng 子产听郑国之政
'zi'chan'yue 子产曰
'zi'cheng'qi'ren'ye 子诚齐人也
'zi'chu'zhi'teng 自楚之滕
'zi'cun'duo'zhi 子忖度之
'zi'de'zhi 自得之
'zi'fan'er'bu'suo 自反而不缩
'zi'fan'er'suo 自反而缩
'zi'fan'er'you'li'yi 自反而有礼矣
'zi'fan'er'zhong'yi 自反而忠矣
'zi'fu'qing'shan'er'bu'xiang'yu'ye 子父青善而不相遇也
'zi'ge'zai 自葛载
'zi'geng'jia'tao'yu'yi'zhi'wei'di 自耕稼陶渔以至为帝
'zi'gong'fan 子贡反
'zi'gong'shan'wei'shuo'ci 子贡善为说辞
'zi'gong'yue 子贡曰
'zi'hao'yong'hu 子好勇乎
'zi'he'wei'wo'yan'zhi 子盍为我言之
'zi'he'yi'qi'zhi'wei'zai 子何以其志为哉
'zi'he'zun'zi'jiang'lun'yu'er'qing'ren'yi'zhe'zai 子何尊梓匠轮舆而轻仁义者哉
'zi'ji'nv'xie'wang 子及女偕亡
'zi'jiang'lun'yu 梓匠轮舆
'zi'jue'zhang'zhe'hu 子绝长者乎
'zi'kuai'bu'de'yu'ren'yan 子哙不得与人燕
'zi'lai'ji'ri'yi 子来几日矣
'zi'li'xing'zhi 子力行之
'zi'lu 子路
'zi'lu'yue 子路曰
'zi'nan'zi'bei 自南自北
'zi'qi'zhe'bu'ke'yu'you'wei'ye 自弃者不可与有为也
'zi'qiu'duo'fu 自求多福
'zi'qu'zhi'ye 自取之也
'zi'ru'tong'zhi 子如通之
'zi'sheng'bu'jie 粢盛不洁
'zi'sheng'min'yi'lai 自生民以来
'zi'shi'qi'fu'zhe'you'zhi 子弑其父者有之
'zi'shi'zhi'xue 子是之学
'zi'si 子思
'zi'si'ju'yu'wei 子思居於卫
'zi'si'tong'dao 子思同道
'zi'si'yue 子思曰
'zi'tian'zi'da'yu'shu'ren 自天子达於庶人
'zi'wei'wo'wen'meng'zi 子为我问孟子
'zi'wei'xue'ju'zhou 子谓薛居州
'zi'wei'xue'li'hu 子未学礼乎
'zi'wei'zhang'zhe'lv 子为长者虑
'zi'wei'zhi'yu 自为之与
'zi'wen'zhi'ye'she'guan'ding 子闻之也舍馆定
'zi'xi'zi'dong 自西自东
'zi'xia 子夏
'zi'yi'lai'jian'wo'hu 子亦来见我乎
'zi'you 子游
'zi'you'sheng'min'yi'lai 自有生民以来
'zi'yu'zi'zhi'wang'zhi'shan'yu 子欲子之王之善与
'zi'zei'zhe'ye 自贼者也
'zi'zhang 子张
'zi'zhi'bu'de'shou'yan'yu'zi'kuai 子之不得受燕於子哙
'zi'zhi'chi'ji'zhi'shi 子之持戟之士
'zi'zhi'ci'ling'qiu'er'qing'shi'shi 子之辞灵丘而请士师
'zi'zhi'cong'yu'zi'ao'lai 子之从於子敖来
'zi'zhi'jun 子之君
'zi'zhi'min 子之民
'zi'zhi'shen 资之深
'zi'zhi'xiong'di 子之兄弟
'zi'zhi'zhi'yu 自织之与
'zi'zhuo'ru'zi'yue 子濯孺子曰
'zi'zuo'nie 自作孽
'zou'ren'yu'chu'ren'zhan 邹人与楚人战
'zou'yu'lu'hong 邹与鲁哄
'zu'ran'wen'yue 卒然问曰
'zu'yi'bao'si'hai 足以保四海
'zu'yu'bi'ying 卒於毕郢
'zu'yu'ming'tiao 卒於鸣条
'zu'zhi'dong'guo'jian'zhi'ji'zhe 卒之东郭间之祭者
'zuan'xue'xi'xiang'kui 钻穴隙相窥
'zui'bu'rong'yu'si 罪不容於死
'zui'ren'bu'nu 罪人不孥
'zui'wo'zhe'qi'wei'chun'qiu'hu 罪我者其惟春秋乎
'zun'hai'er'nan 遵海而南
'zun'xian'shi'neng 尊贤使能
'zun'xian'wang'zhi'fa'er'guo'zhe 遵先王之法而过者
'zuo 坐
'zuo'chun'qiu 作春秋
'zuo'er'yan 坐而言
'zuo'yi'dai'dan 坐以待旦
'zuo'you'jie'yue'bu'ke 左右皆曰不可
'zuo'you'jie'yue'ke'sha 左右皆曰可杀
'zuo'you'jie'yue'xian 左右皆曰贤
'zuo'you'yue 左右曰
'zuo'yu'qi'shi 作於其事
'zuo'yu'qi'xin 作於其心
'zuo'yu'tu'tan 坐於涂炭
'zuo'zhi'jun 作之君
'zuo'zhi'shi 作之师
