'a'gui'yang'xue'jiao'nang 阿归养血胶囊
'run'ji'pi'fu'gao 润肌皮肤膏
'run'tong'wan 润通丸
'run'yi'rong'jiao'nang 润伊容胶囊
'run'yi'rong'kou'fu'ye 润伊容口服液
'run'zao'zhi'yang'jiao'nang 润燥止痒胶囊
'sa're'da'peng'wan 萨热大鹏丸
'sa're'shi'san'wei'peng'niao'wan 萨热十三味鹏鸟丸
'sai'jin'hua'du'san 赛金化毒散
'sai'kong'qing'yan'yao 赛空青眼药
'sai'long'feng'shi'jiao'nang 塞隆风湿胶囊
'sai'long'feng'shi'jiu 塞隆风湿酒
'sai'long'feng'shi'ruan'jiao'nang 塞隆风湿软胶囊
'sai'mei'an'ru'gao 赛霉安乳膏
'sai'mei'an'san 赛霉安散
'sai'run'lv'zhi'zhi'gu'chun'pian 塞润榈脂质固醇片
'sai'wei'an'jiao'nang 赛胃安胶囊
'sai'xian'ning'hu'ji 腮腺宁糊剂
'sai'xian'yan'pian 腮腺炎片
'sai'xue'feng'shi'jiao'nang 塞雪风湿胶囊
'san'bai'cao'gan'yan'ke'li 三白草肝炎颗粒
'san'bai'cao'gan'yan'tang'jiang 三白草肝炎糖浆
'san'bao'jiao'nang 三宝胶囊
'san'bao'pian 三宝片
'san'bi're'bao'yun'ji 三痹热宝熨剂
'san'bian'bu'jiu 三鞭补酒
'san'bian'jiao'nang 三鞭胶囊
'san'bian'jiu 三鞭酒
'san'bian'shen'rong'gu'ben'wan 三鞭参茸固本丸
'san'bian'wen'yang'jiao'nang 三鞭温阳胶囊
'san'cai'feng'sui'wan 三才封髓丸
'san'can'jiang'zhi'ye 三参降脂液
'san'can'tong'mai'he'ji 三参通脉合剂
'san'can'yi'qi'kou'fu'ye 三参益气口服液
'san'ceng'hui'xiang'wan 三层茴香丸
'san'chen'jiao'nang 三臣胶囊
'san'chen'san 三臣散
'san'chen'wan 三臣丸
'san'fen'san'jin'gao'pian 三分三浸膏片
'san'feng'huo'luo'wan 散风活络丸
'san'feng'huo'xue'gao 散风活血膏
'san'feng'ning'sou'tang'jiang 散风宁嗽糖浆
'san'feng'tong'qiao'di'wan 散风通窍滴丸
'san'guo'tang'han'pian 三果汤含片
'san'guo'tang'jiao'nang 三果汤胶囊
'san'guo'tang'ke'li 三果汤颗粒
'san'guo'tang'kou'fu'ye 三果汤口服液
'san'guo'tang'san 三果汤散
'san'han'gan'mao'jiao'nang 散寒感冒胶囊
'san'han'gan'mao'pian 散寒感冒片
'san'han'huo'luo'wan 散寒活络丸
'san'han'jie're'kou'fu'ye 散寒解热口服液
'san'han'yao'cha 散寒药茶
'san'hao'she'dan'chuan'bei'pian 三号蛇胆川贝片
'san'hua'cha 三花茶
'san'hua'jie'gu'san 三花接骨散
'san'huang'gao 三黄膏
'san'huang'jiao'nang 三黄胶囊
'san'huang'pian 三黄片
'san'huang'qing'jie'jiao'nang 三黄清解胶囊
'san'huang'qing'jie'pian 三黄清解片
'san'huang'wan 三黄丸
'san'huang'yi'xue'jiao'nang 三黄益血胶囊
'san'huang'zhen'zhu'gao 三黄珍珠膏
'san'jia'san 三甲散
'san'jiao'ke'li 三胶颗粒
'san'jie'ling'jiao'nang 散结灵胶囊
'san'jie'pian 散结片
'san'jie'ru'pi'gao 散结乳癖膏
'san'jie'zhen'tong'jiao'nang 散结镇痛胶囊
'san'jie'zhi'tong'gao 散结止痛膏
'san'jin'dong'chuang'ding 三金冻疮酊
'san'jin'gan'mao'pian 三金感冒片
'san'jin'jiao'nang 三金胶囊
'san'jin'ke'li 三金颗粒
'san'jin'pian 三金片
'san'jiu'wei'tai'jiao'nang 三九胃泰胶囊
'san'jiu'wei'tai'ke'li 三九胃泰颗粒
'san'le'jiang'kou'fu'ye 三勒浆口服液
'san'liang'ban'yao'jiu 三两半药酒
'san'long'die'da'jiu 三龙跌打酒
'san'lu'wen'shen'wan 三鹿温肾丸
'san'miao'wan 三妙丸
'san'niu'pian 三拗片
'san'qi'can'feng'kou'fu'ye 三七参蜂口服液
'san'qi'dan'shen'jiao'nang 三七丹参胶囊
'san'qi'dan'shen'ke'li 三七丹参颗粒
'san'qi'dan'shen'pian 三七丹参片
'san'qi'guan'xin'ning'di'wan 三七冠心宁滴丸
'san'qi'guan'xin'ning'he'ji 三七冠心宁合剂
'san'qi'guan'xin'ning'jiao'nang 三七冠心宁胶囊
'san'qi'guan'xin'ning'pian 三七冠心宁片
'san'qi'hua'ke'li 三七花颗粒
'san'qi'hua'zhi'wan 三七化痔丸
'san'qi'huo'xue'wan 三七活血丸
'san'qi'jiao'nang 三七胶囊
'san'qi'long'xue'jie'jiao'nang 三七龙血竭胶囊
'san'qi'mi'jing 三七蜜精
'san'qi'mi'jing'kou'fu'ye 三七蜜精口服液
'san'qi'pian 三七片
'san'qi'shang'yao'jiao'nang 三七伤药胶囊
'san'qi'shang'yao'ke'li 三七伤药颗粒
'san'qi'shang'yao'pian 三七伤药片
'san'qi'tong'shu'jiao'nang 三七通舒胶囊
'san'qi'tou'gu'huang'ding 三七透骨黄酊
'san'qi'xue'shang'ning'jiao'nang 三七血伤宁胶囊
'san'qi'xue'shang'ning'san 三七血伤宁散
'san'qi'yang'xue'jiao'nang 三七养血胶囊
'san'qi'yao'jiu 三七药酒
'san'qi'zhi'gan'ke'li 三七脂肝颗粒
'san'qi'zhi'gan'wan 三七脂肝丸
'san'qi'zhi'xue'jiao'nang 三七止血胶囊
'san'qi'zhi'xue'ju'jue'pian 三七止血咀嚼片
'san'qi'zhi'xue'pian 三七止血片
'san'qing'jiao'nang 三清胶囊
'san'qing'pian 三清片
'san'ren'he'ji 三仁合剂
'san'she'dan'chuan'bei'gao 三蛇胆川贝膏
'san'she'dan'chuan'bei'tang'jiang 三蛇胆川贝糖浆
'san'she'feng'shi'yao'jiu 三蛇风湿药酒
'san'she'yao'jiu 三蛇药酒
'san'shen'qi'kou'fu'ye 三参芪口服液
'san'shen'wan 三肾丸
'san'shen'wen'yang'jiu 三肾温阳酒
'san'shi'liu'wei'xiao'ke'jiao'nang 三十六味消渴胶囊
'san'shi'wu'wei'chen'xiang'wan 三十五味沉香丸
'san'shi'yi'wei'song'shi'wan 三十一味松石丸
'san'tan'ning'di'wan 散痰宁滴丸
'san'tan'ning'tang'jiang 散痰宁糖浆
'san'tong'shu'fen'san'pian 散痛舒分散片
'san'tong'shu'jiao'nang 散痛舒胶囊
'san'tong'shu'pian 散痛舒片
'san'wei'bu'shen'yang'gan'kou'fu'ye 三味补肾养肝口服液
'san'wei'fu'bao'ruan'gao 三味肤宝软膏
'san'wei'gan'lu'san 三味甘露散
'san'wei'hua'yu'jiao'nang 三味化瘀胶囊
'san'wei'ji'li'san 三味蒺藜散
'san'wei'long'dan'hua'pian 三味龙胆花片
'san'wei'long'dan'hua'wan 三味龙胆花丸
'san'wei'qing're'zhi'yang'xi'ji 三味清热止痒洗剂
'san'wei'tan'xiang'jiao'nang 三味檀香胶囊
'san'wei'tan'xiang'ke'li 三味檀香颗粒
'san'wei'tan'xiang'kou'fu'ye 三味檀香口服液
'san'wei'tan'xiang'tang'san 三味檀香汤散
'san'wei'xie'li'ke'li 三味泻痢颗粒
'san'wei'zhi'chuang'shuan 三味痔疮栓
'san'wei'zhi'ke'pian 三味止咳片
'san'wu'jiao 三乌胶
'san'wu'jiao'wan 三乌胶丸
'san'xiang'die'da'sun'shang'jiu 三香跌打损伤酒
'san'xiang'hua'yu'gao 三香化瘀膏
'san'yang'xue'dai'he'ji 三阳血傣合剂
'san'yin'qi'dan'ke'li 三银芪丹颗粒
'san'yu'shen'qu 三余神曲
'san'zhang'qing'gan'gao 三杖清肝膏
'san'zi'ke'li 三子颗粒
'san'zi'qiang'shen'jiao'nang 三子强肾胶囊
'san'zi'rong'shen'pian 三子茸肾片
'san'zi'san 三子散
'san'zi'zhi'ke'gao 三子止咳膏
'san'zi'zhi'ke'jiao'nang 三子止咳胶囊
'sang'ge'jiang'zhi'wan 桑葛降脂丸
'sang'jiang'gan'mao'jiao'nang 桑姜感冒胶囊
'sang'jiang'gan'mao'pian 桑姜感冒片
'sang'jiang'gan'mao'zhu'she'ye 桑姜感冒注射液
'sang'ju'gan'mao'he'ji 桑菊感冒合剂
'sang'ju'gan'mao'ke'li 桑菊感冒颗粒
'sang'ju'gan'mao'pian 桑菊感冒片
'sang'ju'gan'mao'tang'jiang 桑菊感冒糖浆
'sang'ju'gan'mao'wan 桑菊感冒丸
'sang'ju'yin'qiao'san 桑菊银翘散
'sang'long'li'gan'ke'li 桑龙利肝颗粒
'sang'ma'kou'fu'ye 桑麻口服液
'sang'ma'wan 桑麻丸
'sang'qi'nao'kang'ke'li 桑杞脑康颗粒
'sang'shen'gao 桑椹膏
'sang'shen'ke'li 桑椹颗粒
'sang'zhi'ke'li 桑枝颗粒
'sao'ri'lao'qing'fei'zhi'ke'jiao'nang 扫日劳清肺止咳胶囊
'se'chang'zhi'xie'san 涩肠止泻散
'sen'deng'si'wei'tang'san 森登四味汤散
'sha'ba'zong'guo'ti'qu'wu'ruan'jiao'nang 沙巴棕果提取物软胶囊
'sha'ba'zong'ruan'jiao'nang 沙巴棕软胶囊
'sha'chong'wan 杀虫丸
'sha'ji'fen'san'pian 沙棘分散片
'sha'ji'gan'ru'ji 沙棘干乳剂
'sha'ji'ke'li 沙棘颗粒
'sha'ji'pian 沙棘片
'sha'ji'tang'jiang 沙棘糖浆
'sha'ji'wan 沙棘丸
'sha'ji'zi'you'kou'fu'ye 沙棘籽油口服液
'sha'ji'zi'you'ruan'jiao'nang 沙棘籽油软胶囊
'sha'jun'zhi'yang'xi'ji 杀菌止痒洗剂
'sha'lian'he'wei'jiao'nang 砂连和胃胶囊
'sha'mei'xiao'ke'jiao'nang 沙梅消渴胶囊
'sha'qi'wan 痧气丸
'sha'ren'qu'feng'you 砂仁驱风油
'sha'shen'zhi'ke'jiao'nang 沙参止咳胶囊
'sha'shen'zhi'ke'tang'san 沙参止咳汤散
'sha'xi'liang'cha 沙溪凉茶
'sha'xi'liang'cha'ke'li 沙溪凉茶颗粒
'sha'yao 痧药
'sha'yuan'zi'jiao'nang 沙苑子胶囊
'sha'yuan'zi'ke'li 沙苑子颗粒
'shan'bai'xiao'shi'he'ji 山白消食合剂
'shan'di'gang'gan'mao'ke'li 山地岗感冒颗粒
'shan'dong'e'jiao'gao 山东阿胶膏
'shan'ge'kai'wei'kou'fu'ye 山葛开胃口服液
'shan'hai'dan'jiao'nang 山海丹胶囊
'shan'hai'dan'ke'li 山海丹颗粒
'shan'hai'dan'pian 山海丹片
'shan'he'kou'fu'ye 山荷口服液
'shan'he'ye'he'ji 山荷叶合剂
'shan'hu'qi'shi'wei'wan 珊瑚七十味丸
'shan'hu'xuan'jing 珊瑚癣净
'shan'hua'jing 山花晶
'shan'hua'jing'ke'li 山花晶颗粒
'shan'ju'jiang'ya'jiao'nang 山菊降压胶囊
'shan'ju'jiang'ya'ke'li 山菊降压颗粒
'shan'ju'jiang'ya'pian 山菊降压片
'shan'ju'ke'li 山菊颗粒
'shan'la'mei'qing'gan'cha 山腊梅清感茶
'shan'la'mei'ye'jiao'nang 山蜡梅叶胶囊
'shan'la'mei'ye'ke'li 山蜡梅叶颗粒
'shan'la'mei'ye'pian 山蜡梅叶片
'shan'lang'dang'she'xiang'gao 山莨菪麝香膏
'shan'li'dong'wan 山黎峒丸
'shan'long'yao'jiu 山龙药酒
'shan'lv'cha'jiang'ya'jiao'nang 山绿茶降压胶囊
'shan'lv'cha'jiang'ya'pian 山绿茶降压片
'shan'mai'jian'pi'kou'fu'ye 山麦健脾口服液
'shan'mai'kou'fu'ye 山麦口服液
'shan'mei'jiao'nang 山玫胶囊
'shan'mei'pian 山玫片
'shan'mu'dan'jiao'nang 山牡丹胶囊
'shan'pu'jian'pi'ke'li 山葡健脾颗粒
'shan'qie'zi'qing'liang'ke'li 山茄子清凉颗粒
'shan'xiang'yuan'han'pian 山香圆含片
'shan'xiang'yuan'ke'li 山香圆颗粒
'shan'xiang'yuan'pian 山香圆片
'shan'yao'shen'qi'wan 山药参芪丸
'shan'yao'wan 山药丸
'shan'zha'fu'ling'ke'li 山楂茯苓颗粒
'shan'zha'hua'zhi'wan 山楂化滞丸
'shan'zha'jiang'ya'dai'pao'cha 山楂降压袋泡茶
'shan'zha'jiang'ya'wan 山楂降压丸
'shan'zha'jing'jiang'zhi'di'wan 山楂精降脂滴丸
'shan'zha'jing'jiang'zhi'fen'san'pian 山楂精降脂分散片
'shan'zha'jing'jiang'zhi'pian 山楂精降脂片
'shan'zha'jing'jiang'zhi'ruan'jiao'nang 山楂精降脂软胶囊
'shan'zha'ju'hua'ke'li 山楂菊花颗粒
'shan'zha'mai'qu'ke'li 山楂麦曲颗粒
'shan'zha'nei'jin'jiao'nang 山楂内金胶囊
'shan'zha'nei'jin'kou'fu'ye 山楂内金口服液
'shan'zha'nei'xiao'wan 山楂内消丸
'shan'zha'tiao'zhong'wan 山楂调中丸
'shan'zha'wan 山楂丸
'shan'zhi'jiao'nang 山芝胶囊
'shan'zhuang'jiang'zhi'ke'li 山庄降脂颗粒
'shan'zhuang'jiang'zhi'pian 山庄降脂片
'shang'bi'tong'ding 伤痹通酊
'shang'feng'gan'mao'ke'li 伤风感冒颗粒
'shang'feng'jing'pen'wu'ji 伤风净喷雾剂
'shang'feng'ke'cha 伤风咳茶
'shang'feng'ting'jiao'nang 伤风停胶囊
'shang'feng'ting'pian 伤风停片
'shang'fu'xin'pen'wu'ji 伤复欣喷雾剂
'shang'jie'gao 伤疖膏
'shang'jin'zheng'gu'ding 伤筋正骨酊
'shang'ke'die'da'jiao'nang 伤科跌打胶囊
'shang'ke'die'da'pian 伤科跌打片
'shang'ke'die'da'wan 伤科跌打丸
'shang'ke'huo'xue'ding 伤科活血酊
'shang'ke'jie'gu'pian 伤科接骨片
'shang'ke'ling'pen'wu'ji 伤科灵喷雾剂
'shang'ke'qi'wei'pian 伤科七味片
'shang'ke'tie 伤可贴
'shang'ke'wan'hua'you 伤科万花油
'shang'ke'zhuang'gu'gao 伤科壮骨膏
'shang'le'qi'wu'ji 伤乐气雾剂
'shang'qing'jiao'nang 上清胶囊
'shang'qing'pian 上清片
'shang'qing'wan 上清丸
'shang'shi'bao'zhen'gao 伤湿宝珍膏
'shang'shi'jie'tong'gao 伤湿解痛膏
'shang'shi'qu'tong'gao 伤湿祛痛膏
'shang'shi'wan 伤湿丸
'shang'shi'zhen'tong'gao 伤湿镇痛膏
'shang'shi'zhi'tong'cha'ji 伤湿止痛搽剂
'shang'shi'zhi'tong'gao 伤湿止痛膏
'shang'tong'die'da'wan 伤痛跌打丸
'shang'tong'ding 伤痛酊
'shang'tong'ke'ding 伤痛克酊
'shang'tong'ning'gao 伤痛宁膏
'shang'tong'ning'jiao'nang 伤痛宁胶囊
'shang'tong'ning'pian 伤痛宁片
'shang'tong'shu 伤痛舒
'shang'yi'qi'wu'ji 伤益气雾剂
'shao'bei'zhu'she'ye 芍倍注射液
'shao'fu'zhu'yu'jiao'nang 少腹逐瘀胶囊
'shao'fu'zhu'yu'ke'li 少腹逐瘀颗粒
'shao'fu'zhu'yu'wan 少腹逐瘀丸
'shao'lin'die'da'zhi'tong'gao 少林跌打止痛膏
'shao'lin'feng'shi'die'da'gao 少林风湿跌打膏
'shao'lin'feng'shi'die'da'ning'jiao'gao 少林风湿跌打凝胶膏
'shao'lin'zheng'gu'jing 少林正骨精
'shao'qi'ke'li 芍杞颗粒
'shao'shang'fu'kang'ye 烧伤肤康液
'shao'shang'jing'pen'wu'ji 烧伤净喷雾剂
'shao'shang'ling'ding 烧伤灵酊
'shao'shang'pen'wu'ji 烧伤喷雾剂
'shao'shang'zhi'tong'gao 烧伤止痛膏
'shao'shang'zhi'tong'yao'gao 烧伤止痛药膏
'shao'tang'ning'pen'wu'ji 烧烫宁喷雾剂
'shao'tang'shang'gao 烧烫伤膏
'shao'xing'da'bu'jiu 绍兴大补酒
'shao'yang'gan'mao'ke'li 少阳感冒颗粒
'she'can'jiao'nang 蛇参胶囊
'she'ci'jie'du'kou'fu'ye 舌慈解毒口服液
'she'dan'ban'xia'pian 蛇胆半夏片
'she'dan'ban'xia'san 蛇胆半夏散
'she'dan'bei'mu'san 蛇胆贝母散
'she'dan'chen'pi'hua'tan'san 蛇胆陈皮化痰散
'she'dan'chen'pi'jiao'nang 蛇胆陈皮胶囊
'she'dan'chen'pi'kou'fu'ye 蛇胆陈皮口服液
'she'dan'chen'pi'pian 蛇胆陈皮片
'she'dan'chen'pi'san 蛇胆陈皮散
'she'dan'chen'pi'ye 蛇胆陈皮液
'she'dan'chuan'bei'han'pian 蛇胆川贝含片
'she'dan'chuan'bei'jiao'nang 蛇胆川贝胶囊
'she'dan'chuan'bei'pi'pa'gao 蛇胆川贝枇杷膏
'she'dan'chuan'bei'ruan'jiao'nang 蛇胆川贝软胶囊
'she'dan'chuan'bei'san 蛇胆川贝散
'she'dan'chuan'bei'ye 蛇胆川贝液
'she'dan'jiang'li 蛇胆姜粒
'she'dan'nan'xing'san 蛇胆南星散
'she'dan'zhui'feng'wan 蛇胆追风丸
'she'gan'kang'bing'du'zhu'she'ye 射干抗病毒注射液
'she'gan'li'yan'kou'fu'ye 射干利咽口服液
'she'huang'shuan 蛇黄栓
'she'huang'yin'dao'peng'zhang'shuan 蛇黄阴道膨胀栓
'she'lian'chuan'bei'san 蛇连川贝散
'she'lian'jiao'nang 蛇莲胶囊
'she'ma'kou'fu'ye 射麻口服液
'she'shang'jie'du'pian 蛇伤解毒片
'she'shang'san 蛇伤散
'she'xiang'ba'shi'gao 麝香拔湿膏
'she'xiang'bao'xin'wan 麝香保心丸
'she'xiang'die'da'feng'shi'gao 麝香跌打风湿膏
'she'xiang'die'da'ruan'gao 麝香跌打软膏
'she'xiang'feng'shi'die'da'gao 麝香风湿跌打膏
'she'xiang'feng'shi'jiao'nang 麝香风湿胶囊
'she'xiang'feng'shi'pian 麝香风湿片
'she'xiang'gou'pi'gao 麝香狗皮膏
'she'xiang'guan'jie'zhi'tong'gao 麝香关节止痛膏
'she'xiang'hai'ma'zhui'feng'gao 麝香海马追风膏
'she'xiang'hui'yang'gao 麝香回阳膏
'she'xiang'huo'xue'hua'yu'gao 麝香活血化瘀膏
'she'xiang'jie'gu'jiao'nang 麝香接骨胶囊
'she'xiang'jie'tong'gao 麝香解痛膏
'she'xiang'kang'shuan'jiao'nang 麝香抗栓胶囊
'she'xiang'kang'shuan'wan 麝香抗栓丸
'she'xiang'nao'mai'kang'jiao'nang 麝香脑脉康胶囊
'she'xiang'niu'huang'wan 麝香牛黄丸
'she'xiang'nuan'qi'gao 麝香暖脐膏
'she'xiang'qu'feng'shi'gao 麝香祛风湿膏
'she'xiang'qu'feng'shi'you 麝香祛风湿油
'she'xiang'qu'tong'cha'ji 麝香祛痛搽剂
'she'xiang'qu'tong'pen'wu'ji 麝香祛痛喷雾剂
'she'xiang'qu'tong'qi'wu'ji 麝香祛痛气雾剂
'she'xiang'shang'shi'jie'tong'gao 麝香伤湿解痛膏
'she'xiang'shu'huo'cha'ji 麝香舒活搽剂
'she'xiang'shu'huo'jing 麝香舒活精
'she'xiang'shu'huo'ling 麝香舒活灵
'she'xiang'tong'xin'di'wan 麝香通心滴丸
'she'xiang'xin'nao'le'jiao'nang 麝香心脑乐胶囊
'she'xiang'xin'nao'le'pian 麝香心脑乐片
'she'xiang'xin'nao'tong'jiao'nang 麝香心脑通胶囊
'she'xiang'xin'nao'tong'pian 麝香心脑通片
'she'xiang'xin'tong'gao 麝香心痛膏
'she'xiang'xin'tong'ning'pian 麝香心痛宁片
'she'xiang'xing'shen'cha'ji 麝香醒神搽剂
'she'xiang'xiong'ling'wan 麝香熊羚丸
'she'xiang'zhen'tong'gao 麝香镇痛膏
'she'xiang'zheng'gu'ding 麝香正骨酊
'she'xiang'zhi'chuang'shuan 麝香痔疮栓
'she'xiang'zhi'tong'tie'gao 麝香止痛贴膏
'she'xiang'zhuang'gu'gao 麝香壮骨膏
'she'xiang'zhuang'gu'ning'jiao'gao 麝香壮骨凝胶膏
'she'xiang'zhui'feng'gao 麝香追风膏
'she'xiang'zhui'feng'zhi'tong'gao 麝香追风止痛膏
'she'xiong'zhi'bao'wan 麝雄至宝丸
'she'yao'wan 蛇咬丸
'she'zhi'can'huang'ruan'gao 蛇脂参黄软膏
'she'zhu'ming'mu'di'yan'ye 麝珠明目滴眼液
'shen'an'jiao'nang 神安胶囊
'shen'an'jiao'nang 肾安胶囊
'shen'an'pian 肾安片
'shen'bao'he'ji 肾宝合剂
'shen'bao'jiao'nang 肾宝胶囊
'shen'bao'ke'li 肾宝颗粒
'shen'bao'pian 肾宝片
'shen'bao'tang'jiang 肾宝糖浆
'shen'cha'dai'pao'cha 肾茶袋泡茶
'shen'fu'kang'jiao'nang 肾复康胶囊
'shen'fu'kang'pian 肾复康片
'shen'gan'ning'jiao'nang 肾肝宁胶囊
'shen'gu'jiao'nang 肾骨胶囊
'shen'gu'ju'jue'pian 肾骨咀嚼片
'shen'gu'ke'li 肾骨颗粒
'shen'gu'pian 肾骨片
'shen'gu'san 肾骨散
'shen'hai'long'jiao'nang 深海龙胶囊
'shen'hai'long'wan 深海龙丸
'shen'jin'dan'jiao'nang 伸筋丹胶囊
'shen'jin'huo'luo'wan 伸筋活络丸
'shen'jin'pian 伸筋片
'shen'kang'ning'jiao'nang 肾康宁胶囊
'shen'kang'ning'ke'li 肾康宁颗粒
'shen'kang'ning'pian 肾康宁片
'shen'kang'ning'wan 神康宁丸
'shen'kang'shuan 肾康栓
'shen'kang'zhu'she'ye 肾康注射液
'shen'ling'bai'zhu'jiao'nang 参苓白术胶囊
'shen'ling'bai'zhu'ju'jue'pian 参苓白术咀嚼片
'shen'ling'bai'zhu'ke'li 参苓白术颗粒
'shen'ling'bai'zhu'kou'fu'ye 参苓白术口服液
'shen'ling'bai'zhu'pian 参苓白术片
'shen'ling'bai'zhu'san 参苓白术散
'shen'ling'bai'zhu'wan 参苓白术丸
'shen'ling'ge'jie'he'ji 参苓蛤蚧合剂
'shen'ling'gui'yuan'gao 参苓归元膏
'shen'ling'jian'pi'wan 参苓健脾丸
'shen'ling'jian'pi'wei'ke'li 参苓健脾胃颗粒
'shen'ling'jian'ti'fen 参苓健体粉
'shen'ling'jing'kou'fu'ye 参苓精口服液
'shen'ling'ke'li 肾苓颗粒
'shen'ling'kou'fu'ye 参苓口服液
'shen'ling'yi'shen'jiu 参苓益肾酒
'shen'mai'di'huang'wan 参麦地黄丸
'shen'mai'ke'li 参麦颗粒
'shen'mai'zhi'sou'tang'jiang 参麦止嗽糖浆
'shen'mai'zhu'she'ye 参麦注射液
'shen'mu'an'shen'jiao'nang 神牡安神胶囊
'shen'ning'san'jiao'nang 肾宁散胶囊
'shen'nong'cha'ke'li 神农茶颗粒
'shen'nong'yao'jiu 神农药酒
'shen'nong'zhen'tong'gao 神农镇痛膏
'shen'pi'shuang'bu'kou'fu'ye 肾脾双补口服液
'shen'qi'bo'li'kang'pian 参芪博力康片
'shen'qi'e'jiao'jiao'nang 参芪阿胶胶囊
'shen'qi'e'jiao'ke'li 参芪阿胶颗粒
'shen'qi'er'xian'pian 参芪二仙片
'shen'qi'fu'mai'ke'li 参芪复脉颗粒
'shen'qi'fu'zheng'wan 参芪扶正丸
'shen'qi'fu'zheng'zhu'she'ye 参芪扶正注射液
'shen'qi'gan'kang'jiao'nang 参芪肝康胶囊
'shen'qi'gan'kang'pian 参芪肝康片
'shen'qi'gao 参芪膏
'shen'qi'ge'jie'bu'jiang 参芪蛤蚧补浆
'shen'qi'gui'kou'fu'ye 肾气归口服液
'shen'qi'hua'fen'pian 参芪花粉片
'shen'qi'jian'wei'ke'li 参芪健胃颗粒
'shen'qi'jiang'tang'jiao'nang 参芪降糖胶囊
'shen'qi'jiang'tang'ke'li 参芪降糖颗粒
'shen'qi'jiang'tang'pian 参芪降糖片
'shen'qi'ju'jue'pian 参芪咀嚼片
'shen'qi'ke'li 参芪颗粒
'shen'qi'kou'fu'ye 参芪口服液
'shen'qi'li'de'kang'pian 参芪力得康片
'shen'qi'lu'rong'kou'fu'ye 参芪鹿茸口服液
'shen'qi'sha'ji'he'ji 参芪沙棘合剂
'shen'qi'shan'yao'gao 参芪山药膏
'shen'qi'sheng'yang'bu'xue'jiao'nang 参芪升阳补血胶囊
'shen'qi'shi'yi'wei'jiao'nang 参芪十一味胶囊
'shen'qi'shi'yi'wei'ke'li 参芪十一味颗粒
'shen'qi'shi'yi'wei'pian 参芪十一味片
'shen'qi'shou'wu'bu'zhi 参芪首乌补汁
'shen'qi'tang'jiang 参芪糖浆
'shen'qi'wan 参芪丸
'shen'qi'wang'jiang'yang'xue'kou'fu'ye 参芪王浆养血口服液
'shen'qi'wen'yang'shuan 参芪温阳栓
'shen'qi'wen'yang'yin'dao'peng'zhang'shuan 参芪温阳阴道膨胀栓
'shen'qi'wu'wei'zi'jiao'nang 参芪五味子胶囊
'shen'qi'wu'wei'zi'ke'li 参芪五味子颗粒
'shen'qi'wu'wei'zi'pian 参芪五味子片
'shen'qi'wu'wei'zi'tang'jiang 参芪五味子糖浆
'shen'qi'xiao'ke'jiao'nang 参芪消渴胶囊
'shen'qi'xiao'ke'ke'li 参芪消渴颗粒
'shen'qi'yi'fei'wan 参芪益肺丸
'shen'qi'yi'mu'ke'li 参芪益母颗粒
'shen'qi'yi'qi'jiu 参芪益气酒
'shen'qi'yun'zhi'ke'li 参芪云芝颗粒
'shen'qu'cha 神曲茶
'shen'qu'wei'tong'jiao'nang 神曲胃痛胶囊
'shen'qu'wei'tong'pian 神曲胃痛片
'shen'qu'xiao'shi'kou'fu'ye 神曲消食口服液
'shen'rong'an'shen'pian 参茸安神片
'shen'rong'an'shen'wan 参茸安神丸
'shen'rong'bai'feng'wan 参茸白凤丸
'shen'rong'bao'tai'wan 参茸保胎丸
'shen'rong'bian'wan 参茸鞭丸
'shen'rong'bu'jiu 参茸补酒
'shen'rong'bu'shen'pian 参茸补肾片
'shen'rong'bu'xue'jiu 参茸补血酒
'shen'rong'chong'cao'jiao'nang 参茸虫草胶囊
'shen'rong'da'bu'gao 参茸大补膏
'shen'rong'duo'bian'jiu 参茸多鞭酒
'shen'rong'e'bu'shen'zhu'yang'jiao'nang 参茸蛾补肾助阳胶囊
'shen'rong'e'jiao 参茸阿胶
'shen'rong'ge'jie'bao'shen'wan 参茸蛤蚧保肾丸
'shen'rong'gu'ben'hai'shao'wan 参茸固本还少丸
'shen'rong'gu'ben'pian 参茸固本片
'shen'rong'hai'ma'wan 参茸海马丸
'shen'rong'hei'xi'wan 参茸黑锡丸
'shen'rong'jia'kou'fu'ye 参茸加口服液
'shen'rong'jiu 参茸酒
'shen'rong'ke'li 参茸颗粒
'shen'rong'kou'fu'ye 参茸口服液
'shen'rong'ling'zhi'jiao'nang 参茸灵芝胶囊
'shen'rong'lu'tai'gao 参茸鹿胎膏
'shen'rong'lu'tai'wan 参茸鹿胎丸
'shen'rong'mu'gua'yao'jiu 参茸木瓜药酒
'shen'rong'pian 参茸片
'shen'rong'qiang'shen'pian 参茸强肾片
'shen'rong'quan'chong'jiu 参茸全虫酒
'shen'rong'san'bian'wan 参茸三鞭丸
'shen'rong'san'qi'bu'xue'pian 参茸三七补血片
'shen'rong'san'qi'jiu 参茸三七酒
'shen'rong'san'shen'jiao'nang 参茸三肾胶囊
'shen'rong'san'shen'san 参茸三肾散
'shen'rong'tian'ma'jiu 参茸天麻酒
'shen'rong'wan 参茸丸
'shen'rong'wei'sheng'wan 参茸卫生丸
'shen'rong'wen'shen'wan 参茸温肾丸
'shen'rong'yan'ling'pian 参茸延龄片
