'an'ding'qing'jing 安定清静
'xin'yin 心阴
'xin'yin'an'hao 心阴暗耗
'xin'yin'bu'zu 心阴不足
'xin'yin'xin'xue'bu'zu 心阴心血不足
'xin'yin'xin'xue'de'shi'tiao 心阴心血的失调
'xin'yin'xin'xue'kui'sun 心阴心血亏损
'xin'yin'xu 心阴虚
'xin'yin'xu'ze'yin'bu'zhi'yang 心阴虚则阴不制阳
'xin'you'suo'yi'wei'zhi'yi 心有所忆谓之意
'xin'yu'fei 心与肺
'xin'yu'gan 心与肝
'xin'yu'pi 心与脾
'xin'yu'shen 心与肾
'xin'yu'xiao'chang 心与小肠
'xin'yu'xiao'chang'xiang'biao'li 心与小肠相表里
'xin'yu'xiao'chang'xiang'wei'biao'li 心与小肠相为表里
'xin'zai'zhi'wei'xi 心在志为喜
'xin'zang'de'yang'qi'pian'sheng 心脏的阳气偏盛
'xin'zang'de'yang'qi'pian'shuai 心脏的阳气偏衰
'xin'zang'de'yang'qi'xu'sun 心脏的阳气虚损
'xin'zang'yang'qi'xu'shuai 心脏阳气虚衰
'xin'zhe 心者
'xin'zhi'yang'qi'bu'zu 心之阳气不足
'xin'zhu'shen'zhi 心主神志
'xin'zhu'shen'zhi'xue'mai 心主身之血脉
'xin'zhu'xue'cang'shen 心主血藏神
'xin'zhu'xue'mai 心主血脉
'xin'zhu'xue'mai'de'gong'neng'jian'tui 心主血脉的功能减退
'xin'zhu'xue'mai'er'cang'shen 心主血脉而藏神
'xing'bie 性别
'xing'cheng'yu'xue'de'yuan'yin 形成瘀血的原因
'xing'cheng'zhong'kuai 形成肿块
'xing'fen 兴奋
'xing'fen'hai'shi'yi'zhi 兴奋还是抑制
'xing'fen'he'yi'zhi 兴奋和抑制
'xing'fen'shu'yang 兴奋属阳
'xing'fen'zhu'jian'zhuan'xiang'yi'zhi 兴奋逐渐转向抑制
'xing'han'zhi'leng 形寒肢冷
'xing'ji'neng'jian'tui 性机能减退
'xing'jing'qi'yan'chang 行经期延长
'xing'nai'shen'zhi'zhai 形乃神之宅
'xing'qing'ji'zao'yi'nu 性情急躁易怒
'xing'shan'che'jie 行善掣节
'xing'shen'guan'xi 形神关系
'xing'shen'tong'yi'xue'shuo 形神统一学说
'xing'shen'xue'shuo 形神学说
'xing'sheng'huo'bu'jie 性生活不节
'xing'shou'rou'tuo 形瘦肉脱
'xing'ti 形体
'xing'ti'shou'qie 形体瘦怯
'xing'ti'xiao'shou 形体消瘦
'xing'xue 行血
'xing'yu'shen 形与神
'xing'yu'shen'ju 形与神俱
'xing'zheng 形证
'xing'zhi 性质
'xiong'huang 雄黄
'xiong'kou'bie'men 胸口憋闷
'xiong'man'ke'shu 胸满咳漱
'xiong'men 胸闷
'xiong'men'ke'sou 胸闷咳嗽
'xiong'men'teng'tong 胸闷疼痛
'xiong'men'xin'ji 胸闷心悸
'xiong'men'xin'tong 胸闷心痛
'xiong'tong 胸痛
'xiong'xie'ji'ji'fu 胸胁及肌肤
'xiong'xie'zhang'man 胸胁胀满
'xiong'yang'bu'zhen 胸阳不振
'xu'bing'ji'jian'xu'xiang 虚病即见虚象
'xu'da'wu'li 虚大无力
'xu'er'you'han 虚而有寒
'xu'fan'bu'de'mian 虚烦不得眠
'xu'feng'nei'dong 虚风内动
'xu'han'nei'sheng 虚寒内生
'xu'han'zheng'xiang 虚寒征象
'xu'han'zhi'xiang 虚寒之象
'xu'huo 虚火
'xu'huo'nei'sheng 虚火内生
'xu'huo'rao'dong 虚火扰动
'xu'huo'shang'yan 虚火上炎
'xu'huo'xie'za'tan're'xie're 虚火挟杂痰热邪热
'xu'li 虚里
'xu're'jian'zheng 虚热见症
'xu're'xu'huo'nei'sheng 虚热虚火内生
'xu're'zheng 虚热证
'xu're'zheng'xiang 虚热征象
'xu'ren'gan'mao 虚人感冒
'xu'shen'ze'er'long'shi'cong 虚甚则耳聋失聪
'xu'shi'bu'xie 虚实补泻
'xu'shi'cuo'za'zheng 虚实错杂证
'xu'shi'jia'za 虚实夹杂
'xu'shi'xie'za'zhi'zheng 虚实挟杂之证
'xu'xie'zei'feng 虚邪贼风
'xu'xie'zhi'zhong'ren'ye 虚邪之中人也
'xu'xing'bing'zheng 虚性病证
'xu'yang'wai'fu 虚阳外浮
'xu'yang'wai'yue 虚阳外越
'xu'ze'bu'qi'mu 虚则补其母
'xu'ze'bu'zhi 虚则补之
'xu'ze'han 虚则寒
'xu'ze'zu'bu'shou 虚则足不收
'xu'zhe'bu'zhi 虚者补之
'xu'zheng'yi'bu 虚证宜补
'xuan'fa'wu'li 宣发无力
'xuan'ji'yuan'bing'shi 玄机原病式
'xuan'jiang'shi'zhi 宣降失职
'xuan'ming'wu'qi'pian 宣明五气篇
'xuan'ming'yu'tian 悬命于天
'xuan'yun 眩晕
'xuan'yun'die'pu 眩晕跌仆
'xuan'yun'er'ming 眩晕耳鸣
'xuan'yun'mu'hua 眩晕目花
'xuan'yun'yu'pu 眩晕欲仆
'xue'bi'sui'qi'shang'ni'huo'xia'xian 血必随气上逆或下陷
'xue'bu'rong'luo 血不荣络
'xue'bu'xun'jing 血不循经
'xue'bu'xun'jing'er'wai'yi 血不循经而外逸
'xue'bu'yang'xin 血不养心
'xue'cong'xia'yi 血从下逸
'xue'de'gong'neng 血的功能
'xue'de'ru'yang'gong'neng'jian'tui 血的濡养功能减退
'xue'de'sheng'cheng 血的生成
'xue'de'sheng'hua'wu'yuan 血的生化无源
'xue'de'shi'chang 血的失常
'xue'de'wen'ze 血得温则
'xue'de'wen'ze'xing 血得温则行
'xue'de'yun'xing 血的运行
'xue'fen'you're 血分有热
'xue'fu 血府
'xue'hai 血海
'xue'han 血寒
'xue'han'er'ning 血寒而凝
'xue'hang'bu'chang 血行不畅
'xue'hang'bu'chang'er'ning'zhi 血行不畅而凝滞
'xue'hang'bu'chang'er'zhi'xue'yu 血行不畅而致血瘀
'xue'hang'chi'huan 血行迟缓
'xue'hang'jia'su 血行加速
'xue'hang'jian'huan'er'huan'zhi 血行减缓而痪滞
'xue'hang'jian'man 血行减慢
'xue'hang'shou'ai 血行受碍
'xue'hang'ye'sui'zhi'ni'luan 血行也随之逆乱
'xue'hang'zhi'se'bu'yang 血行滞涩不扬
'xue'he'yin 血和阴
'xue'hen 血痕
'xue'ku 血枯
'xue'kui'er'bu'ru'zhe 血奎而不濡者
'xue'li'jing'mai 血离经脉
'xue'li'jing'mai'er'chu'xie 血离经脉而出血
'xue'mai 血脉
'xue'mai'chong'ying'bu'zu'er'kong'xu 血脉充盈不足而空虚
'xue'mai'han'zhi 血脉寒滞
'xue'mai'kong'xu'er'xin'wu'suo'zhu 血脉空虚而心无所主
'xue'mai'liu'tong 血脉流通
'xue'mai'shou'suo 血脉收缩
'xue'mai'xiang'chuan 血脉相传
'xue'mai'yu'zu'bu'chang 血脉郁阻不畅
'xue'nei'yi 血内溢
'xue'neng'zai'qi 血能载气
'xue'ning'zhi'er'bu'tong 血凝滞而不通
'xue'pi 血疲
'xue'pi 血癖
'xue'qi'bu'he 血气不和
'xue'qi'kui'se 血气奎涩
'xue'qi'yi'he 血气已和
'xue'qi'zhe 血气者
'xue'qi'zhi'nan'nv'ye 血气之男女也
'xue're 血热
'xue're'bo'jie'deng 血热搏结等
'xue're'er'mai'liu'bo 血热而脉流薄
'xue're'er'mai'liu'bo'ji 血热而脉流薄疾
'xue're'wang'xing 血热妄行
'xue'rong'liang'jian'shao 血容量减少
'xue'se'duo'cheng'zi'an'se 血色多呈紫暗色
'xue'shu'yu'yin 血属于阴
'xue'sui'qi'huo'shang'ni 血随气火上逆
'xue'sui'qi'ni 血随气逆
'xue'sui'qi'ni'er'fa 血随气逆而发
'xue'tuo 血脱
'xue'tuo'xian'yi'qi 血脱先益气
'xue'tuo'zhe 血脱者
'xue'wei'qi'mu 血为气母
'xue'wei'qi'zhi'mu 血为气之母
'xue'wei'qi'zhi'she 血为气之舍
'xue'wei'qi'zhi'zai'ti 血为气之载体
'xue'xing'yu'zu'bu'chang 血行瘀阻不畅
'xue'xu 血虚
'xue'xu'bu'neng'han'lian'xin'yang 血虚不能涵敛心阳
'xue'xu'bu'neng'shang'rong'tou'mu 血虚不能上荣头目
'xue'xu'bu'neng'shang'rong'yu'mian 血虚不能上荣于面
'xue'xu'bu'neng'zi'yang'xin'shen 血虚不能滋养心神
'xue'xu'qi'yi'xu 血虚气亦虚
'xue'xu'sheng'feng 血虚生风
'xue'xu'you'yi'hua'zao'sheng'feng 血虚又易化燥生风
'xue'ya'xun'su'sheng'gao 血压迅速升高
'xue'ye 血也
'xue'ye'bu'zu 血液不足
'xue'ye'de'xun'xing'chi'huan 血液的循行迟缓
'xue'ye'de'yun'xing'shi'tiao 血液的运行失调
'xue'ye'hua'sheng'zhang'ai 血液化生障碍
'xue'ye'ning'zhi'bu'chang 血液凝滞不畅
'xue'ye'sheng'hua'bu'zu 血液生化不足
'xue'ye'xun'huan 血液循环
'xue'ye'xun'xing'zhi'se'bu'chang 血液循行滞涩不畅
'xue'ye'yu'jie 血液瘀结
'xue'ye'yu'zhi'de'zheng'xiang 血液瘀滞的征象
'xue'ye'yun'xing'bu'li 血液运行不利
'xue'ye'yun'xing'jia'su 血液运行加速
'xue'ye'yun'xing'jie'lv'shi'tiao 血液运行节律失调
'xue'ye'yun'xing'wu'li 血液运行无力
'xue'ye'yun'xing'zhi'se'er'bu'chang 血液运行滞涩而不畅
'xue'yi'yu'ji'xi'pi'xia 血溢于肌膝皮下
'xue'you'yu'ze'nu 血有余则怒
'xue'yu'bi'zu'xin'zhi'mai'luo 血瘀痹阻心之脉络
'xue'yu'dao'zhi'qi'zhi 血瘀导致气滞
'xue'yu'er'zu'zhi'zai'zang'fu'jing'luo 血瘀而阻滞在脏腑经络
'xue'yu'qi'zhi 血瘀气滞
'xue'yu'shui'ting 血瘀水停
'xue'yu'xue'pi 血瘀血疲
'xue'yu'yu'shang 血郁于上
'xue'yun'bu'chang 血运不畅
'xue'zao'dong'er'sheng'feng 血燥动而生风
'xue'zao'sheng'feng 血燥生风
'xue'zao'xu're'nei'sheng 血燥虚热内生
'xue'zhe 血者
'xue'zhi'wei'yong'quan'lai'yu'qi 血之为用全赖于气
'xue'zhu'ru'zhi 血主濡之
'xun'jing'xia'yi'xiao'chang 循经下移小肠
'xun'su'e'hua 迅速恶化
'xun'xing'lu'xian 循行路线
'xun'zhao'chu'ji'bing'de'gen'ben'yuan'yin 寻找出疾病的根本原因
'xun'zheng'gan'dan 熏蒸肝胆
'xun'zi 荀子
'ya'guan'jin'bi 牙关紧闭
'ya'tong 牙痛
'yan'bai 眼白
'yan'bu'ke'zhi'zhe 言不可治者
'yan'dong'zhi'yue 严冬之月
'yan'er'bi'she 眼耳鼻舌
'yan'gan'she'zao 咽干舌燥
'yan'jing'mai'er'xia'yi'zhi'xiao'chang 沿经脉而下移至小肠
'yan'nian'yi'shou 延年益寿
'yan're'he'han'leng 炎热和寒冷
'yan'shi 厌食
'yan'tong 咽痛
'yan'xia'er'duo'han 炎夏而多汗
'yan'xun 烟熏
'yan'yu'guo'duo 言语过多
'yan'yu'ying'da 言语应答
'yan'zhong'bing'bian 严重病变
'yan'zhong'geng'zu 咽中梗阻
'yan'zhong'shao'tang'shang 严重烧烫伤
'yan'zhong'tu'xie'hao'shang'jin'ye 严重吐泻耗伤津液
'yang'bing'zhi'yin 阳病治阴
'yang'bu'hua'yin 阳不化阴
'yang'bu'pei'yin 阳不配阴
'yang'bu'ru'yin 阳不入阴
'yang'chang'you'yu 阳常有余
'yang'gen'yu'yin 阳根于阴
'yang'hua'qi 阳化气
'yang'hua'wei'feng 阳化为风
'yang'mai'zhi'hai 阳脉之海
'yang'ming 阳明
'yang'ming'bing'pian 阳明病篇
'yang'ming'jing 阳明经
'yang'ming'mai'shuai'shao 阳明脉衰少
'yang'ming're'sheng 阳明热盛
'yang'ming'wei'duo'qi'duo'xue'zhi'jing 阳明为多气多血之经
'yang'ming'zhong'zhe 阳明终者
'yang'neng'hua'qi 阳能化气
'yang'pian'sheng 阳偏盛
'yang'pian'sheng'er'shang'yin 阳偏盛而伤阴
'yang'pian'shuai 阳偏衰
'yang'qi 阳气
'yang'qi'bai'tian'duo'qu'yu'biao 阳气白天多趋于表
'yang'qi'bao'tuo 阳气暴脱
'yang'qi'bao'tuo'suo'zhi 阳气暴脱所致
'yang'qi'bei'e 阳气被遏
'yang'qi'bu'sheng 阳气不升
'yang'qi'bu'zu 阳气不足
'yang'qi'de'yan'zhong'hao'san 阳气的严重耗散
'yang'qi'fu'cang 阳气伏藏
'yang'qi'guo'kang 阳气过亢
'yang'qi'guo'sheng'hua'huo 阳气过盛化火
'yang'qi'jian'shuai 阳气渐衰
'yang'qi'kang'ni'bian'dong 阳气亢逆变动
'yang'qi'nei'lian 阳气内敛
'yang'qi'sheng'dong'wu'zhi'suo'zhi 阳气升动无制所致
'yang'qi'sheng'fa 阳气升发
'yang'qi'shou'sun 阳气受损
'yang'qi'su'xu'zhi'ti 阳气素虚之体
'yang'qi'sui'zhi'wang'shi 阳气随之亡失
'yang'qi'tai'sheng 阳气太盛
'yang'qi'wai'tuo 阳气外脱
'yang'qi'wai'xie 阳气外泄
'yang'qi'wei'shang 阳气微上
'yang'qi'wei'xia 阳气微下
'yang'qi'xu'shuai 阳气虚衰
'yang'qi'xu'sun 阳气虚损
'yang'qi'you'yu 阳气有余
'yang'qi'zhi'bian'dong 阳气之变动
'yang'qi'zhu'dong'zhu'sheng 阳气主动主升
'yang'qi'zhu'jian'shang'sheng 阳气逐渐上升
'yang'qi'zhu'jian'xia'jiang 阳气逐渐下降
'yang'qiao'mai 阳跷脉
'yang're'bu'zu 阳热不足
'yang're'kang'sheng 阳热亢盛
'yang're'kang'sheng'de'shi're'zheng 阳热亢盛的实热证
'yang're'kang'sheng'hua'er'wei'feng 阳热亢盛化而为风
'yang'sha'yin'cang 阳杀阴藏
'yang'shen'rou'jin 养神柔筋
'yang'sheng'fang'bing 养生防病
'yang'sheng'ge'yin 阳盛格阴
'yang'sheng'huo'yin'xu'zhi'ti 阳盛或阴虚之体
'yang'sheng'lei'zuan 养生类纂
'yang'sheng'rao'luan'xin'zhu'xue'mai'sheng'li'gong'neng'de 阳盛扰乱心主血脉生理功能的
'yang'sheng'sheng'wai're 阳盛生外热
'yang'sheng'wu'zhi 阳升无制
'yang'sheng'yin'chang 阳生阴长
'yang'sheng'you'yu 阳盛有余
'yang'sheng'yu'nei 阳盛于内
'yang'sheng'ze're 阳盛则热
'yang'sheng'ze're 阳胜则热
'yang'sheng'ze'wai're 阳盛则外热
'yang'sheng'ze'yin'bing 阳胜则阴病
'yang'sheng'zhe'ze'wei're 阳胜者则为热
'yang'sui'yin'xie 阳随阴泄
'yang'sun'ji'yin 阳损及阴
'yang'tong'zhuo're 痒痛灼热
'yang'wang 阳亡
'yang'wei 阳萎
'yang'wei'mai 阳维脉
'yang'wei'zi'shen 养胃滋肾
'yang'wu'suo'yi'fu'er'san'yue 阳无所依附而散越
'yang'xiao'yin'chang 阳消阴长
'yang'xu 阳虚
'yang'xu'bu'neng'zhi'yin'er'zhi'yin'han'pian'sheng'zhe 阳虚不能制阴而致阴寒偏盛者
'yang'xu'bu'yun 阳虚不运
'yang'xu'han'sheng'shi'qi'ben'zhi 阳虚寒盛是其本质
'yang'xu'huo'shuai 阳虚火衰
'yang'xu'huo'yin'sheng'zhi'ti 阳虚或阴盛之体
'yang'xu'shi'sheng 阳虚湿盛
'yang'xu'wen'yun'wu'li 阳虚温运无力
'yang'xu'yin'sheng 阳虚阴盛
'yang'xu'ze'han 阳虚则寒
'yang'xu'ze'yin'han'nei'sheng 阳虚则阴寒内生
'yang'xu'ze'yin'sheng 阳虚则阴盛
'yang'ye'ke'yi'zhuan'hua'wei'yin 阳也可以转化为阴
'yang'yi'cun'yu'yin 阳依存于阴
'yang'yi'lai'yu'yin'er'cun'zai 阳依赖于阴而存在
'yang'yin'pai 养阴派
'yang'yin'qing're 养阴清热
'yang'yu'fu'er'yin'yu'kui 阳愈浮而阴愈亏
'yang'zai'wai 阳在外
'yang'zhe 阳者
'yang'zhi'shou 阳之守
'yang'zhi'shou'ye 阳之守也
'yang'zhi'suo'sheng'chu'ye 阳之所盛处也
'yang'zhong'qiu'yin 阳中求阴
'yang'zhu'dong 阳主动
'yang'zhu'gang'zao 阳主刚躁
'yang'zhu'meng'dong 阳主萌动
'yang'zhu'sheng'fa 阳主生发
'yang'zhu'zao'dong'er'xiang'shang 阳主躁动而向上
'yao'bu'zhong'qiao 药不中窍
'yao'fu'zhang'man'zhong'zhui 腰腹胀满重坠
'yao'leng'huo'suan'tong 腰冷或酸痛
'yao'leng'suan'tong 腰冷酸痛
'yao'liang'jiao'qing 药量较轻
'yao'liang'jiao'zhong 药量较重
'yao'liang'yi'qing 药量宜轻
'yao'suan'liang'zu'ruan'ruo'wu'li 腰酸两足软弱无力
'yao'tong 腰痛
'yao'wei'shen'zhi'fu 腰为肾之府
'yao'wu'yu'fang 药物预防
'yao'xi'suan'ruan 腰膝酸软
'yao'zhe'shen'zhi'fu 腰者肾之府
'ye'ban 夜半
'ye'ban'ren'qi'ren'zang 夜半人气人脏
'ye'ban'wei'dong 夜半为冬
'ye'de'sheng'cheng'he'pai'xie'zhang'ai 液的生成和排泄障碍
'ye'jian'tong'shen 夜间痛甚
'ye'jiao'chou'hou 液较稠厚
'ye'tian'shi 叶天士
'ye'tuo'nai'jin'ye'gan'he'zhi'shen 液脱乃津液干涸之甚
'ye'wan'duo'qu'yu'li'de'xian'xiang 夜晚多趋于里的现象
'ye'wan'jiao'zhong 夜晚较重
'ye'wei'yin 夜为阴
'ye'wu'yi'bu'cheng'qi'xing 也无一不呈其形
'yi'bie'rou'gang 以别柔刚
'yi'bing 疫病
'yi'bing'er'zhi'ge'bu'tong 一病而治各不同
'yi'bing'tong'zhi 异病同治
'yi'bing'zhi'xie 疫病之邪
'yi'bu'kai'sai 以补开塞
'yi'bu'qi'wei'zhu 以补气为主
'yi'cheng'bu'bian 一成不变
'yi'chu'mai'wai 逸出脉外
'yi'di'er'chu 易地而处
'yi'dong'jing'er'yan 以动静而言
'yi'du 疫毒
'yi'dui'shi'wu 一对事物
'yi'fa'fang'yi 异法方宜
'yi'fang'de'pian'sheng 一方的偏盛
'yi'fang'shang'yang 以防伤阳
'yi'fang'yi'yao'dui'yi'bing 一方一药对一病
'yi'fang'zhi'ji'bing'de'fa'sheng 以防止疾病的发生
'yi'fen'wei'er'ye 一分为二也
'yi'fu'shi'li 一服十粒
'yi'gai'shi'zhi 一概施治
'yi'gan'han'xie'er'zhi'bing 易感寒邪而致病
'yi'gan'mao 易感冒
'yi'ge'shi'wu'de'liang'ge'fang'mian 一个事物的两个方面
'yi'guan'bian 医贯贬
'yi'gui'tong'yuan 乙癸同源
'yi'han'wei'zhu 以寒为主
'yi'han'yi're 易寒易热
'yi'han'zhi'han 以寒治寒
'yi'hao'san'qi'zhen 以耗散其真
'yi'huo'bu'tu'fa 益火补土法
'yi'huo'zhi'yuan 益火之源
'yi'huo'zhi'yuan'yi'xiao'yin'yi 益火之源以消阴翳
'yi'jiang'wei'he 以降为和
'yi'jin'jing 易筋经
'yi'jing 遗精
'yi'jing'bian'qi'lun 移精变气论
'yi'jing'qi'fen'yin'yang 以精气分阴阳
'yi'jing'qi'jue 一经气绝
'yi'jiu'wei'jiang 以酒为浆
'yi'li 疫疠
'yi'li 疫痢
'yi'liao'cheng'jiu 医疗成就
'yi'liao'shi'jian 医疗实践
'yi'lin'gai'cuo 医林改错
'yi'men'fa'lv 医门法律
'yi'mu'fu'tu'fa 抑木扶土法
'yi'niao 遗尿
'yi'pian 遗篇
'yi'ping'wei'qi 以平为期
'yi'qi 异气
'yi'qi'jie'biao 益气解表
'yi'qi'wei'zhi'ben 益气为治本
'yi'qi'yang'xue 益气养血
'yi'qu'shu'shi 以祛暑湿
'yi'qu'xie'wei'zhu 以祛邪为主
'yi're'zhi're 以热治热
'yi'ri'er'zhu'wai 一日而主外
'yi'shang'yang'qi 易伤阳气
'yi'sheng'xi'nu'bei'you'kong 以生喜怒悲忧恐
'yi'sheng'xi'nu'si'you'kong 以生喜怒思忧恐
'yi'sheng'zhi'bing 医生治病
'yi'shi'ju'chu'ge'bu'xiang'tong 衣食居处各不相同
'yi'shi'wei'zhu 以实为主
'yi'shou'yan'nian 益寿延年
'yi'shui'huo'er'yan 以水火而言
'yi'tong'zhi'tong 以通治通
'yi'wang'wei'chang 以妄为常
'yi'wu'zang'wei'zhong'xin 以五脏为中心
'yi'wu'zhi'de'yun'dong'bian'hua'er'yan 以物质的运动变化而言
'yi'xiao'du'fang'bing 以消毒防病
'yi'xiao'yin'weng 以消阴翁
'yi'xie'shi'wei'zhu 以邪实为主
'yi'xu'wei'zhu 以虚为主
'yi'xu'yi'shi 易虚易实
'yi'xue'jia 医学家
'yi'xue'li'lun'ti'xi 医学理论体系
'yi'xue'liu'pai 医学流派
'yi'xue'wei'yong 以血为用
'yi'xue'wen'xian 医学文献
'yi'yi 医易
'yi'yi'dang'shi 以一当十
'yi'yi'ri'fen'wei'si'shi 以一日分为四时
'yi'yi'zhi'er'bu'yi'xing'fen 易抑制而不易兴奋
'yi'yin 溢饮
'yi'yin 益阴
'yi'yin'yi'yang'zhi'wei'dao 一阴一阳之谓道
'yi'ying'xian'zhi'wai'gan'yi'zhi'qi'biao 亦应先治外感以治其标
'yi'you'nian'gao'cha'hou 亦有年高察厚
'yi'you'zhi'zuo 以右治左
'yi'yu'bu'chang 抑郁不畅
'yi'yu'bu'chong 易于补充
'yi'yu'gan'mao 易于感冒
'yi'yu'hao'san 易于耗散
'yi'yu'ji'fu'suo'zhi 溢于肌肤所致
'yi'yu'jie'qi'jing 以欲竭其精
'yi'yu'liu'xing 易于流行
'yi'zhe 疫者
'yi'zheng'xu'wei'zhu 以正虚为主
'yi'zhi 抑制
'yi'zhi'chun'xia'wen're'zhi'qi 抑制春夏温热之气
'yi'zhi'guo'ye 医之过也
'yi'zhi'qiu'dong'han'liang'zhi'qi 抑制秋冬寒凉之气
'yi'zhi'shu'yin 抑制属阴
'yi'zhi'suo'cun'wei'zhi'zhi 意之所存谓之志
'yi'zhi'wang'jin 以知往今
'yi'zhi'xiao'chen 意志消沉
'yi'zhi'yang'guang 以制阳光
'yi'zhi'zhi'bing'ye 医之治病也
'yi'zhi'zhu'jian'zhuan'xiang'xing'fen 抑制逐渐转向兴奋
'yi'zhong'bing'ke'yi'bao'kuo'ji'zhong'bu'tong'di'zheng 一种病可以包括几种不同的证
'yi'zhuan 易传
'yi'zong'jin'jian 医宗金鉴
'yi'zuo'zhi'you 以左治右
'yin'bi'zhe 阴痹者
'yin'bing'zhi'yang 阴病治阳
'yin'bu'lian'yang 阴不敛阳
'yin'bu'zhi'yang 阴不制阳
'yin'chang'bu'zu 阴常不足
'yin'chen 茵陈
'yin'cheng'xing 阴成形
'yin'di 因地
'yin'di'qu'qi'hou'de'cha'yi 因地区气候的差异
'yin'di'zhi'yi 因地制宜
'yin'dong'gan'huo 引动肝火
'yin'duo'liu'ji'yu'chang'wei 饮多留积于肠胃
'yin'er'bao'shi 因而饱食
'yin'er'jie'zhi 引而竭之
'yin'er'xia'chui 因而下垂
'yin'er'yue'zhi 因而越之
'yin'gen'yu'yang 阴根于阳
'yin'han'guo'sheng 阴寒过盛
'yin'han'nei'ju 阴寒内聚
'yin'han'nei'sheng 阴寒内盛
'yin'han'nei'sheng'de'han'shi'zheng 阴寒内盛的寒实证
'yin'han'pian'sheng 阴寒偏盛
'yin'han'xie'shang'yang'er'jian'xu'xiang 因寒邪伤阳而兼虚象
'yin'han'xing'bing'li'chan'wu'de'ji'ju'huo'ting'zhi 阴寒性病理产物的积聚或停滞
'yin'han'zhi'xie'kui'sheng'yu'nei 阴寒之邪奎盛于内
'yin'han'zhi'xie'mi'man 阴寒之邪弥漫
'yin'huo'yang'de'pian'sheng'huo'pian'shuai 阴或阳的偏盛或偏衰
'yin'huo'yang'de'yi'fang 阴或阳的一方
'yin'huo'yang'de'yi'fang'guo'sheng'you'yu'de'bing'zheng 阴或阳的一方过盛有余的病证
'yin'huo'yang'de'yi'fang'xu'sun'bu'zu'de'bing'zheng 阴或阳的一方虚损不足的病证
'yin'ji 瘾积
'yin'ji'tan'dong 因即瘫冻
'yin'jin'hao'shang 阴津耗伤
'yin'jin'kui'sun 阴津亏损
'yin'jing'yang'zao 阴静阳躁
'yin'ju'liu'zhu 阴疽流注
'yin'ju'yi'bi'shu 阴居以避暑
'yin'kang'zhe'sheng'zhi'yi'yang 阴亢者胜之以阳
'yin'ke'yi'zhuan'hua'wei'yang 阴可以转化为阳
'yin'kui'ye'shao 阴亏液少
'yin'lv'er'chu'wu'wei'zhi'zhi 因虑而处物谓之智
'yin'mai'zhi'hai 阴脉之海
'yin'meng'er'yi 因梦而遗
'yin'neng'cheng'xing 阴能成形
'yin'pian'sheng 阴偏盛
'yin'pian'sheng'er'shang'yang 阴偏盛而伤阳
'yin'pian'shuai 阴偏衰
'yin'ping'yang'mi 阴平阳秘
'yin'qi'bu'zu 阴气不足
'yin'qi'fu'cang 阴气伏藏
'yin'qi'jian'sheng'ji 阴气渐盛机
'yin'qi'wei're 引起胃热
'yin'qi'wei'shang 阴气微上
'yin'qi'wei'xia 阴气微下
'yin'qi'xiang'dui'yi'fang'pian'shuai'shi 引起相对一方偏衰时
'yin'qi'you'yu 阴气有余
'yin'qi'zhu'jian'shang'sheng 阴气逐渐上升
'yin'qi'zhu'jian'xia'jiang 阴气逐渐下降
'yin'qiao'mai 阴跷脉
'yin'ren 因人
'yin'ren'yin'shi'yin'di 因人因时因地
'yin'ren'zhi'yi 因人制宜
'yin'sheng'ge'yang 阴盛格阳
'yin'sheng'ju'yang'yu'wai 阴盛拒阳于外
'yin'sheng'yang'shuai 阴盛阳衰
'yin'sheng'ze'han 阴胜则寒
'yin'sheng'ze'nei'han 阴盛则内寒
'yin'sheng'ze'yang'bing 阴胜则阳病
'yin'sheng'zhe'ze'wei'han 阴胜者则为寒
'yin'shi 因时
'yin'shi'bu'gu 饮食不沽
'yin'shi'bu'jie 饮食不洁
'yin'shi'bu'jie 饮食不节
'yin'shi'guo'han'guo're 饮食过寒过热
'yin'shi'guo'liang 饮食过量
'yin'shi'han'wen'bu'shi 饮食寒温不适
'yin'shi'ji'qi'qing'nei'shang 饮食及七情内伤
'yin'shi'lao'yi 饮食劳逸
'yin'shi'pian'han'pian're 饮食偏寒偏热
'yin'shi'pian'shi 饮食偏嗜
'yin'shi'qi'ju 饮食起居
'yin'shi'she'ru'guo'liang 饮食摄入过量
'yin'shi'sheng'leng 饮食生冷
'yin'shi'shi'jie 饮食失节
'yin'shi'shi'yi 饮食失宜
'yin'shi'suo'shang 饮食所伤
'yin'shi'wu'wei 饮食无味
'yin'shi'wu'wei'pian'shi 饮食五味偏嗜
'yin'shi'wu'wei'ying'dang'shi'yi 饮食五味应当适宜
'yin'shi'wu'wei'you'suo'pian'shi 饮食五味有所偏嗜
'yin'shi'wu'zu'zhi 饮食物阻滞
'yin'shi'yi'ji 饮食宜忌
'yin'shi'yin'di'yin'ren'zhi'yi 因时因地因人制宜
'yin'shi'ying'yang'bu'zu 饮食营养不足
'yin'shi'ying'yang'de'bu'chong 饮食营养的补充
'yin'shi'you'jie 饮食有节
'yin'shi'yu'bing'bian'xiang'yi 饮食与病变相宜
'yin'shi'yu'lao'yi 饮食与劳逸
'yin'shi'zhi'yi 因时制宜
'yin'shi'zi'bei 饮食自倍
'yin'si'er'yuan'mu'wei'zhi'lv 因思而远慕谓之虑
'yin'sun'ji'yang 阴损及阳
'yin'ting 阴挺
'yin'tong 隐痛
'yin'wang 阴亡
