'ai'gan'huang'tian'xi'cheng'wei'hui 哀感皇天兮城为隳
'shi'ren'zhi'chao'wei'cao 使人之朝为草
'shi'ru'ci 是如此
'shi'ru'jin 式如金
'shi'ru'yu 式如玉
'shi'san'jing'zhu'shu 十三经注疏
'shi'san'tiao'yi'shi 是三条逸诗
'shi'shang'di'gui'shen'shang'min'zhi'ming 使上帝鬼神伤民之命
'shi'shi'shi'jin'yan 食石食金盐
'shi'shi'shi'yu 食石食玉
'shi'shi'wei'bei'yin 实始为北音
'shi'shi'wei'dong'yin 实始为东音
'shi'shi'wei'nan'yin 实始为南音
'shi'shi'wei'xi'yin 实始为西音
'shi'shi'yuan'er 室是远而
'shi'shu 诗疏
'shi'shui'yu'pan 实水于盘
'shi'su'dai'wei'xiang'shou 使苏代谓向寿
'shi'su'si'yan'shi 时俗四言诗
'shi'ti 失题
'shi'tong 史通
'shi'tu'shang'sheng'mao 视土上生毛
'shi'wang'can 食忘餐
'shi'wang'jin'yu'min 使王近于民
'shi'wang'zhou'guo 实亡周国
'shi'wei 视为
'shi'wei 诗纬
'shi'wei'chen'zhi'dao 失为臣之道
'shi'wei'gu'yan 视为古谚
'shi'wei'ling'yi'duan 视为另一段
'shi'wei'qi'liang'si 始谓杞梁死
'shi'wei'shi'shi 是谓失时
'shi'wei'wo'xin 实慰我心
'shi'wei'yao'wei'chang'bu'ke 视为谣未尝不可
'shi'wei'zhuang'zi'suo'yan 视为庄子所衍
'shi'wen'si'suo 时文思索
'shi'wo'bai'yu'zhu 使我败于邾
'shi'wo'gao'dao 使我高蹈
'shi'wu 十五
'shi'wu 实误
'shi'wu'yu 食无鱼
'shi'wu'zhe'jiao'huang'tu 时无赭浇黄土
'shi'wu'zhi'huo 室无滞货
'shi'wu'zhong'ren 仕无中人
'shi'xi'pian 世系篇
'shi'xia'xuan'zhou'xi'chi'cheng 时下玄洲戏赤城
'shi'xing'wo'yi 实兴我役
'shi'yan 师延
'shi'yi 诗意
'shi'yi'bai'yi 事以败矣
'shi'yi'cheng'shi 视已成事
'shi'yi'ge 师乙歌
'shi'yi'ji 拾遗记
'shi'yi'lai'you 逝宜来游
'shi'yi'qing'xi 世疑清兮
'shi'yi'sui'fei'shi'zai'shang 是以虽飞矢在上
'shi'yi'wan'zhi'kou 师亿万之口
'shi'yi'wu'cheng'gong 是以无成功
'shi'yi'yi'yin'qu'xia'shi'tang 是以伊尹去夏适汤
'shi'yin'yan 士引谚
'shi'you'meng'xi 始有萌兮
'shi'yu 食欤
'shi'yu'gu'shu'guo'xian'wang'can'cong 始于古蜀国先王蚕丛
'shi'yu'nu 室于怒
'shi'yu'se 市于色
'shi'yu'tian'tong 势与天通
'shi'yue 诗曰
'shi'yun 诗云
'shi'zai'qi'jian 使在其间
'shi'zai'zhong'chun 时在中春
'shi'ze'han'gao'you'zhu 实则汉高诱注
'shi'ze'zhou'song 实则周颂
'shi'zhao 史照
'shi'zhao'de'yin 式昭德音
'shi'zhao'tong'jian'shu 史照通鉴疏
'shi'zhen'ji 十真记
'shi'zheng'yi'yin'yu 诗正义引语
'shi'zheng'yi'yin'yu'yue 诗正义引语曰
'shi'zhi 筮之
'shi'zhi'bu'jian'qi'xing 视之不见其形
'shi'zhi'ji'ye 事之计也
'shi'zhi'yan'jin 失之严谨
'shi'zhu'lu 世主虏
'shi'zi'yu'bian'er'bu'xin 士自誉辨而不信
'shi'zi'yu'bian'er'bu'xin 士自誉辩而不信
'shi'zi'zhang'shi 食自杖食
'shi'zou'si'xia 始奏肆夏
'shi'zu'chang 士卒昌
'shi'zu'jie'huan'le 士卒皆欢乐
'shi'zuo'se 始作瑟
'shou'bu'jia'qi 守不假器
'shou'chen'si'yuan 兽臣司原
'shou'e'qi'wang 兽恶其网
'shou'fu'wu'jiang 受福无疆
'shou'kao'bu'wang 寿考不忘
'shou'kao'wei'qi 寿考惟祺
'shou'lu 收录
'shou'lu'ci'tiao 收录此条
'shou'lu'le'bu'shao 收录了不少
'shou'niu'ru'xi'gu 首牛入西谷
'shou'tian'zhi'qing 受天之庆
'shou'tu 守土
'shou'wu'fu'ke 手无斧柯
'shou'ye'zhi'ji 受业之纪
'shou'you'mao'cao 兽有茂草
'shu'bang'fu 叔邦父
'shu'bang'fu'fu'ming 叔邦父簠铭
'shu'bu'wei'shu 黍不为黍
'shu'chang'you'si'wu'xi 舒长褎似舞兮
'shu'chao 书钞
'shu'che 书车
'shu'ci'tai'kang 庶此太康
'shu'dao 书刀
'shu'de'mo'ru'zi 树德莫如滋
'shu'dong'han'yan 属东汉谚
'shu'feng 书锋
'shu'guan 书冠
'shu'hong'fan'pian 书洪范篇
'shu'hou'fu'shi 书后赋诗
'shu'hou'yi'you'yun'yu 书后亦有韵语
'shu'hou'you'ci'fu 书后有此赋
'shu'hu 书户
'shu'hu'nan'lin 倏忽南临
'shu'hui'bai'gu 庶卉百谷
'shu'ji'pian 书记篇
'shu'ji'wu'cheng 黍稷无成
'shu'ji'xia'nian 庶几遐年
'shu'jian 书剑
'shu'jing 书井
'shu'jing 书镜
'shu'jiu'he'zhu'shu'yin'zhi 书九河注疏引之
'shu'liang'tong'ji'de'fan'li 数量统计的范例
'shu'ling'ting'zhi 孰令听之
'shu'lv 书履
'shu'men 书门
'shu'min'yi'sheng 庶民以生
'shu'mu'mo'mo 树木莫莫
'shu'mu'yu'mao 树木欲茂
'shu'nian'bu'jue 数年不觉
'shu'sha'zi'chan 孰杀子产
'shu'she'bu'ke'xun 鼠社不可熏
'shu'shen'er'de 淑慎尔德
'shu'shen'er'zhi 淑慎尔止
'shu'shi'ren'si 孰是人斯
'shu'shu'zhi'yu 倏倏之鱼
'shu'tang'yan 属唐谚
'shu'wang'ben'ji 蜀王本纪
'shu'wang'fei'si'qi'fu'mu 蜀王妃思其父母
'shu'wang'xin'ai'qi'nv 蜀王心爱其女
'shu'wei'er'zhe 熟惟二者
'shu'wei'wei'zhi 孰为为之
'shu'wen'yu'fan'li 数问于范蠡
'shu'wu'qun'sheng 庶物群生
'shu'xi'chuan 束晳传
'shu'yan 书砚
'shu'yao 书钥
'shu'yi'ji 述异记
'shu'yi'ji'xia 述异记下
'shu'yi'shi'jing 黍衣食京
'shu'you 书牖
'shu'you'guo'yu'shen'yan'zhe 孰有过于慎言者
'shu'you'wen'fu'zhi'shan 蜀有汶阜之山
'shu'yu'dong 庶虞动
'shu'yun'qi'yu 孰云其愚
'shu'zhan'yue 叔展曰
'shu'zheng'pian'zuo 书证篇作
'shu'zhong'guang'ji 蜀中广记
'shuai'bi'luan'che 帅彼銮车
'shuai'er'zhong'gong 率尔众工
'shuai'er'zu'kao 率尔祖考
'shuang'lu'bu'diao'shi 霜露不凋使
'shuang'lu'bu'shi 霜露不使
'shui'bu'ai'qi'suo'jin 谁不爱其所近
'shui'gui'qi'he 水归其壑
'shui'huo'xiang'zheng 水火相争
'shui'jing 水经
'shui'jing'he'shui'zhu'wu'yin'bo 水经河水注五引波
'shui'jing'zhu 水经注
'shui'jing'zhu'yin'yan 水经注引谚
'shui'neng'bing'guo'cheng 谁能秉国成
'shui'neng'chang'sheng 谁能长生
'shui'qi'si'zhi 谁其嗣之
'shui'sheng'gu 水生骨
'shui'si'shui'sheng 谁死谁生
'shui'su'ci'you 谁诉此忧
'shui'wei'wei'zhi 谁为为之
'shui'xian'cao 水仙操
'shui'yang'bo'xi'yao'ming'ming 水扬波兮窅冥冥
'shui'zhang'tan 水涨潭
'shui'zhao'shui'ming 谁昭谁冥
'shui'zhi'qing'ze'wu'yu 水至清则无鱼
'shun'ci'tian'ci 舜祠田辞
'shun'di'zhi'ze 顺帝之则
'shun'er'cheng'de 顺尔成德
'shun'xu'dian'dao 顺序颠倒
'shun'xu'tong'feng 顺序同冯
'shuo'can 说参
'shuo'dao 说到
'shuo'fu 说郛
'shuo'lin'xia 说林下
'shuo'lin'xun 说林训
'shuo'shan'xun 说山训
'shuo'shu 硕鼠
'shuo'shu'pian 硕鼠篇
'shuo'wen'diao'ge 说文嬥歌
'shuo'yuan 说苑
'shuo'yuan'fu'en'pian 说苑复恩篇
'si'bai'jiu'shi'liu 四百九十六
'si'bai'jiu'shi'wu 四百九十五
'si'bai'liu 四百六
'si'bai'san'shi'yin'yin'kang 四百三十引殷康
'si'bie'you'yi'duan 似别有一段
'si'bo'ma 似驳马
'si'bu'geng'ming 思补更鸣
'si'bu'yin'zhong 死不隐忠
'si'bu'yin'zhong'ye 死不隐忠也
'si'bu'zhao'ti 似不照题
'si'ci'yan'yuan'wei'si'yan'si'ju 似此谚原为四言四句
'si'dai 四代
'si'fang'gao'yi'chi 四方高一尺
'si'fang'gao'yi'chi 四方髙一尺
'si'fang'qie'ban'e 四方且半额
'si'fang'quan'ban'bo 四方全半帛
'si'fang'quan'pi'bo 四方全匹帛
'si'gui'yin 思归引
'si'hai'ju'you 四海俱有
'si'hao'zuo 四皓作
'si'he'han'zhu'wei 死何含珠为
'si'he'zhi'qing 俟河之清
'si'hou 四侯
'si'hu'bu'ju'bei'ge'de'yi'wei 似乎不具备歌的意味
'si'hu'zhi'shi 似乎只是
'si'jiu'fu 思旧赋
'si'ku'ben 四库本
'si'ma'fa'yue 司马法曰
'si'ma'gao'gai 驷马高盖
'si'ma'gao'gai 驷马高葢
'si'ma'mao 司马卯
'si'ma'qian'chuan 司马迁传
'si'ma'qian'yin'bi'yu 司马迁引鄙语
'si'ma'qian'yin'yan 司马迁引谚
'si'ma'xiang'ru 司马相如
'si'ma'xiang'ru'shang'lin'fu 司马相如上林赋
'si'ma'xiang'ru'yin'bi'yan 司马相如引鄙谚
'si'ma'xiang'ru'yin'yan 司马相如引谚
'si'ma'yun 司马云
'si'min'yue'ling 四民月令
'si'min'yue'ling'yin'nong'yao 四民月令引农谣
'si'min'yue'ling'yin'nong'yu 四民月令引农语
'si'mu'jue'xi 四牡蹻兮
'si'mu'yi'yi 四牡翼翼
'si'qin'cao 思亲操
'si'qu'ge'qiu 四曲歌秋
'si'qu'ge'xia 四曲歌夏
'si'shang'yao 泗上谣
'si'she'cong'zhi 四蛇从之
'si'she'ge'ru'qi'yu 四蛇各入其宇
'si'she'ru'xue 四蛇入穴
'si'sheng'zhi'shu'yin'gu'yu 汜胜之书引古语
'si'shi'shun'jing 四时顺经
'si'shi'yi'xiang 四时易乡
'si'shi'zhi'shi'quan'zai'shi 斯十之世权在室
'si'wei'ba'yan'miao'nan'ji 四维八埏眇难极
'si'wo'wang'du 思我王度
'si'wu'gou 思无垢
'si'wu'ru 思无辱
'si'wu'sun'wu'zi 嗣武孙武子
'si'xia 肆夏
'si'xuan'fu 思玄赋
'si'zai'kao'zheng 俟再考正
'si'zhang 四章
'si'zhe'bu'ke'wang 死者不可忘
'si'zhe'fu'sheng 死者复生
'si'zheng'ju'ju 四正具举
'si'zu'zhi'mei'you'biao 四足之美有麃
'si'zui'si'guo 俟罪斯国
'song'bai'ge 松柏歌
'song'cheng'zhe'ou 宋城者讴
'song'fu'yi'jiao 宋父以骄
'song'ge 诵歌
'song'gong'fu'xin'gong 宋公赋新宫
'song'hou'da'bu'wang'yi 宋后大部亡佚
'song'mao'chi'zhu'yun 诵茅鸱注云
'song'qing'yuan'liu'nian 宋庆元六年
'song'que'ren 宋确认
'song'ren'xiao'shuo 宋人小说
'song'shao'xing'jiu'nian 宋绍兴九年
'song'xian'chun'yuan'nian 宋咸淳元年
'song'xie'bai'xie 松邪柏邪
'song'yan 宋谚
'song'yu'dui'chu'wang'wen 宋玉对楚王文
'song'yu'dui'chu'wang'wen 宋玉对楚王问
'song'yuan'di'xiu'ben 宋元递修本
'song'zhi'zu'lei'ye 颂之族类也
'song'zhu'zhe'ou 宋筑者讴
'sou'cang'ji 薮藏疾
'su'dai'shuo'xiang'shou'qing'mu'fa 苏代说向寿请母伐
'su'qin'shang'qin'hui'wang'shi 苏秦上秦惠王诗
'su'qin'wei'qin'wang 苏秦谓秦王
'su'su'shuo'chu 苏苏说楚
'su'su'yong'yong 肃肃雝雝
'su'yi'wei'xuan'xi 素以为绚兮
'su'yun 苏云
'sui'bian'zhi'chang'bu'ji'ma'fu 虽鞭之长不及马腹
'sui'bu'de'xian 虽不得仙
'sui'bu'ke'hao 虽不可好
'sui'cao'mu 遂草木
'sui'ge 穗歌
'sui'hui'ke'zhui 虽悔可追
'sui'jiang'mu'xi'ri'yi'han 岁将暮兮日已寒
'sui'lin'xia'tu'zai'sheng'ming'xi 遂临下土在圣明兮
'sui'luo'er'yao 随雒二谣
'sui'mi'bu'fu 遂迷不复
'sui'mo'ge 岁莫歌
'sui'ran'gu'wu'xu'yan 虽然古无虚谚
'sui'shan'yao 绥山谣
'sui'shi 隋诗
'sui'shi'xian'min 虽是先民
'sui'shu 隋书
'sui'shu'le'zhi 隋书乐志
'sui'shuo'shi 虽说是
'sui'si'mu'yi'er'he'bu'huo 岁巳暮矣而禾不获
'sui'sui'bai'hu 绥绥白狐
'sui'suo'ju 虽所据
'sui'tian'zhi'shi 随天之时
'sui'wei'lei'wen'zhi'ti 虽为诔文之体
'sui'xi'bu'de'huo 穗兮不得获
'sui'xian'dan 檖先殚
'sui'xing'shi'lv 遂兴师旅
'sui'yi'han'yi'er'yi'bu'ba 岁已寒矣而役不罢
'sui'yi'xian'dan 檖榏先殚
'sui'yin'sui 檖音遂
'sui'you'ji'jiang 虽有姬姜
'sui'you'qi'fa 虽有弃发
'sui'you'qi'fa'bi'wei'zhi 虽有弃发必为之
'sui'you'qi'fa'zhi'fei 虽有弃发之废
'sui'you'qi'fa'zhi'fei 虽有弃发之费
'sui'you'qin'fu 虽有亲父
'sui'you'sheng'ren 虽有圣人
'sui'you'si'ma 虽有丝麻
'sui'you'xian'xiong'xi 虽有贤雄兮
'sui'you'zhi'hui 虽有智慧
'sui'you'zhong'niao 虽有众鸟
'sui'you'zi'ji 虽有镃基
'sui'yu'san'chu 虽遇三黜
'sui'zhi'er'qi 岁之二七
'sui'zuo'he'liang'zhi'shi 遂作河梁之诗
'sun'ren'he'yue 孙人和曰
'sun'wen'zi'yao 孙文子繇
'sun'yan'lin 孙彦林
'sun'yi'rang 孙诒让
'suo'chu'shi'dai'wei'yi 所处时代为宜
'suo'gu'kang'er'she'nv 所故亢而射女
'suo'jian'shang'shu'da'zhuan 所见尚书大传
'suo'sheng'bu'yi 所生不疑
'suo'wei'shui 所谓水
'suo'yan'zhi'yi'bu'tong 所言旨意不同
'suo'yi'bi'ming 所以蔽明
'suo'yi'gui'ren'suo'tong'gui 所以贵人所同贵
'suo'yi'le'xiang'ye 所以乐享也
'suo'yi'sai'cong 所以塞聪
'suo'yin 所引
'suo'yin'xiao'yi 所引小异
'suo'yin'yin 所引引
'suo'yin'zhi'qian 所引置前
'suo'zai 所载
'suo'zai'jing'ming'lue'tong 所载镜铭略同
'suo'zhuan 所撰
'suo'zuo'ye 所作也
'ta'ji'bi'ya 獭祭彼崖
'ta'ren'gu'ji'shi 他人估计是
'ta'ri'xiang'feng'wei'jun'xia 他日相逢为君下
'ta'ri'xiang'feng'xia'che'yi 他日相逢下车揖
'tai'bo'zuo 泰伯作
'tai'ge'ji'chu 台阁既除
'tai'gong'bing'fa 太公兵法
'tai'gong'yin'mou 太公阴谋
'tai'gong'zi'shu 太公自述
'tai'gu'zhi'bu'man'xi 太古之不慢兮
'tai'ping'huan'yu'ji 太平寰宇记
'tai'qing'chuan'tong 台卿传同
'tai'qing'shao'hao'xue 台卿少好学
'tai'shan'ke'shi'ming 泰山刻石铭
'tai'shan'qi'tui'hu 泰山其颓乎
'tai'shang'zhi'mi'bi'ye 太上之靡弊也
'tai'shi'gong'yue 太史公曰
'tai'wang'de'shou 太王德寿
'tai'yin'bu'ru'yu'li'er 太音不入于俚耳
'tai'yuan'zhen'jing 太元贞经
'tai'zi 太子
'tan'bi'tang'yao 叹彼唐尧
'tan'cong 谈丛
'tan'gong 檀弓
'tan'li'an'ke'wei'ye 贪吏安可为也
'tan'li'chang'ku'fu 贪吏常苦富
'tan'li'er'bu'ke'wei'zhe 贪吏而不可为者
'tan'li'er'ke'wei 贪吏而可为
'tan'mu'pi'zheng'qing'hua'ze 檀木皮正青滑泽
'tan'tian'yan 谈天衍
'tan'yu 檀与
'tan'yu'er'mu'you'xiang'si 檀与二木又相似
'tan'yu'sui 檀与檖
'tan'yue 叹曰
'tang'di'zhi'hua 棠棣之华
'tang'ming'yi'yin 汤命伊尹
'tang'nai'ming'yi'yin'zuo'wei 汤乃命伊尹作为
'tang'pan'ming 汤盘铭
'tang'qian'bu'fen'chu 堂前不粪除
'tang'yan 唐谚
'tang'yan'yue 唐晏曰
'tang'yi'hou'de'wen'xian 唐以后得文献
'tang'yu'shi'xi'lin'feng'you 唐虞世兮麟凤游
'tang'yu'shi'yuan 唐虞世远
'tang'yu'wang'yi 唐虞往矣
'tao'bao'chu'luan'zhu'ni'wang'xi 讨暴除乱诛逆王兮
'tao'gui'qi'guo 逃归其国
'tao'li'bu'yan 桃李不言
'tao'zhe'yong'que'ying 陶者用缺甖
'ti'bi'tai'shan 题彼泰山
'ti'dao'han'shu'zhi'hou 提到汉书之后
'ti'lei'shuang'liu 涕泪双流
'ti'ling'shuang'duo 涕零双堕
'ti'luo'yao 擿洛谣
'ti'luo'yao 擿雒谣
'ti'mu'cha'yi'da 题目差异大
'ti'shi'shen'yan 题是慎言
'ti'yue 题曰
'ti'yun'chan'yuan 涕霣潺湲
'tian'bao'nian'jian 天宝年间
'tian'bi'cong'zhi 天必从之
'tian'bu'yi'qi'lao 天不遗耆老
'tian'che'kong'an 田车孔安
'tian'di'da'wen'bu'ke'shu 天地大文不可舒
'tian'di'he'yi'hui'wei 天帝何以会为
'tian'di'yi'wei 天地易位
'tian'di'yue'qin'mu'gong'er'jin'zhi 天帝悦秦穆公而觐之
'tian'di'zui 天帝醉
'tian'di'zui'qin'bao 天帝醉秦暴
'tian'fu'ke'zuo'sha 田父可坐杀
'tian'hu'ren'hu 天乎人乎
'tian'hu'tian'zai 天乎天哉
'tian'jiang'da'yu 天将大雨
'tian'jiang'zai'bu'xiang 天降灾布祥
'tian'jing'zhong'wan'shi'jia 田敬仲完世家
'tian'kou'pian 天口骈
'tian'li'zhou'hang 田里周行
'tian'lun 天论
'tian'ming'zao'gua'xi 天命早寡兮
'tian'qi'fu'shi 天其弗识
'tian'qing'di'kuang 天清地旷
'tian'tian'di'zhi'dao 天天地之道
'tian'xia'an'ning'shou'kao'chang 天下安宁寿考长
'tian'xia'bu'sang'xi 天下不丧兮
'tian'xia'bu'zhi 天下不治
'tian'xia'ge'zhi 天下歌之
'tian'xia'gui'zhi 天下归之
'tian'xia'rang'rang 天下攘攘
'tian'xia'ru'yi'xi'yu'he'zhi 天下如一兮欲何之
'tian'xia'wei'wei'zi'fu'ge 天下为卫子夫歌
'tian'xia'wu 天下物
'tian'xia'wu'dao 天下无道
'tian'xia'you'dao 天下有道
'tian'yan'ba'liu'yi'zi'guang 填阏八流以自广
'tian'yan'ru'liu'yi'zi'guang 填阏入流以自广
'tian'yu'he'suo 田于何所
'tian'zhe'zhu 田者祝
'tian'zhi'suo'zhi 天之所支
'tian'zhi'yi'shan 天之以善
'tian'zhi'yu'ren 天之与人
'tian'zhong'ji 天中记
'tian'zhu'duo'zhi'niu 田主夺之牛
'tian'zi'shi 天子食
'tian'zi'suo'yi'xiang'yuan'hou'ye 天子所以享元侯也
'tian'zi'zuo'shi 天子作诗
'tiao'xiao'wai'gao 蜩笑外稿
'tiao'zheng'shun'xu 调整顺序
'tie'you'xian'ye 铁攸县也
'ting'ji'chu'zhi'yi'feng 听激楚之遗风
'ting'li'shi'zhi 廷理释之
'ting'wu'qin'zhi'suo'yan 听吾琴之所言
'ting'zhi'bu'wen'qi'sheng 听之不闻其声
'ting'zhi'su'ye 停止宿夜
'tong'bing'xiang'lian 同病相怜
'tong'cha'ling 铜茶陵
'tong'feng'wen'zi'qian'xun'zhi 桐峯文梓千寻直
'tong'feng'ya 同风雅
'tong'guan'ji 彤管集
'tong'guan'ji'zuo'chu'nv'yin 彤管集作处女吟
'tong'pan'ming 铜盘铭
'tong'xing'ye 同姓也
'tong'yao 童谣
'tong'yao'yi'lei'ming'wei'ti'ming 童谣以类名为题名
'tong'you'xiang'ju 同忧相捄
'tou'hu'ci 投壶辞
'tou'hu'pian 投壶篇
'tou'ju'xing'sheng 媮居幸生
'tou'kuang'chong'er 黈纩充耳
'tou'zhi'wu'li 投之无戾
'tou'zhi'wu'you 投之无邮
'tu'fan'qi'zhai 土反其宅
'tu'feng'dun'hou 土风敦厚
'tu'gu'wei'yi 湥谷逶迤
'tu'men'gao'wei'zhi'zuo 屠门高为之作
'tu'shan'ge 涂山歌
'tu'shan'nv'ge 涂山女歌
'tu'shan'shi 涂山氏
'tu'wo'tan'tan 徒我啴啴
'tu'yin'jiang'wang'xi 图殷将亡兮
'tu'zhang'mao'jue 土长冒橛
'tu'zhang'mo'jue 土长冐撅
'tu'zhe'fan'huo'geng 屠者饭藿羹
'tu'zhe'shi'huo'geng 屠者食藿羹
'tu'zhu'yu'ze'shui'neng'bu'he 吐珠于泽谁能不合
'tun'hu 屯乎
'tuo'fu'de'si'zhe'ru'guo'fu'sheng 托付的死者如果复生
'tuo'jie'gu'xi'ling'gong'sang 托节鼓兮令躬丧
'tuo'qian'jin'zhi'jian'xi 脱千金之剑兮
'wa'ren'zhu'li 袜任朱离
'wai'chu'shuo'you'shang 外储说右上
'wai'pian 外篇
'wai'qi'shi'jia 外戚世家
'wai'zuo'qin'huang 外作禽荒
'wan'bang'zhi'jun 万邦之君
'wan'fu'wu'ji 万福无极
'wan'fu'you'zui 万夫有罪
'wan'jing'du'su'xi'bu'yu'zhong'tong 宛颈独宿兮不与众同
'wan'min'ping'jun 万民平均
'wan'quan'bu'shou 完全不收
'wan'quan'he'wei'tiao 完全合为条
'wan'ren'ou 万人讴
'wan'ren'xiang'gou 万人相钩
'wan'ru'jin'cheng 完如金城
'wan'sui'nan'ji 万岁难极
'wan'wu'hai'pu 万物还普
'wan'xian 万献
'wan'xing'chou'yu 万姓仇予
'wan'xing'yun'cheng 万姓允诚
'wan'zheng 完整
'wang'an'bu'ke'zai 亡犴不可再
'wang'bei'feng'er'li 望北风而立
'wang'can 王璨
'wang'chang 王昶
'wang'dao'dang'dang 王道荡荡
'wang'dao'ping'ping 王道平平
'wang'er'bu'fan'zhe 往而不反者
'wang'fu'ren'chuan 王夫人传
'wang'fu'yin'yan 王符引谚
'wang'fu'ze'you 王府则有
'wang'ge'lai'ku 往歌来哭
'wang'geng'sheng 王更生
'wang'gu 棢鼔
'wang'gu 网罟
'wang'gu'dai'zhi 王姑待之
'wang'heng'jiu'mian 望衡九面
'wang'hou'yi 往后移
'wang'jia 王嘉
'wang'jia'chuan 王嘉传
'wang'jia'shi 王嘉诗
'wang'jia'yin'li'yan 王嘉引里谚
'wang'jian'chuan 王翦传
'wang'jian'chuan'zan 王翦传赞
'wang'kui'zhi'ma 往馈之马
'wang'lai'yang'xi 望来羊兮
'wang'li'qi 王利器
'wang'li'qian'zhi 王离牵致
'wang'ling'chuan'yin'yan 王陵传引谚
'wang'luo'gao'xuan 网罗高悬
'wang'pin'zhen 王聘珍
'wang'qi'guo'xu 忘其国恤
'wang'qian'ti 往前提
'wang'qin'bi'chu'ye 亡秦必楚也
'wang'sha'zuo'you'yuan'wu'she 枉杀左右冤伍奢
'wang'shi'bu'ke'zhui'ye 往世不可追也
'wang'shi'jia'yuan'fu 王始加元服
'wang'shi'zhen 王士祯
'wang'su 王肃
'wang'sui'fan'guo'you'wei'cu 王虽返国忧未徂
'wang'xi'wang'xi'ting'chan'xie 王兮王兮听谗邪
'wang'xia 王夏
'wang'yang'er'bu'lao 亡羊而补牢
'wang'ye'wang'ye'he'guai'lie 王耶王耶何乖劣
'wang'yi 王逸
'wang'yi'zi 王逸子
'wang'ying'lin 王应麟
'wang'yu'zheng'shi 忘于政事
'wang'yue 王曰
'wang'yun 王云
'wang'zhe'bu'ke'jian 往者不可谏
'wang'zhong'jue'mu 王中厥目
'wang'zhui'si'zhi 王追思之
'wang'zi'ge 王子歌
'wang'zi'nian'yue 王子年曰
'wang'zi'si'gui'ge 王子思归歌
'wei'bi'jin'yong'zhou'yi 未必尽用周易
'wei'bi'se'ye 谓闭塞也
'wei'bi'shi'qin'shi'de'ge'yao 未必是秦时的歌谣
'wei'bi'tao'tang 惟彼陶唐
'wei'biao'chu'chu 未标出处
'wei'biao'ming'chu'chu 未标明出处
'wei'biao'zhu 未标注
'wei'biao'zhu'chu'chu 未标注出处
'wei'biao'zhu'gu'shi'ji 未标注古诗纪
'wei'biao'zhu'mo'zi'suo'yin 未标注墨子所引
'wei'biao'zhu'yuan'shi'wen'xian 未标注原始文献
'wei'bu'zi'jie'zuo'wu 惟不字皆作无
'wei'chen'ju 谓臣居
'wei'chu'zai'xi 维初在昔
'wei'ci'zhang'bing 惟慈掌兵
'wei'da'de'yin'yue 伟大的音乐
'wei'de'shi'bao 惟德实宝
'wei'de'zhi'ji 惟德之基
'wei'er'bu'chao'yu'wang 为尔不朝于王
'wei'er'shi'jiu'nian 维二十九年
'wei'er'shi'liu'nian 维二十六年
'wei'fu'wo'jiu'ju 卫复我旧居
'wei'hao'lu'qiu'shuang'zhi'qu 为皓露秋霜之曲
'wei'he'cha 未核查
'wei'he'nei'ge 魏河内歌
'wei'he'shi'yuan'wen 未核实原文
'wei'hou'hui'mie'xing 卫侯燬灭邢
'wei'hou'yao'yue 卫侯繇曰
'wei'hou'zhen'bu 卫侯贞卜
'wei'huang'hou 为皇后
'wei'huang'hou'ge 卫皇后歌
'wei'hui'fu'cui 为虺弗摧
'wei'huo'bu'wang 未或不亡
'wei'jian'chu'da'zui 为奸触大罪
'wei'jiang'ji'yan 为将及焉
'wei'jiang'yin 魏绛引
'wei'jie 为节
'wei'jing'wei 为警卫
'wei'ju 为句
'wei'ke'ye 未可也
'wei'le'qu'ming 为乐曲名
'wei'lei'wei'huo 为雷为火
'wei'liao'zi 尉缭子
'wei'liao'zi'yin'yan 尉缭子引谚
'wei'lin'ju'shi'bu 维邻居是卜
'wei'luan'men'zhi'wu'guo 唯乱门之无过
'wei'min'ge'zhi 唯民歌之
'wei'mou'nian'mou'yue'shang'ri 维某年某月上日
'wei'mou'wai'xie 微谋外泄
'wei'mou'wai'xie'zhi'wei'ye 微谋外泄之谓也
'wei'qi'ru'shu 唯其儒书
'wei'qi'suo'ge'nai 谓戚所歌乃
'wei'ren'fa'xing 卫人伐邢
'wei'ren'shang'zhe'nai'he'bu'jing 为人上者奈何不敬
'wei'ren'zhe'mie 威人者灭
'wei'ru'lei'ting 威如雷霆
'wei'ruo'ning'hou 惟若宁侯
'wei'shan'shi'li 违山十里
'wei'shan'zhong'zi'you'ku 谓山中自有楛
'wei'shang'shou'zhi'bu'fen 为上首之部分
'wei'shen'zhi'zhi 惟身知之
'wei'shi 魏诗
'wei'shi'wang'you 唯食忘忧
'wei'shi'wei'ji 惟时惟几
'wei'shi'zu'chang 为士卒倡
'wei'shi'zu'chang'yue'yun'yun 为士卒倡曰云云
'wei'shou'wei'wei 畏首畏尾
'wei'shu'ji'cheng 纬书集成
'wei'shu'xie'chun'shen'jun 为书谢春申君
'wei'shui'bu'gan'liu 渭水不敢流
'wei'shui'bu'xi'kou'fu'qi 渭水不洗口赋起
'wei'shui'wei'bu'liu 渭水为不流
'wei'ti'ji 未提及
'wei'ti'ji'shi'huang'di'yu 未提及是皇帝语
'wei'tian'zhi'ming 维天之命
'wei'tian'zhi'wang 唯天之望
'wei'tian'zhi'wang 维天之望
'wei'tong 未通
'wei'wan'zheng'de 为完整的
'wei'wang'fei'xi 为王妃兮
'wei'wei'chi'ye 未为迟也
