'ai'ai'fu'mu 哀哀父母
'tian'wei'xian'si 天维显思
'tian'wei'yin'shi 天位殷適
'tian'xi'gong'chun'gu 天錫公純嘏
'tian'yao'shi'zhuo 天夭是椓
'tian'zhi'fang'jue 天之方蹶
'tian'zhi'fang'nan 天之方难
'tian'zhi'fang'nue 天之方虐
'tian'zhi'fang'qi 天之方懠
'tian'zhi'jiang'wang 天之降罔
'tian'zhi'sheng'wo 天之生我
'tian'zhi'wu'wo 天之杌我
'tian'zhi'you'min 天之牖民
'tian'zi'kui'zhi 天子葵之
'tian'zi'ming'wo 天子命我
'tian'zi'ming'zhi 天子命之
'tian'zi'mu'mu 天子穆穆
'tian'zi'shi'pi 天子是毗
'tian'zi'shi'ruo 天子是若
'tian'zi'suo'yu 天子所予
'tian'zi'wan'nian 天子万年
'tian'zi'wan'shou 天子万寿
'tian'zi'zhi'gong 天子之功
'tian'zi'zhi'suo 天子之所
'tian'zu'wu'lai 田卒汙莱
'tian'zu'you'shen 田祖有神
'tian'zuo 天作
'tian'zuo'gao'shan 天作高山
'tian'zuo'zhi'he 天作之合
'tiao'chang'yan'li 鰷鲿鰋鯉
'tiao'ge'chong'chong 鞗革忡忡
'tiao'ge'jin'e 鞗革金厄
'tiao'ge'you'cang 鞗革有鸧
'tiao'qi'xiao'yi 条其歗矣
'tiao'tiao'gong'zi 佻佻公子
'tiao'xi'da'xi 挑兮达兮
'ting'liao 庭燎
'ting'liao'you'hui 庭燎有辉
'ting'liao'zhe'zhe 庭燎晣晣
'ting'liao'zhi'guang 庭燎之光
'ting'wo'ao'ao 聽我囂囂
'ting'wo'miao'miao 聽我藐藐
'ting'yan'ze'da 听言则答
'ting'yan'ze'dui 聽言則對
'ting'yong'wo'mou 聽用我謀
'tong'er'xiong'di 同尔兄弟
'tong'gong 彤弓
'tong'gong'zhao'xi 彤弓召兮
'tong'guan'you'wei 彤管有炜
'tong'wo'fu'zi 同我妇子
'tong'zi'pei'xi 童子佩觿
'tong'zi'pei'xie 童子佩韘
'tou'bi'chai'hu 投畀豺虎
'tou'bi'you'bei 投畀有北
'tou'bi'you'hao 投畀有昊
'tou'wo'yi'mu'gua 投我以木瓜
'tou'wo'yi'mu'li 投我以木李
'tou'wo'yi'mu'tao 投我以木桃
'tou'wo'yi'tao 投我以桃
'tu'er'bian'xi 突而弁兮
'tu'guo'cheng'cao 土国城漕
'tu'ju 兔罝
'tu'liao'xiu'zhi 荼蓼朽止
'tu'tian'fu'yong 土田附庸
'tu'yu'bu'jing 徒御不惊
'tu'yu'chan'chan 徒御嘽嘽
'tu'yu'wu'yi 徒御无斁
'tu'yuan 兔爰
'tui'shi'zi'gong 退食自公
'tuo'gu'feng'feng 鼉鼓逢逢
'tuo'xi 萚兮
'tuo'xi'tuo'xi 萚兮萚兮
'wai'da'guo'shi'jiang 外大国是疆
'wai'yu'qi'wu 外御其务
'wan'bang'wei'xian 万邦为宪
'wan'bang'zhi'fang 万邦之方
'wan'bang'zhi'ping 万邦之屏
'wan'bang'zuo'fu 万邦作孚
'wan'bi'liu'si 菀彼柳斯
'wan'bi'ming'jiu 宛彼鸣鸠
'wan'bi'sang'rou 菀彼桑柔
'wan'fu'lai'qiu 万福来求
'wan'fu'you'tong 万福攸同
'wan'lan 芄兰
'wan'lan'zhi'ye 芄兰之叶
'wan'lan'zhi'zhi 芄兰之支
'wan'liu 菀柳
'wan'min'mi'bu'cheng 万民靡不承
'wan'min'shi'ruo 万民是若
'wan'min'suo'wang 万民所望
'wan'qi'si'yi 宛其死矣
'wan'qiu 宛丘
'wan'qiu'zhi'dao 宛丘之道
'wan'qiu'zhi'shang'xi 宛丘之上兮
'wan'qiu'zhi'xia 宛丘之下
'wan'qiu'zhi'xu 宛丘之栩
'wan'ran'zuo'pi 宛然左辟
'wan'ru'qing'yang 婉如清扬
'wan'shou'wu'jiang 万寿无疆
'wan'shou'wu'qi 万寿无期
'wan'shou'you'zuo 万寿攸酢
'wan'wu'yang'yang 万舞洋洋
'wan'wu'you'yi 万舞有奕
'wan'xi'luan'xi 婉兮娈兮
'wan'yi'ji'zi 万億及秭
'wan'you'qian'sui 万有千歲
'wan'zai'shui'zhong'di 宛在水中坻
'wan'zai'shui'zhong'yang 宛在水中央
'wan'zai'shui'zhong'zhi 宛在水中沚
'wang'cheng'yu'fang 往城于方
'wang'chu'yu'tang 望楚与堂
'wang'ci'da'bang 王此大邦
'wang'fen'jue'wu 王奮厥武
'wang'feng 王风
'wang'fu'qiu'xian'wang 罔敷求先王
'wang'gong'shi'bao 王躬是保
'wang'gong'yi'zhuo 王公伊濯
'wang'guo'ke'sheng 王国克生
'wang'guo'lai'ji 王国來極
'wang'guo'shu'ding 王国庶定
'wang'he'si'nu 王赫斯怒
'wang'hou'wei'han 王后维翰
'wang'hou'zheng'zai 王后烝哉
'wang'ji'zhi'che 王姬之车
'wang'jian'yu'mei 王餞于郿
'wang'jin'wang'jiu 往近王舅
'wang'lai'xing'yan 往来行言
'wang'li'er'cheng 王厘尔成
'wang'lv'chan'chan 王旅嘽嘽
'wang'ming'fu'yu 王命傅御
'wang'ming'nan'zhong 王命南仲
'wang'ming'qing'shi 王命卿士
'wang'ming'shen'bo 王命申伯
'wang'ming'zhao'bo 王命召伯
'wang'ming'zhao'hu 王命召虎
'wang'ming'zhong'shan'fu 王命仲山甫
'wang'pei'yu'jing 王配于京
'wang'qian'shen'bo 王遣申伯
'wang'qin'ming'zhi 王親命之
'wang'shi'bang'bang 王事傍傍
'wang'shi'dun'wo 王事敦我
'wang'shi'duo'nan 王事多难
'wang'shi'mi'gu 王事靡盬
'wang'shi'ru'hui 王室如毁
'wang'shi'shi'wo 王事适我
'wang'shi'zhi'suo 王師之所
'wang'shu'bao'zuo 王舒保作
'wang'wei'yin'shi 王謂尹氏
'wang'wo'da'de 忘我大德
'wang'wo'shi'duo 忘我实多
'wang'xi'han'hou 王錫韓侯
'wang'xi'shen'bo 王錫申伯
'wang'xin'zai'ning 王心载寧
'wang'xin'ze'ning 王心则宁
'wang'you'yun'sai 王猶允塞
'wang'yu'chu'zheng 王于出征
'wang'yu'xing'shi 王于兴师
'wang'yu'yu'nv 王欲玉女
'wang'yue 王曰
'wang'zai'ling'you 王在灵囿
'wang'zai'ling'zhao 王在灵沼
'wang'zai'zai'gao 王在在镐
'wang'zhi'hou'she 王之喉舌
'wang'zhi'jin'chen 王之藎臣
'wang'zhi'yuan'jiu 王之元舅
'wang'zuan'zhi'shi 王纘之事
'wei'bao'zhi'yun 维暴之云
'wei'bei'you'dou 维北有斗
'wei'bi'bu'shun 维彼不順
'wei'bi'ren'xin 维彼忍心
'wei'bi'shuo'ren 维彼硕人
'wei'bi'si'guo 维彼四国
'wei'bi'yu'ren 维彼愚人
'wei'bin'wei'ke 为宾为客
'wei'bu'neng'ji 畏不能极
'wei'bu'neng'qu 畏不能趋
'wei'can'yu'mao 维参与昴
'wei'chang'zhi'hua 维常之华
'wei'chen'ming'ming 维尘冥冥
'wei'chen'yong'xi 维尘雍兮
'wei'chi'wei'xi 为絺为绤
'wei'ci'chun'jiu 为此春酒
'wei'ci'er'guo 维此二国
'wei'ci'fan'fu 畏此反覆
'wei'ci'hui'jun 维此惠君
'wei'ci'jian'shu 畏此简书
'wei'ci'liang'ren 维此良人
'wei'ci'liu'yue 维此六月
'wei'ci'qian'nu 畏此谴怒
'wei'ci'sheng'ren 维此聖人
'wei'ci'wang'ji 维此王季
'wei'ci'wen'wang 维此文王
'wei'ci'yan'xi 维此奄息
'wei'ci'zhe'ren 维此哲人
'wei'ci'zhen'hu 维此针虎
'wei'ci'zhong'xing 维此仲行
'wei'ci'zui'gu 畏此罪罟
'wei'de'zhi'ji 维德之基
'wei'de'zhi'xing 维德之行
'wei'de'zhi'yu 维德之隅
'wei'di'gai'hou 谓地盖厚
'wei'dou'kong'shu 为豆孔庶
'wei'er'bu'xin 谓尔不信
'wei'er'qian'yu'wang'du 谓尔迁于王都
'wei'er'yan'shi'ting 维迩言是听
'wei'er'yan'shi'zheng 维迩言是争
'wei'fang'ji'yu 维鲂及鱮
'wei'feng 卫风
'wei'feng 魏风
'wei'feng'ji'tui 维风及颓
'wei'feng'ji'yu 维风及雨
'wei'feng'zhi'yuan 维丰之垣
'wei'gang'wei'ling 为冈为陵
'wei'gong'shi'cui 维躬是瘁
'wei'gong'zi'qiu 为公子裘
'wei'gong'zi'shang 为公子裳
'wei'gu'ji'fa 韋顧既伐
'wei'gui'wei'yu 为鬼为蜮
'wei'han'ji'xiang'you 为韓姞相攸
'wei'hao'si'yan 维号斯言
'wei'hou'zhi'qi 卫侯之妻
'wei'hui'wei'she 维虺维蛇
'wei'ji'jian'xi 未几见兮
'wei'jian'jun'zi 未见君子
'wei'jin'zhi'jiu 维今之疚
'wei'jin'zhi'ren 维今之人
'wei'jiu'fang'zhi 维鸠方之
'wei'jiu'ju'zhi 维鸠居之
'wei'jiu'shi'shi'yi 唯酒食是议
'wei'jiu'wei'li 为酒为醴
'wei'jiu'ying'zhi 维鸠盈之
'wei'ju'wei'pi 维秬维秠
'wei'jun'zhi'gong 微君之躬
'wei'jun'zhi'gu 微君之故
'wei'jun'zi'ming 维君子命
'wei'jun'zi'shi 维君子使
'wei'kan'jia'duo'nan 未堪家多难
'wei'kuang'ji'ju 维筐及筥
'wei'lei'zhi'chi 维罍之耻
'wei'li'zhi'jie 维厲之階
'wei'long'wei'guang 为龙为光
'wei'mi'wei'qi 维穈维芑
'wei'min'bu'li 为民不利
'wei'min'suo'zhi 维民所止
'wei'min'zhi'ze 维民之則
'wei'min'zhi'zhang 维民之章
'wei'mo'zhi'chun 维莫之春
'wei'mou'wei'bi 为謀为毖
'wei'nan'you'ji 维南有箕
'wei'nv'jing'chu 维女荊楚
'wei'qi'gao'yi 维其高矣
'wei'qi'hui'yi 维其喙矣
'wei'qi'ji'fu 维锜及釜
'wei'qi'ji'yi 维其幾矣
'wei'qi'ji'yi 维其棘矣
'wei'qi'jia'yi 维其嘉矣
'wei'qi'jin'zhi 维其尽之
'wei'qi'lao'yi 维其劳矣
'wei'qi'ling'yi 维其令仪
'wei'qi'ren'zhi 维其忍之
'wei'qi'shang'yi 维其伤矣
'wei'qi'shen'yi 维其深矣
'wei'qi'shi'yi 维其时矣
'wei'qi'xie'yi 维其偕矣
'wei'qi'you'yi 维其优矣
'wei'qi'you'zhang'yi 维其有章矣
'wei'qi'you'zhi 维其有之
'wei'qi'zu'yi 维其卒矣
'wei'qing 维清
'wei'qing'qi'xi 维清緝熙
'wei'qiu'zheng'zhi 维龜正之
'wei'que'you'chao 维鹊有巢
'wei'ren'zhi'duo'yan 畏人之多言
'wei'ri'bu'zu 维日不足
'wei'sang'yu'zi 维桑与梓
'wei'shan'cui'wei 维山崔嵬
'wei'shan'gai'bei 谓山盖卑
'wei'shen'ji'fu 维申及甫
'wei'shi'bian'xin 维是褊心
'wei'shi'shang'fu 维師尚父
'wei'shi'yan'yan 维石岩岩
'wei'shi'yu'nv 维士与女
'wei'shui'yang'yang 维水泱泱
'wei'si'yi'min 维丝伊缗
'wei'sun'ji'pu 维筍及蒲
'wei'ta'ren'fu 谓他人父
'wei'ta'ren'kun 谓他人昆
'wei'ta'ren'mu 谓他人母
'wei'ti'zai'liang 维鹈在梁
'wei'tian'gai'gao 谓天盖高
'wei'tian'qi'you'zhi 维天其右之
'wei'tian'you'han 维天有汉
'wei'tian'zhi'ming 维天之命
'wei'tian'zhi'wei 畏天之威
'wei'wang'qi'chong'zhi 维王其崇之
'wei'wang'qian'qu 为王前驱
'wei'wang'zhi'qiong 维王之邛
'wei'wei'shen'bo 亹亹申伯
'wei'wei'tuo'tuo 委委佗佗
'wei'wei'wen'wang 亹亹文王
'wei'wo'fu'gu 微我弗顾
'wei'wo'fu'mu 畏我父母
'wei'wo'he'qiu 谓我何求
'wei'wo'lai'yi 谓我来矣
'wei'wo'qu'lao 谓我劬劳
'wei'wo'shi'ye'jiao 谓我士也骄
'wei'wo'shi'ye'wang'ji 谓我士也罔极
'wei'wo'wu'jiu 微我无酒
'wei'wo'xin'you 谓我心忧
'wei'wo'xuan'jiao 谓我宣骄
'wei'wo'you'jiu 微我有咎
'wei'wo'zhu'xiong 畏我诸兄
'wei'xi'zhi'fu 维昔之富
'wei'xia'guo'jun'pang 为下国駿厖
'wei'xia'guo'zhui'liu 为下国綴旒
'wei'xiao'wei'chi 为梟为鴟
'wei'xing'duo'lu 谓行多露
'wei'xiong'wei'pi 维熊维罴
'wei'yang 渭阳
'wei'yang'wei'niu 维羊维牛
'wei'ye'mo'mo 维叶莫莫
'wei'ye'ni'ni 维葉泥泥
'wei'ye'qi'qi 维叶萋萋
'wei'yi'bu'lei 威儀不類
'wei'yi'bu'yong'huai 维以不永怀
'wei'yi'bu'yong'shang 维以不永伤
'wei'yi'di'di 威仪棣棣
'wei'yi'fan'fan 威仪反反
'wei'yi'fan'fan 威仪幡幡
'wei'yi'fan'fan 威儀反反
'wei'yi'gang'zhi 薇亦刚止
'wei'yi'gao'ai 维以告哀
'wei'yi'kong'shi 威儀孔时
'wei'yi'rou'zhi 薇亦柔止
'wei'yi'shi'li 威儀是力
'wei'yi'sui'ge 维以遂歌
'wei'yi'wei'yi 委蛇委蛇
'wei'yi'yi'yi 威仪抑抑
'wei'yi'yi'yi 威儀抑抑
'wei'yi'zu'mi 威儀卒迷
'wei'yi'zuo'zhi 薇亦作止
'wei'you'bu'yuan 为猶不遠
'wei'you'jia'shi 未有家室
'wei'you'jiang'duo 为犹将多
'wei'you'jiao'jiao 维莠骄骄
'wei'you'jie'jie 维莠桀桀
'wei'you'yong'lao 维忧用老
'wei'yu'bu'xin 谓予不信
'wei'yu'dian'zhi 维禹甸之
'wei'yu'er'ren 维予二人
'wei'yu'hou'xing 维予侯興
'wei'yu'ji'yao 维玉及瑤
'wei'yu'xiao'zi 维予小子
'wei'yu'xu'ji 维予胥忌
'wei'yu'yu'nv 维予与女
'wei'yu'zhi'ji 维禹之績
'wei'yue'jiang'shen 维岳降神
'wei'yue'yu'shi 维曰予仕
'wei'zhang'yu'tian 为章于天
'wei'zhi'he'zai 谓之何哉
'wei'zhi'wai 洧之外
'wei'zhi'yin'ji 谓之尹吉
'wei'zhi'zai'yi 谓之载矣
'wei'zhi'zai'zhi 谓之载之
'wei'zhi'zang'pi 未知臧否
'wei'zhong'shan'fu 维仲山甫
'wei'zhong'shan'fu'bu'zhi 维仲山甫補之
'wei'zhong'shan'fu'ju'zhi 维仲山甫舉之
'wei'zhou'shi'fu 为周室輔
'wei'zhou'zhi'di 维周之氐
'wei'zhou'zhi'han 维周之翰
'wei'zhou'zhi'zhen 维周之楨
'wei'zhou'zhi'zhen 维周之禎
'wei'zi'bu'ben 畏子不奔
'wei'zi'bu'gan 畏子不敢
'wei'zi'zhi'gu 维子之故
'wei'zi'zhi'hao 维子之好
'wei'zu'ji'ji 维足伎伎
'wei'zu'kong'shuo 为俎孔硕
'wei'zuo'zhi'zhi 维柞之枝
'wen'ding'jue'xiang 文定厥祥
'wen'gong'zhao'xi 溫恭朝夕
'wen'qi'ru'yu 温其如玉
'wen'qi'zai'yi 温其在邑
'wen'shui'shang'shang 汶水汤汤
'wen'shui'tao'tao 汶水滔滔
'wen'wang 文王
'wen'wang'chu'zai 文王初载
'wen'wang'ji'qin'zhi 文王既勤止
'wen'wang'jia'zhi 文王嘉止
'wen'wang'jue'jue'sheng 文王厥厥生
'wen'wang'kang'zhi 文王康之
'wen'wang'shou'ming 文王受命
'wen'wang'sun'zi 文王孙子
'wen'wang'yi'ning 文王以寧
'wen'wang'you'sheng 文王有声
'wen'wang'yue 文王曰
'wen'wang'zai'shang 文王在上
'wen'wang'zheng'zai 文王烝哉
'wen'wang'zhi'de'zhi'chun 文王之德之純
'wen'wang'zhi'dian 文王之典
'wen'wang'zhi'jiang 文王陟降
'wen'wang'zhi'mu 文王之母
'wen'wang'zhi'shen 文王之什
'wen'wen'gong'ren 温温恭人
'wen'wen'gong'ren 溫溫恭人
'wen'wen'qi'gong 温温其恭
'wen'wo'zhu'gu 问我诸姑
'wen'wu'ji'fu 文武吉甫
'wen'wu'shi'xian 文武是憲
'wen'wu'shou'ming 文武受命
'wen'wu'wei'hou 文武维後
'wen'yin'chang'gu 文茵畅毂
'wen'yu'si'guo 聞于四国
'wo'bu'gan'xiao'wo'you'zi'yi 我不敢效我友自逸
'wo'bu'jian'xi 我不见兮
'wo'cang'ji'ying 我仓既盈
'wo'che'ji'gong 我车既攻
'wo'che'wo'niu 我车我牛
'wo'chen'an'zai 我辰安在
'wo'chu'wo'che 我出我车
'wo'cong'shi'du'xian 我从事独贤
'wo'cu'dong'shan 我徂东山
'wo'cu'wei'qiu'ding 我徂维求定
'wo'dong'yue'gui 我东曰归
'wo'du'bu'gan'xiu 我独不敢休
'wo'du'bu'zu 我独不卒
'wo'du'he'hai 我独何害
'wo'du'ju'you 我独居忧
'wo'du'nan'xing 我独南行
'wo'du'yu'li 我独于罹
'wo'fu'ji'cheng 我服既成
'wo'ge'qie'yao 我歌且谣
'wo'gong'bu'yue 我躬不阅
'wo'gou'zhi'zi 我觏之子
'wo'gu'zhuo'bi'jin'lei 我姑酌彼金罍
'wo'gu'zhuo'bi'si'gong 我姑酌彼兕觥
'wo'gui'ji'yan 我龟既厌
'wo'hang'bu'lai 我行不来
'wo'hang'ji'ji 我行既集
'wo'hang'qi'ye 我行其野
'wo'hang'yong'jiu 我行永久
'wo'ji'er'mou 我即尔謀
'wo'ji'yi'yi 我稷翼翼
'wo'jia'ji'tong 我稼既同
'wo'jiang 我將
'wo'jiang'wo'li 我疆我理
'wo'jiang'wo'xiang 我將我享
'wo'ju'yu'zu'huang 我居圉卒荒
'wo'ke'li'zhi 我客戾止
'wo'kong'yi 我孔矣
'wo'lai'zi'dong 我来自东
'wo'lao'ru'he 我劳如何
'wo'ling'wo'a 我陵我阿
'wo'long'shou'zhi 我龙受之
'wo'ma'hui'tui 我马虺隤
'wo'ma'ji'tong 我马既同
'wo'ma'tu'yi 我马瘏矣
'wo'ma'wei'ju 我马维驹
'wo'ma'wei'luo 我马维骆
'wo'ma'wei'qi 我马维骐
'wo'ma'wei'yin 我马维骃
'wo'ma'xuan'huang 我马玄黄
'wo'pu'pu'yi 我仆痡矣
'wo'qi'shou'zhi 我其收之
'wo'qi'su'ye 我其夙夜
'wo'qiu'yi'de 我求懿德
'wo'qu'qi'chen 我取其陈
'wo'quan'wo'chi 我泉我池
'wo'ren'wo'nian 我任我辇
'wo'ri'gou'huo 我日构祸
'wo'ri'si'mai 我日斯迈
'wo'ru'zi'wai 我入自外
'wo'sheng'bu'chen 我生不辰
'wo'sheng'mi'le 我生靡乐
'wo'sheng'zhi'chu 我生之初
'wo'sheng'zhi'hou 我生之后
'wo'shi'kong'shu 我事孔庶
'wo'shi'mou'you 我视谋犹
'wo'shi'wo'lv 我师我旅
'wo'shi'yong'ji 我是用急
'wo'shi'yong'you 我是用忧
'wo'shou'ming'pu'jiang 我受命溥將
'wo'shu'wei'ding 我戍未定
'wo'shu'yu'yu 我黍与与
'wo'si'bu'bi 我思不閟
'wo'si'bu'yuan 我思不远
'wo'si'fei'quan 我思肥泉
'wo'si'gu'ren 我思古人
'wo'song'jiu'shi 我送舅氏
'wo'su'chu'bo 握粟出卜
'wo'sui'yi'shi 我虽異事
'wo'tian'ji'zang 我田既臧
'wo'tu'er'ju 我圖尔居
'wo'tu'wo'yu 我徒我御
'wo'wang'bu'ning 我王不宁
'wo'wei'kong'bian 我位孔貶
'wo'wen'qi'sheng 我闻其声
'wo'wen'you'ming 我闻有命
'wo'wu'ling'ren 我无令人
'wo'xiang'ci'bang 我相此邦
'wo'xin'bu'shuo 我心不说
'wo'xin'can'can 我心慘慘
'wo'xin'da'shu 我心憚暑
'wo'xin'fei'jian 我心匪鉴
'wo'xin'fei'shi 我心匪石
'wo'xin'fei'xi 我心匪席
'wo'xin'shang'bei 我心伤悲
'wo'xin'shang'bei'xi 我心伤悲兮
'wo'xin'xi'bei 我心西悲
'wo'xin'xie'xi 我心写兮
'wo'xin'yi'ye 我心易也
'wo'xin'you'shang 我心忧伤
'wo'xin'you'you 我心悠悠
'wo'xin'yuan'jie 我心苑结
'wo'xin'yun'jie'xi 我心蕴结兮
'wo'xin'ze'jiang 我心则降
'wo'xin'ze'shuo 我心则说
'wo'xin'ze'xi 我心则喜
'wo'xin'ze'xiu 我心则休
'wo'xin'ze'yi 我心则夷
'wo'xin'ze'you 我心则忧
'wo'yan'wei'fu 我言维服
'wo'yi'shu'ji 我蓺黍稷
'wo'yi'tu'zhi 我儀圖之
'wo'yi'wei'jun 我以为君
'wo'yi'wei'xiong 我以为兄
'wo'ying'shou'zhi 我应受之
'wo'you'jia'bin 我有嘉宾
'wo'you'jia'ke 我有嘉客
'wo'you'jing'yi 我友敬矣
'wo'you'zhi'jiu 我有旨酒
'wo'you'zhi'xu 我有旨蓄
'wo'yu'wei'yi 我庾维亿
'wo'zhan'si'fang 我瞻四方
'wo'zheng'cu'xi 我征徂西
'wo'zheng'yu'zhi 我征聿至
'wo'zhi'huai'yi 我之怀矣
'wo'zhu'kong'yang 我朱孔阳
'wo'zui'yi'he 我罪伊何
'wu'bi'cheng'huai 无俾城壞
'wu'bi'da'dai 无俾大怠
'wu'bi'min'you 无俾民憂
'wu'bi'zheng'bai 无俾正敗
'wu'bi'zheng'fan 无俾正反
'wu'bi'zuo'te 无俾作慝
'wu'bu'er'huo'cheng 无不尔或承
'wu'bu'ke'gong 无不克鞏
'wu'bu'kui'zhi 无不潰止
'wu'bu'neng'zhi 无不能止
'wu'bu'rou'jia 无不柔嘉
'wu'cao'bu'si 无草不死
'wu'ci'jiang'er'jie 无此疆尔界
'wu'de'bu'bao 无德不報
'wu'ding'sun'zi 武丁孙子
'wu'dong'wu'xia 无冬无夏
'wu'du'si'wei 无獨斯畏
'wu'e'er'gong 无遏尔躬
'wu'er'er'xin 无貳尔心
'wu'er'wu'yu 无貳无虞
'wu'fa'wo'gou 无发我笱
'wu'fa'wo'gou 毋发我笱
'wu'fei'wu'yi 无非无仪
'wu'fei'zhen'ming 无廢朕命
'wu'feng'mi'yu'er'bang 无封靡于尔邦
'wu'fu'guang'guang 武夫洸洸
'wu'fu'he'hu 无父何怙
'wu'fu'mu'yi'li 无父母诒罹
'wu'fu'tao'tao 武夫滔滔
'wu'gan'chi'qu 无敢馳驅
'wu'gan'hu'yu 无敢戲豫
'wu'gan'wo'shui'xi 无感我帨兮
'wu'hai'wo'tian'zhi 无害我田稚
'wu'heng'an'chu 无恒安处
'wu'heng'an'xi 无恒安息
'wu'hu 於乎
'wu'hu'ai'zai 於乎哀哉
'wu'hu'bu'xian 於乎不显
'wu'hu'huang'kao 於乎皇考
'wu'hu'huang'wang 於乎皇王
'wu'hu'xiao'zi 於乎小子
'wu'hu'you'ai 於乎有哀
'wu'hu'you'zai 於乎悠哉
'wu'hui'wo'shi 无毁我室
'wu'ji'xiang'jian 无几相见
'wu'ji'yu'gu 无集于穀
'wu'ji'yu'sang 无集于桑
'wu'ji'yu'xu 无集于栩
'wu'jian'wu'bai 勿剪勿拜
'wu'jian'wu'bai 勿剪勿败
'wu'jian'wu'fa 勿剪勿伐
'wu'jiang'da'che 无将大车
'wu'jiao'nao'sheng'mu 毋教猱升木
'wu'jin'huo'xin 无浸获薪
'wu'jin'yu'er'yin 毋金玉尔音
'wu'jing'wei'lie 无競维烈
'wu'jing'wei'ren 无競维人
'wu'jiu'gu'wo 无酒酤我
'wu'lun'xu'yi'bai 无沦胥以败
'wu'lun'xu'yi'wang 无淪胥以亡
'wu'mei'qiu'zhi 寤寐求之
'wu'mei'si'fu 寤寐思服
'wu'mei'wu'wei 寤寐无为
'wu'mu'bu'wei 无木不萎
'wu'mu'he'shi 无母何恃
'wu'mu'liang'zhou 五楘梁辀
'wu'nian'er'zu 无念尔祖
'wu'pi'you'biao 寤辟有摽
'wu'qi 无弃
'wu'qi'duo'yi 物其多矣
'wu'qi'er'cheng 无棄尔成
'wu'qi'er'fu 无弃尔辅
'wu'qi'er'lao 无棄尔勞
'wu'qi'you'yi 物其有矣
'wu'qi'zhi'yi 物其旨矣
'wu'quan'wu'yong 无拳无勇
'wu'ran'pan'yuan 无然畔援
'wu'ran'xian'xian 无然憲憲
'wu'ran'xie'xie 无然泄泄
'wu'ran'xin'xian 无然歆羨
'wu'ran'xue'xue 无然謔謔
'wu'ren'dong'zheng 武人东征
'wu'ri'wei'qi 五日为期
'wu'sheng'wu'xiu 无声无臭
'wu'shi'jun'lao 无使君劳
'wu'shi'mang'ye'fei 无使尨也吠
'wu'shi'sang'shen 无食桑葚
'wu'shi'wo'liang 无逝我梁
'wu'shi'wo'liang 毋逝我梁
'wu'shi'wo'ling 无矢我陵
'wu'shi'wo'mai 无食我麦
'wu'shi'wo'miao 无食我苗
'wu'shi'wo'shu 无食我黍
'wu'shi'wo'xin'bei'xi 无使我心悲兮
'wu'shi'xing'mei 勿士行枚
'wu'shu'yu'zi'zeng 无庶予子憎
'wu'si 无死
'wu'si'bai'you 无思百忧
'wu'si'bu'fu 无思不服
'wu'si'yuan'ren 无思远人
'wu'ti'yin'zhi 勿替引之
'wu'tian'er'suo'sheng 毋忝尔所生
'wu'tian'fu'tian 无田甫田
'wu'tian'huang'zu 无忝皇祖
'wu'tong'sheng'yi 梧桐生矣
'wu'wang'cheng'zhi 武王成之
'wu'wang'jun'zi 勿罔君子
'wu'wang'mi'bu'sheng 武王靡不勝
'wu'wang'qi'bu'shi 武王豈不仕
'wu'wang'zai'pei 武王载旆
'wu'wang'zheng'zai 武王烝哉
'wu'wei'kua'pi 无为夸毗
'wu'wo'chou'xi 无我魗兮
'wu'wo'e'xi 无我恶兮
'wu'wo'you'you 无我有尤
'wu'xiang'you'yi 无相犹矣
'wu'xiao'ren'dai 无小人殆
'wu'xiao'wu'da 无小无大
'wu'xin'chan'yan 无信谗言
'wu'xin'ren'zhi'yan 无信人之言
'wu'xu'yuan'yi 无胥远矣
'wu'yan'bu'chou 无言不讎
'wu'yan'bu'ji 无言不疾
'wu'yan'bu'mei 寤言不寐
'wu'yang 无羊
'wu'yi 无衣
'wu'yi'da'kang 无以大康
'wu'yi'da'kang 无已大康
'wu'yi'jue'na 鋈以觼軜
'wu'yi'wei'xiao 勿以为笑
'wu'yi'wo'gong'gui'xi 无以我公归兮
'wu'yi'wu'he 无衣无褐
'wu'yi'xia'ti 无以下体
'wu'yi'yi'bao 无射亦保
'wu'yi'you'yan 无易由言
'wu'yi'yu'ren'si 无射於人斯
'wu'yin'wo'quan 无飲我泉
'wu'you'hou'jian 无有後艱
'wu'yu'huo'shi 勿予禍適
'wu'yu'shi'dan 无与士耽
'wu'yu'wo'li 无逾我里
'wu'yu'wo'qiang 无逾我墙
'wu'yu'wo'yuan 无逾我园
'wu'yuan'wu'e 无怨无惡
'wu'yue 无曰
'wu'yue'bu'xian 无曰不显
'wu'yue'ji'yi 无曰茍矣
'wu'yue'ming'tiao 五月鸣蜩
'wu'yue'si'zhong'dong'gu 五月斯螽动股
'wu'zai'wu'hai 无災无害
'wu'ze'xuan'xi 舞则选兮
'wu'zhe'wo'shu'qi 无折我树杞
'wu'zhe'wo'shu'sang 无折我树桑
'wu'zhe'wo'shu'tan 无折我树檀
'wu'zhi 无止
'wu'zhuo'wo'liang 无啄我粱
'wu'zhuo'wo'shu 无啄我黍
'wu'zhuo'wo'su 无啄我粟
'wu'zi'li'pi 无自立辟
'wu'zi'ni'yan 无自暱焉
'wu'zi'wu'hai 无菑无害
'wu'zi'zhai'yan 无自瘵焉
'wu'zong'gui'sui 无縱詭隨
'wu'zui'wu'gu 无罪无辜
