'ai'jiu 艾灸
'qu'gan'yi'wu'qu'chu 躯干异物去除
'qu'guang'xing'jiao'mo'cheng'xing'shu 屈光性角膜成形术
'qu'wan'ji'jian'feng'he'shu 屈腕肌腱缝合术
'qu'zhi'ji'jian'feng'he'shu 屈指肌腱缝合术
'qu'zhi'qian'ji'jian'jin'zhi'jian'guan'jie'gu'ding'shu 屈指浅肌腱近指间关节固定术
'quan'bu'tun'wei'qian'yin'shu 全部臀位牵引术
'quan'fei'qie'chu'shu 全肺切除术
'quan'fei'qie'chu'shu'ban'zong'ge'qing'sao'shu 全肺切除术伴纵隔清扫术
'quan'gan'qie'chu'shu 全肝切除术
'quan'gong'jiang'di'shu 颧弓降低术
'quan'gu'cheng'xing'shu 颧骨成形术
'quan'gu'chong'jian'shu 颧骨重建术
'quan'gu'gu'zhe'bi'he'fu'wei'shu 颧骨骨折闭合复位术
'quan'gu'gu'zhe'qie'kai'fu'wei'nei'gu'ding'shu 颧骨骨折切开复位内固定术
'quan'gu'gu'zhe'qie'kai'fu'wei'shu 颧骨骨折切开复位术
'quan'hou'pi'pian'yi'zhi'shu 全厚皮片移植术
'quan'hou'qie'chu'ban'gen'zhi'xing'lin'ba'jie'qing'sao'shu 全喉切除伴根治性淋巴结清扫术
'quan'hou'qie'chu'shu 全喉切除术
'quan'huai'guan'jie'zhi'huan'shu 全踝关节置换术
'quan'kuan'guan'jie'zhi'huan'shu 全髋关节置换术
'quan'mian'hui'zhen 全面会诊
'quan'shen'guan'zhu'shu 全身灌注术
'quan'shen'tong'wei'su'sao'miao 全身同位素扫描
'quan'shi'guan'qie'chu'shu 全食管切除术
'quan'wei'qie'chu'ban'shi'guan'kong'chang'wen'he'shu 全胃切除伴食管空肠吻合术
'quan'wei'qie'chu'ban'shi'guan'shi'er'zhi'chang'wen'he'shu 全胃切除伴食管十二指肠吻合术
'quan'wei'qie'chu'shu'ban'kong'chang'jian'zhi'shu 全胃切除术伴空肠间置术
'quan'xi'guan'jie'jia'ti'fan'xiu'shu 全膝关节假体翻修术
'quan'xiao'hua'dao'zao'ying 全消化道造影
'quan'zhu'dong'mai'gong'ren'gong'xue'guan'zhi'huan'shu 全主动脉弓人工血管置换术
'quan'zi'gong'qie'chu'shu 全子宫切除术
'rao'chi'guan'jie'tuo'wei'bi'he'fu'wei'shu 桡尺关节脱位闭合复位术
'rao'dong'mai'feng'he'shu 桡动脉缝合术
'rao'dong'mai'jie'za'shu 桡动脉结扎术
'rao'dong'mai'qiu'nang'kuo'zhang'cheng'xing'shu 桡动脉球囊扩张成形术
'rao'gu'bing'sun'qie'chu'shu 桡骨病损切除术
'rao'gu'bu'fen'qie'chu'shu 桡骨部分切除术
'rao'gu'cheng'xing'shu 桡骨成形术
'rao'gu'gang'ban'nei'gu'ding'shu 桡骨钢板内固定术
'rao'gu'gang'zhen'nei'gu'ding'shu 桡骨钢针内固定术
'rao'gu'gu'hou'fen'li'bi'he'fu'wei'shu 桡骨骨骺分离闭合复位术
'rao'gu'gu'zhe'bi'he'fu'wei'gang'zhen'nei'gu'ding'shu 桡骨骨折闭合复位钢针内固定术
'rao'gu'gu'zhe'bi'he'fu'wei'luo'ding'nei'gu'ding'shu 桡骨骨折闭合复位螺钉内固定术
'rao'gu'gu'zhe'bi'he'fu'wei'shu 桡骨骨折闭合复位术
'rao'gu'gu'zhe'qie'kai'fu'wei'gang'ban'nei'gu'ding'shu 桡骨骨折切开复位钢板内固定术
'rao'gu'gu'zhe'qie'kai'fu'wei'gang'zhen'nei'gu'ding'shu 桡骨骨折切开复位钢针内固定术
'rao'gu'gu'zhe'qie'kai'fu'wei'luo'ding'nei'gu'ding'shu 桡骨骨折切开复位螺钉内固定术
'rao'gu'gu'zhe'qie'kai'fu'wei'shu 桡骨骨折切开复位术
'rao'gu'huo'zu'zhi'jian'cha 桡骨活组织检查
'rao'gu'jing'tu'qie'chu'shu 桡骨茎突切除术
'rao'gu'kai'fang'xing'gu'zhe'qing'chuang'shu 桡骨开放性骨折清创术
'rao'gu'luo'ding'nei'gu'ding'shu 桡骨螺钉内固定术
'rao'gu'nei'gu'ding'wu'qu'chu'shu 桡骨内固定物取出术
'rao'gu'qie'chu'shu 桡骨切除术
'rao'gu'qu'gu'shu 桡骨取骨术
'rao'gu'ren'gong'gu'zhi'gu'shu 桡骨人工骨植骨术
'rao'gu'si'gu'qu'chu'shu 桡骨死骨去除术
'rao'gu'sui'nei'zhen'nei'gu'ding'shu 桡骨髓内针内固定术
'rao'gu'wai'gu'ding'jia'qu'chu'shu 桡骨外固定架去除术
'rao'gu'wai'gu'ding'shu 桡骨外固定术
'rao'gu'xiao'tou'qie'chu'shu 桡骨小头切除术
'rao'gu'xie'xing'jie'gu'shu 桡骨楔形截骨术
'rao'gu'yan'chang'shu 桡骨延长术
'rao'gu'zhe'gu'shu 桡骨折骨术
'rao'gu'zhi'gu'shu 桡骨植骨术
'rao'shen'jing'feng'he'shu 桡神经缝合术
'rao'shen'jing'song'jie'shu 桡神经松解术
'rao'shen'jing'tan'cha'shu 桡神经探查术
'rao'shen'jing'wen'he'shu 桡神经吻合术
'rao'shen'jing'yan'chi'xiu'bu'shu 桡神经延迟修补术
'rao'shen'jing'yi'zhi'shu 桡神经移植术
're'liao 热疗
'ren'dai'xiu'bu'shu 韧带修补术
'ren'dai'zhi'liao'xing'wu'zhi'zhu'she 韧带治疗性物质注射
'ren'gong'deng'gu'zhi'huan'shu 人工镫骨置换术
'ren'gong'deng'gu'zhi'ru'shu 人工镫骨置入术
'ren'gong'er'wo'qu'chu'shu 人工耳蜗取出术
'ren'gong'er'wo'zhi'ru'shu 人工耳蜗置入术
'ren'gong'gang'men'kuo'yue'ji'qu'chu'shu 人工肛门括约肌去除术
'ren'gong'gang'men'kuo'yue'ji'xiu'zheng'shu 人工肛门括约肌修正术
'ren'gong'gang'men'kuo'yue'ji'zhi'ru'shu 人工肛门括约肌植入术
'ren'gong'gong'gu'tou'zhi'huan'shu 人工肱骨头置换术
'ren'gong'gu'gu'tou'zhi'huan'shu 人工股骨头置换术
'ren'gong'hong'mo'ge'qu'chu'shu 人工虹膜隔取出术
'ren'gong'hong'mo'ge'zhi'ru'shu 人工虹膜隔置入术
'ren'gong'hu'xi 人工呼吸
'ren'gong'jiao'mo'zhi'huan'shu 人工角膜置换术
'ren'gong'jing'ti'er'qi'zhi'ru'shu 人工晶体二期置入术
'ren'gong'jing'ti'feng'he'shu 人工晶体缝合术
'ren'gong'jing'ti'fu'wei'shu 人工晶体复位术
'ren'gong'jing'ti'qian'mo'qie'chu'shu 人工晶体前膜切除术
'ren'gong'jing'ti'qu'chu'shu 人工晶体取出术
'ren'gong'jing'ti'xuan'diao'shu 人工晶体悬吊术
'ren'gong'jing'ti'zhi'ru'shu 人工晶体置入术
'ren'gong'lei'guan'zhi'ru'shu 人工泪管置入术
'ren'gong'niao'dao'kuo'yue'ji'zhi'ru'shu 人工尿道括约肌置入术
'ren'gong'pi'pian'yi'zhi'shu 人工皮片移植术
'ren'gong'po'mo'yin'chan 人工破膜引产
'ren'gong'qi'bo'qi'gong'neng'jian'cha 人工起搏器功能检查
'ren'gong'rao'gu'tou'zhi'huan'shu 人工桡骨头置换术
'ren'gong'shi'guan'jian'zao'shu 人工食管建造术
'ren'gong'shou'jing 人工受精
'ren'gong'shou'jing'jing'ye'cai'ji 人工授精精液采集
'ren'gong'xue'guan'qu'chu'shu 人工血管取出术
'ren'gong'yin'dao'cheng'xing'shu 人工阴道成形术
'ren'gong'ying'nao'mo'bu'pian'xiu'bu'shu 人工硬脑膜补片修补术
'ren'gong'zhui'ti'qu'chu'shu 人工椎体取出术
'ren'shen'zi'gong'chao'sheng'jian'cha 妊娠子宫超声检查
'ren'zao'xin'zang'ban'mo'chong'xin'feng'he'shu 人造心脏瓣膜重新缝合术
'ren'zao'xue'jiang'shu'ru 人造血浆输入
'rou'du'su'zhu'she 肉毒素注射
'rou'du'zhong'du'kang'du'su'zhi'liao 肉毒中毒抗毒素治疗
'ru'fang'bing'sun'qie'chu'shu 乳房病损切除术
'ru'fang'bing'sun'wei'chuang'xuan'qie'shu 乳房病损微创旋切术
'ru'fang'bu'fen'qie'chu'shu 乳房部分切除术
'ru'fang'cai'se'chao'sheng'jian'cha 乳房彩色超声检查
'ru'fang'chao'sheng'jian'cha 乳房超声检查
'ru'fang'chong'jian'shu 乳房重建术
'ru'fang'chong'jian'shu'ying'yong'bei'kuo'ji'ji'pi'ban 乳房重建术应用背阔肌肌皮瓣
'ru'fang'chong'jian'shu'ying'yong'you'li'xiong'da'ji 乳房重建术应用游离胸大肌
'ru'fang'chou'xi'shu 乳房抽吸术
'ru'fang'chuan'ci'huo'zu'zhi'jian'cha 乳房穿刺活组织检查
'ru'fang'ci'quan'qie'chu'shu 乳房次全切除术
'ru'fang'dai'di'pi'ban'yi'zhi'shu 乳房带蒂皮瓣移植术
'ru'fang'ji'ban'yi'zhi'shu 乳房肌瓣移植术
'ru'fang'kang'sheng'su'zhu'she 乳房抗生素注射
'ru'fang'lie'shang'feng'he'shu 乳房裂伤缝合术
'ru'fang'qie'kai'yin'liu'shu 乳房切开引流术
'ru'fang'quan'hou'pi'pian'yi'zhi'shu 乳房全厚皮片移植术
'ru'fang're'ying'xiang'tu 乳房热影像图
'ru'fang'shou'fa'jian'cha 乳房手法检查
'ru'fang'xia'chui'jiao'zheng'shu 乳房下垂矫正术
'ru'fang'xiang'xian'qie'chu'shu 乳房象限切除术
'ru'fang'yi'zhi'zu'zhi'kuo'zhang'qi'qu'chu'shu 乳房移植组织扩张器取出术
'ru'fang'yi'zhi'zu'zhi'kuo'zhang'qi'zhi'ru'shu 乳房移植组织扩张器置入术
'ru'fang'zhi'ru'wu'qu'chu'shu 乳房植入物取出术
'ru'fang'zhi'ru'wu'xiu'zheng'shu 乳房植入物修整术
'ru'fang'zhong'hou'pi'pian'yi'zhi'shu 乳房中厚皮片移植术
'ru'guan'jing'jian'cha 乳管镜检查
'ru'nei'dong'mai'zao'ying 乳内动脉造影
'ru'tou'cheng'xing'shu 乳头成形术
'ru'tou'qie'chu'shu 乳头切除术
'ru'tou'suo'xiao'shu 乳头缩小术
'ru'tou'yi'wei'shu 乳头移位术
'ru'tu'bing'sun'qie'chu'shu 乳突病损切除术
'ru'tu'dan'chun'qie'chu'shu 乳突单纯切除术
'ru'tu'gai'liang'gen'zhi'shu 乳突改良根治术
'ru'tu'gen'zhi'shu 乳突根治术
'ru'tu'ji'cheng'xing'shu 乳突肌成形术
'ru'tu'kuo'da'gen'zhi'shu 乳突扩大根治术
'ru'tu'nong'zhong'qie'kai'yin'liu'shu 乳突脓肿切开引流术
'ru'tu'qie'chu'shu 乳突切除术
'ru'tu'qie'kai'tan'cha'shu 乳突切开探查术
'ru'tu'shu'hou'qing'chuang'shu 乳突术后清创术
'ru'tu'zhi'pi'shu 乳突植皮术
'ru'xian'dao'guan'zao'ying 乳腺导管造影
'ru'xian'he'ci'gong'zhen'jian'cha 乳腺核磁共振检查
'ru'xian'mu'ba'xiang 乳腺钼靶像
'ru'xian'xian'ye'qie'chu'shu 乳腺腺叶切除术
'ru'ya'ba'chu 乳牙拔除
'ru'yun'suo'xiao'shu 乳晕缩小术
'ru'yun'zai'zao'shu 乳晕再造术
'ruan'e'bing'sun'qie'chu'shu 软腭病损切除术
'ruan'e'bing'sun'she'pin'xiao'rong'shu 软腭病损射频消融术
'ruan'e'cheng'xing'shu 软腭成形术
'ruan'e'huo'zu'zhi'jian'cha 软腭活组织检查
'ruan'e'ji'guang'shao'zhuo'shu 软腭激光烧灼术
'ruan'zu'zhi'chao'sheng'jian'cha 软组织超声检查
'ruan'zu'zhi'huo'zu'zhi'jian'cha 软组织活组织检查
'ruan'zu'zhi'qie'kai'yi'wu'qu'chu'shu 软组织切开异物取出术
'ruan'zu'zhi'tan'cha'shu 软组织探查术
'ruan'zu'zhi'zhi'liao'xing'yao'wu'ju'bu'zhu'she 软组织治疗性药物局部注射
'sai'lie'lou'guan'qie'chu'shu 鳃裂瘘管切除术
'sai'lie'nang'zhong'qie'chu'shu 鳃裂囊肿切除术
'sai'xian'bing'sun'qie'chu'shu 腮腺病损切除术
'sai'xian'bu'fen'qie'chu'shu 腮腺部分切除术
'sai'xian'dao'guan'lou'xiu'bu'shu 腮腺导管瘘修补术
'sai'xian'dao'guan'tan'cha 腮腺导管探查
'sai'xian'dao'guan'zai'tong'shu 腮腺导管再通术
'sai'xian'guan'kou'yi'zhi'shu 腮腺管口移植术
'sai'xian'guan'wen'he'shu 腮腺管吻合术
'sai'xian'qian'ye'qie'chu'shu 腮腺浅叶切除术
'sai'xian'qie'chu'shu 腮腺切除术
'sai'xian'qie'kai'yin'liu'shu 腮腺切开引流术
'sai'xian'shen'ye'qie'chu'shu 腮腺深叶切除术
'sai'xian'zao'ying 腮腺造影
'san'cha'shen'jing'jian'ya'shu 三叉神经减压术
'san'cha'shen'jing'she'pin'xiao'rong'shu 三叉神经射频消融术
'san'cha'shen'jing'si'tuo'shu 三叉神经撕脱术
'san'fang'xin'jiao'zheng'shu 三房心矫正术
'san'jian'ban'bi'shi'kuo'zhang'shu 三尖瓣闭式扩张术
'san'jian'ban'ji'xie'ban'mo'zhi'huan'shu 三尖瓣机械瓣膜置换术
'san'jian'ban'sheng'wu'ban'mo'zhi'huan'shu 三尖瓣生物瓣膜置换术
'san'jian'ban'tan'cha'shu 三尖瓣探查术
'san'jian'ban'xia'yi'jiao'zhi'shu 三尖瓣下移矫治术
'san'jiao'gu'bing'sun'qie'chu'shu 三角骨病损切除术
'san'jiao'ji'chong'jian'shu 三角肌重建术
'san'jiao'ji'feng'he'shu 三角肌缝合术
'san'qiang'yong'jiu'qi'bo'qi'zhi'ru'shu 三腔永久起搏器置入术
'san'zhi'xue'guan'de'cao'zuo 三支血管的操作
'sen'tian'zhi'liao 森田治疗
'sha'yan'lv'pao'qu'chu'shu 沙眼滤泡去除术
'shai'dong'mai'jie'za'zhi'xue'shu 筛动脉结扎止血术
'shan'shou'fa'fu'wei 疝手法复位
'shang'bi'he'jian'jia'zhi'an'zhuang 上臂和肩假肢安装
'shang'bi'jie'duan'shu 上臂截断术
'shang'bi'zai'zhi'shu 上臂再植术
'shang'gu'shi'gu'dou'qie'kai'shu 上鼓室鼓窦切开术
'shang'gu'shi'qie'kai'shu 上鼓室切开术
'shang'he'dong'mai'jie'za'zhi'xue'shu 上颌动脉结扎止血术
'shang'he'dou'bing'sun'qie'chu'shu 上颌窦病损切除术
'shang'he'dou'chuan'ci'chou'xi'guan'xi 上颌窦穿刺抽吸灌洗
'shang'he'dou'gen'zhi'shu 上颌窦根治术
'shang'he'dou'kai'chuang'shu 上颌窦开窗术
'shang'he'dou'lou'xiu'bu'shu 上颌窦瘘修补术
'shang'he'dou'tan'cha'shu 上颌窦探查术
'shang'he'dou'ti'sheng'shu 上颌窦提升术
'shang'he'gu'bu'fen'gu'cheng'xing'shu 上颌骨部分骨成形术
'shang'he'gu'bu'fen'qie'chu'ban'ren'gong'gu'zhi'ru'shu 上颌骨部分切除伴人工骨置入术
'shang'he'gu'bu'fen'qie'chu'ban'zhi'gu'shu 上颌骨部分切除伴植骨术
'shang'he'gu'bu'fen'qie'chu'shu 上颌骨部分切除术
'shang'he'gu'chong'jian'shu 上颌骨重建术
'shang'he'gu'gu'zhe'bi'he'fu'wei'shu 上颌骨骨折闭合复位术
'shang'he'gu'gu'zhe'qie'kai'fu'wei'gu'ding'shu 上颌骨骨折切开复位固定术
'shang'he'gu'gu'zhe'qie'kai'fu'wei'shu 上颌骨骨折切开复位术
'shang'he'gu'quan'bu'qie'chu'shu 上颌骨全部切除术
'shang'he'gu'quan'gu'cheng'xing'shu 上颌骨全骨成形术
'shang'he'gu'ren'gong'jia'ti'yi'zhi'shu 上颌骨人工假体移植术
'shang'he'gu'si'gu'qie'chu'shu 上颌骨死骨切除术
'shang'he'gu'tai'ban'zhi'ru'shu 上颌骨钛板置入术
'shang'he'gu'zi'ti'gu'yi'zhi'shu 上颌骨自体骨移植术
'shang'jian'feng'xian'xuan'diao'shu 上睑缝线悬吊术
'shang'jian'xia'chui'ti'shang'jian'ji'suo'duan'shu 上睑下垂提上睑肌缩短术
'shang'jian'xia'chui'yan'lun'za'ji'xuan'diao'shu 上睑下垂眼轮匝肌悬吊术
'shang'kou'tian'se'wu'zhi'huan 伤口填塞物置换
'shang'kou'yin'liu'guan'chong'xi 伤口引流管冲洗
'shang'kou'yin'liu'guan'zhi'huan 伤口引流管置换
'shang'kou'yin'liu'tiao'zhi'huan 伤口引流条置换
'shang'kou'zhi'xue'shu 伤口止血术
'shang'qiang'jing'mai'cheng'xing'shu 上腔静脉成形术
'shang'qiang'jing'mai'lv'qi'zhi'ru'shu 上腔静脉滤器置入术
'shang'qiang'jing'mai'qiu'nang'kuo'zhang'cheng'xing'shu 上腔静脉球囊扩张成形术
'shang'qiang'jing'mai'zao'ying 上腔静脉造影
'shang'xiao'hua'dao'zao'ying 上消化道造影
'shang'yan'jian'zhou'wen'qie'chu'shu 上眼睑皱纹切除术
'shang'zhi'dong'jing'mai'lou'shuan'se'shu 上肢动静脉瘘栓塞术
'shang'zhi'dong'mai'liu'qie'chu'ban'wen'he'shu 上肢动脉瘤切除伴吻合术
'shang'zhi'dong'mai'xue'shuan'qie'chu'shu 上肢动脉血栓切除术
'shang'zhi'dong'mai'zao'ying 上肢动脉造影
'shang'zhi'guan'jie'nang'feng'he'shu 上肢关节囊缝合术
'shang'zhi'he'ci'gong'zhen'jian'cha 上肢核磁共振检查
'shang'zhi'ji'jian'feng'he'shu 上肢肌腱缝合术
'shang'zhi'ji'jian'zhan'lian'song'jie'shu 上肢肌腱粘连松解术
'shang'zhi'ji'rou'bing'sun'qie'chu'shu 上肢肌肉病损切除术
'shang'zhi'jing'mai'xue'shuan'qie'chu'shu 上肢静脉血栓切除术
'shang'zhi'jing'mai'zao'ying 上肢静脉造影
'shang'zhi'lin'ba'guan'zao'ying 上肢淋巴管造影
'shang'zhi'ren'dai'feng'he'shu 上肢韧带缝合术
'shang'zhi'ren'gong'xue'guan'xue'shuan'qie'chu'shu 上肢人工血管血栓切除术
'shang'zhi'shi'gao'zhi'huan 上肢石膏置换
'shang'zhi'xue'guan'bing'sun'qie'chu'shu 上肢血管病损切除术
'shang'zhi'xue'guan'chao'sheng'jian'cha 上肢血管超声检查
'shang'zhi'xue'guan'jie'za'shu 上肢血管结扎术
'shang'zhi'xue'guan'qie'kai'tan'cha'shu 上肢血管切开探查术
'shang'zhi'yi'wu'qu'chu 上肢异物去除
'she'bian'tao'ti'qie'chu'shu 舌扁桃体切除术
'she'bing'sun'qie'chu'shu 舌病损切除术
'she'bu'fen'qie'chu'shu 舌部分切除术
'she'bu'jia'zhuang'xian'qie'chu'shu 舌部甲状腺切除术
'she'e'gong'yan'chang'cheng'xing'shu 舌腭弓延长成形术
'she'feng'he'shu 舌缝合术
'she'gen'she'pin'xiao'rong'shu 舌根射频消融术
'she'gen'zhi'xing'qie'chu'shu 舌根治性切除术
'she'gou'yan'shen'shu 舌沟延伸术
'she'gu'shang'jing'lin'ba'jie'qing'sao'shu 舌骨上颈淋巴结清扫术
'she'jin'mo'xuan'diao'shu 舌筋膜悬吊术
'she'quan'bu'qie'chu'shu 舌全部切除术
'she'shen'jing'gen'song'jie'shu 舌神经根松解术
'she'xi'dai'cheng'xing'shu 舌系带成形术
'she'xi'dai'qie'chu'shu 舌系带切除术
'she'xi'dai'yan'chang'shu 舌系带延长术
'she'xia'shen'jing'mian'shen'jing'wen'he'shu 舌下神经面神经吻合术
'she'xia'xian'bing'sun'qie'chu'shu 舌下腺病损切除术
'she'xia'xian'bu'fen'qie'chu'shu 舌下腺部分切除术
'she'xia'xian'qie'chu'shu 舌下腺切除术
'she'xia'xian'qie'kai'yin'liu'shu 舌下腺切开引流术
'she'xiu'bu'shu 舌修补术
'she'yan'shen'jing'jian'ya'shu 舌咽神经减压术
'she'yan'shen'jing'qie'duan'shu 舌咽神经切断术
'she'zhan'lian'song'jie'shu 舌粘连松解术
'shen'bao'mo'bo'chu'shu 肾包膜剥除术
'shen'bei'mo'xia'xue'zhong'qing'chu'shu 肾被膜下血肿清除术
'shen'bing'sun'qie'chu'shu 肾病损切除术
'shen'bing'sun'zao'dai'shu 肾病损造袋术
'shen'bu'fen'qie'chu'shu 肾部分切除术
'shen'chao'sheng'sui'shi'shu 肾超声碎石术
'shen'dao'guan'yin'liu'shu 肾导管引流术
'shen'di'lin'ba'guan'li'duan'shu 肾蒂淋巴管离断术
'shen'dong'mai'cheng'xing'shu 肾动脉成形术
'shen'dong'mai'gu'dong'mai'ren'gong'xue'guan'da'qiao'shu 肾动脉股动脉人工血管搭桥术
'shen'dong'mai'pi'dong'mai'wen'he'shu 肾动脉脾动脉吻合术
'shen'dong'mai'qiu'nang'kuo'zhang'cheng'xing'shu 肾动脉球囊扩张成形术
'shen'dong'mai'shuan'sai'shu 肾动脉栓塞术
'shen'dong'mai'zao'ying 肾动脉造影
'shen'dong'mai'zhi'jia'zhi'ru'shu 肾动脉支架置入术
'shen'gen'zhi'xing'qie'chu'shu 肾根治性切除术
'shen'gu'ding'shu 肾固定术
'shen'jing'bao'hu'ji'zhu'she 神经保护剂注射
'shen'jing'gen'guan'song'jie'shu 神经根管松解术
'shen'jing'jian'cha 肾镜检查
'shen'jing'mai'cha'guan'shu 肾静脉插管术
'shen'jing'mai'xia'qiang'jing'mai'wen'he'shu 肾静脉下腔静脉吻合术
'shen'jing'mai'xue'shuan'qie'chu'shu 肾静脉血栓切除术
'shen'jing'qian'shen'shu 神经牵伸术
'shen'jing'xi'tong'jian'cha 神经系统检查
'shen'jing'xing'yan'bing'jian'cha 神经性眼病检查
'shen'ju'bu'guan'zhu 肾局部灌注
'shen'lie'shang'feng'he'shu 肾裂伤缝合术
'shen'mu'chang'ji'jian'feng'he'shu 伸拇长肌腱缝合术
'shen'nang'zhong'qie'chu'shu 肾囊肿切除术
'shen'nang'zhong'qu'ding'shu 肾囊肿去顶术
'shen'nang'zhong'ying'hua'ji'zhu'she 肾囊肿硬化剂注射
'shen'pang'guang'wen'he'shu 肾膀胱吻合术
'shen'qie'kai'qu'shi'shu 肾切开取石术
'shen'qie'kai'tan'cha'shu 肾切开探查术
'shen'qing'chu'lv'jian'cha 肾清除率检查
'shen'shang'xian'bi'he'xing'huo'zu'zhi'jian'cha 肾上腺闭合性活组织检查
'shen'shang'xian'bing'sun'qie'chu'shu 肾上腺病损切除术
'shen'shang'xian'bu'fen'qie'chu'shu 肾上腺部分切除术
'shen'shang'xian'nang'zhong'qie'kai'yin'liu'shu 肾上腺囊肿切开引流术
'shen'shang'xian'shen'jing'qie'duan'shu 肾上腺神经切断术
'shen'shang'xian'tan'cha'shu 肾上腺探查术
'shen'shang'xian'xiu'bu'shu 肾上腺修补术
'shen'shang'xian'xue'guan'jie'za'shu 肾上腺血管结扎术
'shen'shang'xian'zi'ti'yi'zhi'shu 肾上腺自体移植术
'shen'shu'niao'guan'qie'chu'shu 肾输尿管切除术
'shen'ti'ce'liang 身体测量
'shen'ti'wai'sui'shi 肾体外碎石
'shen'tong'wei'su'sao'miao 肾同位素扫描
'shen'tong'zhong'yi'ti'yi'zhi'shu 肾同种异体移植术
'shen'wan'ji'jian'feng'he'shu 伸腕肌腱缝合术
'shen'xie'xing'qie'chu'shu 肾楔形切除术
'shen'xiu'bu'shu 肾修补术
'shen'xue'guan'chao'sheng'jian'cha 肾血管超声检查
'shen'yu'bu'fen'qie'chu'shu 肾盂部分切除术
'shen'yu'cheng'xing'shu 肾盂成形术
'shen'yu'nang'zhong'qie'chu'shu 肾盂囊肿切除术
'shen'yu'pang'nang'zhong'qie'chu'shu 肾盂旁囊肿切除术
'shen'yu'qie'chu'shu 肾盂切除术
'shen'yu'qie'kai'qu'shi'shu 肾盂切开取石术
'shen'yu'qie'kai'tan'cha'shu 肾盂切开探查术
'shen'yu'shu'niao'guan'cheng'xing'shu 肾盂输尿管成形术
'shen'yu'shu'niao'guan'pang'guang'wen'he'shu 肾盂输尿管膀胱吻合术
'shen'yu'shu'niao'guan'wen'he'shu 肾盂输尿管吻合术
'shen'yu'zao'kou'bi'he'shu 肾盂造口闭合术
'shen'yu'zao'kou'chong'xi 肾盂造口冲洗
'shen'yu'zao'kou'dao'guan'qu'chu 肾盂造口导管去除
'shen'yu'zao'kou'qu'shi'shu 肾盂造口取石术
'shen'yu'zao'kou'shu 肾盂造口术
'shen'yu'zao'lou'guan'zhi'huan'shu 肾盂造瘘管置换术
'shen'zao'kou'bi'he'shu 肾造口闭合术
'shen'zao'kou'shu 肾造口术
'shen'zao'lou'guan'zhi'huan'shu 肾造瘘管置换术
'shen'zhan'qie'chu'shu 肾盏切除术
'shen'zhan'shu'niao'guan'wen'he'shu 肾盏输尿管吻合术
'shen'zhe'die'shu 肾折叠术
'shen'zhi'ji'jian'ce'shu'feng'he'shu 伸指肌腱侧束缝合术
'shen'zhi'ji'jian'feng'he'shu 伸指肌腱缝合术
'shen'zhi'ji'jian'yan'chang'shu 伸趾肌腱延长术
'shen'zhi'ji'jian'zhong'yang'shu'feng'he'shu 伸指肌腱中央束缝合术
'shen'zhi'zong'ji'jian'feng'he'shu 伸指总肌腱缝合术
'shen'zhou'bing'sun'qie'chu'shu 肾周病损切除术
'shen'zhou'huo'zu'zhi'jian'cha 肾周活组织检查
'shen'zhou'nong'zhong'qie'kai'yin'liu'shu 肾周脓肿切开引流术
'shen'zhou'qu'yu'tan'cha'shu 肾周区域探查术
'shen'zi'ti'yi'zhi'shu 肾自体移植术
'sheng'dai'bing'sun'qie'chu'shu 声带病损切除术
'sheng'dai'bu'fen'qie'chu'shu 声带部分切除术
'sheng'dai'cheng'xing'shu 声带成形术
'sheng'dai'gu'ding'shu 声带固定术
'sheng'dai'qie'chu'shu 声带切除术
'sheng'dai'zhan'lian'song'jie'shu 声带粘连松解术
'sheng'dai'zhu'she 声带注射
'sheng'dai'zhuan'wei'shu 声带转位术
'sheng'jie'chang'bing'sun'qie'chu'shu 升结肠病损切除术
'sheng'jie'chang'bu'fen'qie'chu'shu 升结肠部分切除术
'sheng'jie'chang'heng'jie'chang'wen'he'shu 升结肠横结肠吻合术
'sheng'jie'chang'jiang'jie'chang'wen'he'shu 升结肠降结肠吻合术
'sheng'jie'chang'po'lie'xiu'bu'shu 升结肠破裂修补术
'sheng'jie'chang'yi'zhuang'jie'chang'wen'he'shu 升结肠乙状结肠吻合术
'sheng'men'kuo'da'shu 声门扩大术
'sheng'men'shang'bing'sun'huo'zu'zhi'jian'cha 声门上病损活组织检查
'sheng'wu'da'wang'mo'yi'zhi'shu 生物大网膜移植术
'sheng'wu'fan'kui'zhi'liao 生物反馈治疗
'sheng'zhu'dong'mai'cheng'xing'shu 升主动脉成形术
'sheng'zhu'dong'mai'fei'dong'mai'fen'liu'shu 升主动脉肺动脉分流术
'sheng'zhu'dong'mai'gu'dong'mai'ren'gong'xue'guan'da'qiao'shu 升主动脉股动脉人工血管搭桥术
'sheng'zhu'dong'mai'ye'dong'mai'ren'gong'xue'guan'da'qiao'shu 升主动脉腋动脉人工血管搭桥术
'sheng'zhu'dong'mai'zao'ying 升主动脉造影
'shi'bi'liu'zhe'die'shu 室壁瘤折叠术
'shi'dao'kuo'zhang'zhi'jia'qu'chu 食道扩张支架去除
'shi'er'zhi'chang'bing'sun'po'huai'shu 十二指肠病损破坏术
'shi'er'zhi'chang'bing'sun'qie'chu'shu 十二指肠病损切除术
'shi'er'zhi'chang'bu'fen'qie'chu'shu 十二指肠部分切除术
'shi'er'zhi'chang'cheng'xing'shu 十二指肠成形术
