'a'fei 阿斐
'tuan'qi'sheng'huo 团契生活
'tui'ji'gu 推基古
'tui'la'nu 推喇奴
'tui'luo 推罗
'tui'luo'de'bao'zhang 推罗的保障
'tui'luo'wang'xi'lan 推罗王希兰
'tui'ya'tui'la 推雅推拉
'tuo'bo 陀伯
'tuo'bo'ren 陀伯人
'tuo'fei'te 陀斐特
'tuo'jia'ma 陀迦玛
'tuo'la 妥拉
'tuo'la 陀拉
'tuo'li'yin'jian'de'quan'bing 脱离阴间的权柄
'tuo'li'yin'jian'de'quan'bing'ne'xi'la 脱离阴间的权柄呢细拉
'tuo'qu'ta'men'de'sheng'suo 脱去他们的绳索
'tuo'xie 妥协
'wa'pian 瓦片
'wa'shi'ti 瓦实提
'wa'ti'shi 瓦提实
'wa'zai 蛙灾
'wai'bang'de'shen'dou'shu'xu'wu 外邦的神都属虚无
'wai'bang'ren 外邦人
'wai'bang'wei'shen'me'zheng'nao 外邦为什么争闹
'wai'dian 外典
'wai'guo 外郭
'wai'li'ba'nen'shan 外利巴嫩山
'wai'yuan 外院
'wai'yue'dan 外约旦
'wan'dai'wan'nian 万代万年
'wan'fang'zhi'min'zhong 万方之民众
'wan'gu'yong'heng 万古永恒
'wan'gu'zhi'xian 万古之先
'wan'guo'wan'min'dou'xiang'ni'gui'bai 万国万民都向你跪拜
'wan'hui 挽回
'wan'hui'ji 挽回祭
'wan'jiu'ren'duo'luo 挽救人堕落
'wan'jun 万军
'wan'jun'zhi'ye'he'hua 万军之耶和华
'wan'ling'yi'xiang'meng'en'chong 万灵一向蒙恩宠
'wan'mei'hui'cheng'da'xi'le 万美汇成大喜乐
'wan'min'dang'zhan'dou 万民当战抖
'wan'min'dou'dang'huan'xin 万民都当欢欣
'wan'min'jiu'zhu'he'ping'wang 万民救主和平王
'wan'min'kan'jian'ta'de'rong'yao 万民看见他的荣耀
'wan'min'qu'xi'chong'bai'qian'cheng 万民屈膝崇拜虔诚
'wan'min'wei'shen'me'mou'suan'xu'wang'de'shi 万民为什么谋算虚妄的事
'wan'qian'tian'ti'cuo'za'zong'heng 万千天体错杂纵横
'wan'quan'bai'huai 完全败坏
'wan'quan'de'bai'shang 完全地摆上
'wan'quan'de'yi'zhi 完全得医治
'wan'ren'pu'dao'zai'ni'you'bian 万人仆倒在你右边
'wan'ren'zhong'wei'du 万人中唯独
'wan'shen'na'ni'men'dou'dang'bai'ta 万神哪你们都当拜他
'wan'shi'zhi'zong 万世之宗
'wan'shi'zhi'zong'ge 万世之宗歌
'wan'wang'zhi'wang 万王之王
'wan'wu'dou'ge'song'ni'de'ci'ai 万物都歌颂你的慈爱
'wan'xiang'ji'ta'kou'zhong'de'qi'er'cheng 万象藉他口中的气而成
'wan'xiang'yin'ren'jian'zhen'shi 万象引人见真实
'wan'you'de'zhi'zun 万有的至尊
'wang'chi 王池
'wang'de'er'zi'yue'a'shi 王的儿子约阿施
'wang'de'yuan'lin 王的园林
'wang'gu 王谷
'wang'ji'bei'hou 忘记背后
'wang'ji'zhi'di 忘记之地
'wang'shang 王上
'wang'xia 王下
'wang'yi 妄疑
'wang'you'neng'li 王有能力
'wei'ai'zhi'gu'rao'shu'ta'ren 为爱之故饶恕他人
'wei'chi'guang'ming'tian'guo 维持光明天国
'wei'chu'mu'tai 未出母胎
'wei'ci'fan'qian'cheng'ren'dou'dang'chen'ni 为此凡虔诚人都当趁你
'wei'da'wei'yi'zhen'shen 伟大惟一真神
'wei'de'jiu'de'ren 未得救的人
'wei'du'ye'he'hua'chuang'zao'zhu'tian 惟独耶和华创造诸天
'wei'du'yi'kao'ye'he'hua'de 惟独倚靠耶和华的
'wei'du'zhu'wei'zhen'yuan 惟独主为真原
'wei'fan'shi'yan 违反誓言
'wei'he'yan'mian'bu'gu'wo 为何掩面不顾我
'wei'jian'shang'di'zhi'jian'tian'xiang 未见上帝只见天象
'wei'jing 伪经
'wei'jiu'wo'men'zui'ren 为救我们罪人
'wei'ke'li'fu 威克理夫
'wei'li'bo'luo 威利伯罗
'wei'li'gong'hui 卫理公会
'wei'lian'ding'dao'er 威廉丁道尔
'wei'lian'ke'li 威廉克理
'wei'ming'lun 唯名论
'wei'ni'ye'he'hua'shi'zhi'gao 惟你耶和华是至高
'wei'nu 为奴
'wei'qian'cai 为钱财
'wei'rao'bao'zuo'jing'bai 围绕宝座敬拜
'wei'ren 伟人
'wei'shi'shang'zui'gao'de'jun'wang 为世上最高的君王
'wei'si'dao 魏司道
'wei'si'min'si'de'da'yao'li'wen'da 韦斯敏斯德大要理问答
'wei'si'min'si'de'xiao'yao'li'wen'da 韦斯敏斯德小要理问答
'wei'si'min'si'de'xin'tiao 韦斯敏斯德信条
'wei'si'min'si'de'xin'yang'xuan'yan 韦斯敏斯德信仰宣言
'wei'wo'men'de'zui'nie'ya'shang 为我们的罪孽压伤
'wei'wo'men'she'ming 为我们舍命
'wei'wo'men'xing'le'da'shi 为我们行了大事
'wei'xi'ai'ye'he'hua'de'lv'fa 唯喜爱耶和华的律法
'wei'xian'lin'dao'wu'chu'duo'cang 危险临到无处躲藏
'wei'yao'zheng'jiu'zui'ren 为要拯救罪人
'wei'yi'de'shen'ming'jiao'ye'he'hua 唯一的神名叫耶和华
'wei'yi'se'lie'de'wang 为以色列的王
'wei'you 惟有
'wei'you'zhu'ye'su'de'bao'xue 唯有主耶稣的宝血
'wei'zhi'lun 伪智论
'wei'zhu'quan'neng'zhi'zun 惟主全能至尊
'wei'zhu'wan'quan'de'sheng 惟主完全得胜
'wei'zhu'wei'zhi'zun 惟主为至尊
'wei'zhu'wu'shang'zun'rong 惟主无上尊荣
'wei'zui'ren'shou'si'ha'li'lu'ya 为罪人受死哈利路亚
'wen'rou'you'ci'xiang 温柔又慈祥
'wen'shi 文士
'wen'yi 瘟疫
'wo'ai'ni'chao'yue'sheng'ming'zhong'yi'qie 我爱你超越生命中一切
'wo'bei'diu'zai'si'ren'zhong 我被丢在死人中
'wo'bei'ju'kun'bu'de'chu'lai 我被拘困不得出来
'wo'bi'an'ran'tang'xia'shui'jiao 我必安然躺下睡觉
'wo'bi'bu'bei'qi'wo'de'yue 我必不背弃我的约
'wo'bi'bu'yao'dong 我必不摇动
'wo'bi'kou'bu'ren'zui'de'shi'hou 我闭口不认罪的时候
'wo'bu'an'de'jiao'bu 我不安的脚步
'wo'bu'yuan'luo'zai'ren'de'shou'li 我不愿落在人的手里
'wo'ceng'jing'xiang'yi'zhi'xiao'xiao'fei'niao 我曾经像一只小小飞鸟
'wo'ci'ai'de'zhu 我慈爱的主
'wo'ci'ai'de'zhu'hu'zhao 我慈爱的主呼召
'wo'cong'chu'sheng'shi'qi 我从初生时起
'wo'de'bang'bi'ye'bi'jian'gu'ta 我的膀臂也必坚固他
'wo'de'bang'zhu 我的帮助
'wo'de'ci'ai'yao'yu'ta'tong'zai 我的慈爱要与他同在
'wo'de'di'ren'he'qi'jia'zeng 我的敌人何其加增
'wo'de'di'yi'ben'dao'gao 我的第一本祷告
'wo'de'gao'tai 我的高台
'wo'de'jing'ye'hao'jin 我的精液耗尽
'wo'de'jiu'zhu 我的救主
'wo'de'ling'bu'zai'feng'bi 我的灵不再封闭
'wo'de'pan'wang'zhi'zai'hu'ni 我的盼望只在乎你
'wo'de'shang'di'zuo'le 我的上帝作了
'wo'de'shen 我的神
'wo'de'shi'ge 我的诗歌
'wo'de'shou'bi'shi'ta'jian'li 我的手必使他坚立
'wo'de'xin'bu'zai'yin'cang 我的心不再隐藏
'wo'de'xin'chang'jian'jian'de'shuai'tui 我的心肠渐渐地衰退
'wo'de'xin'chang'wo'de'rou'ti 我的心肠我的肉体
'wo'de'xin'quan'ran'xiang'ni 我的心全然向你
'wo'de'xin'wo'de'yi'nian 我的心我的意念
'wo'de'xing'ming'lin'jin'yin'jian 我的性命临近阴间
'wo'de'yan'jing'yin'kun'ku'er'gan'bie 我的眼睛因困苦而干瘪
'wo'de'ye'su'ai'wo'de'zhu 我的耶稣爱我的主
'wo'de'yi'qie'chou'di'dou'bi'xiu'kui 我的一切仇敌都必羞愧
'wo'de'zheng'jiu 我的拯救
'wo'de'zhu'wo'shen'ai'de'wei'yi 我的主我深爱的唯一
'wo'de'zui'jiang'cheng'song'ni'dao'yong'yuan 我的嘴将称颂你到永远
'wo'dei'ping'an'wo'dei'yi'zhi 我得平安我得医治
'wo'dui'ni'de'ai'yong'bu'bian 我对你的爱永不变
'wo'er'duo'ting'jian'na'xie'qi'lai 我耳朵听见那些起来
'wo'fang'fu'kan'jian'tian'shi'tiao'wu 我仿佛看见天使跳舞
'wo'fu'fu'zai'ni'bao'zuo'qian 我俯伏在你宝座前
'wo'gao'ju'na 我高举那
'wo'gui'bai'ni'mian'qian'cheng'song'ni 我跪拜你面前称颂你
'wo'guo'si'yin'shan'gu 我过死荫山谷
'wo'ha'li'lu'ya 喔哈利路亚
'wo'jia'zai'shen'mian'qian'bing'fei'ru'ci 我家在神面前并非如此
'wo'jiang'gan'xie'song'yang 我将感谢颂扬
'wo'jiang'kao'zhu'shi'yan 我将靠主誓言
'wo'jin'zheng'xiang'fu'jia'gui'hui 我今正向父家归回
'wo'jing'di'tou'zan'mei'sheng'ming 我敬低头赞美圣名
'wo'jiu'jiang'lie'guo'ci'ni'wei'ji'ye 我就将列国赐你为基业
'wo'jiu'yao 我就要
'wo'jiu'yao'da'jiu'ta 我就要搭救他
'wo'jiu'zhu'zai'ji'jing'zhi'zhong'le 我就住在寂静之中了
'wo'jue'bu'xiang'da'wei'shuo'huang 我决不向大卫说谎
'wo'ke'mu'ni'wo'jing'bai'ni 我渴慕你我敬拜你
'wo'kong'xu'de'xin'ling 我空虚的心灵
'wo'lai'wei'ni'ba'fu'yin'jiang 我来为你把福音讲
'wo'ling'song'zhu 我灵颂主
'wo'ling'zui'shen'ke'mu 我灵最深渴慕
'wo'men'de'di'wei 我们的地位
'wo'men'de'dun'pai 我们的盾牌
'wo'men'de'dun'pai'shu'ye'he'hua 我们的盾牌属耶和华
'wo'men'de'jiao'bi'bei'gao'ju 我们的角必被高举
'wo'men'de'jiu'zhu 我们的救主
'wo'men'de'ping'an 我们得平安
'wo'men'de'shen 我们的神
'wo'men'de'wang'shu 我们的王属
'wo'men'de'xin 我们的心
'wo'men'de'xin'bi'kao'ta'huan'xi 我们的心必靠他欢喜
'wo'men'de'yi'zhi 我们得医治
'wo'men'gao'zhi'hu'han 我们高志呼喊
'wo'men'jiu'de'bao'zu 我们就得饱足
'wo'men'lai'ji'gu'tiao'wu'zan'mei'ta 我们来击鼓跳舞赞美他
'wo'men'li'zai'zhu'qian 我们立在主前
'wo'men'qian'jin'ge'chang'bu'ting 我们前进歌唱不停
'wo'men'ruo'bu'ren'ta 我们若不认他
'wo'men'ruo'neng'ren'nai 我们若能忍耐
'wo'men'ruo'yu'ji'du'tong'si 我们若与基督同死
'wo'men'shen'de'jiu'en 我们神的救恩
'wo'men'shi'guang'ming'zhi'zi 我们是光明之子
'wo'men'shi'ni'de'bai'xing 我们是你的百姓
'wo'men'shi'ta'de'min 我们是他的民
'wo'men'shi'ta'zao'de 我们是他造的
'wo'men'suo'yang'wang'ni'de 我们所仰望你的
'wo'men'xiang'ju'zai'yi'qi 我们相聚在一起
'wo'men'yao'ge'song'yao'huan'hu 我们要歌颂要欢呼
'wo'men'yao'gu'se'tan'qin'zan'mei'ta 我们要鼓瑟弹琴赞美他
'wo'men'yao'huan'hu 我们要欢呼
'wo'men'yao'zan'mei'ye'he'hua 我们要赞美耶和华
'wo'men'yi'kao'shen 我们依靠神
'wo'men'yong'si'xian'yue'qi'zan'mei'ta 我们用丝弦乐器赞美他
'wo'men'you'xi'le'de'sheng'ming 我们有喜乐的生命
'wo'men'you'yong'heng'de'sheng'ming 我们有永恒的生命
'wo'men'zong'ran'shi'xin 我们纵然失信
'wo'quan'xin'lai'jing'bai'ni'zhu 我全心来敬拜你主
'wo'rang'wo'jin'ru'zhu'ni'de'tong'zai 喔让我进入主你的同在
'wo'ruo'yi'e'bao'na'yu'wo'jiao'hao'de'ren 我若以恶报那与我交好的人
'wo'sheng'ming'zhong'zui'ke'wang'de'yi'jian'shi 我生命中最渴望的一件事
'wo'shi 我是
'wo'shi'bei'xin'you'gao'le'de 我是被新油膏了的
'wo'shi'ke'lv'wo'shi'liu'lang'zhe 我是客旅我是流浪者
'wo'shi'xin'zao'wo'shi'xin'zao'de'ren 我是新造我是新造的人
'wo'shou'ni'de'jing'kong'shen'zhi'huang'zhang 我受你的惊恐甚至慌张
'wo'shuo'wo'yao'xiang'ye'he'hua 我说我要向耶和华
'wo'suan'he'xia'keng'de'ren'tong'lie 我算和下坑的人同列
'wo'suo'yi'kao'de 我所依靠的
'wo'suo'zan'mei'de 我所赞美的
'wo'tian'tian'qiu'gao'ni'xiang'ni'ju'shou 我天天求告你向你举手
'wo'tou'kao'de'pan'shi 我投靠的磐石
'wo'wei'ni'ba'ge'er'chang 我为你把歌儿唱
'wo'wu'shi'bu'ke'pang'huang'wu'zhu 我无时不刻彷徨无助
'wo'xi'le'man'huai 我喜乐满怀
'wo'xiang'ni'chen'ming'wo'de'zui 我向你陈明我的罪
'wo'xin'kao'ni'bi'bu'dong'yao 我信靠你必不动摇
'wo'xin'li'duo'you'duo'yi 我心里多忧多疑
'wo'xin'xin'wo'de'li'liang 我信心我的力量
'wo'xin'ye'da'da'de'jing'huang 我心也大大地惊惶
'wo'xin'zan'mei'ni'yong'yuan'zan'mei'ni 我心赞美你永远赞美你
'wo'xin'zhong'de'xi'le'chuan'liu'bu'xi 我心中的喜乐川流不息
'wo'xu'yao'you'ni 我需要有你
'wo'xu'yao'you'ni'zai'wo'sheng'ming'zhong 我需要有你在我生命中
'wo'xun'de'wo'de'pu'ren'da'wei 我寻得我的仆人大卫
'wo'yan'jing'kan'jian'chou'di'zao'bao 我眼睛看见仇敌遭报
'wo'yao'ba'ta'an'zhi'zai'gao'chu 我要把他安置在高处
'wo'yao'da'jiu'ta'shi'ta'zun'gui 我要搭救他使他尊贵
'wo'yao'dan'dan'jing'bai'ni'ye'su 我要单单敬拜你耶稣
'wo'yao'dan'dan'wei'zhu'ni'er'huo 我要单单为主你而活
'wo'yao'ding'jing'zai'ni'shen'shang 我要定睛在你身上
'wo'yao'gao'ge'wei'sheng'ming'xi'yue 我要高歌为生命喜悦
'wo'yao'ge'chang'ye'he'hua'de'ci'ai 我要歌唱耶和华的慈爱
'wo'yao'gui'xia'gui'xia 我要跪下跪下
'wo'yao'jian'li'ni'de'hou'yi 我要建立你的后裔
'wo'yao'jiang'sheng'ming'xian'gei'ni 我要将生命献给你
'wo'yao'jiao'dao'ni 我要教导你
'wo'yao'jin'jin'de'gen'sui'ni 我要紧紧地跟随你
'wo'yao'jing'bai'jing'bai 我要敬拜敬拜
'wo'yao'ju'shou'jing'bai'ta 我要举手敬拜他
'wo'yao'kai'kou'xiang'ni'zan'mei'cheng'xie 我要开口向你赞美称谢
'wo'yao'lun'dao'ye'he'hua'shuo 我要论到耶和华说
'wo'yao'shi'shi'cheng'song'ni'de'ming 我要时时称颂你的名
'wo'yao'shi'ta'de 我要使他的
'wo'yao'shi'ta'zu'xiang'chang'shou 我要使他足享长寿
'wo'yao'tai'qi'tou'zhang'kai'shuang'bi 我要抬起头张开双臂
'wo'yao'tan'qin'ge'chang'cheng'song'ni'ming 我要弹琴歌唱称颂你名
'wo'yao'wei'ta'cun'liu'wo'de'ci'ai 我要为他存留我的慈爱
'wo'yao'xiang'shan'ju'mu 我要向山举目
'wo'yao'xiang'zui'gao'de'shan'ju'mu 我要向最高的山举目
'wo'yao'xin'ran'xiang'ni'xian'shang'zi'ji 我要欣然向你献上自己
'wo'yao'yin'ni'shou'de'gong'zuo'huan'hu 我要因你手的工作欢呼
'wo'yao'yong'kou 我要用口
'wo'yao'yong'yuan'zai'ni'de'huai'li 我要永远在你的怀里
'wo'yao'yu'ta'jian'ding'suo'li'de'yue 我要与他坚定所立的约
'wo'yao'yu'ta'tong'zai 我要与他同在
'wo'yao'zai'ta'mian'qian 我要在他面前
'wo'yao'zhao'zhe'ye'he'hua'de'gong'yi'cheng'xie'ta 我要照着耶和华的公义称谢他
'wo'ye'yao'li'ta'wei'zhang'zi 我也要立他为长子
'wo'yi'ba'jiu'zhu'zhi'li 我已把救助之力
'wo'yin'ai'heng'er'kun'fa 我因唉哼而困乏
'wo'yin'you'chou'yan'jing'gan'bie 我因忧愁眼睛干瘪
'wo'yong'wo'de'sheng'yin'qiu'gao'ye'he'hua 我用我的声音求告耶和华
'wo'yong'xing'xing'hua'chu'ni 我用星星画出你
'wo'yong'yin'fu'zan'mei'ni 我用音符赞美你
'wo'you'tian'tang'zai'wo'de'xin 我有天堂在我的心
'wo'yu'ta'li'de'yue'bi'yao'jian'ding 我与他立的约必要坚定
'wo'yu'wo'suo'jian'xuan'de'ren'li'yue 我与我所拣选的人立约
'wo'yu'zhong'tian'shi 我与众天使
'wo'yu'zhong'tian'shi'fu'fu'shen'shen 我与众天使俯伏深深
'wo'yuan'jiang'ni'hua'yu 我愿将你话语
'wo'yuan'luo'zai'ye'he'hua'de'shou'li 我愿落在耶和华的手里
'wo'yuan'nan'ren'wu'fen'nu'wu'zheng'lun 我愿男人无忿怒无争论
'wo'yuan'yi'xiang'fu 我愿意降服
'wo'yuan'yi'xiang'fu'wo'yuan'yi'xiang'fu 我愿意降服我愿意降服
'wo'zai'ni'sheng'jie'guang'zhong 我在你圣洁光中
'wo'zai'qi'zhong'zan'mei'huan'xin 我在其中赞美欢欣
'wo'zao'chen'de'dao'gao 我早晨的祷告
'wo'zheng'ke'xin'bei'xing'fu'wei'rao 我整颗心被幸福围绕
'wo'zheng'shuo'wo'shi'le'jiao 我正说我失了脚
'wo'zheng'zai'xun'zhao'na'ci'ai'shuang'shou 我正在寻找那慈爱双手
'wo'zhi'dao'zhe'shi'zui'mei'de'zhu'fu 我知道这是最美的祝福
'wo'zhong'huan'ran'lai'xiang'ying 我众欢然来响应
'wo'zhong'jin'kao'zhu'gong'lao 我众今靠主功劳
'wo'zhong'qi'sheng'gao'ge'song'yang 我众齐声高歌颂扬
'wo'zhong'qian'cheng'tong'qu'xi 我众虔诚同屈膝
'wo'zhong'ri'deng'hou'yang'wang'ni 我终日等候仰望你
'wo'zhong'xing'shi'lu 我众行世路
'wo'zhong'ye'lai'tong'ying 我众也来同应
'wo'zhou'ye'zai'ni'mian'qian'hu'yu 我昼夜在你面前呼吁
'wo'zhu'ci'ai'yong'yuan'chang'cun 我主慈爱永远长存
'wo'zhu'en'de'wan'shi'yong'heng 我主恩德万世永恒
'wo'zhu'wo'shen'ben'shi'shan'liang 我主我神本是善良
'wo'zhu'xin'shi'gen'gu'bu'bian 我主信实亘古不变
'wo'zi'you'shou'ku'ji'hu'si'wang 我自幼受苦几乎死亡
'wu'cuo'wu 无错误
'wu'er 吾珥
'wu'er'ban'er'shi 乌尔班二世
'wu'fei'la 乌非拉
'wu'gu'xin'jiu 五谷新酒
'wu'guo'shi 无过失
'wu'hua'guo'shu 无花果树
'wu'hui 污秽
'wu'jia'da 武加大
'wu'jia'da'yi'ben 武加大译本
'wu'jia'lie 乌加列
'wu'jiao'bing 无酵饼
'wu'jiao'jie 无酵节
'wu'la'tu 乌拉图
'wu'li 乌利
'wu'li'ya 乌利亚
'wu'li'ya'he'ren 乌利亚赫人
'wu'lie'ji'bi'ya'ren 乌列基比亚人
'wu'lie'li'wei'ren 乌列利未人
'wu'ling'yu'tu'ming 乌陵与土明
'wu'lu 乌路
'wu'lun'de'shi'bu'de'shi 无论得时不得时
'wu'lun'jin'sheng'lai'shi 无论今生来世
'wu'lun'jing'guo'he'deng'shi'lian 无论经过何等试炼
'wu'lun'shi'zhu'zai'mei'li'de'gao'shan 无论是住在美丽的高山
'wu'man'ren 侮慢人
'wu'qian'que'shen'me 无欠缺什么
'wu'qian'xi'nian 无千禧年
'wu'qian'xi'nian'pai 无千禧年派
'wu'sa 乌撒
'wu'sa 乌萨
'wu'she 无涉
'wu'si 乌斯
'wu'suo'bu'neng 无所不能
'wu'suo'bu'zai 无所不在
'wu'suo'bu'zhi 无所不知
'wu'xi'ya 乌西雅
'wu'xing 悟性
'wu'xue 乌薛
'wu'xun'jie 五旬节
'wu'yao'chuan'dao 务要传道
'wu'ye'shi'fen 午夜时分
'wu'zhong'zan'mei'ge'sheng 吾众赞美歌声
'wu'zui'shi'dai 无罪时代
'xi'ai'gong'ping 喜爱公平
'xi'an 锡安
'xi'an'de'chu'nv 锡安的处女
'xi'an'de'zi'nv 锡安的子女
'xi'an'shan 锡安山
'xi'an'ting'jian'ni'de'pan'duan 锡安听见你的判断
'xi'ba 洗巴
'xi'ba 西巴
'xi'bi'ma 西比玛
'xi'bi'tai 西庇太
'xi'bi'tai 西比太
'xi'bi'tai'de'er'zi 西庇太的儿子
'xi'bian 洗扁
'xi'bian'wang'shan'yi'bie 洗扁王善以别
'xi'bo 希伯
'xi'bo'la 西波拉
'xi'bo'lai 希伯来
'xi'bo'lai'shu 希伯来书
'xi'bo'lai'shu'chan'shi 希伯来书阐释
'xi'bo'lai'wen 希伯来文
'xi'bo'lun 希伯仑
'xi'bo'lun'man'li'de'xiang'shu 希伯仑幔利的橡树
'xi'bo'yin 洗波音
'xi'bu'lun 西布伦
'xi'de 洗德
'xi'de'zhong 洗的重
'xi'di'jia 西底家
'xi'di'jia'ji'na'na'zhi'zi 西底家基拿拿之子
'xi'di'jia'you'da'zhi'wang 西底家犹大之王
'xi'di'jie 希底结
'xi'ding'gu 西订谷
'xi'du'xiu'dao'hui 熙笃修道会
'xi'dun 西顿
'xi'dun'de'sa'le'fa 西顿的撒勒法
'xi'dun'ren 西顿人
'xi'dun'ren'de'nv'shen'ya'si'ta'lu 西顿人的女神亚斯他录
'xi'dun'wang'ye'ba'li 西顿王谒巴力
'xi'er 西珥
'xi'er'mi 希耳米
'xi'er'shan 西珥山
'xi'fa 西发
'xi'fa'gu 洗法谷
'xi'fa'lv'fei'li 希法律腓利
'xi'fa'wa'yin 西法瓦音
'xi'fan'ya 西番雅
'xi'fan'ya'shu 西番雅书
'xi'fu 希弗
'xi'fu'yue 西弗月
'xi'ge 西割
'xi'ge'la 洗革拉
'xi'gu'ti'ren 西古提人
'xi'he'he 西曷河
'xi'hong 西宏
'xi'jiao 洗脚
'xi'jing'le'wo'chen'zhong'de'zui'nie 洗净了我沉重的罪孽
'xi'jing'zhuo'shi'zhong'ling'hun 洗净浊世众灵魂
'xi'la 希腊
'xi'la 悉拉
'xi'la 洗拉
'xi'la 细拉
'xi'la 西拉
'xi'la'bo'li 希拉波立
'xi'la'wen 希腊文
'xi'lai'ya 西莱雅
'xi'lan 希兰
'xi'le 喜乐
'xi'le 洗勒
'xi'le'chong'man'zai'xin'tou'ran'shao 喜乐充满在心头燃烧
'xi'le'jia 希勒家
'xi'le'quan'yuan'yong'zi'xin'di 喜乐泉源涌自心底
'xi'li 希立
'xi'li 洗礼
'xi'li'bi'na 喜利比拿
'xi'li'da'ren 洗利达人
'xi'li'ni'ren 希利尼人
'xi'li'si 希利斯
'xi'lie'xue'pai 希列学派
'xi'liu'ji 西流基
'xi'liu'ji'yi'shi 西流基一世
'xi'lu 西鹿
'xi'lu'a 洗鲁阿
'xi'lu'ya 洗鲁雅
'xi'luo'di 希罗底
'xi'luo'duo'de 希罗多德
'xi'luo'fei'ha 西罗非哈
'xi'luo'ya 西罗亚
'xi'luo'ya'chi 西罗亚池
'xi'luo'ya'lou 西罗亚楼
'xi'luo'ya'shui'dao 西罗亚水道
'xi'luo'ya'wen'bei 西罗亚文碑
'xi'lv 希律
'xi'lv'dang 希律党
'xi'lv'de 希律的
'xi'lv'de'nv'ren 希律的女人
'xi'lv'jia'er'xi'si 希律加尔西斯
'xi'lv'wang 希律王
'xi'ma'li'ren 洗玛利人
'xi'man 希幔
'xi'men 西门
'xi'men'ba'ke'ba 西门巴科巴
'xi'men'gu'li'nai'ren 西门古利奈人
'xi'men'ma'feng'bing'ren 西门麻疯病人
'xi'men'ma'gu'shi 西门马古士
'xi'mian 西缅
'xi'mian 西面
'xi'mian'ya'ge'zhi'zi 西缅雅各之子
'xi'min'xin'tiao 西敏信条
'xi'na 希拿
'xi'na 西拿
'xi'na 西纳
'xi'na'ji'li 西拿基立
'xi'nai 西奈
'xi'nai'chao'ben 西乃抄本
'xi'nai'kuang'ye 西奈旷野
'xi'nai'shan 西乃山
'xi'ni'ren 西尼人
'xi'pa 悉帕
'xi'qi 希奇
'xi'sai'luo 西塞罗
'xi'shi'ben 希实本
'xi'shou'wu'qiong'zhi'ai 昔受无穷之爱
'xi'si'lai 希斯莱
'xi'si'lun 希斯仑
'xi'tai 希太
'xi'ti'na 西提拿
'xi'tong'shen'xue 系统神学
'xi'wang'jiu'zai'qian'fang 希望就在前方
'xi'wei'ren 希未人
'xi'wo'zui'e'qing'jie 洗我罪恶清洁
'xi'xi 希悉
'xi'xi'jia 希西家
'xi'xi'la 西西拉
'xi'xiao 喜笑
'xi'xiao 戏笑
'xi'ya'men 西亚们
'xi'ya'men 西亚门
'xi'yi'le 希伊勒
'xi'zai'er'jin'zai 昔在而今在
'xi'zai'jin'tian'yong'sheng 昔在今天永生
'xi'zhuo'pen 洗濯盆
'xia'bo'he'lun 下伯和仑
'xia'chi 下池
'xia'chui'de'shou'zai'yi'ci'ju'qi'lai 下垂的手再一次举起来
'xia'guan 辖管
'xia'jia 夏甲
'xia'jia'ren 夏甲人
'xia'keng'de'ren 下坑的人
'xia'suo 夏琐
'xia'wa 夏娃
'xia'zhu'bian'ping'rang 下注遍平壤
'xian'chu'ai'tong'de'gen'ju 显出爱痛的根据
'xian'chu'shen'sheng'jian'zheng'gan'hua'zhong'ren 显出神圣见证感化众人
'xian'dai'pai 现代派
'xian'dai'zhong'wen'yi'ben 现代中文译本
'xian'dian'jie 献殿节
'xian'fa 宪法
'xian'hua 献花
'xian'ji 献祭
'xian'ming'tian'fu'zun'rong 显明天父尊荣
'xian'mu'shan'gong 羡慕善工
'xian'shi'shang'zhu'wu'qiong'neng'li 显示上主无穷能力
'xian'wei'ji 献为祭
'xian'yan 闲言
'xian'zai'ni'men'jun'wang'ying'dang'xing'wu 现在你们君王应当省悟
'xian'zhi 先知
'xian'zhi'jia'de 先知迦得
'xian'zhi'shu 先知书
'xian'zhi'ya'xi'ya 先知亚希雅
'xian'zhi'ye'hu 先知耶户
'xiang'bai'mu 香柏木
'xiang'da'wei'li'shi 向大卫立誓
'xiang'gao 香膏
'xiang'jiao 相交
'xiang'lai'deng'hou'ye'he'hua 向来等候耶和华
'xiang'le'zhu'yi 享乐主义
'xiang'lu 香炉
'xiang'mu 香木
'xiang'pin 香品
'xiang'shou'tian'fu'suo'ci'de'en'dian 享受天父所赐的恩典
'xiang'wo'de'pu'ren'da'wei'qi'le'shi 向我的仆人大卫起了誓
'xiang'wo'men'shi'xing'ci'ai 向我们施行慈爱
'xiang'xin'jiu'neng'meng'fu 相信就能蒙福
'xiang'xin'jiu'you'xi'le 相信就有喜乐
'xiang'ye'he'hua'chang'de'liu'li'ge 向耶和华唱的流离歌
'xiang'yong'sheng'shang'di 向永生上帝
'xiang'yong'sheng'zhi'zhu'cheng'xie 向永生之主称谢
'xiang'zhe'wo'zhao'liang 向着我照亮
'xiang'zheng 象征
'xiang'zheng'xing 象征性
'xiang'zhong'ren'da'xian'wen'rou 向众人大显温柔
'xiao'fa'ji'du 效法基督
'xiao'sheng'yu'ge'sheng'xiang'che'tian'bian 笑声与歌声响彻天边
'xiao'ya'xi'ya 小亚西亚
'xiao'yu 晓谕
'xiao'yu'ni'de'sheng'min 晓谕你的圣民
'xiao'yu'ni'de'sheng'min'shuo 晓谕你的圣民说
