'a'er'ji'li'ya 阿尔及利亚
'sheng'ji'yin'dao'wen'jian 升级引导文件
'sheng'ka 声卡
'sheng'kong 声控
'sheng'kong'fa'she'kong'zhi 声控发射控制
'sheng'kong'men'xian 声控门限
'sheng'kong'qie'huan 声控切换
'sheng'kong'shi 声控室
'sheng'kong'tai 声控台
'sheng'li'xu'yao 生理需要
'sheng'lue 省略
'sheng'lv'qi 声滤器
'sheng'ming 声明
'sheng'ming'yin'yong'wan'zheng'xing 声明引用完整性
'sheng'ming'zhou'qi 生命周期
'sheng'ming'zhou'qi'guan'li 生命周期管理
'sheng'ming'zhou'qi'guan'li'jie'duan 生命周期管理阶段
'sheng'ming'zhou'qi'guan'li'tuan'dui 生命周期管理团队
'sheng'ming'zhou'qi'liu'cheng 生命周期流程
'sheng'ming'zhou'qi'sun'shi 生命周期损失
'sheng'ming'zhou'qi'zhong'zhi 生命周期终止
'sheng'ou'he'qi 声耦合器
'sheng'pin 声频
'sheng'pin'xin'hao 声频信号
'sheng'pin'zai'bo 声频载波
'sheng'ping'zhang 声屏障
'sheng'qiang 声强
'sheng'wu'biao'zhi'ji'shu 生物标识技术
'sheng'wu'ce'ding'fang'wen'kong'zhi 生物测定访问控制
'sheng'xiang'wei'pu 声相位谱
'sheng'xiao'ri'qi 生效日期
'sheng'xie 生协
'sheng'xue'hua'yin'gong'lv 声学话音功率
'sheng'xue'hui'bo 声学回波
'sheng'xue'hui'bo'di'xiao 声学回波抵消
'sheng'ya 声压
'sheng'ya'ji 声压级
'sheng'ya'ju'li'yan'shen'qi 升压距离延伸器
'sheng'yin'gao'jing 声音告警
'sheng'yin'guang'bo'fu'wu 声音广播服务
'sheng'yin'jie'mu 声音节目
'sheng'yin'jie'mu'tong'lu 声音节目通路
'sheng'yin'xun'hu 声音寻呼
'sheng'ying'qu 声影区
'sheng'yu'cha'cuo'lv 剩余差错率
'sheng'yu'gong'qi 剩余工期
'sheng'yu'ji 剩余集
'sheng'yu'wu'liao 剩余物料
'sheng'yuan'ding'wei 声源定位
'shi'bai'fang'yin 失败放音
'shi'bai'mo'shi 失败模式
'shi'bai'xin'xi'cun'chu 失败信息存储
'shi'bai'yuan'ma 失败源码
'shi'bai'yuan'yin'ma 失败原因码
'shi'bao'shi'xiao 实报实销
'shi'biao 时标
'shi'bo'qi 示波器
'shi'chang 视场
'shi'chang'bu 市场部
'shi'chang'bu'ju 市场布局
'shi'chang'bu'ju'he'ke'hu'he'li'hua 市场布局和客户合理化
'shi'chang'cai'jing'bu 市场财经部
'shi'chang'ce'lue'yan'jiu'shi 市场策略研究室
'shi'chang'ding'wei'yu'mu'biao 市场定位与目标
'shi'chang'fan'ya 市场反压
'shi'chang'fei 时长费
'shi'chang'fen'e 市场份额
'shi'chang'fu'gai'lv 市场覆盖率
'shi'chang'gong'zi 市场工资
'shi'chang'guan'li 市场管理
'shi'chang'gui'hua 市场规划
'shi'chang'ji'fei 时长计费
'shi'chang'ji'shu'chu 市场技术处
'shi'chang'ji'zhong'du 市场集中度
'shi'chang'shang'de'mai'zhu 市场上的卖主
'shi'chang'shen'tou'lv 市场渗透率
'shi'chang'tuo'zhan'bu 市场拓展部
'shi'chang'tuo'zhan'jing'fei 市场拓展经费
'shi'chang'xi'fen 市场细分
'shi'chang'xi'fen'he'jing'zheng'fen'xi 市场细分和竞争分析
'shi'chang'xin'xi 市场信息
'shi'chang'xin'xi'zhong'xin 市场信息中心
'shi'chang'ying'xiao'zhan'lue'he'qing'bao 市场营销战略和情报
'shi'chang'zhi'chi'gong'cheng'shi 市场支持工程师
'shi'chang'zong'liang 市场总量
'shi'chuo 时戳
'shi'dang'cai'gou'shu'liang 适当采购数量
'shi'dang'zhi'wu'liao'qu'de 适当之物料取得
'shi'di'diao'yan 实地调研
'shi'dian 试点
'shi'dian 市电
'shi'dian'ke'hu'yu'ji'hui'dian'guan'li'xiang'mu 试点客户与机会点管理项目
'shi'dian'yi'chang'zhi'shi'deng 市电异常指示灯
'shi'du'chuan'gan'qi'cha'zuo 湿度传感器插座
'shi'du'tiao'jie 湿度调节
'shi'du'zhi'shi'ka 湿度指示卡
'shi'duan 时段
'shi'duan'qiao'xuan'ze'qi 史端乔选择器
'shi'fang 释放
'shi'fang'dai'ma 释放代码
'shi'fang'jian'hu 释放监护
'shi'fang'jian'hu'xin'hao 释放监护信号
'shi'fang'kong'jian 释放空间
'shi'fang'zhu'xi 释放主席
'shi'fang'zhuan 释放转
'shi'fen 时分
'shi'fen'duo'zhi 时分多址
'shi'fen'fu'yong 时分复用
'shi'fen'fu'yong'chuan'shu 时分复用传输
'shi'fen'jiao'huan 时分交换
'shi'fen'kong'zhi 时分控制
'shi'fen'shuang'gong 时分双工
'shi'fen'tong'bu'ma'fen'duo'zhi 时分同步码分多址
'shi'fou'can'jia 是否参加
'shi'fou'fa'xing 是否发行
'shi'gong'gui'fan 施工规范
'shi'gu'xian'chang 事故现场
'shi'gu'zhao'ming 事故照明
'shi'hou'fan'kui 事后反馈
'shi'hou'kao'ping 事后考评
'shi'hu 试呼
'shi'hu'ci'shu 试呼次数
'shi'hua 市话
'shi'ji 时基
'shi'ji'biao'qian 实际标签
'shi'ji'biao'zhun'gong'shi 实际标准工时
'shi'ji'cheng'ben 实际成本
'shi'ji'chuan'song'su'lv 实际传送速率
'shi'ji'fang'chu'rong'liang 实际放出容量
'shi'ji'fu'he 实际负荷
'shi'ji'fu'zai'fang'dian 实际负载放电
'shi'ji'kai'shi'ri'qi 实际开始日期
'shi'ji'ku'cun 实际库存
'shi'ji'lian'lu 实际链路
'shi'ji'neng'li 实际能力
'shi'ji'suo'de'shui'lv 实际所得税率
'shi'ji'yong'hu 实际用户
'shi'jia 事假
'shi'jian 事件
'shi'jian'chou'yang'jian'ge 时间抽样间隔
'shi'jian'chu'li'cheng'xu 事件处理程序
'shi'jian'chuo'cha'zhi 时间戳差值
'shi'jian'chuo'piao'yi'cuo'wu 时间戳漂移错误
'shi'jian'dai'ma 时间代码
'shi'jian'dou'dong 时间抖动
'shi'jian'duan 时间段
'shi'jian'dui'zhun'kong'zhi 时间对准控制
'shi'jian'fang'cha 时间方差
'shi'jian'fen'ji 时间分集
'shi'jian'feng'xian 事件风险
'shi'jian'gao'jing 事件告警
'shi'jian'gong'ji 时间攻击
'shi'jian'gong'xiang'xuan'xiang 时间共享选项
'shi'jian'guan'li 时间管理
'shi'jian'guo'cheng 事件过程
'shi'jian'hua'fei 时间花费
'shi'jian'ji'bie 事件级别
'shi'jian'ji'fei 事件计费
'shi'jian'ji'fei'gong'neng 事件计费功能
'shi'jian'jia'quan'hui'bao'lv 时间加权回报率
'shi'jian'jian'ce'dian 事件检测点
'shi'jian'jian'ge 时间间隔
'shi'jian'jian'ge'wu'cha 时间间隔误差
'shi'jian'jiao'huan'fa'she'fen'ji 时间交换发射分集
'shi'jian'jie'xian 事件界限
'shi'jian'jing'gao 事件警告
'shi'jian'lan 时间栏
'shi'jian'li'san'xin'hao 时间离散信号
'shi'jian'pian'cha 时间偏差
'shi'jian'qu'dong'xing'geng'xin 事件驱动性更新
'shi'jian'ti'qian'liang 时间提前量
'shi'jian'tong'bu 时间同步
'shi'jian'wei'du 时间维度
'shi'jian'xiao'lv'xi'shu 时间效率系数
'shi'jian'xin'xi'mo'xing 事件信息模型
'shi'jian'xing'fu'wu 事件型服务
'shi'jian'xing'zhi 事件性质
'shi'jian'xu'lie 时间序列
'shi'jian'ya'suo'fu'yong 时间压缩复用
'shi'jian'yong'se 时间拥塞
'shi'jian'zhe'kou 时间折扣
'shi'jian'zhuan'zhou'qi'shang'bao 事件转周期上报
'shi'jian'zong'xian 时间总线
'shi'jie 时界
'shi'jie'dian'xin'biao'zhun'zu'zhi 世界电信标准组织
'shi'jie'ji 世界级
'shi'jie'ji'gong'ying'lian 世界级供应链
'shi'jie'mao'yi'zu'zhi 世界贸易组织
'shi'jie'shi 世界时
'shi'jie'wu'xian'dian'guan'li'da'hui 世界无线电管理大会
'shi'jin'zhi 十进制
'shi'jin'zhi'xin'hao 十进制信号
'shi'ju 视距
'shi'jue'she'ji'ren'yuan 视觉设计人员
'shi'jue'she'ji'shi 视觉设计师
'shi'jue'zi'mu'jian'ju 视觉字母间距
'shi'kuang'zhuan'bo 实况转播
'shi'kuang'zhuan'bo'she'bei 实况转播设备
'shi'li 实例
'shi'li'bian'liang 实例变量
'shi'li'hua 实例化
'shi'li'jian 事例键
'shi'li'zhu'yi 实力主义
'shi'liang'he'ji'li'xian'xing'yu'ce 矢量和激励线性预测
'shi'liang'sao'miao 矢量扫描
'shi'liu'jin'zhi'de 十六进制的
'shi'liu'jin'zhi'shu'zi 十六进制数字
'shi'mang 示忙
'shi'mi'si'yuan'tu 史密斯圆图
'shi'ming 使命
'shi'ming'cha'xun 实名查询
'shi'ming'miao'shu 使命描述
'shi'nei'dan'yuan 室内单元
'shi'nei'gui 室内柜
'shi'nei'zao'sheng 室内噪声
'shi'neng'huan'lu'jian'ce 使能环路检测
'shi'neng'liu'cheng 使能流程
'shi'neng'qi 使能器
'shi'pan 视盘
'shi'pei'dan'yuan 适配单元
'shi'pei'gong'neng 适配功能
'shi'pei'qi 适配器
'shi'pei'qi'rong'cuo 适配器容错
'shi'pei'ruan'jian 适配软件
'shi'pei'tong'xin'huan'jing 适配通信环境
'shi'pei'xin'xi 适配信息
'shi'pei'zhong'duan 失配终端
'shi'pin 视频
'shi'pin'bao'hu'bi 视频保护比
'shi'pin'bian'jie'ma'qi 视频编解码器
'shi'pin'chuan'bo 视频传播
'shi'pin'chuan'shu'dan'yuan 视频传输单元
'shi'pin'dian'bo 视频点播
'shi'pin'dian'hua 视频电话
'shi'pin'duan'kou 视频端口
'shi'pin'duo'hua'mian 视频多画面
'shi'pin'fen'fa'wang'luo 视频分发网络
'shi'pin'guang'bo 视频广播
'shi'pin'huan'cun'jiao'yan'qi 视频缓存校验器
'shi'pin'hui'yi 视频会议
'shi'pin'hun'he'qi 视频混合器
'shi'pin'liu 视频流
'shi'pin'qi'jian 视频器件
'shi'pin'shu'chu 视频输出
'shi'pin'shu'ru 视频输入
'shi'pin'tiao'xie'qi 视频调谐器
'shi'pin'tong'hua 视频通话
'shi'pin'tu'xiang'zhen'lie 视频图象阵列
'shi'pin'wang'guan 视频网关
'shi'pin'xie'chu'li'qi 视频协处理器
'shi'pin'xin'hao 视频信号
'shi'pin'xin'hao'de'dian'ping 视频信号的电平
'shi'pin'xin'hao'gan'rao'bi 视频信号干扰比
'shi'pin'xin'hao'yuan'dui'bi'xi'shu 视频信号源对比系数
'shi'pin'xu'lie'ceng 视频序列层
'shi'pin'you'xiang'ye'wu 视频邮箱业务
'shi'pin'zhen'lv 视频帧率
'shi'qi 时期
'shi'qu 时区
'shi'sheng'chan 试生产
'shi'shi 实时
'shi'shi'cao'zuo'xi'tong 实时操作系统
'shi'shi'ce'liang 实时测量
'shi'shi'cha'xun 实时查询
'shi'shi'chuan'shu'kong'zhi'xie'yi 实时传输控制协议
'shi'shi'chuan'shu'xie'yi 实时传输协议
'shi'shi'gao'jing 实时告警
'shi'shi'gao'jing'liu'lan 实时告警浏览
'shi'shi'hou'ping'shen 实施后评审
'shi'shi'ji'fei 实时计费
'shi'shi'ji'fei'tong'zhi 实时计费通知
'shi'shi'jian'kong'guan'li 实时监控管理
'shi'shi'jian'shi 实时监视
'shi'shi'jing'li 实施经理
'shi'shi'kao'ping 实时考评
'shi'shi'ke'bian'bi'te'lv 实时可变比特率
'shi'shi'kou'fei'xie'yi 实时扣费协议
'shi'shi'lian'lu 实时链路
'shi'shi'liu'xie'yi 实时流协议
'shi'shi'lun'xun'ye'wu 实时轮询业务
'shi'shi'pai'gong 实时派工
'shi'shi'shi'zhong'mo'kuai 实时时钟模块
'shi'shi'shu'ju 事实数据
'shi'shi'shu'ju 实时数据
'shi'shi'shu'ju'biao 事实数据表
'shi'shi'xie'yi 实时协议
'shi'shi'xing'neng'guan'li 实时性能管理
'shi'shi'yi'pi'zhun'de'bian'geng 实施已批准的变更
'shi'shi'ying'yong 实时应用
'shi'shi'ying'yong'ji'qun 实时应用集群
'shi'shi'yong'hu'gen'zong 实时用户跟踪
'shi'shou'zi'ben 实收资本
'shi'shu 实数
'shi'suan'biao 试算表
'shi'ti 实体
'shi'ti'bian'geng 实体变更
'shi'ti'gen'ben'yuan'yin 实体根本原因
'shi'ti'guan'xi'tu 实体关系图
'shi'ti'huo'wu 实体货物
'shi'ti'ku 试题库
'shi'tiao'dian'ya 失调电压
'shi'ting'de 视听的
'shi'ting'jiao'ju 视听教具
'shi'ting'jiao'xue 视听教学
'shi'tu 视图
'shi'tu'guan'li 视图管理
'shi'tu'suo'ding 视图锁定
'shi'wai'dan'yuan 室外单元
'shi'wai'guang'bo'she'bei 室外广播设备
'shi'wai'gui 室外柜
'shi'wu'biao'zhi 事务标识
'shi'wu'che'xiao 事务撤消
'shi'wu'chu'li'neng'li 事务处理能力
'shi'wu'chu'li'neng'li'ying'yong'bu'fen 事务处理能力应用部分
'shi'wu'gong'zi 实物工资
'shi'wu'guan'li'zi'ceng'rong'liang 事务管理子层容量
'shi'wu'jiao'ge 实物交割
'shi'wu'jiao'xue 实物教学
'shi'wu'ke'kao'xing 事务可靠性
'shi'wu'qi'quan 实物期权
'shi'wu'zi'chan 实物资产
'shi'xi 时隙
'shi'xi'fen'pei 时隙分配
'shi'xi'fu'yong 时隙复用
'shi'xi'gong'zuo 实习工作
'shi'xi'jiao'cha'gong'neng 时隙交叉功能
'shi'xi'jiao'huan 时隙交换
'shi'xi'jie'fu'yong 时隙解复用
'shi'xi'zhong'duan 时隙中断
'shi'xian 示闲
'shi'xian'chuan'bo 视线传播
'shi'xian'dian'lu 实线电路
'shi'xian'qian'yi'xian 实现迁移线
'shi'xian'zhun'bei 事先准备
'shi'xiao 失效
'shi'xiao'cheng'xu 失效程序
'shi'xiao'dui'deng'ti'jian'ce 失效对等体检测
'shi'xiao'lian 失效链
'shi'xiao'lv 失效率
'shi'xiao'lv'yu'ji 失效率预计
'shi'xiao'qi'jian 失效器件
'shi'xiao'qi'quan 失效期权
'shi'xiao'ri'qi 失效日期
'shi'xiao'ruan'hua 失效软化
'shi'xiao'shi'jian 失效时间
'shi'xin 时薪
'shi'xu'cai'yang 时序采样
'shi'xu'dian'lu 时序电路
'shi'xu'huan'yuan 时序还原
'shi'xun'ye'wu 视讯业务
'shi'yan 时延
'shi'yan'bi'te'wei 实验比特位
'shi'yan'dou'dong 时延抖动
'shi'yan'ju 实验局
'shi'yan'pin'lv'te'xing 时延频率特性
'shi'yan'she'ji 试验设计
'shi'yan'tiao'zheng 时延调整
'shi'yan'xin'hao 试验信号
'shi'yan'xing'wu'xian'dian 实验型无线电
'shi'yan'yin'su 时延因素
'shi'yan'you'xian'ji 时延优先级
'shi'ye'bao'xian 失业保险
'shi'ye'xian'jing 失业陷井
'shi'yi 时移
'shi'yi'tu 示意图
'shi'yin 拾音
'shi'yin'ju'li 拾音距离
'shi'yin'yin'jie 试音音节
'shi'yin'yin'jie'qing'xi'du 试音音节清晰度
'shi'yong'bi'lv 使用比率
'shi'yong'bu'fen'zi'xin'dao 使用部分子信道
'shi'yong'cha'yi 使用差异
'shi'yong'cheng'xu'can'kao 实用程序参考
'shi'yong'di'zhi'ben'hu'jiao 使用地址本呼叫
'shi'yong'fan'li 使用范例
'shi'yong'fei 使用费
'shi'yong'fei'ji'fei 使用费计费
'shi'yong'fei'ji'fei'gui'ze 使用费计费规则
'shi'yong'lv 使用率
'shi'yong'nian'xian'ji'chu'de'zhe'jiu'fang'fa 使用年限基础的折旧方法
'shi'yong'nian'xian'zhi'jin'zhe'jiu 使用年限至今折旧
'shi'yong'qi 试用期
'shi'yong'quan'bu'zi'xin'dao 使用全部子信道
'shi'yong'ren'yuan 试用人员
'shi'yong'ruan'jian 实用软件
'shi'yong'shui'shou 使用税收
'shi'yong'shuo'ming 使用说明
'shi'yong'tong'yong'duo'bo 实用通用多播
'shi'yong'zhu'yi'zhe 实用主义者
'shi'yong'zong'e 使用总额
'shi'yu'fan'she 时域反射
'shi'yu'jun'heng 时域均衡
'shi'zhen 失真
'shi'zhen'cuo'wu'yin'cang 失帧错误隐藏
'shi'zhen'miao 失帧秒
'shi'zhi'bu 试制部
'shi'zhi'fa'bu 试制发布
'shi'zhi'xing'shu'chu 实质性输出
'shi'zhi'zhong'xin 试制中心
'shi'zhi'zhong'yu'xing'shi 实质重于形式
'shi'zhong 时钟
'shi'zhong'chu'li'ban 时钟处理板
'shi'zhong'dan'yuan 时钟单元
'shi'zhong'fen'bu 时钟分布
'shi'zhong'gen'zong 时钟跟踪
'shi'zhong'guan'li 时钟管理
'shi'zhong'guan'li'dan'yuan 时钟管理单元
'shi'zhong'guo'lv 时钟过滤
'shi'zhong'he'shu'ju'hui'fu 时钟和数据恢复
'shi'zhong'hu'suo 时钟互锁
'shi'zhong'hua'ma 时钟滑码
'shi'zhong'hui'fu'dan'yuan 时钟恢复单元
'shi'zhong'jian'kong'ban 时钟监控板
'shi'zhong'jiao'cha'ban 时钟交叉板
'shi'zhong'jin'wang'can'shu 时钟进网参数
'shi'zhong'ka 时钟卡
'shi'zhong'kuang 时钟框
'shi'zhong'mai'chong 时钟脉冲
'shi'zhong'pian'yi'liang 时钟偏移量
'shi'zhong'pin'lv 时钟频率
'shi'zhong'shi'tu 时钟视图
'shi'zhong'su'du 时钟速度
'shi'zhong'tiao'zhuan'fang'shi 时钟跳转方式
'shi'zhong'tong'bu 时钟同步
'shi'zhong'tong'bu'yuan'ban 时钟同步源板
'shi'zhong'xian'shi'lei'xing 时钟显示类型
'shi'zhong'xuan'ze 时钟选择
'shi'zhong'yuan 时钟源
'shi'zi 师资
'shi'zi'luo'ding 十字螺钉
'shi'zi'luo'si'dao 十字螺丝刀
'shou'biao 首标
'shou'biao'kai'shi'zi'fu 首标开始字符
'shou'bing'zuo 手柄座
'shou'cang 收藏
'shou'cang'jia 收藏夹
'shou'ci 首词
'shou'ci'gong'kai'zhao'gu 首次公开招股
'shou'ci'shi'yan'ju'ying'yong 首次试验局应用
'shou'ci'xia'fa'chang'shi 首次下发尝试
'shou'dai'kuan'xian'zhi'de'yun'yong'tiao'jian 受带宽限制的运用条件
'shou'dao'ri'qi 收到日期
'shou'dian'zhong'ji'zhan 受电中继站
'shou'dian'zuan 手电钻
'shou'dong'mo'shi 手动模式
'shou'dong'shi'pin'tong'bu 手动视频同步
'shou'dong'ying'da 手动应答
'shou'dong'zeng'yi'kong'zhi 手动增益控制
'shou'duan 收端
'shou'fa'qi 收发器
'shou'fa'xin'ji 收发信机
'shou'fa'xin'ji'mo'kuai 收发信机模块
'shou'fang'de'gong'yong'lu'di'yi'dong'wang 受访的公用陆地移动网
'shou'fang'de'yi'dong'jiao'huan'zhong'xin 受访的移动交换中心
'shou'fei'dian'shi 收费电视
'shou'fei'lei'xing 收费类型
'shou'fei'tong'zhi 收费通知
'shou'fei'tong'zhi'xin'xi 收费通知信息
'shou'gong'bao'biao 手工报表
'shou'gong'fu'zai'fen'dan'mo'shi 手工负载分担模式
'shou'gou 收购
'shou'gou'he'bing'he'lian'meng 收购合并和联盟
'shou'gou'yi'jia 收购溢价
'shou'hao 收号
'shou'hou'fu'wu 售后服务
'shou'hou'zu'hui 售后租回
'shou'hua'qi 受话器
'shou'huo'cheng'ben 售货成本
'shou'huo'qu 收货区
'shou'ji 手机
'shou'ji'bao'ye'wu 手机报业务
'shou'ji'bu'jian'he'pei'jian 手机部件和配件
'shou'ji'dan'yuan 受激单元
'shou'ji'fa'she 受激发射
'shou'ji'lian'lu 收集链路
'shou'ji'qi'di'zhi 收集器地址
'shou'ji'ting'tong 手机听筒
'shou'ji'zhi'jia 手机支架
'shou'ji'zhuang'tai'geng'xin'fu'wu 手机状态更新服务
'shou'jia'zhe 受价者
'shou'jian 首检
'shou'ju 手锯
'shou'ke'hu'ji 瘦客户机
'shou'kong'gong'xiang 受控共享
'shou'kong'wen'ben 受控文本
'shou'kuan'shou'ju 收款收据
'shou'lian'cuo'wu 收敛错误
'shou'lian'shi'jian 收敛时间
'shou'liang'zi'zao'sheng'xian'zhi'de'yun'yong'tiao'jian 受量子噪声限制的运用条件
'shou'pan'hou'jiao'yi 收盘后交易
'shou'quan'cheng'xu'fen'xi'bao'gao 授权程序分析报告
'shou'quan'guan'li 授权管理
'shou'quan'guan'li'xin'xi 授权管理信息
'shou'quan'guan'li'xin'xi'fa'sheng'qi 授权管理信息发生器
'shou'quan'guan'li'yuan 授权管理员
'shou'quan'hui'fu 授权恢复
'shou'quan'ji'gou'zheng'shu 授权机构证书
'shou'quan'jia 授权价
'shou'quan'jian'cha 授权检查
'shou'quan'kong'zhi'xin'xi 授权控制信息
'shou'quan'kong'zhi'xin'xi'fa'sheng'qi 授权控制信息发生器
'shou'quan'ling'pai 授权令牌
'shou'quan'ma 授权码
'shou'quan'mi'ma 授权密码
'shou'quan'mi'yao 授权密钥
'shou'quan'qian'ming 授权签名
'shou'quan'qu 授权区
'shou'quan'shu 授权书
'shou'quan'yong'hu 授权用户
'shou'quan'zi 授权字
'shou'ru 收入
'shou'ru'bu'gong'ping 收入不公平
'shou'ru'chai'fen 收入拆分
'shou'ru'cheng'ben'pi'pei 收入成本匹配
'shou'ru'fen'cheng 收入分成
'shou'ru'fen'xiang 收入分享
'shou'ru'que'ren 收入确认
'shou'ru'shi'xian'yuan'ze 收入实现原则
'shou'ru'xiao'shou'ye'ji 收入销售业绩
'shou'ru'ye'ji 收入业绩
'shou'ru'zheng'ce 收入政策
'shou'shi'dian 收视点
'shou'shi'tong'ji 收视统计
'shou'shi'zhen'xian'zhi'de'yun'yong'tiao'jian 受失真限制的运用条件
'shou'shuai'jian'xian'zhi'de'yun'yong'tiao'jian 受衰减限制的运用条件
'shou'wei'tuo'de 受委托的
'shou'xi'an'quan'guan 首席安全官
'shou'xi'cai'gou'guan 首席采购官
'shou'xi'cai'wu'zhang'guan 首席财务长官
'shou'xi'dai'biao 首席代表
'shou'xi'gu'wen 首席顾问
'shou'xi'guan'li'gu'wen'er'ji 首席管理顾问二级
'shou'xi'guan'li'gu'wen'yi'ji 首席管理顾问一级
'shou'xi'ji'shu'guan 首席技术官
'shou'xi'ying'xiao'guan 首席营销官
'shou'xi'yun'ying'guan 首席运营官
'shou'xi'zhi'shi'guan 首席知识官
'shou'xi'zhi'xing'guan 首席执行官
'shou'xi'zhuan'jia 首席专家
'shou'xian'chuan'di 受限传递
'shou'xian'fang'wen 受限访问
'shou'xian'ye'wu 受限业务
'shou'xie'bi 手写笔
'shou'xie'shu'ru'she'bei 手写输入设备
'shou'xin'e'du 授信额度
'shou'xin'ji 收信机
'shou'xu'fei 手续费
'shou'xuan'dian'lu'qun 首选电路群
'shou'xuan'dian'lu'zu 首选电路组
'shou'xuan'lv 首选率
'shou'xun'zhe 受训者
'shou'yang'ce'shi'bao'gao 首样测试报告
'shou'yao'ye'wu'dui'xiang 首要业务对象
'shou'yao'zuan 手摇钻
'shou'yi'di'jian 收益递减
'shou'yi'fen'xiang 收益分享
'shou'yi'fen'xiang'ji'hua 收益分享计划
'shou'yi'lv'cha 收益率差
'shou'yi'qu'xian 收益曲线
'shou'yu 授予
'shou'zhong 受众
'shou'zhong'fen'e 受众份额
'shou'zhong'shen'tou'lv 受众渗透率
'shou'zu'hua'wu'liang 受阻话务量
'shou'zu'shi'hu 受阻试呼
'shu'ben'zhi'shi 书本知识
'shu'biao'dian 鼠标垫
'shu'biao'tuo'dong 鼠标拖动
'shu'chu 输出
'shu'chu'chan'bei 输出铲背
'shu'chu'chuang'kou'cao'zuo'cai'dan 输出窗口操作菜单
'shu'chu'dian'liu'e'ding'zhi 输出电流额定值
'shu'chu'guang'gong'lv 输出光功率
'shu'chu'wen'jian 输出文件
'shu'chu'zeng'zhi'shui 输出增值税
'shu'fu'mo 束缚模
'shu'ge'xin'hao 输格信号
'shu'ge'zi'mu'zhuan'yi 输格字母转移
'shu'ju'bang'lian 数据邦联
'shu'ju'bao 数据报
'shu'ju'bao'hu 数据保护
'shu'ju'bao'mo'shi 数据报模式
'shu'ju'bao'shou'fa 数据包收发
'shu'ju'bao'ye'wu 数据报业务
'shu'ju'bei'fen 数据备份
'shu'ju'beng 数据泵
'shu'ju'bian'hua'dui'xiang 数据变化对象
'shu'ju'bian'hua'wei'tu 数据变化位图
'shu'ju'bian'ma'mo'shi 数据编码模式
'shu'ju'cai'ji 数据采集
'shu'ju'cang'ku 数据仓库
'shu'ju'chong'zu 数据重组
'shu'ju'chuan'shu 数据传输
'shu'ju'chuan'shu'jie'duan 数据传输阶段
'shu'ju'chuan'song'shi'jian 数据传送时间
'shu'ju'cun'qu'dui'xiang 数据存取对象
'shu'ju'dai'ma 数据代码
'shu'ju'dian'lu 数据电路
'shu'ju'dian'lu'zhong'jie'she'bei 数据电路终结设备
'shu'ju'ding'jie'fu 数据定界符
'shu'ju'ding'yi'ku 数据定义库
'shu'ju'ding'yi'yu'yan 数据定义语言
'shu'ju'du'li'xing 数据独立性
'shu'ju'duan 数据段
'shu'ju'fang'wen 数据访问
'shu'ju'fang'wen'fu'wu 数据访问服务
'shu'ju'fang'wen'tu'yuan 数据访问图元
'shu'ju'fen'dai 数据分带
'shu'ju'fen'lei 数据分类
'shu'ju'fen'xiang 数据分享
'shu'ju'fu'wu 数据服务
'shu'ju'fu'wu'dan'yuan 数据服务单元
'shu'ju'fu'wu'tong'bu'zu'jian 数据服务同步组件
'shu'ju'fu'wu'zong'xian 数据服务总线
'shu'ju'fu'zhi 数据复制
'shu'ju'fu'zhi'lian'lu 数据复制链路
'shu'ju'gu'dao 数据孤岛
'shu'ju'guan'jia 数据管家
'shu'ju'guan'jia'ji'zhi 数据管家机制
