'a'ba 阿爸
'pa'qi'li'zi 帕奇利兹
'pa'qi'li'zi'de'mao 帕奇利兹的毛
'pa'shou'mao 扒手猫
'pa'zi'pa'zi'feng'ge 啪滋啪滋风格
'pai'dao'zui'qian'mian 排到最前面
'pai'ji 拍击
'pai'la'si 派拉斯
'pai'la'si'de'tang'guo 派拉斯的糖果
'pai'la'si'te 派拉斯特
'pai'luo 拍落
'pai'pa 派帕
'pai'pa'de'fang'jian 派帕的房间
'pai'she'de'qiao'men 拍摄的窍门
'pai'she'ping'mu'hua'mian 拍摄屏幕画面
'pai'shou 拍手
'pai'shou'bao'ke'meng 拍手宝可梦
'pai'xu 排序
'pan'pu 攀瀑
'pan'quan 盘蜷
'pan'shan 蹒跚
'pan'ya'bao'ke'meng 攀崖宝可梦
'pan'ya'de'cao'zuo 攀崖的操作
'pan'yan 攀岩
'pang'ding 胖丁
'pang'ding'de'tang'guo 胖丁的糖果
'pang'du'du 胖嘟嘟
'pang'huang'ye'ling 彷徨夜灵
'pang'ke'bao'ke'meng 庞克宝可梦
'pang'ke'ding 胖可丁
'pang'ke'yao'gun 庞克摇滚
'pang'pang'ha'li 胖胖哈力
'pang'tian'ni 胖甜妮
'pang'yan'guai 庞岩怪
'pao'bu'yun'dong'xie 跑步运动鞋
'pao'mo 泡沫
'pao'mo'guang'xian 泡沫光线
'pao'mo'li'shu 泡沫栗鼠
'pao'mo'li'shu'de'mao 泡沫栗鼠的毛
'pao'mo'nai'you 泡沫奶油
'pao'mo'nai'you'bao'ke'meng 泡沫奶油宝可梦
'pao'wa'bao'ke'meng 泡蛙宝可梦
'pao'wu'mian'chong'dian 抛物面充电
'pao'xia'hen'hua 抛下狠话
'pao'ying'de'yong'tan'diao 泡影的咏叹调
'pei'gen 培根
'pei'gen'sheng'cai'fan'qie'san'ming'zhi 培根生菜番茄三明治
'pei'he'bao'ke'meng 配合宝可梦
'pei'song'wu'pin 配送物品
'pen'cai'guai 盆才怪
'pen'cai'guai'de'yan'lei 盆才怪的眼泪
'pen'chu 喷出
'pen'fen'bao'ke'meng 喷粉宝可梦
'pen'huo 喷火
'pen'huo'bao'ke'meng 喷火宝可梦
'pen'huo'long 喷火龙
'pen'huo'long'jin'hua'shi 喷火龙进化石
'pen'huo'long'zi'shi 喷火龙姿势
'pen'huo'tuo 喷火驼
'pen'huo'tuo'jin'hua'shi 喷火驼进化石
'pen'she'bao'ke'meng 喷射宝可梦
'pen'she'huo'yan 喷射火焰
'pen'she'quan 喷射拳
'pen'shui 喷水
'pen'ti'xiong 喷嚏熊
'pen'ti'xiong'de'mao 喷嚏熊的毛
'pen'yan 喷烟
'pen'zai'bao'ke'meng 盆栽宝可梦
'peng'ba'du'fa'xing 蓬巴杜发型
'peng'mei 朋美
'peng'peng'ji'po 砰砰击破
'peng'song'bo'bo'tou 蓬松波波头
'peng'tou'xiao'chou 砰头小丑
'peng'you'shou'ce 朋友手册
'peng'zhang'bao'ke'meng 膨胀宝可梦
'peng'zi 朋子
'pi'bao'bao 皮宝宝
'pi'bao'bao'de'mao 皮宝宝的毛
'pi'fu'tang'lang 劈斧螳螂
'pi'ge'shou'tao 皮革手套
'pi'ge'shuang'jian'bao 皮革双肩包
'pi'ka'bu'shou'ji'ke 皮卡布手机壳
'pi'ka'pi'ka'bi'sha'ji 皮卡皮卡必杀击
'pi'ka'qiu 皮卡丘
'pi'ka'qiu'de'tang'guo 皮卡丘的糖果
'pi'ka'qiu'mian'ju 皮卡丘面具
'pi'ka'qiu'san'ming'zhi'qian 皮卡丘三明治签
'pi'ka'qiu'shou'ji'ke 皮卡丘手机壳
'pi'ka'qiu'shui'bei 皮卡丘水杯
'pi'kai 劈开
'pi'ke'xi 皮可西
'pi'li'dian'qiu 霹雳电球
'pi'li'dian'qiu'de'dian'li 霹雳电球的电力
'pi'li'dian'qiu'de'tang'guo 霹雳电球的糖果
'pi'na 皮拿
'pi'na'ta 琵娜塔
'pi'pa 枇琶
'pi'pa'yu'bao'ke'meng 琵琶鱼宝可梦
'pi'pi 皮皮
'pi'pi 霹霹
'pi'pi'de'tang'guo 皮皮的糖果
'pi'pi'guo 霹霹果
'pi'pi'wan'ou 皮皮玩偶
'pi'qi'bao'zao'de 脾气暴躁的
'pi'qiu 皮丘
'pi'qiu'de'mao 皮丘的毛
'pi'wa 劈瓦
'pi'zhan'si'ling 劈斩司令
'pian'fen 偏分
'piao'fu 飘浮
'piao'fu'bao'ke'meng 漂浮宝可梦
'piao'fu'pao'pao 飘浮泡泡
'piao'fu'pao'pao'de'yang'zi 飘浮泡泡的样子
'piao'piao'chu 飘飘雏
'piao'piao'chu'de'yu'rong 飘飘雏的羽绒
'piao'piao'qiu 飘飘球
'piao'piao'qiu'de'qi'ti 飘飘球的气体
'piao'piao'zhui'luo 飘飘坠落
'piao'xiang'tun 飘香豚
'ping'chang'de'yang'zi 平常的样子
'ping'ci 平次
'ping'die'zhen 平碟镇
'ping'ding 评定
'ping'ding'gong'neng 评定功能
'ping'fan'xing'tai 平凡形态
'ping'guo'chi'bao'ke'meng 苹果翅宝可梦
'ping'guo'da'she'bao'ke'meng 苹果大蛇宝可梦
'ping'guo'ju'bao'ke'meng 苹果居宝可梦
'ping'guo'long 苹裹龙
'ping'guo'pian 苹果片
'ping'guo'shou'ji'ke 苹果手机壳
'ping'guo'suan 苹果酸
'ping'guo'zhi'bao'ke'meng 苹果汁宝可梦
'ping'guo'zhi'qiu 苹果之丘
'ping'huan 平缓
'ping'jia 评价
'ping'shi'de'bian'fa 平时的辫发
'ping'shi'de'duan'fa 平时的短发
'ping'ting'zi'shi 平挺姿势
'ping'ye 苹野
'ping'ye'guo 苹野果
'ping'zhang 屏障
'ping'zhang'bao'ke'meng 屏障宝可梦
'ping'zhang'meng'gong 屏障猛攻
'po'bing'bao'ke'meng 破冰宝可梦
'po'ge 破格
'po'huai'bao'ke'meng 破坏宝可梦
'po'huai'guang'xian 破坏光线
'po'jiu'diao'gan 破旧钓竿
'po'ke 破壳
'po'kong'yan 破空焰
'po'lang'xing'tai 破浪形态
'po'leng'shui 泼冷水
'po'lie'de'cha'hu 破裂的茶壶
'po'mie'zhi'guang 破灭之光
'po'mie'zhi'yuan 破灭之愿
'po'po'dai 破破袋
'po'po'duo'lun 破破舵轮
'po'sha 泼沙
'po'shui'bao'ke'meng 泼水宝可梦
'po'sun'ri'ji 破损日记
'po'yin 破音
'pu'dao 仆刀
'pu'dao'jiang'jun 仆刀将军
'pu'ji 扑击
'pu'long'long 噗隆隆
'pu'long'long'de'qi'ti 噗隆隆的气体
'pu'long'long'mu 普隆隆姆
'pu'pu'zhu 噗噗猪
'pu'su'de 朴素的
'pu'tao'bao'bing 葡萄刨冰
'pu'tao'xue'yuan 葡萄学院
'pu'tong 普通
'pu'tong'chi'cun 普通尺寸
'pu'tong'gui'ze 普通规则
'pu'tong'mo'shi 普通模式
'pu'tong'xing'tai 普通形态
'qi'bai'ma'de'yang'zi 骑白马的样子
'qi'bing'bao'ke'meng 骑兵宝可梦
'qi'cai 七彩
'qi'cao 起草
'qi'chang'lun 气场轮
'qi'chang'po'huai 气场破坏
'qi'chang'zhi'yi 气场之翼
'qi'dai'zhi'zheng 期待之证
'qi'dong'xiang'ji 启动相机
'qi'e'bao'ke'meng 企鹅宝可梦
'qi'feng 起风
'qi'hai 七海
'qi'hei'ma'de'yang'zi 骑黑马的样子
'qi'hei'si'ming 漆黑嘶鸣
'qi'hu'hu'de 气呼呼的
'qi'ji'pi'fu 奇迹皮肤
'qi'ji'zhi'yan 奇迹之眼
'qi'ji'zhong'zi 奇迹种子
'qi'la'di'na 骑拉帝纳
'qi'la'la 奇菈菈
'qi'le 齐乐
'qi'lin'qi 麒麟奇
'qi'lin'qi'de'mao 麒麟奇的毛
'qi'lu'li'an 奇鲁莉安
'qi'mi 奇秘
'qi'mi'guo 奇秘果
'qi'miao'kong'jian 奇妙空间
'qi'na 琦娜
'qi'nuo'li'shu 奇诺栗鼠
'qi'pi'shuang'jian'bao 漆皮双肩包
'qi'pian'bao'ke'meng 欺骗宝可梦
'qi'qi'lin 奇麒麟
'qi'qiu 气球
'qi'qiu'bao'ke'meng 气球宝可梦
'qi'shang 骑上
'qi'shi'hou 弃世猴
'qi'shi'pi'dai 气势披带
'qi'shi'tou'dai 气势头带
'qi'shi'wo'niu 骑士蜗牛
'qi'shou'tou'kui 骑手头盔
'qi'shu 奇树
'qi'shu'qi'shu'shou'ji'ke 奇树奇述手机壳
'qi'shu'qi'shu'zhi'bo 奇树奇述直播
'qi'ta 其他
'qi'ta'tu'jian 其他图鉴
'qi'tai'lang 齐太郎
'qi'ti'zhuang'bao'ke'meng 气体状宝可梦
'qi'wei'zhen'ce 气味侦测
'qi'wu 起雾
'qi'wu'shan'dao 起舞山道
'qi'xi'di 栖息地
'qi'xi'di'bu'ming 栖息地不明
'qi'xi'qing'niao 七夕青鸟
'qi'xi'qing'niao'jin'hua'shi 七夕青鸟进化石
'qi'xi'zai'bei'bu 栖息在北部
'qi'xi'zai'cao'yuan 栖息在草原
'qi'xi'zai'cao'yuan'qu 栖息在草原区
'qi'xi'zai'cheng'zhen'fu'jin 栖息在城镇附近
'qi'xi'zai'chi'tang 栖息在池塘
'qi'xi'zai'chi'tang'huo'he'chuan 栖息在池塘或河川
'qi'xi'zai'chi'tang'huo'hu'po 栖息在池塘或湖泊
'qi'xi'zai'chi'tang'huo'shi'di 栖息在池塘或湿地
'qi'xi'zai'chi'tang'zhou'wei 栖息在池塘周围
'qi'xi'zai'da'guo'hu 栖息在大锅湖
'qi'xi'zai'da'hai 栖息在大海
'qi'xi'zai'da'hai'huo'he'chuan 栖息在大海或河川
'qi'xi'zai'da'hai'huo'hu'po 栖息在大海或湖泊
'qi'xi'zai'di'ling'qu 栖息在第零区
'qi'xi'zai'dong'bei'bu 栖息在东北部
'qi'xi'zai'dong'bu 栖息在东部
'qi'xi'zai'dong'ku 栖息在洞窟
'qi'xi'zai'dong'nan'bu 栖息在东南部
'qi'xi'zai'duo'ge'qu'yu 栖息在多个区域
'qi'xi'zai'fei'xu 栖息在废墟
'qi'xi'zai'fei'xu'huo'zhu'lin 栖息在废墟或竹林
'qi'xi'zai'gan'lan'tian 栖息在橄榄田
'qi'xi'zai'ge'di 栖息在各地
'qi'xi'zai'hai'an'qu 栖息在海岸区
'qi'xi'zai'hai'bian 栖息在海边
'qi'xi'zai'he'bian 栖息在河边
'qi'xi'zai'hong'hong'sha'mo 栖息在烘烘沙漠
'qi'xi'zai'huang'ye 栖息在荒野
'qi'xi'zai'ji'di'qu 栖息在极地区
'qi'xi'zai'nan'bu 栖息在南部
'qi'xi'zai'sen'lin'li 栖息在森林里
'qi'xi'zai'sha'mo 栖息在沙漠
'qi'xi'zai'sha'tan 栖息在沙滩
'qi'xi'zai'shan'ding'fu'jin 栖息在山顶附近
'qi'xi'zai'shan'shang 栖息在山上
'qi'xi'zai'shan'shang'huo'cheng'zhen 栖息在山上或城镇
'qi'xi'zai'shan'shang'huo'dong'ku 栖息在山上或洞窟
'qi'xi'zai'shan'shang'huo'hu'po 栖息在山上或湖泊
'qi'xi'zai'shan'shang'huo'sha'mo 栖息在山上或沙漠
'qi'xi'zai'shan'shang'huo'shi'di 栖息在山上或湿地
'qi'xi'zai'shi'di 栖息在湿地
'qi'xi'zai'shi'di'huo'chi'tang 栖息在湿地或池塘
'qi'xi'zai'shi'di'huo'he'bian 栖息在湿地或河边
'qi'xi'zai'shi'di'huo'shui'bian 栖息在湿地或水边
'qi'xi'zai'shuang'mo'shan 栖息在霜抹山
'qi'xi'zai'shui'bian 栖息在水边
'qi'xi'zai'xi'bei'bu 栖息在西北部
'qi'xi'zai'xi'bu 栖息在西部
'qi'xi'zai'xi'nan'bu 栖息在西南部
'qi'xi'zai'xia'gu'qu 栖息在峡谷区
'qi'xi'zai'xue'yuan'huo'hu'po 栖息在雪原或湖泊
'qi'xi'zai'yan'shi'di'dai 栖息在岩石地带
'qi'xi'zai'zhu'lin 栖息在竹林
'qi'xiang'qiu 气象球
'qi'xing'bao'ke'meng 七星宝可梦
'qi'xing'duo'hun'tui 七星夺魂腿
'qi'xing'shou'tao 骑行手套
'qi'xing'zhuang'zhi 骑行装置
'qi'xuan'gong'ji 气旋攻击
'qi'yi'guo'pian 奇异果片
'qi'yi'ka'pian 奇异卡片
'qi'yi'qiu 奇异球
'qi'yi'xun'xiang 奇异薰香
'qi'yi'zhi'feng 奇异之风
'qi'yi'zhi'guang 奇异之光
'qi'ying'bao'ke'meng 栖影宝可梦
'qi'yuan 祈愿
'qi'yuan'bao'ke'meng 祈愿宝可梦
'qi'yuan'chao'xin'xing'da'bao'zha 起源超新星大爆炸
'qi'yuan'kuang'shi 起源矿石
'qi'yuan'qiu 起源球
'qi'yuan'xing'tai 起源形态
'qi'zha 气闸
'qi'zhi'hua'shi 鳍之化石
'qia'lei'mu 恰雷姆
'qia'lei'mu'jin'hua'shi 恰雷姆进化石
'qian'ban'bian'shen 牵绊变身
'qian'ban'jiang'sheng 牵绊缰绳
'qian'bian'wan'hua 千变万花
'qian'bo'ji'dang 千波激荡
'qian'cheng 浅橙
'qian'fen'hong 浅粉红
'qian'feng'bao'ke'meng 前锋宝可梦
'qian'gang'bao'zhu 潜钢宝主
'qian'hui 浅灰
'qian'jian'qi'fa 千箭齐发
'qian'lan 浅蓝
'qian'lan'se'he'xin 浅蓝色核心
'qian'ling'qi'xi 潜灵奇袭
'qian'lv'yi'zi 浅绿椅子
'qian'lv'zhuo'jin 浅绿桌巾
'qian'mi 浅米
'qian'mian'bi'yi 千面避役
'qian'niu'zai'lan 浅牛仔蓝
'qian'nu 迁怒
'qian'shou 牵手
'qian'shui 潜水
'qian'shui'bao'ke'meng 潜水宝可梦
'qian'shui'qiu 潜水球
'qian'tan'bei'ke 浅滩贝壳
'qian'tan'hai'yan 浅滩海盐
'qian'wan'fu'te 千万伏特
'qian'wang'bei'gu'dao'guan'ba 前往焙固道馆吧
'qian'wang'bei'shang'zhong'xin'ba 前往北上中心吧
'qian'wang'bing'gui'dao'guan'ba 前往冰柜道馆吧
'qian'wang'bo'ping'dao'guan'ba 前往玻瓶道馆吧
'qian'wang'cui'lv'zhen'ba 前往翠绿镇吧
'qian'wang'deng'ta'ba 前往灯塔吧
'qian'wang'di'ling'qu'ba 前往第零区吧
'qian'wang'dui'mian'de'fang'zi'ba 前往对面的房子吧
'qian'wang'he'zi 前往盒子
'qian'wang'jin'hui'dao'guan'ba 前往锦汇道馆吧
'qian'wang'jing'guang'chi'ba 前往晶光池吧
'qian'wang'kong'dong'ba 前往恐洞吧
'qian'wang'lan'mei'xue'yuan'ba 前往蓝莓学园吧
'qian'wang'ling'qu'yan'jiu'suo'ba 前往零区研究所吧
'qian'wang'ling'qu'zha'kou'ba 前往零区闸口吧
'qian'wang'niang'guang'dao'guan'ba 前往酿光道馆吧
'qian'wang'ping'die'zhen'ba 前往平碟镇吧
'qian'wang'ru'kou'ba 前往入口吧
'qian'wang'ru'kou'da'tang'ba 前往入口大堂吧
'qian'wang'shen'bo'dao'guan'ba 前往深钵道馆吧
'qian'wang'shuang'mo'shan'dao'guan'ba 前往霜抹山道馆吧
'qian'wang'tao'ze'shang'dian'ba 前往桃泽商店吧
'qian'wang'ti'cao'hui'chang'ba 前往体操会场吧
'qian'wang'xiang'ri'hua'guai'guang'chang'ba 前往向日花怪广场吧
'qian'wang'xiao'zhang'shi'ba 前往校长室吧
'qian'wang'xue'xiao'ba 前往学校吧
'qian'wang'xue'yuan'ba 前往学院吧
'qian'wang'yan'chu'hui'chang'ba 前往演出会场吧
'qian'wang'yuan'mo'dao'guan'ba 前往圆模道馆吧
'qian'wang'zhuo'tai'shi'ba 前往桌台市吧
'qian'wang'zi'qin'zhen'ba 前往渍沁镇吧
'qian'wei'xie 钳尾蝎
'qian'xiang 千香
'qian'xiang'guo 千香果
'qian'xun 千寻
'qian'zai'nan'feng'de 千载难逢的
'qian'zai'nan'feng'jiang'zhang 千载难逢奖章
'qian'zhen'yu 千针鱼
'qian'zhen'yu'de'ci 千针鱼的刺
'qian'zi'bao'ke'meng 钳子宝可梦
'qian'zuo 谦作
'qiang'bi'bao'ke'meng 强臂宝可梦
'qiang'e'ji'mu'chong 强颚鸡母虫
'qiang'e'ji'mu'chong'de'si 强颚鸡母虫的丝
'qiang'hua'kou'dai 强化口袋
'qiang'li'bian'da 强力鞭打
'qiang'li'shou'huan 强力手环
'qiang'li'xiang'cao 强力香草
'qiang'li'zuan 强力钻
'qiang'ren'gong'ji 强刃攻击
'qiang'suan'ju'du'mie'jue'yu 强酸剧毒灭绝雨
'qiang'xian'yi'bu 抢先一步
'qiang'xing 强行
'qiang'yi 强伊
'qiang'zhe'bao'ke'meng 强者宝可梦
'qiang'zhi'duan'lian'qi 强制锻炼器
'qiang'zhuang'da'shi'jiang'zhang 强壮大师奖章
'qiang'zhuang'zhi'e 强壮之颚
'qiang'zi'yin'qing 强子引擎
'qiao'duan'jiang 巧锻匠
'qiao'ke 巧可
'qiao'ke'guo 巧可果
'qiao'ke'li'bo'he'bing'qi'lin 巧克力薄荷冰淇淋
'qiao'ke'li'ji'na'bang 巧克力吉拿棒
'qiao'ke'li'xiang'cao'shui'guo'ba'fei 巧克力香草水果芭菲
'qiao'ke'li'xiang'jiao'ke'li'bing 巧克力香蕉可丽饼
'qiao'liang'you'jian 桥梁邮件
'qiao'nong'pao'chong 锹农炮虫
'qiao'se 乔瑟
'qiao'xing'chong'bao'ke'meng 锹形虫宝可梦
'qiao'yin'hou 敲音猴
'qie'fan 茄番
'qie'fan'guo 茄番果
'qie'ge'luo'tuo'mu 切割洛托姆
'qie'huan 切换
'qie'huan'di'tu 切换地图
'qie'huan'lei'da'tu 切换雷达图
'qie'huan'mo'shi 切换模式
'qie'huan'na'fa 切换拿法
'qie'huan'wei'zhi 切换位置
'qie'huan'xian'shi 切换显示
'qie'huan'xian'shi'nei'rong 切换显示内容
'qin'fen 勤奋
'qin'mi'peng'peng 亲密碰碰
'qin'mi'wu'jian'da'luan'zou 亲密无间大乱揍
'qin'wen'bao'ke'meng 亲吻宝可梦
'qin'zi'ai 亲子爱
'qin'zi'bao'ke'meng 亲子宝可梦
'qing'cao'chang'di 青草场地
'qing'cao'cun'chu'die 青草存储碟
'qing'cao'hua'ti 青草滑梯
'qing'cao'jiao'ban'qi 青草搅拌器
'qing'cao'zhi'zao'zhe 青草制造者
'qing'cao'zhong'zi 青草种子
'qing'cha 青茶
'qing'chu'nong'wu 清除浓雾
'qing'chu'zhi'yan 清除之烟
'qing'gao'bao'ke'meng 清高宝可梦
'qing'jia'wang 请假王
'qing'jiao'pian 青椒片
'qing'jiao'rou'si 青椒肉丝
'qing'jie'yuan 清洁员
'qing'jin'shu 轻金属
'qing'jing'zhui'shi 清净坠饰
'qing'kong'hua'san'ming'zhi'qian 晴空花三明治签
'qing'lang 晴朗
'qing'mei 晴美
'qing'mian'niao 青绵鸟
'qing'mian'niao'de'yu'mao 青绵鸟的羽毛
'qing'mu 青木
'qing'piao'piao 轻飘飘
'qing'qing'ting 蜻蜻蜓
'qing'qing'ting'de'ci 蜻蜻蜓的刺
'qing'ren 青人
'qing'shen'xue 轻身鳕
'qing'shen'xue'de'yu'pian 轻身鳕的鱼片
'qing'shi 轻石
'qing'shuang'san'ming'zhi 清爽三明治
'qing'shui'cun'chu'die 清水存储碟
'qing'shui'xie'bao'ke'meng 清水蟹宝可梦
'qing'tai 庆太
'qing'tang 清汤
'qing'tang'qiao'mai'mian 清汤荞麦面
'qing'teng'she 青藤蛇
'qing'tian'xing'tai 晴天形态
'qing'tong'bao'ke'meng 青铜宝可梦
'qing'tong'zhong 青铜钟
'qing'xi 清洗
'qing'xi'luo'tuo'mu 清洗洛托姆
'qing'xiao 晴孝
'qing'xie'jing'tou 倾斜镜头
'qing'xing 清醒
'qing'yan 晴彦
'qing'yan 青焰
'qing'ying'qing'ying'feng'ge 轻盈轻盈风格
'qing'zhu 庆祝
'qing'zhu'zhi'kai 庆祝之铠
'qing'zhuang 轻装
'qiong'en 琼恩
'qiu'ai'bao'ke'meng 求爱宝可梦
'qiu'bao'ke'meng 球宝可梦
'qiu'de'shuo'ming 球的说明
'qiu'en 秋恩
'qiu'gen 球根
'qiu'guo'guo 球果果
'qiu'guo'he 球果盒
'qiu'jing'bao'ke'meng 球鲸宝可梦
'qiu'lei'mu 酋雷姆
'qiu'lei'mu'de'dian'xin 酋雷姆的点心
'qiu'lei'mu'de'yang'zi 酋雷姆的样子
'qiu'ming 秋明
'qiu'qiu'hai'shi 球球海狮
'qiu'qiu'hua'wen 球球花纹
'qiu'ren 秋人
'qiu'sui 秋穗
'qiu'tian'de'yang'zi 秋天的样子
'qiu'yin 蚯蚓
'qiu'yin'bao'ke'meng 蚯蚓宝可梦
'qiu'yu 求雨
'qu'can'jia'yan'mian'ji'ba 去参加掩面祭吧
'qu'dan'yu'jia'ba 去丹瑜家吧
'qu'gong'min'guan'kan'kan'ba 去公民馆看看吧
'qu'jian'bai'lei'ya'lao'shi'ba 去见白蕾雅老师吧
'qu'jian'dan'yu'ba 去见丹瑜吧
'qu'jian'he'yue'ba 去见赫月吧
'qu'jian'mu'dan'ba 去见牡丹吧
'qu'jian'pai'pa'ba 去见派帕吧
'qu'jian'wu'li'ba 去见乌栗吧
'qu'jin'neng'liang 驱劲能量
'qu'kong'dong'kan'kan'ba 去恐洞看看吧
'qu'na'mian'ju'ba 去拿面具吧
'qu'ni'cheng 取昵称
'qu'ru'kou'da'ting'ba 去入口大厅吧
'qu'sheng'tai'ju'dan'kan'kan'ba 去生态巨蛋看看吧
'qu'su'she'kan'kan'ba 去宿舍看看吧
'qu'wen'ye'ye'ba 去问爷爷吧
'qu'wu'li'jia'ba 去乌栗家吧
'qu'xiao 取消
'qu'zhao'ni'mo'ba 去找妮莫吧
'quan'bu'she'ding'wei'deng'ji 全部设定为等级
'quan'bu'sui'ji 全部随机
'quan'dou'bao'ke'meng 拳斗宝可梦
'quan'fa'bao'ke'meng 拳法宝可梦
'quan'fu'yao 全复药
'quan'hai'shen 拳海参
'quan'ji'bao'ke'meng 拳击宝可梦
'quan'ji'shou'tao 拳击手套
'quan'kai'meng'zhuang 全开猛撞
'quan'kui 全盔
'quan'li'wu'shuang'ji'lie'quan 全力无双激烈拳
'quan'man'yao 全满药
'quan'neng'bian'shen 全能变身
'quan'neng'xing'tai 全能形态
'quan'quan'xiao 拳拳蛸
'quan'quan'xiong 圈圈熊
'quan'suo'bao'ke'meng 蜷缩宝可梦
'quan'tou'shi'ban 拳头石板
'quan'xi'ying'xiang'tong'xun'qi 全息影像通讯器
'quan'xuan 全选
'quan'yuan 全员
'que'ban 雀斑
'que'ding 确定
'que'fa'zi'xin'de 缺乏自信的
'que'ren 确认
'que'ren'dui'shou 确认对手
'que'ren'li'wu 确认礼物
'que'ren'shi'pu 确认食谱
'que'sun'de'cha'hu 缺损的茶壶
'qun'dao'hua'wen 群岛花纹
'qun'er'xiao'jie 裙儿小姐
'qun'ju'bian'xing 群聚变形
'qun'mo'luan'wu 群魔乱舞
'qun'qing'lan 群青蓝
'ran'jin 燃尽
'ran'shao'chong 燃烧虫
'ran'shao'chong'de'mao 燃烧虫的毛
're'dai'cao'yuan'hua'wen 热带草原花纹
're'dai'long 热带龙
're'dai'long'de'ye'pian 热带龙的叶片
're'dai'san'ming'zhi 热带三明治
're'dai'ti 热带踢
're'dai'yu'lin'hua'wen 热带雨林花纹
're'feng 热风
're'jiao'huan 热交换
're'la 热辣
're'la'bao'ke'meng 热辣宝可梦
're'la're'la'feng'ge 热辣热辣风格
're'la'wa 热辣娃
're'la'wa'de'zhong'zi 热辣娃的种子
're'qi'qiu'bao'ke'meng 热气球宝可梦
're'qing'zhi'zheng 热情之证
're'sha'da'di 热沙大地
're'sha'feng'bao 热沙风暴
're'shui 热水
're'xue'hui'yi'li'de 热血回忆里的
're'yan 热焰
're'zhong 热衷
'ren'gong'bao'ke'meng 人工宝可梦
'ren'he'ren 任何人
'ren'ma'yi'ti 人马一体
'ren'nai 忍耐
'ren'nai'bao'ke'meng 忍耐宝可梦
'ren'ou'bao'ke'meng 人偶宝可梦
'ren'si 仁嗣
'ren'xing'bao'ke'meng 人形宝可梦
'ren'yu'bao'ke'meng 刃羽宝可梦
'ren'zao'bao'ke'meng 人造宝可梦
'ren'zao'xi'bao'luan 人造细胞卵
'ren'zhan 稔展
'ren'zhe'bao'ke'meng 忍者宝可梦
'ren'zhen 认真
'ren'zhen'bo'he 认真薄荷
'ren'zhen'qi'lai'da'bao'ji 认真起来大爆击
'ri'guang'hui'xuan'xia'cang'qiong 日光回旋下苍穹
'ri'guang'ren 日光刃
'ri'guang'shu 日光束
'ri'lun'bao'ke'meng 日轮宝可梦
'ri'nai'zi 日奈子
'ri'zhao 日照
'ri'zhi'shi 日之石
'rong'dan 茸丹
'rong'dan'guo 茸丹果
'rong'hua 溶化
'rong'jie'ye 溶解液
'rong'rong'yang 茸茸羊
'rong'shi'shou 溶食兽
'rong'shi'shou'de'nian'ye 溶食兽的黏液
'rong'tai 荣太
'rong'yan'bao'ke'meng 熔岩宝可梦
'rong'yan'chong 熔岩虫
'rong'yan'chong'de'rong'yan 熔岩虫的熔岩
'rong'yan'feng'bao 熔岩风暴
'rong'yan'kai'jia 熔岩铠甲
'rong'yan'tou'kui'fu'zhi'pin 熔岩头盔复制品
'rong'yan'wo'niu 熔岩蜗牛
'rong'yan'zeng'fu'qi 熔岩增幅器
'rong'yan'zhuang 熔岩装
'rong'yi'shou 熔蚁兽
'rou'dao'bao'ke'meng 柔道宝可梦
'rou'gui'ji'na'bang 肉桂吉拿棒
'rou'he 柔和
'rou'ruan 柔软
'rou'ruan'sha'zi 柔软沙子
'rou'shu'bao'ke'meng 柔术宝可梦
'ru'he'bu'zhuo 如何捕捉
'ru'he'bu'zhuo'bao'ke'meng 如何捕捉宝可梦
'ru'he'can'jia'da'sai 如何参加大赛
'ru'he'zhi'zuo'san'ming'zhi 如何制作三明治
'ru'he'zhi'zuo'zhao'shi'xue'xi'qi 如何制作招式学习器
'ru'kou'da'tang 入口大堂
'ru'kou'da'ting 入口大厅
'ru'men'bao'ke'meng 入门宝可梦
'ru'xue'ri 入学日
'ru'xue'shen'qing'shu 入学申请书
'ruan'ruo 软弱
'ruan'ti'sheng'wu'bao'ke'meng 软体生物宝可梦
'rui'ji 锐吉
'rui'li'mu'guang 锐利目光
'rui'li'niao'zui 锐利鸟嘴
'rui'li'zhi'ya 锐利之牙
'rui'li'zhi'zhao 锐利之爪
'rui'shu 瑞树
'run'shui'ya 润水鸭
'run'shui'ya'shou'ji'ke 润水鸭手机壳
'ruo'dian'bao'xian 弱点保险
'ruo'ding'yu 弱丁鱼
'sa'jiao 撒娇
'sa'ling 撒菱
'sa'lu'de 萨戮德
'sa'wa'luo 萨瓦罗
'sai'che'tou'kui 赛车头盔
'sai'fu'hao 赛富豪
'sai'gu'le 赛固乐
'sai'ji 赛吉
'sai'yao 鳃咬
'sai'yi 塞伊
'sai'yu'hai'shou 鳃鱼海兽
'sai'yu'long 鳃鱼龙
'san'chong'gong'ji 三重攻击
'san'di'shu 三地鼠
'san'dian'xi 伞电蜥
'san'hai'di'shu 三海地鼠
'san'he'yi'ci'guai 三合一磁怪
'san'jiao'shuang'jian'bao 三角双肩包
'san'jie'xing'tai 三节形态
'san'lian'jian 三连箭
'san'lian'ti 三连踢
'san'lian'zuan 三连钻
'san'mi'feng 三蜜蜂
'san'mi'feng'de'mi 三蜜蜂的蜜
'san'ming'zhi 三明治
'san'ming'zhi'qian 三明治签
'san'ming'zhi'shou'ji'ke 三明治手机壳
'san'ren 三人
